
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Z at Wheel Center                            FSE08 front suspension                              

   WhTra  ForceZ_L ForceZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00  1000.00    -0.29    -0.44    -0.78     1.23     9.76    14.55     2.21    -2.57    -0.28    -0.41     0.14    -0.14   885.74     0.00
    10.00     0.00 -1000.00    -0.29    -0.26    -0.78     0.69     9.76     8.75     2.21    -2.14    -0.28    -0.25     0.14    -0.14   885.74  1859.56
    12.00  1000.00     0.00    -0.44    -0.35    -1.23     0.96    14.55    11.71     2.57    -2.35    -0.41    -0.33     0.14    -0.14     0.00   929.96
    12.00 -1000.00     0.00    -0.32    -0.35    -0.86     0.96    10.70    11.71     2.28    -2.35    -0.31    -0.33     0.14    -0.14  1902.96   929.96
    12.00     0.00  1000.00    -0.35    -0.44    -0.96     1.23    11.71    14.55     2.35    -2.57    -0.33    -0.41     0.14    -0.14   929.96     0.00
    12.00     0.00 -1000.00    -0.35    -0.32    -0.96     0.86    11.71    10.70     2.35    -2.28    -0.33    -0.31     0.14    -0.14   929.96  1902.96
    14.00  1000.00     0.00    -0.44    -0.41    -1.25     1.14    14.67    13.66     2.57    -2.50    -0.41    -0.39     0.14    -0.14     2.76   974.22
    14.00 -1000.00     0.00    -0.37    -0.41    -1.05     1.14    12.65    13.66     2.43    -2.50    -0.37    -0.39     0.14    -0.14  1946.44   974.22
    14.00     0.00  1000.00    -0.41    -0.44    -1.14     1.25    13.66    14.67     2.50    -2.57    -0.39    -0.41     0.14    -0.14   974.22     2.76
    14.00     0.00 -1000.00    -0.41    -0.37    -1.14     1.05    13.66    12.65     2.50    -2.43    -0.39    -0.37     0.14    -0.14   974.22  1946.44
    16.00  1000.00     0.00    -0.50    -0.47    -1.45     1.34    16.62    15.61     2.72    -2.65    -0.47    -0.45     0.14    -0.14    47.61  1018.39
    16.00 -1000.00     0.00    -0.43    -0.47    -1.24     1.34    14.60    15.61     2.57    -2.65    -0.42    -0.45     0.14    -0.14  1989.89  1018.39
    16.00     0.00  1000.00    -0.47    -0.50    -1.34     1.45    15.61    16.62     2.65    -2.72    -0.45    -0.47     0.14    -0.14  1018.39    47.61
    16.00     0.00 -1000.00    -0.47    -0.43    -1.34     1.24    15.61    14.60     2.65    -2.57    -0.45    -0.42     0.14    -0.14  1018.39  1989.89
    18.00  1000.00     0.00    -0.56    -0.53    -1.66     1.55    18.56    17.55     2.87    -2.80    -0.53    -0.50     0.14    -0.14    92.11  1062.29
    18.00 -1000.00     0.00    -0.49    -0.53    -1.44     1.55    16.55    17.55     2.72    -2.80    -0.48    -0.50     0.14    -0.14  2033.15  1062.29
    18.00     0.00  1000.00    -0.53    -0.56    -1.55     1.66    17.55    18.56     2.80    -2.87    -0.50    -0.53     0.14    -0.14  1062.29    92.11
    18.00     0.00 -1000.00    -0.53    -0.49    -1.55     1.44    17.55    16.55     2.80    -2.72    -0.50    -0.48     0.14    -0.14  1062.29  2033.15
    20.00  1000.00     0.00    -0.62    -0.58    -1.87     1.76    20.51    19.50     3.02    -2.94    -0.58    -0.56     0.14    -0.14   136.06  1105.74
    20.00 -1000.00     0.00    -0.55    -0.58    -1.65     1.76    18.49    19.50     2.87    -2.94    -0.54    -0.56     0.14    -0.14  2076.05  1105.74
    20.00     0.00  1000.00    -0.58    -0.62    -1.76     1.87    19.50    20.51     2.94    -3.02    -0.56    -0.58     0.14    -0.14  1105.74   136.06
    20.00     0.00 -1000.00    -0.58    -0.55    -1.76     1.65    19.50    18.49     2.94    -2.87    -0.56    -0.54     0.14    -0.14  1105.74  2076.05
    22.00  1000.00     0.00    -0.68    -0.64    -2.10     1.98    22.45    21.45     3.17    -3.09    -0.64    -0.62     0.14    -0.14   179.18  1148.49
    22.00 -1000.00     0.00    -0.61    -0.64    -1.86     1.98    20.44    21.45     3.02    -3.09    -0.60    -0.62     0.14    -0.14  2118.36  1148.49
    22.00     0.00  1000.00    -0.64    -0.68    -1.98     2.10    21.45    22.45     3.09    -3.17    -0.62    -0.64     0.14    -0.14  1148.49   179.18
    22.00     0.00 -1000.00    -0.64    -0.61    -1.98     1.86    21.45    20.44     3.09    -3.02    -0.62    -0.60     0.14    -0.14  1148.49  2118.36
    24.00  1000.00     0.00    -0.74    -0.70    -2.33     2.21    24.40    23.39     3.32    -3.25    -0.70    -0.68     0.14    -0.14   221.16  1190.26
    24.00 -1000.00     0.00    -0.67    -0.70    -2.09     2.21    22.39    23.39     3.17    -3.25    -0.66    -0.68     0.14    -0.14  2159.83  1190.26
    24.00     0.00  1000.00    -0.70    -0.74    -2.21     2.33    23.39    24.40     3.25    -3.32    -0.68    -0.70     0.14    -0.14  1190.26   221.16
    24.00     0.00 -1000.00    -0.70    -0.67    -2.21     2.09    23.39    22.39     3.25    -3.17    -0.68    -0.66     0.14    -0.14  1190.26  2159.83
    26.00  1000.00     0.00    -0.80    -0.76    -2.58     2.45    26.34    25.34     3.48    -3.40    -0.75    -0.73     0.14    -0.14   261.60  1230.68
    26.00 -1000.00     0.00    -0.73    -0.76    -2.32     2.45    24.33    25.34     3.32    -3.40    -0.72    -0.73     0.14    -0.14  2200.14  1230.68
    26.00     0.00  1000.00    -0.76    -0.80    -2.45     2.58    25.34    26.34     3.40    -3.48    -0.73    -0.75     0.14    -0.14  1230.68   261.60
    26.00     0.00 -1000.00    -0.76    -0.73    -2.45     2.32    25.34    24.33     3.40    -3.32    -0.73    -0.72     0.14    -0.14  1230.68  2200.14
    28.00  1000.00     0.00    -0.86    -0.82    -2.83     2.70    28.29    27.29     3.63    -3.55    -0.81    -0.79     0.14    -0.14   300.03  1269.34
    28.00 -1000.00     0.00    -0.78    -0.82    -2.57     2.70    26.28    27.29     3.48    -3.55    -0.77    -0.79     0.14    -0.14  2238.89  1269.34
    28.00     0.00  1000.00    -0.82    -0.86    -2.70     2.83    27.29    28.29     3.55    -3.63    -0.79    -0.81     0.14    -0.14  1269.34   300.03
    28.00     0.00 -1000.00    -0.82    -0.78    -2.70     2.57    27.29    26.28     3.55    -3.48    -0.79    -0.77     0.14    -0.14  1269.34  2238.89
    30.00  1000.00     0.00    -0.92    -0.88    -3.09     2.95    30.24    29.23     3.79    -3.71    -0.87    -0.85     0.14    -0.14   335.87  1305.70
    30.00 -1000.00     0.00    -0.84    -0.88    -2.82     2.95    28.23    29.23     3.63    -3.71    -0.83    -0.85     0.14    -0.14  2275.62  1305.70
    30.00     0.00  1000.00    -0.88    -0.92    -2.95     3.09    29.23    30.24     3.71    -3.79    -0.85    -0.87     0.14    -0.14  1305.70   335.87
    30.00     0.00 -1000.00    -0.88    -0.84    -2.95     2.82    29.23    28.23     3.71    -3.63    -0.85    -0.83     0.14    -0.14  1305.70  2275.62
    32.00  1000.00     0.00    -0.98    -0.94    -3.36     3.22    32.19    31.18     3.94    -3.86    -0.93    -0.91     0.14    -0.14   368.37  1339.10
    32.00 -1000.00     0.00    -0.90    -0.94    -3.08     3.22    30.18    31.18     3.79    -3.86    -0.89    -0.91     0.14    -0.14  2309.72  1339.10
    32.00     0.00  1000.00    -0.94    -0.98    -3.22     3.36    31.18    32.19     3.86    -3.94    -0.91    -0.93     0.14    -0.14  1339.10   368.37
    32.00     0.00 -1000.00    -0.94    -0.90    -3.22     3.08    31.18    30.18     3.86    -3.79    -0.91    -0.89     0.14    -0.14  1339.10  2309.72
    34.00  1000.00     0.00    -1.04    -1.00    -3.63     3.49    34.14    33.14     4.10    -4.02    -0.98    -0.97     0.14    -0.14   396.63  1368.75
    34.00 -1000.00     0.00    -0.96    -1.00    -3.35     3.49    32.13    33.14     3.94    -4.02    -0.95    -0.97     0.14    -0.14  2340.49  1368.75
    34.00     0.00  1000.00    -1.00    -1.04    -3.49     3.63    33.14    34.14     4.02    -4.10    -0.97    -0.98     0.14    -0.14  1368.75   396.63
    34.00     0.00 -1000.00    -1.00    -0.96    -3.49     3.35    33.14    32.13     4.02    -3.94    -0.97    -0.95     0.14    -0.14  1368.75  2340.49
    36.00  1000.00     0.00    -1.11    -1.07    -3.92     3.77    36.10    35.09     4.26    -4.18    -1.04    -1.03     0.14    -0.14   419.52  1393.61
    36.00 -1000.00     0.00    -1.02    -1.07    -3.62     3.77    34.09    35.09     4.10    -4.18    -1.01    -1.03     0.14    -0.14  2367.02  1393.61
    36.00     0.00  1000.00    -1.07    -1.11    -3.77     3.92    35.09    36.10     4.18    -4.26    -1.03    -1.04     0.14    -0.14  1393.61   419.52
    36.00     0.00 -1000.00    -1.07    -1.02    -3.77     3.62    35.09    34.09     4.18    -4.10    -1.03    -1.01     0.14    -0.14  1393.61  2367.02
    38.00  1000.00     0.00    -1.17    -1.13    -4.22     4.06    38.06    37.06     4.42    -4.34    -1.10    -1.08     0.14    -0.14   435.55  1412.41
    38.00 -1000.00     0.00    -1.09    -1.13    -3.91     4.06    36.05    37.06     4.26    -4.34    -1.07    -1.08     0.15    -0.14  2388.16  1412.41
    38.00     0.00  1000.00    -1.13    -1.17    -4.06     4.22    37.06    38.06     4.34    -4.42    -1.08    -1.10     0.14    -0.14  1412.41   435.55
    38.00     0.00 -1000.00    -1.13    -1.09    -4.06     3.91    37.06    36.05     4.34    -4.26    -1.08    -1.07     0.14    -0.15  1412.41  2388.16
    -2.00  1000.00     0.00    -0.44     0.06    -1.23    -0.13    14.55    -1.96     2.57    -1.36    -0.41     0.05     0.14    -0.13     0.00   626.21
    -2.00 -1000.00     0.00     0.09     0.06     0.20    -0.13    -2.98    -1.96     1.29    -1.36     0.08     0.05     0.13    -0.13  1605.42   626.21
    -2.00     0.00  1000.00     0.06    -0.44     0.13     1.23    -1.96    14.55     1.36    -2.57     0.05    -0.41     0.13    -0.14   626.21     0.00
    -2.00     0.00 -1000.00     0.06     0.09     0.13    -0.20    -1.96    -2.98     1.36    -1.29     0.05     0.08     0.13    -0.13   626.21  1605.42
    -4.00  1000.00     0.00    -0.44     0.12    -1.23    -0.25    14.55    -3.91     2.57    -1.22    -0.41     0.11     0.14    -0.13     0.00   584.44
    -4.00 -1000.00     0.00     0.15     0.12     0.31    -0.25    -4.94    -3.91     1.15    -1.22     0.14     0.11     0.13    -0.13  1564.57   584.44
    -4.00     0.00  1000.00     0.12    -0.44     0.25     1.23    -3.91    14.55     1.22    -2.57     0.11    -0.41     0.13    -0.14   584.44     0.00
    -4.00     0.00 -1000.00     0.12     0.15     0.25    -0.31    -3.91    -4.94     1.22    -1.15     0.11     0.14     0.13    -0.13   584.44  1564.57
    -6.00  1000.00     0.00    -0.44     0.17    -1.23    -0.37    14.55    -5.87     2.57    -1.09    -0.41     0.16     0.14    -0.13     0.00   543.18
    -6.00 -1000.00     0.00     0.20     0.17     0.42    -0.37    -6.90    -5.87     1.02    -1.09     0.19     0.16     0.13    -0.13  1524.22   543.18
    -6.00     0.00  1000.00     0.17    -0.44     0.37     1.23    -5.87    14.55     1.09    -2.57     0.16    -0.41     0.13    -0.14   543.18     0.00
    -6.00     0.00 -1000.00     0.17     0.20     0.37    -0.42    -5.87    -6.90     1.09    -1.02     0.16     0.19     0.13    -0.13   543.18  1524.22
    -8.00  1000.00     0.00    -0.44     0.23    -1.23    -0.47    14.55    -7.83     2.57    -0.95    -0.41     0.22     0.14    -0.13     0.00   502.44
    -8.00 -1000.00     0.00     0.26     0.23     0.52    -0.47    -8.86    -7.83     0.88    -0.95     0.25     0.22     0.12    -0.13  1484.39   502.44
    -8.00     0.00  1000.00     0.23    -0.44     0.47     1.23    -7.83    14.55     0.95    -2.57     0.22    -0.41     0.13    -0.14   502.44     0.00
    -8.00     0.00 -1000.00     0.23     0.26     0.47    -0.52    -7.83    -8.86     0.95    -0.88     0.22     0.25     0.13    -0.12   502.44  1484.39
   -10.00  1000.00     0.00    -0.44     0.29    -1.23    -0.57    14.55    -9.80     2.57    -0.82    -0.41     0.27     0.14    -0.12     0.00   462.24
   -10.00 -1000.00     0.00     0.32     0.29     0.62    -0.57   -10.82    -9.80     0.75    -0.82     0.30     0.27     0.12    -0.12  1445.08   462.24
   -10.00     0.00  1000.00     0.29    -0.44     0.57     1.23    -9.80    14.55     0.82    -2.57     0.27    -0.41     0.12    -0.14   462.24     0.00
   -10.00     0.00 -1000.00     0.29     0.32     0.57    -0.62    -9.80   -10.82     0.82    -0.75     0.27     0.30     0.12    -0.12   462.24  1445.08
   -12.00  1000.00     0.00    -0.44     0.35    -1.23    -0.66    14.55   -11.76     2.57    -0.68    -0.41     0.32     0.14    -0.12     0.00   422.57
   -12.00 -1000.00     0.00     0.38     0.35     0.70    -0.66   -12.79   -11.76     0.61    -0.68     0.36     0.32     0.12    -0.12  1406.30   422.57
   -12.00     0.00  1000.00     0.35    -0.44     0.66     1.23   -11.76    14.55     0.68    -2.57     0.32    -0.41     0.12    -0.14   422.57     0.00
   -12.00     0.00 -1000.00     0.35     0.38     0.66    -0.70   -11.76   -12.79     0.68    -0.61     0.32     0.36     0.12    -0.12   422.57  1406.30
   -14.00  1000.00     0.00    -0.44     0.41    -1.23    -0.74    14.55   -13.72     2.57    -0.55    -0.41     0.38     0.14    -0.12     0.00   383.43
   -14.00 -1000.00     0.00     0.43     0.41     0.78    -0.74   -14.75   -13.72     0.48    -0.55     0.41     0.38     0.12    -0.12  1368.02   383.43
   -14.00     0.00  1000.00     0.41    -0.44     0.74     1.23   -13.72    14.55     0.55    -2.57     0.38    -0.41     0.12    -0.14   383.43     0.00
   -14.00     0.00 -1000.00     0.41     0.43     0.74    -0.78   -13.72   -14.75     0.55    -0.48     0.38     0.41     0.12    -0.12   383.43  1368.02
   -16.00  1000.00     0.00    -0.44     0.46    -1.23    -0.81    14.55   -15.69     2.57    -0.42    -0.41     0.43     0.14    -0.12     0.00   344.82
   -16.00 -1000.00     0.00     0.49     0.46     0.85    -0.81   -16.72   -15.69     0.35    -0.42     0.46     0.43     0.11    -0.12  1330.26   344.82
   -16.00     0.00  1000.00     0.46    -0.44     0.81     1.23   -15.69    14.55     0.42    -2.57     0.43    -0.41     0.12    -0.14   344.82     0.00
   -16.00     0.00 -1000.00     0.46     0.49     0.81    -0.85   -15.69   -16.72     0.42    -0.35     0.43     0.46     0.12    -0.11   344.82  1330.26
   -18.00  1000.00     0.00    -0.44     0.52    -1.23    -0.88    14.55   -17.65     2.57    -0.29    -0.41     0.48     0.14    -0.11     0.00   306.73
   -18.00 -1000.00     0.00     0.55     0.52     0.91    -0.88   -18.69   -17.65     0.22    -0.29     0.52     0.48     0.11    -0.11  1293.00   306.73
   -18.00     0.00  1000.00     0.52    -0.44     0.88     1.23   -17.65    14.55     0.29    -2.57     0.48    -0.41     0.11    -0.14   306.73     0.00
   -18.00     0.00 -1000.00     0.52     0.55     0.88    -0.91   -17.65   -18.69     0.29    -0.22     0.48     0.52     0.11    -0.11   306.73  1293.00
   -20.00  1000.00     0.00    -0.44     0.58    -1.23    -0.93    14.55   -19.62     2.57    -0.16    -0.41     0.54     0.14    -0.11     0.00   269.14
   -20.00 -1000.00     0.00     0.60     0.58     0.96    -0.93   -20.65   -19.62     0.09    -0.16     0.57     0.54     0.11    -0.11  1256.21   269.14
   -20.00     0.00  1000.00     0.58    -0.44     0.93     1.23   -19.62    14.55     0.16    -2.57     0.54    -0.41     0.11    -0.14   269.14     0.00
   -20.00     0.00 -1000.00     0.58     0.60     0.93    -0.96   -19.62   -20.65     0.16    -0.09     0.54     0.57     0.11    -0.11   269.14  1256.21
   -22.00  1000.00     0.00    -0.44     0.64    -1.23    -0.98    14.55   -21.59     2.57    -0.03    -0.41     0.59     0.14    -0.11     0.00   232.03
   -22.00 -1000.00     0.00     0.66     0.64     1.00    -0.98   -22.62   -21.59    -0.04    -0.03     0.62     0.59     0.10    -0.11  1219.89   232.03
   -22.00     0.00  1000.00     0.64    -0.44     0.98     1.23   -21.59    14.55     0.03    -2.57     0.59    -0.41     0.11    -0.14   232.03     0.00
   -22.00     0.00 -1000.00     0.64     0.66     0.98    -1.00   -21.59   -22.62     0.03     0.04     0.59     0.62     0.11    -0.10   232.03  1219.89
   -24.00  1000.00     0.00    -0.44     0.70    -1.23    -1.02    14.55   -23.56     2.57     0.10    -0.41     0.64     0.14    -0.10     0.00   195.39
   -24.00 -1000.00     0.00     0.72     0.70     1.03    -1.02   -24.60   -23.56    -0.17     0.10     0.68     0.64     0.10    -0.10  1184.00   195.39
   -24.00     0.00  1000.00     0.70    -0.44     1.02     1.23   -23.56    14.55    -0.10    -2.57     0.64    -0.41     0.10    -0.14   195.39     0.00
   -24.00     0.00 -1000.00     0.70     0.72     1.02    -1.03   -23.56   -24.60    -0.10     0.17     0.64     0.68     0.10    -0.10   195.39  1184.00
   -26.00  1000.00     0.00    -0.44     0.75    -1.23    -1.05    14.55   -25.53     2.57     0.23    -0.41     0.69     0.14    -0.10     0.00   159.18
   -26.00 -1000.00     0.00     0.78     0.75     1.06    -1.05   -26.57   -25.53    -0.29     0.23     0.73     0.69     0.10    -0.10  1148.52   159.18
   -26.00     0.00  1000.00     0.75    -0.44     1.05     1.23   -25.53    14.55    -0.23    -2.57     0.69    -0.41     0.10    -0.14   159.18     0.00
   -26.00     0.00 -1000.00     0.75     0.78     1.05    -1.06   -25.53   -26.57    -0.23     0.29     0.69     0.73     0.10    -0.10   159.18  1148.52
   -28.00  1000.00     0.00    -0.44     0.81    -1.23    -1.07    14.55   -27.50     2.57     0.35    -0.41     0.74     0.14    -0.10     0.00   123.38
   -28.00 -1000.00     0.00     0.83     0.81     1.08    -1.07   -28.54   -27.50    -0.42     0.35     0.78     0.74     0.09    -0.10  1113.42   123.38
   -28.00     0.00  1000.00     0.81    -0.44     1.07     1.23   -27.50    14.55    -0.35    -2.57     0.74    -0.41     0.10    -0.14   123.38     0.00
   -28.00     0.00 -1000.00     0.81     0.83     1.07    -1.08   -27.50   -28.54    -0.35     0.42     0.74     0.78     0.10    -0.09   123.38  1113.42
   -30.00  1000.00     0.00    -0.44     0.87    -1.23    -1.08    14.55   -29.48     2.57     0.48    -0.41     0.79     0.14    -0.09     0.00    87.95
   -30.00 -1000.00     0.00     0.89     0.87     1.09    -1.08   -30.52   -29.48    -0.54     0.48     0.83     0.79     0.09    -0.09  1078.65    87.95
   -30.00     0.00  1000.00     0.87    -0.44     1.08     1.23   -29.48    14.55    -0.48    -2.57     0.79    -0.41     0.09    -0.14    87.95     0.00
   -30.00     0.00 -1000.00     0.87     0.89     1.08    -1.09   -29.48   -30.52    -0.48     0.54     0.79     0.83     0.09    -0.09    87.95  1078.65
   -32.00  1000.00     0.00    -0.44     0.92    -1.23    -1.09    14.55   -31.45     2.57     0.60    -0.41     0.84     0.14    -0.09     0.00    52.84
   -32.00 -1000.00     0.00     0.95     0.92     1.09    -1.09   -32.49   -31.45    -0.67     0.60     0.88     0.84     0.08    -0.09  1044.16    52.84
   -32.00     0.00  1000.00     0.92    -0.44     1.09     1.23   -31.45    14.55    -0.60    -2.57     0.84    -0.41     0.09    -0.14    52.84     0.00
   -32.00     0.00 -1000.00     0.92     0.95     1.09    -1.09   -31.45   -32.49    -0.60     0.67     0.84     0.88     0.09    -0.08    52.84  1044.16
   -34.00  1000.00     0.00    -0.44     0.98    -1.23    -1.08    14.55   -33.43     2.57     0.72    -0.41     0.89     0.14    -0.09     0.00    18.01
   -34.00 -1000.00     0.00     1.00     0.98     1.08    -1.08   -34.47   -33.43    -0.79     0.72     0.94     0.89     0.08    -0.09  1009.92    18.01
   -34.00     0.00  1000.00     0.98    -0.44     1.08     1.23   -33.43    14.55    -0.72    -2.57     0.89    -0.41     0.09    -0.14    18.01     0.00
   -34.00     0.00 -1000.00     0.98     1.00     1.08    -1.08   -33.43   -34.47    -0.72     0.79     0.89     0.94     0.09    -0.08    18.01  1009.92
   -36.00  1000.00     0.00    -0.44     1.01    -1.23    -1.08    14.55   -34.45     2.57     0.79    -0.41     0.92     0.14    -0.08     0.00     0.00
   -36.00 -1000.00     0.00     1.06     1.01     1.06    -1.08   -36.44   -34.45    -0.91     0.79     0.99     0.92     0.08    -0.08   975.84     0.00
   -36.00     0.00  1000.00     1.01    -0.44     1.08     1.23   -34.45    14.55    -0.79    -2.57     0.92    -0.41     0.08    -0.14     0.00     0.00
   -36.00     0.00 -1000.00     1.01     1.06     1.08    -1.06   -34.45   -36.44    -0.79     0.91     0.92     0.99     0.08    -0.08     0.00   975.84
