
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           FSE08 front suspension                              

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
     6.00     0.00  -100.00    -0.17    -0.36    -0.44     0.36     5.86     5.91     1.92    -1.90    -0.17    -0.64     0.14    -0.63   797.84   749.68
     8.00   100.00     0.00    -0.05    -0.23    -0.69     0.60     7.76     7.81     2.08    -2.07     0.25    -0.22    -0.36    -0.14   890.05   841.67
     8.00  -100.00     0.00    -0.42    -0.23    -0.52     0.60     7.86     7.81     2.04    -2.07    -0.70    -0.22     0.64    -0.14   793.32   841.67
     8.00     0.00   100.00    -0.23    -0.05    -0.60     0.69     7.81     7.76     2.07    -2.08    -0.22     0.25     0.14     0.36   841.67   890.05
     8.00     0.00  -100.00    -0.23    -0.42    -0.60     0.52     7.81     7.86     2.07    -2.04    -0.22    -0.70     0.14    -0.64   841.67   793.32
    10.00   100.00     0.00    -0.10    -0.29    -0.86     0.78     9.71     9.76     2.23    -2.21     0.20    -0.28    -0.36    -0.14   934.31   885.74
    10.00  -100.00     0.00    -0.48    -0.29    -0.69     0.78     9.81     9.76     2.18    -2.21    -0.76    -0.28     0.65    -0.14   837.20   885.74
    10.00     0.00   100.00    -0.29    -0.10    -0.78     0.86     9.76     9.71     2.21    -2.23    -0.28     0.20     0.14     0.36   885.74   934.31
    10.00     0.00  -100.00    -0.29    -0.48    -0.78     0.69     9.76     9.81     2.21    -2.18    -0.28    -0.76     0.14    -0.65   885.74   837.20
    12.00   100.00     0.00    -0.16    -0.35    -1.04     0.96    11.66    11.71     2.37    -2.35     0.15    -0.33    -0.37    -0.14   978.72   929.96
    12.00  -100.00     0.00    -0.55    -0.35    -0.87     0.96    11.75    11.71     2.33    -2.35    -0.81    -0.33     0.65    -0.14   881.24   929.96
    12.00     0.00   100.00    -0.35    -0.16    -0.96     1.04    11.71    11.66     2.35    -2.37    -0.33     0.15     0.14     0.37   929.96   978.72
    12.00     0.00  -100.00    -0.35    -0.55    -0.96     0.87    11.71    11.75     2.35    -2.33    -0.33    -0.81     0.14    -0.65   929.96   881.24
    14.00   100.00     0.00    -0.21    -0.41    -1.23     1.14    13.61    13.66     2.52    -2.50     0.09    -0.39    -0.37    -0.14  1023.16   974.22
    14.00  -100.00     0.00    -0.61    -0.41    -1.06     1.14    13.70    13.66     2.47    -2.50    -0.87    -0.39     0.66    -0.14   925.32   974.22
    14.00     0.00   100.00    -0.41    -0.21    -1.14     1.23    13.66    13.61     2.50    -2.52    -0.39     0.09     0.14     0.37   974.22  1023.16
    14.00     0.00  -100.00    -0.41    -0.61    -1.14     1.06    13.66    13.70     2.50    -2.47    -0.39    -0.87     0.14    -0.66   974.22   925.32
    16.00   100.00     0.00    -0.27    -0.47    -1.43     1.34    15.56    15.61     2.67    -2.65     0.04    -0.45    -0.38    -0.14  1067.49  1018.39
    16.00  -100.00     0.00    -0.67    -0.47    -1.26     1.34    15.65    15.61     2.62    -2.65    -0.93    -0.45     0.67    -0.14   969.31  1018.39
    16.00     0.00   100.00    -0.47    -0.27    -1.34     1.43    15.61    15.56     2.65    -2.67    -0.45     0.04     0.14     0.38  1018.39  1067.49
    16.00     0.00  -100.00    -0.47    -0.67    -1.34     1.26    15.61    15.65     2.65    -2.62    -0.45    -0.93     0.14    -0.67  1018.39   969.31
    18.00   100.00     0.00    -0.32    -0.53    -1.63     1.55    17.51    17.55     2.82    -2.80    -0.02    -0.50    -0.38    -0.14  1111.57  1062.29
    18.00  -100.00     0.00    -0.74    -0.53    -1.46     1.55    17.59    17.55     2.77    -2.80    -0.99    -0.50     0.67    -0.14  1013.05  1062.29
    18.00     0.00   100.00    -0.53    -0.32    -1.55     1.63    17.55    17.51     2.80    -2.82    -0.50    -0.02     0.14     0.38  1062.29  1111.57
    18.00     0.00  -100.00    -0.53    -0.74    -1.55     1.46    17.55    17.59     2.80    -2.77    -0.50    -0.99     0.14    -0.67  1062.29  1013.05
    20.00   100.00     0.00    -0.37    -0.58    -1.85     1.76    19.45    19.50     2.97    -2.94    -0.07    -0.56    -0.39    -0.14  1155.17  1105.74
    20.00  -100.00     0.00    -0.80    -0.58    -1.67     1.76    19.54    19.50     2.91    -2.94    -1.05    -0.56     0.68    -0.14  1056.34  1105.74
    20.00     0.00   100.00    -0.58    -0.37    -1.76     1.85    19.50    19.45     2.94    -2.97    -0.56    -0.07     0.14     0.39  1105.74  1155.17
    20.00     0.00  -100.00    -0.58    -0.80    -1.76     1.67    19.50    19.54     2.94    -2.91    -0.56    -1.05     0.14    -0.68  1105.74  1056.34
    22.00   100.00     0.00    -0.43    -0.64    -2.07     1.98    21.40    21.45     3.12    -3.09    -0.13    -0.62    -0.40    -0.14  1198.07  1148.49
    22.00  -100.00     0.00    -0.87    -0.64    -1.90     1.98    21.48    21.45     3.06    -3.09    -1.11    -0.62     0.69    -0.14  1098.94  1148.49
    22.00     0.00   100.00    -0.64    -0.43    -1.98     2.07    21.45    21.40     3.09    -3.12    -0.62    -0.13     0.14     0.40  1148.49  1198.07
    22.00     0.00  -100.00    -0.64    -0.87    -1.98     1.90    21.45    21.48     3.09    -3.06    -0.62    -1.11     0.14    -0.69  1148.49  1098.94
    24.00   100.00     0.00    -0.48    -0.70    -2.30     2.21    23.35    23.39     3.27    -3.25    -0.18    -0.68    -0.40    -0.14  1239.98  1190.26
    24.00  -100.00     0.00    -0.93    -0.70    -2.13     2.21    23.43    23.39     3.21    -3.25    -1.17    -0.68     0.69    -0.14  1140.58  1190.26
    24.00     0.00   100.00    -0.70    -0.48    -2.21     2.30    23.39    23.35     3.25    -3.27    -0.68    -0.18     0.14     0.40  1190.26  1239.98
    24.00     0.00  -100.00    -0.70    -0.93    -2.21     2.13    23.39    23.43     3.25    -3.21    -0.68    -1.17     0.14    -0.69  1190.26  1140.58
    26.00   100.00     0.00    -0.53    -0.76    -2.54     2.45    25.29    25.34     3.42    -3.40    -0.24    -0.73    -0.41    -0.14  1280.52  1230.68
    26.00  -100.00     0.00    -0.99    -0.76    -2.36     2.45    25.37    25.34     3.36    -3.40    -1.24    -0.73     0.70    -0.14  1180.88  1230.68
    26.00     0.00   100.00    -0.76    -0.53    -2.45     2.54    25.34    25.29     3.40    -3.42    -0.73    -0.24     0.14     0.41  1230.68  1280.52
    26.00     0.00  -100.00    -0.76    -0.99    -2.45     2.36    25.34    25.37     3.40    -3.36    -0.73    -1.24     0.14    -0.70  1230.68  1180.88
    28.00   100.00     0.00    -0.59    -0.82    -2.79     2.70    27.24    27.29     3.58    -3.55    -0.29    -0.79    -0.42    -0.14  1319.28  1269.34
    28.00  -100.00     0.00    -1.06    -0.82    -2.61     2.70    27.32    27.29     3.52    -3.55    -1.30    -0.79     0.71    -0.14  1219.44  1269.34
    28.00     0.00   100.00    -0.82    -0.59    -2.70     2.79    27.29    27.24     3.55    -3.58    -0.79    -0.29     0.14     0.42  1269.34  1319.28
    28.00     0.00  -100.00    -0.82    -1.06    -2.70     2.61    27.29    27.32     3.55    -3.52    -0.79    -1.30     0.14    -0.71  1269.34  1219.44
    30.00   100.00     0.00    -0.64    -0.88    -3.04     2.95    29.19    29.23     3.73    -3.71    -0.35    -0.85    -0.42    -0.14  1355.71  1305.70
    30.00  -100.00     0.00    -1.13    -0.88    -2.86     2.95    29.27    29.23     3.67    -3.71    -1.36    -0.85     0.71    -0.14  1255.73  1305.70
    30.00     0.00   100.00    -0.88    -0.64    -2.95     3.04    29.23    29.19     3.71    -3.73    -0.85    -0.35     0.14     0.42  1305.70  1355.71
    30.00     0.00  -100.00    -0.88    -1.13    -2.95     2.86    29.23    29.27     3.71    -3.67    -0.85    -1.36     0.14    -0.71  1305.70  1255.73
    32.00   100.00     0.00    -0.70    -0.94    -3.31     3.22    31.14    31.18     3.89    -3.86    -0.40    -0.91    -0.43    -0.14  1389.17  1339.10
    32.00  -100.00     0.00    -1.19    -0.94    -3.13     3.22    31.22    31.18     3.83    -3.86    -1.42    -0.91     0.72    -0.14  1289.10  1339.10
    32.00     0.00   100.00    -0.94    -0.70    -3.22     3.31    31.18    31.14     3.86    -3.89    -0.91    -0.40     0.14     0.43  1339.10  1389.17
    32.00     0.00  -100.00    -0.94    -1.19    -3.22     3.13    31.18    31.22     3.86    -3.83    -0.91    -1.42     0.14    -0.72  1339.10  1289.10
    34.00   100.00     0.00    -0.75    -1.00    -3.58     3.49    33.10    33.14     4.05    -4.02    -0.46    -0.97    -0.44    -0.14  1418.82  1368.75
    34.00  -100.00     0.00    -1.26    -1.00    -3.40     3.49    33.17    33.14     3.98    -4.02    -1.48    -0.97     0.73    -0.14  1318.74  1368.75
    34.00     0.00   100.00    -1.00    -0.75    -3.49     3.58    33.14    33.10     4.02    -4.05    -0.97    -0.46     0.14     0.44  1368.75  1418.82
    34.00     0.00  -100.00    -1.00    -1.26    -3.49     3.40    33.14    33.17     4.02    -3.98    -0.97    -1.48     0.14    -0.73  1368.75  1318.74
    36.00   100.00     0.00    -0.81    -1.07    -3.86     3.77    35.05    35.09     4.21    -4.18    -0.51    -1.03    -0.44    -0.14  1443.64  1393.61
    36.00  -100.00     0.00    -1.33    -1.07    -3.68     3.77    35.13    35.09     4.14    -4.18    -1.54    -1.03     0.73    -0.14  1343.66  1393.61
    36.00     0.00   100.00    -1.07    -0.81    -3.77     3.86    35.09    35.05     4.18    -4.21    -1.03    -0.51     0.14     0.44  1393.61  1443.64
    36.00     0.00  -100.00    -1.07    -1.33    -3.77     3.68    35.09    35.13     4.18    -4.14    -1.03    -1.54     0.14    -0.73  1393.61  1343.66
    38.00   100.00     0.00    -0.87    -1.13    -4.16     4.06    37.02    37.06     4.37    -4.34    -0.57    -1.08    -0.45    -0.14  1462.34  1412.41
    38.00  -100.00     0.00    -1.39    -1.13    -3.97     4.06    37.09    37.06     4.30    -4.34    -1.60    -1.08     0.74    -0.14  1362.57  1412.41
    38.00     0.00   100.00    -1.13    -0.87    -4.06     4.16    37.06    37.02     4.34    -4.37    -1.08    -0.57     0.14     0.45  1412.41  1462.34
    38.00     0.00  -100.00    -1.13    -1.39    -4.06     3.97    37.06    37.09     4.34    -4.30    -1.08    -1.60     0.14    -0.74  1412.41  1362.57
    -2.00   100.00     0.00     0.22     0.06     0.05    -0.13    -2.01    -1.96     1.37    -1.36     0.52     0.05    -0.33    -0.13   673.62   626.21
    -2.00  -100.00     0.00    -0.10     0.06     0.21    -0.13    -1.91    -1.96     1.34    -1.36    -0.41     0.05     0.60    -0.13   578.84   626.21
    -2.00     0.00   100.00     0.06     0.22     0.13    -0.05    -1.96    -2.01     1.36    -1.37     0.05     0.52     0.13     0.33   626.21   673.62
    -2.00     0.00  -100.00     0.06    -0.10     0.13    -0.21    -1.96    -1.91     1.36    -1.34     0.05    -0.41     0.13    -0.60   626.21   578.84
    -4.00   100.00     0.00     0.27     0.12     0.17    -0.25    -3.97    -3.91     1.23    -1.22     0.57     0.11    -0.33    -0.13   631.65   584.44
    -4.00  -100.00     0.00    -0.04     0.12     0.33    -0.25    -3.87    -3.91     1.20    -1.22    -0.35     0.11     0.59    -0.13   537.27   584.44
    -4.00     0.00   100.00     0.12     0.27     0.25    -0.17    -3.91    -3.97     1.22    -1.23     0.11     0.57     0.13     0.33   584.44   631.65
    -4.00     0.00  -100.00     0.12    -0.04     0.25    -0.33    -3.91    -3.87     1.22    -1.20     0.11    -0.35     0.13    -0.59   584.44   537.27
    -6.00   100.00     0.00     0.32     0.17     0.29    -0.37    -5.93    -5.87     1.10    -1.09     0.62     0.16    -0.33    -0.13   590.19   543.18
    -6.00  -100.00     0.00     0.02     0.17     0.45    -0.37    -5.83    -5.87     1.07    -1.09    -0.30     0.16     0.59    -0.13   496.21   543.18
    -6.00     0.00   100.00     0.17     0.32     0.37    -0.29    -5.87    -5.93     1.09    -1.10     0.16     0.62     0.13     0.33   543.18   590.19
    -6.00     0.00  -100.00     0.17     0.02     0.37    -0.45    -5.87    -5.83     1.09    -1.07     0.16    -0.30     0.13    -0.59   543.18   496.21
    -8.00   100.00     0.00     0.38     0.23     0.39    -0.47    -7.89    -7.83     0.96    -0.95     0.67     0.22    -0.32    -0.13   549.25   502.44
    -8.00  -100.00     0.00     0.09     0.23     0.55    -0.47    -7.79    -7.83     0.93    -0.95    -0.24     0.22     0.58    -0.13   455.67   502.44
    -8.00     0.00   100.00     0.23     0.38     0.47    -0.39    -7.83    -7.89     0.95    -0.96     0.22     0.67     0.13     0.32   502.44   549.25
    -8.00     0.00  -100.00     0.23     0.09     0.47    -0.55    -7.83    -7.79     0.95    -0.93     0.22    -0.24     0.13    -0.58   502.44   455.67
   -10.00   100.00     0.00     0.43     0.29     0.49    -0.57    -9.85    -9.80     0.82    -0.82     0.72     0.27    -0.32    -0.12   508.85   462.24
   -10.00  -100.00     0.00     0.15     0.29     0.65    -0.57    -9.75    -9.80     0.80    -0.82    -0.18     0.27     0.57    -0.12   415.66   462.24
   -10.00     0.00   100.00     0.29     0.43     0.57    -0.49    -9.80    -9.85     0.82    -0.82     0.27     0.72     0.12     0.32   462.24   508.85
   -10.00     0.00  -100.00     0.29     0.15     0.57    -0.65    -9.80    -9.75     0.82    -0.80     0.27    -0.18     0.12    -0.57   462.24   415.66
   -12.00   100.00     0.00     0.48     0.35     0.58    -0.66   -11.82   -11.76     0.69    -0.68     0.78     0.32    -0.32    -0.12   468.98   422.57
   -12.00  -100.00     0.00     0.21     0.35     0.74    -0.66   -11.71   -11.76     0.67    -0.68    -0.13     0.32     0.56    -0.12   376.20   422.57
   -12.00     0.00   100.00     0.35     0.48     0.66    -0.58   -11.76   -11.82     0.68    -0.69     0.32     0.78     0.12     0.32   422.57   468.98
   -12.00     0.00  -100.00     0.35     0.21     0.66    -0.74   -11.76   -11.71     0.68    -0.67     0.32    -0.13     0.12    -0.56   422.57   376.20
   -14.00   100.00     0.00     0.54     0.41     0.66    -0.74   -13.78   -13.72     0.56    -0.55     0.83     0.38    -0.31    -0.12   429.64   383.43
   -14.00  -100.00     0.00     0.27     0.41     0.82    -0.74   -13.67   -13.72     0.54    -0.55    -0.07     0.38     0.55    -0.12   337.26   383.43
   -14.00     0.00   100.00     0.41     0.54     0.74    -0.66   -13.72   -13.78     0.55    -0.56     0.38     0.83     0.12     0.31   383.43   429.64
   -14.00     0.00  -100.00     0.41     0.27     0.74    -0.82   -13.72   -13.67     0.55    -0.54     0.38    -0.07     0.12    -0.55   383.43   337.26
   -16.00   100.00     0.00     0.59     0.46     0.73    -0.81   -15.75   -15.69     0.42    -0.42     0.88     0.43    -0.31    -0.12   390.83   344.82
   -16.00  -100.00     0.00     0.34     0.46     0.89    -0.81   -15.64   -15.69     0.40    -0.42    -0.02     0.43     0.55    -0.12   298.85   344.82
   -16.00     0.00   100.00     0.46     0.59     0.81    -0.73   -15.69   -15.75     0.42    -0.42     0.43     0.88     0.12     0.31   344.82   390.83
   -16.00     0.00  -100.00     0.46     0.34     0.81    -0.89   -15.69   -15.64     0.42    -0.40     0.43    -0.02     0.12    -0.55   344.82   298.85
   -18.00   100.00     0.00     0.64     0.52     0.80    -0.88   -17.71   -17.65     0.29    -0.29     0.93     0.48    -0.31    -0.11   352.54   306.73
   -18.00  -100.00     0.00     0.40     0.52     0.95    -0.88   -17.60   -17.65     0.27    -0.29     0.04     0.48     0.54    -0.11   260.96   306.73
   -18.00     0.00   100.00     0.52     0.64     0.88    -0.80   -17.65   -17.71     0.29    -0.29     0.48     0.93     0.11     0.31   306.73   352.54
   -18.00     0.00  -100.00     0.52     0.40     0.88    -0.95   -17.65   -17.60     0.29    -0.27     0.48     0.04     0.11    -0.54   306.73   260.96
   -20.00   100.00     0.00     0.70     0.58     0.85    -0.93   -19.68   -19.62     0.16    -0.16     0.98     0.54    -0.30    -0.11   314.74   269.14
   -20.00  -100.00     0.00     0.46     0.58     1.01    -0.93   -19.57   -19.62     0.15    -0.16     0.09     0.54     0.53    -0.11   223.57   269.14
   -20.00     0.00   100.00     0.58     0.70     0.93    -0.85   -19.62   -19.68     0.16    -0.16     0.54     0.98     0.11     0.30   269.14   314.74
   -20.00     0.00  -100.00     0.58     0.46     0.93    -1.01   -19.62   -19.57     0.16    -0.15     0.54     0.09     0.11    -0.53   269.14   223.57
   -22.00   100.00     0.00     0.75     0.64     0.90    -0.98   -21.65   -21.59     0.03    -0.03     1.03     0.59    -0.30    -0.11   277.44   232.03
   -22.00  -100.00     0.00     0.52     0.64     1.05    -0.98   -21.54   -21.59     0.02    -0.03     0.15     0.59     0.52    -0.11   186.66   232.03
   -22.00     0.00   100.00     0.64     0.75     0.98    -0.90   -21.59   -21.65     0.03    -0.03     0.59     1.03     0.11     0.30   232.03   277.44
   -22.00     0.00  -100.00     0.64     0.52     0.98    -1.05   -21.59   -21.54     0.03    -0.02     0.59     0.15     0.11    -0.52   232.03   186.66
   -24.00   100.00     0.00     0.80     0.70     0.94    -1.02   -23.62   -23.56    -0.09     0.10     1.08     0.64    -0.30    -0.10   240.60   195.39
   -24.00  -100.00     0.00     0.58     0.70     1.09    -1.02   -23.51   -23.56    -0.11     0.10     0.20     0.64     0.51    -0.10   150.22   195.39
   -24.00     0.00   100.00     0.70     0.80     1.02    -0.94   -23.56   -23.62    -0.10     0.09     0.64     1.08     0.10     0.30   195.39   240.60
   -24.00     0.00  -100.00     0.70     0.58     1.02    -1.09   -23.56   -23.51    -0.10     0.11     0.64     0.20     0.10    -0.51   195.39   150.22
   -26.00   100.00     0.00     0.86     0.75     0.97    -1.05   -25.59   -25.53    -0.22     0.23     1.13     0.69    -0.30    -0.10   204.19   159.18
   -26.00  -100.00     0.00     0.65     0.75     1.12    -1.05   -25.48   -25.53    -0.24     0.23     0.25     0.69     0.50    -0.10   114.21   159.18
   -26.00     0.00   100.00     0.75     0.86     1.05    -0.97   -25.53   -25.59    -0.23     0.22     0.69     1.13     0.10     0.30   159.18   204.19
   -26.00     0.00  -100.00     0.75     0.65     1.05    -1.12   -25.53   -25.48    -0.23     0.24     0.69     0.25     0.10    -0.50   159.18   114.21
   -28.00   100.00     0.00     0.91     0.81     0.99    -1.07   -27.57   -27.50    -0.35     0.35     1.18     0.74    -0.30    -0.10   168.19   123.38
   -28.00  -100.00     0.00     0.71     0.81     1.14    -1.07   -27.45   -27.50    -0.36     0.35     0.31     0.74     0.49    -0.10    78.61   123.38
   -28.00     0.00   100.00     0.81     0.91     1.07    -0.99   -27.50   -27.57    -0.35     0.35     0.74     1.18     0.10     0.30   123.38   168.19
   -28.00     0.00  -100.00     0.81     0.71     1.07    -1.14   -27.50   -27.45    -0.35     0.36     0.74     0.31     0.10    -0.49   123.38    78.61
   -30.00   100.00     0.00     0.96     0.87     1.01    -1.08   -29.54   -29.48    -0.47     0.48     1.23     0.79    -0.30    -0.09   132.56    87.95
   -30.00  -100.00     0.00     0.77     0.87     1.16    -1.08   -29.42   -29.48    -0.48     0.48     0.36     0.79     0.49    -0.09    43.38    87.95
   -30.00     0.00   100.00     0.87     0.96     1.08    -1.01   -29.48   -29.54    -0.48     0.47     0.79     1.23     0.09     0.30    87.95   132.56
   -30.00     0.00  -100.00     0.87     0.77     1.08    -1.16   -29.48   -29.42    -0.48     0.48     0.79     0.36     0.09    -0.49    87.95    43.38
   -32.00   100.00     0.00     1.02     0.92     1.01    -1.09   -31.52   -31.45    -0.60     0.60     1.28     0.84    -0.29    -0.09    97.25    52.84
   -32.00  -100.00     0.00     0.83     0.92     1.16    -1.09   -31.40   -31.45    -0.61     0.60     0.41     0.84     0.48    -0.09     8.47    52.84
   -32.00     0.00   100.00     0.92     1.02     1.09    -1.01   -31.45   -31.52    -0.60     0.60     0.84     1.28     0.09     0.29    52.84    97.25
   -32.00     0.00  -100.00     0.92     0.83     1.09    -1.16   -31.45   -31.40    -0.60     0.61     0.84     0.41     0.09    -0.48    52.84     8.47
   -34.00   100.00     0.00     1.07     0.98     1.01    -1.08   -33.49   -33.43    -0.72     0.72     1.33     0.89    -0.29    -0.09    62.22    18.01
   -34.00  -100.00     0.00     0.85     0.98     1.16    -1.08   -31.88   -33.43    -0.64     0.72     0.42     0.89     0.47    -0.09     0.00    18.01
   -34.00     0.00   100.00     0.98     1.07     1.08    -1.01   -33.43   -33.49    -0.72     0.72     0.89     1.33     0.09     0.29    18.01    62.22
   -34.00     0.00  -100.00     0.98     0.85     1.08    -1.16   -33.43   -31.88    -0.72     0.64     0.89     0.42     0.09    -0.47    18.01     0.00
   -36.00   100.00     0.00     1.12     1.01     1.00    -1.08   -35.47   -34.45    -0.84     0.79     1.37     0.92    -0.29    -0.08    27.42     0.00
   -36.00  -100.00     0.00     0.85     1.01     1.16    -1.08   -31.88   -34.45    -0.64     0.79     0.42     0.92     0.47    -0.08     0.00     0.00
   -36.00     0.00   100.00     1.01     1.12     1.08    -1.00   -34.45   -35.47    -0.79     0.84     0.92     1.37     0.08     0.29     0.00    27.42
   -36.00     0.00  -100.00     1.01     0.85     1.08    -1.16   -34.45   -31.88    -0.79     0.64     0.92     0.42     0.08    -0.47     0.00     0.00
