
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE08 front suspension                              

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
     4.00    10.00    -3.82   -82.16   111.00    -8.17    -8.36    -1.78    -2.21    -0.26     3.91     9.76   754.33   885.74
     4.00    12.00    -5.14   -81.93   110.25    -8.17    -8.40    -1.78    -2.35    -0.35     3.91    11.71   754.33   929.96
     4.00    14.00    -6.47   -81.69   109.50    -8.17    -8.44    -1.78    -2.50    -0.43     3.91    13.66   754.33   974.22
     4.00    16.00    -7.82   -81.46   108.76    -8.17    -8.47    -1.78    -2.65    -0.52     3.91    15.61   754.33  1018.39
     4.00    18.00    -9.20   -81.22   108.02    -8.17    -8.50    -1.78    -2.80    -0.60     3.91    17.55   754.33  1062.29
     4.00    20.00   -10.60   -80.97   107.28    -8.17    -8.51    -1.78    -2.94    -0.69     3.91    19.50   754.33  1105.74
     4.00    22.00   -12.02   -80.73   106.55    -8.17    -8.52    -1.78    -3.09    -0.78     3.91    21.45   754.33  1148.49
     4.00    24.00   -13.46   -80.47   105.82    -8.17    -8.53    -1.78    -3.25    -0.86     3.91    23.39   754.33  1190.26
     4.00    26.00   -14.93   -80.22   105.09    -8.17    -8.54    -1.78    -3.40    -0.95     3.91    25.34   754.33  1230.68
     4.00    28.00   -16.42   -79.96   104.37    -8.17    -8.54    -1.78    -3.55    -1.04     3.91    27.29   754.33  1269.34
     4.00    30.00   -17.94   -79.69   103.65    -8.17    -8.55    -1.78    -3.71    -1.12     3.91    29.23   754.33  1305.70
     4.00    32.00   -19.48   -79.42   102.93    -8.17    -8.55    -1.78    -3.86    -1.21     3.91    31.18   754.33  1339.10
     4.00    34.00   -21.06   -79.15   102.22    -8.17    -8.57    -1.78    -4.02    -1.30     3.91    33.14   754.33  1368.75
     4.00    36.00   -22.66   -78.87   101.50    -8.17    -8.60    -1.78    -4.18    -1.38     3.91    35.09   754.33  1393.61
     4.00    38.00   -24.29   -78.58   100.79    -8.17    -8.64    -1.78    -4.34    -1.47     3.91    37.06   754.33  1412.41
     4.00     0.00     2.45   -83.25   114.79    -8.17    -8.00    -1.78    -1.50     0.17     3.91     0.00   754.33   668.47
     4.00    -2.00     3.65   -83.46   115.56    -8.17    -7.90    -1.78    -1.36     0.26     3.91    -1.96   754.33   626.21
     4.00    -4.00     4.84   -83.67   116.33    -8.17    -7.79    -1.78    -1.22     0.35     3.91    -3.91   754.33   584.44
     4.00    -6.00     6.00   -83.87   117.11    -8.17    -7.68    -1.78    -1.09     0.43     3.91    -5.87   754.33   543.18
     4.00    -8.00     7.15   -84.07   117.88    -8.17    -7.55    -1.78    -0.95     0.52     3.91    -7.83   754.33   502.44
     4.00   -10.00     8.28   -84.27   118.66    -8.17    -7.41    -1.78    -0.82     0.61     3.91    -9.80   754.33   462.24
     4.00   -12.00     9.39   -84.46   119.45    -8.17    -7.27    -1.78    -0.68     0.69     3.91   -11.76   754.33   422.57
     4.00   -14.00    10.49   -84.66   120.23    -8.17    -7.12    -1.78    -0.55     0.78     3.91   -13.72   754.33   383.43
     4.00   -16.00    11.57   -84.84   121.02    -8.17    -6.95    -1.78    -0.42     0.87     3.91   -15.69   754.33   344.82
     4.00   -18.00    12.64   -85.03   121.81    -8.17    -6.78    -1.78    -0.29     0.95     3.91   -17.65   754.33   306.73
     4.00   -20.00    13.69   -85.21   122.61    -8.17    -6.60    -1.78    -0.16     1.04     3.91   -19.62   754.33   269.14
     4.00   -22.00    14.72   -85.39   123.41    -8.17    -6.41    -1.78    -0.03     1.13     3.91   -21.59   754.33   232.03
     4.00   -24.00    15.74   -85.57   124.21    -8.17    -6.22    -1.78     0.10     1.21     3.91   -23.56   754.33   195.39
     4.00   -26.00    16.74   -85.75   125.01    -8.17    -6.01    -1.78     0.23     1.30     3.91   -25.53   754.33   159.18
     4.00   -28.00    17.73   -85.92   125.82    -8.17    -5.80    -1.78     0.35     1.39     3.91   -27.50   754.33   123.38
     4.00   -30.00    18.71   -86.09   126.62    -8.17    -5.57    -1.78     0.48     1.48     3.91   -29.48   754.33    87.95
     4.00   -32.00    19.67   -86.26   127.43    -8.17    -5.34    -1.78     0.60     1.56     3.91   -31.45   754.33    52.84
     4.00   -34.00    20.62   -86.42   128.25    -8.17    -5.10    -1.78     0.72     1.65     3.91   -33.43   754.33    18.01
     4.00   -36.00    21.11   -86.51   128.67    -8.17    -4.98    -1.78     0.79     1.70     3.91   -34.45   754.33     0.00
     6.00     0.00     3.71   -83.03   114.04    -8.24    -8.00    -1.92    -1.50     0.26     5.86     0.00   797.84   668.47
     6.00     2.00     2.49   -82.82   113.27    -8.24    -8.09    -1.92    -1.64     0.17     5.86     1.96   797.84   711.19
     6.00     4.00     1.25   -82.61   112.50    -8.24    -8.17    -1.92    -1.78     0.09     5.86     3.91   797.84   754.33
     6.00     6.00     0.00   -82.39   111.74    -8.24    -8.24    -1.92    -1.92     0.00     5.86     5.86   797.84   797.84
     6.00     8.00    -1.27   -82.17   110.98    -8.24    -8.30    -1.92    -2.07    -0.09     5.86     7.81   797.84   841.67
     6.00    10.00    -2.57   -81.95   110.23    -8.24    -8.36    -1.92    -2.21    -0.17     5.86     9.76   797.84   885.74
     6.00    12.00    -3.88   -81.72   109.48    -8.24    -8.40    -1.92    -2.35    -0.26     5.86    11.71   797.84   929.96
     6.00    14.00    -5.22   -81.49   108.73    -8.24    -8.44    -1.92    -2.50    -0.35     5.86    13.66   797.84   974.22
     6.00    16.00    -6.57   -81.26   107.98    -8.24    -8.47    -1.92    -2.65    -0.43     5.86    15.61   797.84  1018.39
     6.00    18.00    -7.95   -81.02   107.24    -8.24    -8.50    -1.92    -2.80    -0.52     5.86    17.55   797.84  1062.29
     6.00    20.00    -9.35   -80.78   106.50    -8.24    -8.51    -1.92    -2.94    -0.60     5.86    19.50   797.84  1105.74
     6.00    22.00   -10.77   -80.54   105.76    -8.24    -8.52    -1.92    -3.09    -0.69     5.86    21.45   797.84  1148.49
     6.00    24.00   -12.21   -80.29   105.03    -8.24    -8.53    -1.92    -3.25    -0.78     5.86    23.39   797.84  1190.26
     6.00    26.00   -13.68   -80.03   104.30    -8.24    -8.54    -1.92    -3.40    -0.86     5.86    25.34   797.84  1230.68
     6.00    28.00   -15.18   -79.78   103.57    -8.24    -8.54    -1.92    -3.55    -0.95     5.86    27.29   797.84  1269.34
     6.00    30.00   -16.70   -79.51   102.85    -8.24    -8.55    -1.92    -3.71    -1.04     5.86    29.23   797.84  1305.70
     6.00    32.00   -18.24   -79.25   102.13    -8.24    -8.55    -1.92    -3.86    -1.12     5.86    31.18   797.84  1339.10
     6.00    34.00   -19.82   -78.98   101.41    -8.24    -8.57    -1.92    -4.02    -1.21     5.86    33.14   797.84  1368.75
     6.00    36.00   -21.42   -78.70   100.69    -8.24    -8.60    -1.92    -4.18    -1.30     5.86    35.09   797.84  1393.61
     6.00    38.00   -23.06   -78.42    99.98    -8.24    -8.64    -1.92    -4.34    -1.38     5.86    37.06   797.84  1412.41
     6.00     0.00     3.71   -83.03   114.04    -8.24    -8.00    -1.92    -1.50     0.26     5.86     0.00   797.84   668.47
     6.00    -2.00     4.91   -83.23   114.81    -8.24    -7.90    -1.92    -1.36     0.35     5.86    -1.96   797.84   626.21
     6.00    -4.00     6.09   -83.44   115.58    -8.24    -7.79    -1.92    -1.22     0.43     5.86    -3.91   797.84   584.44
     6.00    -6.00     7.25   -83.64   116.36    -8.24    -7.68    -1.92    -1.09     0.52     5.86    -5.87   797.84   543.18
     6.00    -8.00     8.40   -83.84   117.14    -8.24    -7.55    -1.92    -0.95     0.61     5.86    -7.83   797.84   502.44
     6.00   -10.00     9.53   -84.03   117.93    -8.24    -7.41    -1.92    -0.82     0.69     5.86    -9.80   797.84   462.24
     6.00   -12.00    10.64   -84.22   118.71    -8.24    -7.27    -1.92    -0.68     0.78     5.86   -11.76   797.84   422.57
     6.00   -14.00    11.74   -84.41   119.50    -8.24    -7.12    -1.92    -0.55     0.87     5.86   -13.72   797.84   383.43
     6.00   -16.00    12.82   -84.60   120.29    -8.24    -6.95    -1.92    -0.42     0.95     5.86   -15.69   797.84   344.82
     6.00   -18.00    13.88   -84.78   121.09    -8.24    -6.78    -1.92    -0.29     1.04     5.86   -17.65   797.84   306.73
     6.00   -20.00    14.93   -84.96   121.89    -8.24    -6.60    -1.92    -0.16     1.13     5.86   -19.62   797.84   269.14
     6.00   -22.00    15.96   -85.14   122.69    -8.24    -6.41    -1.92    -0.03     1.21     5.86   -21.59   797.84   232.03
     6.00   -24.00    16.98   -85.31   123.49    -8.24    -6.22    -1.92     0.10     1.30     5.86   -23.56   797.84   195.39
     6.00   -26.00    17.98   -85.49   124.29    -8.24    -6.01    -1.92     0.23     1.39     5.86   -25.53   797.84   159.18
     6.00   -28.00    18.97   -85.66   125.10    -8.24    -5.80    -1.92     0.35     1.47     5.86   -27.50   797.84   123.38
     6.00   -30.00    19.95   -85.82   125.91    -8.24    -5.57    -1.92     0.48     1.56     5.86   -29.48   797.84    87.95
     6.00   -32.00    20.91   -85.99   126.73    -8.24    -5.34    -1.92     0.60     1.65     5.86   -31.45   797.84    52.84
     6.00   -34.00    21.85   -86.15   127.54    -8.24    -5.10    -1.92     0.72     1.74     5.86   -33.43   797.84    18.01
     6.00   -36.00    22.34   -86.23   127.97    -8.24    -4.98    -1.92     0.79     1.78     5.86   -34.45   797.84     0.00
     8.00     0.00     4.98   -82.80   113.29    -8.30    -8.00    -2.07    -1.50     0.35     7.81     0.00   841.67   668.47
     8.00     2.00     3.76   -82.59   112.52    -8.30    -8.09    -2.07    -1.64     0.26     7.81     1.96   841.67   711.19
     8.00     4.00     2.53   -82.38   111.75    -8.30    -8.17    -2.07    -1.78     0.17     7.81     3.91   841.67   754.33
     8.00     6.00     1.27   -82.17   110.98    -8.30    -8.24    -2.07    -1.92     0.09     7.81     5.86   841.67   797.84
     8.00     8.00     0.00   -81.95   110.22    -8.30    -8.30    -2.07    -2.07     0.00     7.81     7.81   841.67   841.67
     8.00    10.00    -1.29   -81.73   109.46    -8.30    -8.36    -2.07    -2.21    -0.09     7.81     9.76   841.67   885.74
     8.00    12.00    -2.61   -81.51   108.71    -8.30    -8.40    -2.07    -2.35    -0.17     7.81    11.71   841.67   929.96
     8.00    14.00    -3.94   -81.28   107.96    -8.30    -8.44    -2.07    -2.50    -0.26     7.81    13.66   841.67   974.22
     8.00    16.00    -5.30   -81.05   107.21    -8.30    -8.47    -2.07    -2.65    -0.35     7.81    15.61   841.67  1018.39
     8.00    18.00    -6.68   -80.82   106.46    -8.30    -8.50    -2.07    -2.80    -0.43     7.81    17.55   841.67  1062.29
     8.00    20.00    -8.08   -80.58   105.72    -8.30    -8.51    -2.07    -2.94    -0.52     7.81    19.50   841.67  1105.74
     8.00    22.00    -9.50   -80.34   104.98    -8.30    -8.52    -2.07    -3.09    -0.60     7.81    21.45   841.67  1148.49
     8.00    24.00   -10.95   -80.10   104.24    -8.30    -8.53    -2.07    -3.25    -0.69     7.81    23.39   841.67  1190.26
     8.00    26.00   -12.42   -79.85   103.51    -8.30    -8.54    -2.07    -3.40    -0.78     7.81    25.34   841.67  1230.68
     8.00    28.00   -13.91   -79.59   102.78    -8.30    -8.54    -2.07    -3.55    -0.86     7.81    27.29   841.67  1269.34
     8.00    30.00   -15.43   -79.33   102.05    -8.30    -8.55    -2.07    -3.71    -0.95     7.81    29.23   841.67  1305.70
     8.00    32.00   -16.98   -79.07   101.33    -8.30    -8.55    -2.07    -3.86    -1.04     7.81    31.18   841.67  1339.10
     8.00    34.00   -18.56   -78.80   100.61    -8.30    -8.57    -2.07    -4.02    -1.12     7.81    33.14   841.67  1368.75
     8.00    36.00   -20.17   -78.53    99.89    -8.30    -8.60    -2.07    -4.18    -1.21     7.81    35.09   841.67  1393.61
     8.00    38.00   -21.81   -78.25    99.17    -8.30    -8.64    -2.07    -4.34    -1.30     7.81    37.06   841.67  1412.41
     8.00     0.00     4.98   -82.80   113.29    -8.30    -8.00    -2.07    -1.50     0.35     7.81     0.00   841.67   668.47
     8.00    -2.00     6.18   -83.00   114.06    -8.30    -7.90    -2.07    -1.36     0.43     7.81    -1.96   841.67   626.21
     8.00    -4.00     7.36   -83.20   114.84    -8.30    -7.79    -2.07    -1.22     0.52     7.81    -3.91   841.67   584.44
     8.00    -6.00     8.52   -83.40   115.62    -8.30    -7.68    -2.07    -1.09     0.61     7.81    -5.87   841.67   543.18
     8.00    -8.00     9.67   -83.59   116.40    -8.30    -7.55    -2.07    -0.95     0.69     7.81    -7.83   841.67   502.44
     8.00   -10.00    10.80   -83.79   117.19    -8.30    -7.41    -2.07    -0.82     0.78     7.81    -9.80   841.67   462.24
     8.00   -12.00    11.91   -83.98   117.98    -8.30    -7.27    -2.07    -0.68     0.87     7.81   -11.76   841.67   422.57
     8.00   -14.00    13.00   -84.16   118.77    -8.30    -7.12    -2.07    -0.55     0.95     7.81   -13.72   841.67   383.43
     8.00   -16.00    14.08   -84.34   119.57    -8.30    -6.95    -2.07    -0.42     1.04     7.81   -15.69   841.67   344.82
     8.00   -18.00    15.15   -84.52   120.36    -8.30    -6.78    -2.07    -0.29     1.13     7.81   -17.65   841.67   306.73
     8.00   -20.00    16.19   -84.70   121.17    -8.30    -6.60    -2.07    -0.16     1.21     7.81   -19.62   841.67   269.14
     8.00   -22.00    17.22   -84.88   121.97    -8.30    -6.41    -2.07    -0.03     1.30     7.81   -21.59   841.67   232.03
     8.00   -24.00    18.24   -85.05   122.77    -8.30    -6.22    -2.07     0.10     1.39     7.81   -23.56   841.67   195.39
     8.00   -26.00    19.24   -85.22   123.58    -8.30    -6.01    -2.07     0.23     1.47     7.81   -25.53   841.67   159.18
     8.00   -28.00    20.23   -85.39   124.39    -8.30    -5.80    -2.07     0.35     1.56     7.81   -27.50   841.67   123.38
     8.00   -30.00    21.20   -85.55   125.21    -8.30    -5.57    -2.07     0.48     1.65     7.81   -29.48   841.67    87.95
     8.00   -32.00    22.16   -85.71   126.02    -8.30    -5.34    -2.07     0.60     1.74     7.81   -31.45   841.67    52.84
     8.00   -34.00    23.10   -85.87   126.84    -8.30    -5.10    -2.07     0.72     1.82     7.81   -33.43   841.67    18.01
     8.00   -36.00    23.58   -85.96   127.27    -8.30    -4.98    -2.07     0.79     1.87     7.81   -34.45   841.67     0.00
    10.00     0.00     6.27   -82.57   112.54    -8.36    -8.00    -2.21    -1.50     0.43     9.76     0.00   885.74   668.47
    10.00     2.00     5.06   -82.36   111.77    -8.36    -8.09    -2.21    -1.64     0.35     9.76     1.96   885.74   711.19
    10.00     4.00     3.82   -82.16   111.00    -8.36    -8.17    -2.21    -1.78     0.26     9.76     3.91   885.74   754.33
    10.00     6.00     2.57   -81.95   110.23    -8.36    -8.24    -2.21    -1.92     0.17     9.76     5.86   885.74   797.84
    10.00     8.00     1.29   -81.73   109.46    -8.36    -8.30    -2.21    -2.07     0.09     9.76     7.81   885.74   841.67
    10.00    10.00     0.00   -81.52   108.70    -8.36    -8.36    -2.21    -2.21     0.00     9.76     9.76   885.74   885.74
    10.00    12.00    -1.31   -81.30   107.94    -8.36    -8.40    -2.21    -2.35    -0.09     9.76    11.71   885.74   929.96
    10.00    14.00    -2.65   -81.07   107.19    -8.36    -8.44    -2.21    -2.50    -0.17     9.76    13.66   885.74   974.22
    10.00    16.00    -4.01   -80.85   106.44    -8.36    -8.47    -2.21    -2.65    -0.26     9.76    15.61   885.74  1018.39
    10.00    18.00    -5.38   -80.62   105.69    -8.36    -8.50    -2.21    -2.80    -0.35     9.76    17.55   885.74  1062.29
    10.00    20.00    -6.79   -80.38   104.94    -8.36    -8.51    -2.21    -2.94    -0.43     9.76    19.50   885.74  1105.74
    10.00    22.00    -8.21   -80.14   104.20    -8.36    -8.52    -2.21    -3.09    -0.52     9.76    21.45   885.74  1148.49
    10.00    24.00    -9.66   -79.90   103.46    -8.36    -8.53    -2.21    -3.25    -0.60     9.76    23.39   885.74  1190.26
    10.00    26.00   -11.13   -79.66   102.72    -8.36    -8.54    -2.21    -3.40    -0.69     9.76    25.34   885.74  1230.68
    10.00    28.00   -12.63   -79.40   101.99    -8.36    -8.54    -2.21    -3.55    -0.78     9.76    27.29   885.74  1269.34
