
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           FSE08 front suspension                              

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
     6.00     0.00   100.00    -0.17     2.09    -0.44     0.73     5.86     5.86     1.92    -2.08    -0.17     0.31     0.14     2.55   797.84   797.82
     6.00     0.00  -100.00    -0.17    -2.49    -0.44     0.26     5.86     5.86     1.92    -1.74    -0.17    -0.64     0.14    -2.88   797.84   799.15
     8.00   100.00     0.00    -2.55    -0.23    -0.43     0.60     7.81     7.81     1.88    -2.07    -0.71    -0.22     2.88    -0.14   843.22   841.67
     8.00  -100.00     0.00     2.03    -0.23    -0.89     0.60     7.81     7.81     2.22    -2.07     0.26    -0.22    -2.55    -0.14   841.38   841.67
     8.00     0.00   100.00    -0.23     2.03    -0.60     0.89     7.81     7.81     2.07    -2.22    -0.22     0.26     0.14     2.55   841.67   841.38
     8.00     0.00  -100.00    -0.23    -2.55    -0.60     0.43     7.81     7.81     2.07    -1.88    -0.22    -0.71     0.14    -2.88   841.67   843.22
    10.00   100.00     0.00    -2.61    -0.29    -0.60     0.78     9.76     9.76     2.02    -2.21    -0.77    -0.28     2.88    -0.14   887.54   885.74
    10.00  -100.00     0.00     1.97    -0.29    -1.06     0.78     9.76     9.76     2.37    -2.21     0.20    -0.28    -2.54    -0.14   885.19   885.74
    10.00     0.00   100.00    -0.29     1.97    -0.78     1.06     9.76     9.76     2.21    -2.37    -0.28     0.20     0.14     2.54   885.74   885.19
    10.00     0.00  -100.00    -0.29    -2.61    -0.78     0.60     9.76     9.76     2.21    -2.02    -0.28    -0.77     0.14    -2.88   885.74   887.54
    12.00   100.00     0.00    -2.66    -0.35    -0.78     0.96    11.70    11.71     2.16    -2.35    -0.83    -0.33     2.87    -0.14   932.00   929.96
    12.00  -100.00     0.00     1.91    -0.35    -1.24     0.96    11.71    11.71     2.52    -2.35     0.15    -0.33    -2.54    -0.14   929.14   929.96
    12.00     0.00   100.00    -0.35     1.91    -0.96     1.24    11.71    11.71     2.35    -2.52    -0.33     0.15     0.14     2.54   929.96   929.14
    12.00     0.00  -100.00    -0.35    -2.66    -0.96     0.78    11.71    11.70     2.35    -2.16    -0.33    -0.83     0.14    -2.87   929.96   932.00
    14.00   100.00     0.00    -2.72    -0.41    -0.97     1.14    13.65    13.66     2.31    -2.50    -0.89    -0.39     2.87    -0.14   976.50   974.22
    14.00  -100.00     0.00     1.85    -0.41    -1.43     1.14    13.66    13.66     2.67    -2.50     0.10    -0.39    -2.54    -0.14   973.14   974.22
    14.00     0.00   100.00    -0.41     1.85    -1.14     1.43    13.66    13.66     2.50    -2.67    -0.39     0.10     0.14     2.54   974.22   973.14
    14.00     0.00  -100.00    -0.41    -2.72    -1.14     0.97    13.66    13.65     2.50    -2.31    -0.39    -0.89     0.14    -2.87   974.22   976.50
    16.00   100.00     0.00    -2.78    -0.47    -1.16     1.34    15.60    15.61     2.45    -2.65    -0.95    -0.45     2.87    -0.14  1020.89  1018.39
    16.00  -100.00     0.00     1.79    -0.47    -1.62     1.34    15.61    15.61     2.82    -2.65     0.05    -0.45    -2.53    -0.14  1017.05  1018.39
    16.00     0.00   100.00    -0.47     1.79    -1.34     1.62    15.61    15.61     2.65    -2.82    -0.45     0.05     0.14     2.53  1018.39  1017.05
    16.00     0.00  -100.00    -0.47    -2.78    -1.34     1.16    15.61    15.60     2.65    -2.45    -0.45    -0.95     0.14    -2.87  1018.39  1020.89
    18.00   100.00     0.00    -2.84    -0.53    -1.37     1.55    17.55    17.55     2.60    -2.80    -1.01    -0.50     2.87    -0.14  1065.02  1062.29
    18.00  -100.00     0.00     1.73    -0.53    -1.83     1.55    17.55    17.55     2.97    -2.80     0.00    -0.50    -2.53    -0.14  1060.71  1062.29
    18.00     0.00   100.00    -0.53     1.73    -1.55     1.83    17.55    17.55     2.80    -2.97    -0.50     0.00     0.14     2.53  1062.29  1060.71
    18.00     0.00  -100.00    -0.53    -2.84    -1.55     1.37    17.55    17.55     2.80    -2.60    -0.50    -1.01     0.14    -2.87  1062.29  1065.02
    20.00   100.00     0.00    -2.89    -0.58    -1.58     1.76    19.49    19.50     2.74    -2.94    -1.08    -0.56     2.86    -0.14  1108.68  1105.74
    20.00  -100.00     0.00     1.67    -0.58    -2.04     1.76    19.50    19.50     3.12    -2.94    -0.05    -0.56    -2.53    -0.14  1103.93  1105.74
    20.00     0.00   100.00    -0.58     1.67    -1.76     2.04    19.50    19.50     2.94    -3.12    -0.56    -0.05     0.14     2.53  1105.74  1103.93
    20.00     0.00  -100.00    -0.58    -2.89    -1.76     1.58    19.50    19.49     2.94    -2.74    -0.56    -1.08     0.14    -2.86  1105.74  1108.68
    22.00   100.00     0.00    -2.95    -0.64    -1.81     1.98    21.44    21.45     2.89    -3.09    -1.14    -0.62     2.86    -0.14  1151.63  1148.49
    22.00  -100.00     0.00     1.61    -0.64    -2.26     1.98    21.44    21.45     3.27    -3.09    -0.11    -0.62    -2.53    -0.14  1146.46  1148.49
    22.00     0.00   100.00    -0.64     1.61    -1.98     2.26    21.45    21.44     3.09    -3.27    -0.62    -0.11     0.14     2.53  1148.49  1146.46
    22.00     0.00  -100.00    -0.64    -2.95    -1.98     1.81    21.45    21.44     3.09    -2.89    -0.62    -1.14     0.14    -2.86  1148.49  1151.63
    24.00   100.00     0.00    -3.01    -0.70    -2.04     2.21    23.38    23.39     3.04    -3.25    -1.20    -0.68     2.86    -0.14  1193.57  1190.26
    24.00  -100.00     0.00     1.55    -0.70    -2.49     2.21    23.39    23.39     3.42    -3.25    -0.16    -0.68    -2.52    -0.14  1188.02  1190.26
    24.00     0.00   100.00    -0.70     1.55    -2.21     2.49    23.39    23.39     3.25    -3.42    -0.68    -0.16     0.14     2.52  1190.26  1188.02
    24.00     0.00  -100.00    -0.70    -3.01    -2.21     2.04    23.39    23.38     3.25    -3.04    -0.68    -1.20     0.14    -2.86  1190.26  1193.57
    26.00   100.00     0.00    -3.07    -0.76    -2.27     2.45    25.33    25.34     3.19    -3.40    -1.26    -0.73     2.86    -0.14  1234.15  1230.68
    26.00  -100.00     0.00     1.49    -0.76    -2.73     2.45    25.34    25.34     3.58    -3.40    -0.21    -0.73    -2.52    -0.14  1228.26  1230.68
    26.00     0.00   100.00    -0.76     1.49    -2.45     2.73    25.34    25.34     3.40    -3.58    -0.73    -0.21     0.14     2.52  1230.68  1228.26
    26.00     0.00  -100.00    -0.76    -3.07    -2.45     2.27    25.34    25.33     3.40    -3.19    -0.73    -1.26     0.14    -2.86  1230.68  1234.15
    28.00   100.00     0.00    -3.12    -0.82    -2.52     2.70    27.28    27.29     3.34    -3.55    -1.33    -0.79     2.85    -0.14  1272.93  1269.34
    28.00  -100.00     0.00     1.43    -0.82    -2.97     2.70    27.28    27.29     3.73    -3.55    -0.26    -0.79    -2.52    -0.14  1266.76  1269.34
    28.00     0.00   100.00    -0.82     1.43    -2.70     2.97    27.29    27.28     3.55    -3.73    -0.79    -0.26     0.14     2.52  1269.34  1266.76
    28.00     0.00  -100.00    -0.82    -3.12    -2.70     2.52    27.29    27.28     3.55    -3.34    -0.79    -1.33     0.14    -2.85  1269.34  1272.93
    30.00   100.00     0.00    -3.18    -0.88    -2.78     2.95    29.22    29.23     3.49    -3.71    -1.39    -0.85     2.85    -0.14  1309.37  1305.70
    30.00  -100.00     0.00     1.37    -0.88    -3.23     2.95    29.23    29.23     3.89    -3.71    -0.32    -0.85    -2.51    -0.14  1302.99  1305.70
    30.00     0.00   100.00    -0.88     1.37    -2.95     3.23    29.23    29.23     3.71    -3.89    -0.85    -0.32     0.14     2.51  1305.70  1302.99
    30.00     0.00  -100.00    -0.88    -3.18    -2.95     2.78    29.23    29.22     3.71    -3.49    -0.85    -1.39     0.14    -2.85  1305.70  1309.37
    32.00   100.00     0.00    -3.24    -0.94    -3.04     3.22    31.17    31.18     3.65    -3.86    -1.45    -0.91     2.85    -0.14  1342.81  1339.10
    32.00  -100.00     0.00     1.31    -0.94    -3.49     3.22    31.18    31.18     4.05    -3.86    -0.37    -0.91    -2.51    -0.14  1336.31  1339.10
    32.00     0.00   100.00    -0.94     1.31    -3.22     3.49    31.18    31.18     3.86    -4.05    -0.91    -0.37     0.14     2.51  1339.10  1336.31
    32.00     0.00  -100.00    -0.94    -3.24    -3.22     3.04    31.18    31.17     3.86    -3.65    -0.91    -1.45     0.14    -2.85  1339.10  1342.81
    34.00   100.00     0.00    -3.30    -1.00    -3.32     3.49    33.13    33.14     3.80    -4.02    -1.52    -0.97     2.85    -0.14  1372.43  1368.75
    34.00  -100.00     0.00     1.24    -1.00    -3.77     3.49    33.14    33.14     4.21    -4.02    -0.42    -0.97    -2.51    -0.14  1365.93  1368.75
    34.00     0.00   100.00    -1.00     1.24    -3.49     3.77    33.14    33.14     4.02    -4.21    -0.97    -0.42     0.14     2.51  1368.75  1365.93
    34.00     0.00  -100.00    -1.00    -3.30    -3.49     3.32    33.14    33.13     4.02    -3.80    -0.97    -1.52     0.14    -2.85  1368.75  1372.43
    36.00   100.00     0.00    -3.36    -1.07    -3.60     3.77    35.08    35.09     3.96    -4.18    -1.58    -1.03     2.84    -0.14  1397.19  1393.61
    36.00  -100.00     0.00     1.18    -1.07    -4.05     3.77    35.09    35.09     4.37    -4.18    -0.48    -1.03    -2.51    -0.14  1390.84  1393.61
    36.00     0.00   100.00    -1.07     1.18    -3.77     4.05    35.09    35.09     4.18    -4.37    -1.03    -0.48     0.14     2.51  1393.61  1390.84
    36.00     0.00  -100.00    -1.07    -3.36    -3.77     3.60    35.09    35.08     4.18    -3.96    -1.03    -1.58     0.14    -2.84  1393.61  1397.19
    38.00   100.00     0.00    -3.42    -1.13    -3.89     4.06    37.05    37.06     4.12    -4.34    -1.65    -1.08     2.84    -0.14  1415.77  1412.41
    38.00  -100.00     0.00     1.12    -1.13    -4.34     4.06    37.05    37.06     4.53    -4.34    -0.53    -1.08    -2.50    -0.14  1409.76  1412.41
    38.00     0.00   100.00    -1.13     1.12    -4.06     4.34    37.06    37.05     4.34    -4.53    -1.08    -0.53     0.14     2.50  1412.41  1409.76
    38.00     0.00  -100.00    -1.13    -3.42    -4.06     3.89    37.06    37.05     4.34    -4.12    -1.08    -1.65     0.14    -2.84  1412.41  1415.77
    -2.00   100.00     0.00    -2.27     0.06     0.31    -0.13    -1.96    -1.96     1.19    -1.36    -0.40     0.05     2.88    -0.13   626.53   626.21
    -2.00  -100.00     0.00     2.33     0.06    -0.16    -0.13    -1.96    -1.96     1.51    -1.36     0.51     0.05    -2.57    -0.13   627.26   626.21
    -2.00     0.00   100.00     0.06     2.33     0.13     0.16    -1.96    -1.96     1.36    -1.51     0.05     0.51     0.13     2.57   626.21   627.26
    -2.00     0.00  -100.00     0.06    -2.27     0.13    -0.31    -1.96    -1.96     1.36    -1.19     0.05    -0.40     0.13    -2.88   626.21   626.53
    -4.00   100.00     0.00    -2.21     0.12     0.43    -0.25    -3.92    -3.91     1.05    -1.22    -0.35     0.11     2.89    -0.13   584.51   584.44
    -4.00  -100.00     0.00     2.39     0.12    -0.04    -0.25    -3.92    -3.91     1.37    -1.22     0.56     0.11    -2.57    -0.13   585.76   584.44
    -4.00     0.00   100.00     0.12     2.39     0.25     0.04    -3.91    -3.92     1.22    -1.37     0.11     0.56     0.13     2.57   584.44   585.76
    -4.00     0.00  -100.00     0.12    -2.21     0.25    -0.43    -3.91    -3.92     1.22    -1.05     0.11    -0.35     0.13    -2.89   584.44   584.51
    -6.00   100.00     0.00    -2.15     0.17     0.55    -0.37    -5.88    -5.87     0.92    -1.09    -0.29     0.16     2.89    -0.13   543.01   543.18
    -6.00  -100.00     0.00     2.45     0.17     0.07    -0.37    -5.88    -5.87     1.23    -1.09     0.61     0.16    -2.58    -0.13   544.76   543.18
    -6.00     0.00   100.00     0.17     2.45     0.37    -0.07    -5.87    -5.88     1.09    -1.23     0.16     0.61     0.13     2.58   543.18   544.76
    -6.00     0.00  -100.00     0.17    -2.15     0.37    -0.55    -5.87    -5.88     1.09    -0.92     0.16    -0.29     0.13    -2.89   543.18   543.01
    -8.00   100.00     0.00    -2.10     0.23     0.66    -0.47    -7.84    -7.83     0.78    -0.95    -0.23     0.22     2.89    -0.13   502.04   502.44
    -8.00  -100.00     0.00     2.51     0.23     0.18    -0.47    -7.84    -7.83     1.09    -0.95     0.66     0.22    -2.58    -0.13   504.28   502.44
    -8.00     0.00   100.00     0.23     2.51     0.47    -0.18    -7.83    -7.84     0.95    -1.09     0.22     0.66     0.13     2.58   502.44   504.28
    -8.00     0.00  -100.00     0.23    -2.10     0.47    -0.66    -7.83    -7.84     0.95    -0.78     0.22    -0.23     0.13    -2.89   502.44   502.04
   -10.00   100.00     0.00    -2.04     0.29     0.75    -0.57    -9.80    -9.80     0.65    -0.82    -0.17     0.27     2.89    -0.12   461.60   462.24
   -10.00  -100.00     0.00     2.57     0.29     0.28    -0.57    -9.80    -9.80     0.96    -0.82     0.71     0.27    -2.59    -0.12   464.34   462.24
   -10.00     0.00   100.00     0.29     2.57     0.57    -0.28    -9.80    -9.80     0.82    -0.96     0.27     0.71     0.12     2.59   462.24   464.34
   -10.00     0.00  -100.00     0.29    -2.04     0.57    -0.75    -9.80    -9.80     0.82    -0.65     0.27    -0.17     0.12    -2.89   462.24   461.60
   -12.00   100.00     0.00    -1.98     0.35     0.84    -0.66   -11.76   -11.76     0.52    -0.68    -0.11     0.32     2.89    -0.12   421.69   422.57
   -12.00  -100.00     0.00     2.63     0.35     0.36    -0.66   -11.77   -11.76     0.82    -0.68     0.76     0.32    -2.59    -0.12   424.93   422.57
   -12.00     0.00   100.00     0.35     2.63     0.66    -0.36   -11.76   -11.77     0.68    -0.82     0.32     0.76     0.12     2.59   422.57   424.93
   -12.00     0.00  -100.00     0.35    -1.98     0.66    -0.84   -11.76   -11.76     0.68    -0.52     0.32    -0.11     0.12    -2.89   422.57   421.69
   -14.00   100.00     0.00    -1.93     0.41     0.92    -0.74   -13.72   -13.72     0.39    -0.55    -0.05     0.38     2.89    -0.12   382.32   383.43
   -14.00  -100.00     0.00     2.69     0.41     0.44    -0.74   -13.73   -13.72     0.68    -0.55     0.80     0.38    -2.60    -0.12   386.05   383.43
   -14.00     0.00   100.00     0.41     2.69     0.74    -0.44   -13.72   -13.73     0.55    -0.68     0.38     0.80     0.12     2.60   383.43   386.05
   -14.00     0.00  -100.00     0.41    -1.93     0.74    -0.92   -13.72   -13.72     0.55    -0.39     0.38    -0.05     0.12    -2.89   383.43   382.32
   -16.00   100.00     0.00    -1.87     0.46     1.00    -0.81   -15.69   -15.69     0.26    -0.42     0.00     0.43     2.89    -0.12   343.49   344.82
   -16.00  -100.00     0.00     2.75     0.46     0.52    -0.81   -15.70   -15.69     0.55    -0.42     0.85     0.43    -2.60    -0.12   347.69   344.82
   -16.00     0.00   100.00     0.46     2.75     0.81    -0.52   -15.69   -15.70     0.42    -0.55     0.43     0.85     0.12     2.60   344.82   347.69
   -16.00     0.00  -100.00     0.46    -1.87     0.81    -1.00   -15.69   -15.69     0.42    -0.26     0.43     0.00     0.12    -2.89   344.82   343.49
   -18.00   100.00     0.00    -1.81     0.52     1.06    -0.88   -17.66   -17.65     0.13    -0.29     0.06     0.48     2.89    -0.11   305.17   306.73
   -18.00  -100.00     0.00     2.81     0.52     0.58    -0.88   -17.66   -17.65     0.42    -0.29     0.90     0.48    -2.61    -0.11   309.85   306.73
   -18.00     0.00   100.00     0.52     2.81     0.88    -0.58   -17.65   -17.66     0.29    -0.42     0.48     0.90     0.11     2.61   306.73   309.85
   -18.00     0.00  -100.00     0.52    -1.81     0.88    -1.06   -17.65   -17.66     0.29    -0.13     0.48     0.06     0.11    -2.89   306.73   305.17
   -20.00   100.00     0.00    -1.76     0.58     1.12    -0.93   -19.62   -19.62     0.00    -0.16     0.12     0.54     2.89    -0.11   267.36   269.14
   -20.00  -100.00     0.00     2.87     0.58     0.63    -0.93   -19.63   -19.62     0.29    -0.16     0.95     0.54    -2.61    -0.11   272.51   269.14
   -20.00     0.00   100.00     0.58     2.87     0.93    -0.63   -19.62   -19.63     0.16    -0.29     0.54     0.95     0.11     2.61   269.14   272.51
   -20.00     0.00  -100.00     0.58    -1.76     0.93    -1.12   -19.62   -19.62     0.16     0.00     0.54     0.12     0.11    -2.89   269.14   267.36
   -22.00   100.00     0.00    -1.70     0.64     1.17    -0.98   -21.59   -21.59    -0.12    -0.03     0.17     0.59     2.89    -0.11   230.04   232.03
   -22.00  -100.00     0.00     2.93     0.64     0.68    -0.98   -21.60   -21.59     0.15    -0.03     1.00     0.59    -2.62    -0.11   235.65   232.03
   -22.00     0.00   100.00     0.64     2.93     0.98    -0.68   -21.59   -21.60     0.03    -0.15     0.59     1.00     0.11     2.62   232.03   235.65
   -22.00     0.00  -100.00     0.64    -1.70     0.98    -1.17   -21.59   -21.59     0.03     0.12     0.59     0.17     0.11    -2.89   232.03   230.04
   -24.00   100.00     0.00    -1.65     0.70     1.21    -1.02   -23.56   -23.56    -0.25     0.10     0.23     0.64     2.89    -0.10   193.19   195.39
   -24.00  -100.00     0.00     2.99     0.70     0.72    -1.02   -23.57   -23.56     0.02     0.10     1.04     0.64    -2.62    -0.10   199.25   195.39
   -24.00     0.00   100.00     0.70     2.99     1.02    -0.72   -23.56   -23.57    -0.10    -0.02     0.64     1.04     0.10     2.62   195.39   199.25
   -24.00     0.00  -100.00     0.70    -1.65     1.02    -1.21   -23.56   -23.56    -0.10     0.25     0.64     0.23     0.10    -2.89   195.39   193.19
   -26.00   100.00     0.00    -1.59     0.75     1.24    -1.05   -25.53   -25.53    -0.37     0.23     0.29     0.69     2.89    -0.10   156.77   159.18
   -26.00  -100.00     0.00     3.04     0.75     0.75    -1.05   -25.54   -25.53    -0.10     0.23     1.09     0.69    -2.63    -0.10   163.28   159.18
   -26.00     0.00   100.00     0.75     3.04     1.05    -0.75   -25.53   -25.54    -0.23     0.10     0.69     1.09     0.10     2.63   159.18   163.28
   -26.00     0.00  -100.00     0.75    -1.59     1.05    -1.24   -25.53   -25.53    -0.23     0.37     0.69     0.29     0.10    -2.89   159.18   156.77
   -28.00   100.00     0.00    -1.54     0.81     1.26    -1.07   -27.50   -27.50    -0.50     0.35     0.34     0.74     2.89    -0.10   120.77   123.38
   -28.00  -100.00     0.00     3.10     0.81     0.77    -1.07   -27.52   -27.50    -0.23     0.35     1.14     0.74    -2.64    -0.10   127.72   123.38
   -28.00     0.00   100.00     0.81     3.10     1.07    -0.77   -27.50   -27.52    -0.35     0.23     0.74     1.14     0.10     2.64   123.38   127.72
   -28.00     0.00  -100.00     0.81    -1.54     1.07    -1.26   -27.50   -27.50    -0.35     0.50     0.74     0.34     0.10    -2.89   123.38   120.77
   -32.00   100.00     0.00    -1.42     0.92     1.28    -1.09   -31.45   -31.45    -0.74     0.60     0.45     0.84     2.89    -0.09    49.83    52.84
   -32.00  -100.00     0.00     3.22     0.92     0.78    -1.09   -31.46   -31.45    -0.48     0.60     1.23     0.84    -2.65    -0.09    57.64    52.84
   -32.00     0.00   100.00     0.92     3.22     1.09    -0.78   -31.45   -31.46    -0.60     0.48     0.84     1.23     0.09     2.65    52.84    57.64
   -32.00     0.00  -100.00     0.92    -1.42     1.09    -1.28   -31.45   -31.45    -0.60     0.74     0.84     0.45     0.09    -2.89    52.84    49.83
   -34.00   100.00     0.00    -1.37     0.98     1.28    -1.08   -33.43   -33.43    -0.86     0.72     0.51     0.89     2.89    -0.09    14.81    18.01
   -34.00  -100.00     0.00     3.28     0.98     0.78    -1.08   -33.44   -33.43    -0.61     0.72     1.28     0.89    -2.66    -0.09    23.04    18.01
   -34.00     0.00   100.00     0.98     3.28     1.08    -0.78   -33.43   -33.44    -0.72     0.61     0.89     1.28     0.09     2.66    18.01    23.04
   -34.00     0.00  -100.00     0.98    -1.37     1.08    -1.28   -33.43   -33.43    -0.72     0.86     0.89     0.51     0.09    -2.89    18.01    14.81
   -36.00   100.00     0.00    -1.34     1.01     1.27    -1.08   -34.26   -34.45    -0.91     0.79     0.53     0.92     2.88    -0.08     0.00     0.00
   -36.00  -100.00     0.00     3.32     1.01     0.77    -1.08   -34.76   -34.45    -0.69     0.79     1.31     0.92    -2.66    -0.08     0.00     0.00
   -36.00     0.00   100.00     1.01     3.32     1.08    -0.77   -34.45   -34.76    -0.79     0.69     0.92     1.31     0.08     2.66     0.00     0.00
   -36.00     0.00  -100.00     1.01    -1.34     1.08    -1.27   -34.45   -34.26    -0.79     0.91     0.92     0.53     0.08    -2.88     0.00     0.00
