
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE06 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
     0.00    -2.00    -1.72   -42.34   158.42    12.00    11.35    -1.30    -1.16     0.07     0.00    -1.51   712.01   664.79
     0.00    -4.00    -3.41   -41.89   159.62    12.00    10.69    -1.30    -1.02     0.15     0.00    -3.02   712.01   617.82
     0.00    -6.00    -5.09   -41.45   160.81    12.00    10.02    -1.30    -0.88     0.22     0.00    -4.54   712.01   571.13
     0.00    -8.00    -6.75   -41.02   162.01    12.00     9.34    -1.30    -0.74     0.29     0.00    -6.06   712.01   524.72
     0.00   -10.00    -8.39   -40.59   163.19    12.00     8.64    -1.30    -0.60     0.36     0.00    -7.58   712.01   478.60
     0.00   -12.00   -10.02   -40.16   164.38    12.00     7.93    -1.30    -0.45     0.44     0.00    -9.11   712.01   432.78
     0.00   -14.00   -11.62   -39.74   165.56    12.00     7.21    -1.30    -0.31     0.51     0.00   -10.64   712.01   387.27
     0.00   -16.00   -13.21   -39.32   166.74    12.00     6.48    -1.30    -0.17     0.58     0.00   -12.18   712.01   342.07
     0.00   -18.00   -14.79   -38.91   167.92    12.00     5.73    -1.30    -0.03     0.66     0.00   -13.72   712.01   297.19
     0.00   -20.00   -16.35   -38.50   169.09    12.00     4.98    -1.30     0.12     0.73     0.00   -15.26   712.01   252.64
     0.00   -22.00   -17.89   -38.10   170.26    12.00     4.21    -1.30     0.26     0.81     0.00   -16.81   712.01   208.42
     0.00   -24.00   -19.42   -37.70   171.43    12.00     3.42    -1.30     0.40     0.88     0.00   -18.36   712.01   164.52
     0.00   -26.00   -20.93   -37.30   172.60    12.00     2.63    -1.30     0.55     0.95     0.00   -19.92   712.01   120.96
     0.00   -28.00   -22.43   -36.91   173.76    12.00     1.82    -1.30     0.69     1.03     0.00   -21.48   712.01    77.73
     0.00   -30.00   -23.91   -36.52   174.92    12.00     1.00    -1.30     0.84     1.10     0.00   -23.05   712.01    34.83
     0.00   -32.00   -25.12   -36.20   175.87    12.00     0.31    -1.30     0.96     1.16     0.00   -24.33   712.01     0.00
     0.00   -34.00   -25.12   -36.20   175.87    12.00     0.31    -1.30     0.96     1.16     0.00   -24.33   712.01     0.00
     0.00   -36.00   -25.12   -36.20   175.87    12.00     0.31    -1.30     0.96     1.16     0.00   -24.33   712.01     0.00
     0.00   -38.00   -25.12   -36.20   175.87    12.00     0.31    -1.30     0.96     1.16     0.00   -24.33   712.01     0.00
     0.00   -40.00   -25.12   -36.20   175.87    12.00     0.31    -1.30     0.96     1.16     0.00   -24.33   712.01     0.00
     0.00   -42.00   -25.12   -36.20   175.87    12.00     0.31    -1.30     0.96     1.16     0.00   -24.33   712.01     0.00
     2.00     0.00    -1.74   -43.24   156.01    12.63    12.00    -1.44    -1.30     0.07     1.51     0.00   759.48   712.01
     2.00     2.00     0.00   -43.69   154.81    12.63    12.63    -1.44    -1.44     0.00     1.51     1.51   759.48   759.48
     2.00     4.00     1.76   -44.14   153.60    12.63    13.26    -1.44    -1.58    -0.07     1.51     3.01   759.48   807.18
     2.00     6.00     3.53   -44.60   152.39    12.63    13.87    -1.44    -1.72    -0.14     1.51     4.51   759.48   855.09
     2.00     8.00     5.33   -45.06   151.18    12.63    14.46    -1.44    -1.86    -0.22     1.51     6.00   759.48   903.19
     2.00    10.00     7.16   -45.53   149.96    12.63    15.05    -1.44    -2.00    -0.29     1.51     7.49   759.48   951.46
     2.00    12.00     9.00   -46.01   148.73    12.63    15.62    -1.44    -2.13    -0.36     1.51     8.99   759.48   999.89
     2.00    14.00    10.87   -46.49   147.50    12.63    16.18    -1.44    -2.27    -0.43     1.51    10.47   759.48  1048.43
     2.00    16.00    12.77   -46.98   146.26    12.63    16.73    -1.44    -2.41    -0.51     1.51    11.96   759.48  1097.07
     2.00    18.00    14.69   -47.48   145.02    12.63    17.27    -1.44    -2.55    -0.58     1.51    13.45   759.48  1145.77
     2.00    20.00    16.64   -47.98   143.77    12.63    17.79    -1.44    -2.69    -0.65     1.51    14.93   759.48  1194.50
     2.00    22.00    18.62   -48.49   142.51    12.63    18.30    -1.44    -2.82    -0.72     1.51    16.41   759.48  1243.22
     2.00    24.00    20.63   -49.01   141.24    12.63    18.80    -1.44    -2.96    -0.79     1.51    17.90   759.48  1291.88
     2.00    26.00    22.67   -49.53   139.96    12.63    19.28    -1.44    -3.10    -0.86     1.51    19.38   759.48  1340.43
     2.00    28.00    24.74   -50.07   138.68    12.63    19.76    -1.44    -3.24    -0.94     1.51    20.86   759.48  1388.83
     2.00    30.00    26.85   -50.61   137.38    12.63    20.22    -1.44    -3.38    -1.01     1.51    22.35   759.48  1437.02
     2.00    32.00    29.00   -51.16   136.07    12.63    20.66    -1.44    -3.51    -1.08     1.51    23.84   759.48  1484.92
     2.00     0.00    -1.74   -43.24   156.01    12.63    12.00    -1.44    -1.30     0.07     1.51     0.00   759.48   712.01
     2.00    -2.00    -3.45   -42.80   157.20    12.63    11.35    -1.44    -1.16     0.15     1.51    -1.51   759.48   664.79
     2.00    -4.00    -5.15   -42.36   158.40    12.63    10.69    -1.44    -1.02     0.22     1.51    -3.02   759.48   617.82
     2.00    -6.00    -6.82   -41.93   159.58    12.63    10.02    -1.44    -0.88     0.29     1.51    -4.54   759.48   571.13
     2.00    -8.00    -8.48   -41.50   160.77    12.63     9.34    -1.44    -0.74     0.36     1.51    -6.06   759.48   524.72
     2.00   -10.00   -10.12   -41.08   161.95    12.63     8.64    -1.44    -0.60     0.44     1.51    -7.58   759.48   478.60
     2.00   -12.00   -11.75   -40.66   163.13    12.63     7.93    -1.44    -0.45     0.51     1.51    -9.11   759.48   432.78
     2.00   -14.00   -13.35   -40.24   164.30    12.63     7.21    -1.44    -0.31     0.58     1.51   -10.64   759.48   387.27
     2.00   -16.00   -14.94   -39.83   165.48    12.63     6.48    -1.44    -0.17     0.66     1.51   -12.18   759.48   342.07
     2.00   -18.00   -16.51   -39.43   166.65    12.63     5.73    -1.44    -0.03     0.73     1.51   -13.72   759.48   297.19
     2.00   -20.00   -18.07   -39.03   167.81    12.63     4.98    -1.44     0.12     0.80     1.51   -15.26   759.48   252.64
     2.00   -22.00   -19.61   -38.63   168.98    12.63     4.21    -1.44     0.26     0.88     1.51   -16.81   759.48   208.42
     2.00   -24.00   -21.14   -38.24   170.14    12.63     3.42    -1.44     0.40     0.95     1.51   -18.36   759.48   164.52
     2.00   -26.00   -22.65   -37.85   171.30    12.63     2.63    -1.44     0.55     1.03     1.51   -19.92   759.48   120.96
     2.00   -28.00   -24.15   -37.46   172.45    12.63     1.82    -1.44     0.69     1.10     1.51   -21.48   759.48    77.73
     2.00   -30.00   -25.63   -37.08   173.61    12.63     1.00    -1.44     0.84     1.18     1.51   -23.05   759.48    34.83
     2.00   -32.00   -26.83   -36.77   174.55    12.63     0.31    -1.44     0.96     1.24     1.51   -24.33   759.48     0.00
     2.00   -34.00   -26.83   -36.77   174.55    12.63     0.31    -1.44     0.96     1.24     1.51   -24.33   759.48     0.00
     2.00   -36.00   -26.83   -36.77   174.55    12.63     0.31    -1.44     0.96     1.24     1.51   -24.33   759.48     0.00
     2.00   -38.00   -26.83   -36.77   174.55    12.63     0.31    -1.44     0.96     1.24     1.51   -24.33   759.48     0.00
     2.00   -40.00   -26.83   -36.77   174.55    12.63     0.31    -1.44     0.96     1.24     1.51   -24.33   759.48     0.00
     2.00   -42.00   -26.83   -36.77   174.55    12.63     0.31    -1.44     0.96     1.24     1.51   -24.33   759.48     0.00
     4.00     0.00    -3.49   -43.70   154.80    13.26    12.00    -1.58    -1.30     0.14     3.01     0.00   807.18   712.01
     4.00     2.00    -1.76   -44.14   153.60    13.26    12.63    -1.58    -1.44     0.07     3.01     1.51   807.18   759.48
     4.00     4.00     0.00   -44.59   152.40    13.26    13.26    -1.58    -1.58     0.00     3.01     3.01   807.18   807.18
     4.00     6.00     1.78   -45.04   151.20    13.26    13.87    -1.58    -1.72    -0.07     3.01     4.51   807.18   855.09
     4.00     8.00     3.58   -45.49   150.00    13.26    14.46    -1.58    -1.86    -0.14     3.01     6.00   807.18   903.19
     4.00    10.00     5.40   -45.96   148.78    13.26    15.05    -1.58    -2.00    -0.22     3.01     7.49   807.18   951.46
     4.00    12.00     7.25   -46.42   147.56    13.26    15.62    -1.58    -2.13    -0.29     3.01     8.99   807.18   999.89
     4.00    14.00     9.12   -46.90   146.34    13.26    16.18    -1.58    -2.27    -0.36     3.01    10.47   807.18  1048.43
     4.00    16.00    11.02   -47.38   145.11    13.26    16.73    -1.58    -2.41    -0.43     3.01    11.96   807.18  1097.07
     4.00    18.00    12.94   -47.87   143.87    13.26    17.27    -1.58    -2.55    -0.50     3.01    13.45   807.18  1145.77
     4.00    20.00    14.89   -48.36   142.63    13.26    17.79    -1.58    -2.69    -0.58     3.01    14.93   807.18  1194.50
     4.00    22.00    16.88   -48.87   141.38    13.26    18.30    -1.58    -2.82    -0.65     3.01    16.41   807.18  1243.22
     4.00    24.00    18.89   -49.38   140.12    13.26    18.80    -1.58    -2.96    -0.72     3.01    17.90   807.18  1291.88
     4.00    26.00    20.93   -49.90   138.85    13.26    19.28    -1.58    -3.10    -0.79     3.01    19.38   807.18  1340.43
     4.00    28.00    23.01   -50.42   137.57    13.26    19.76    -1.58    -3.24    -0.86     3.01    20.86   807.18  1388.83
     4.00    30.00    25.12   -50.96   136.28    13.26    20.22    -1.58    -3.38    -0.94     3.01    22.35   807.18  1437.02
     4.00    32.00    27.27   -51.50   134.98    13.26    20.66    -1.58    -3.51    -1.01     3.01    23.84   807.18  1484.92
     4.00     0.00    -3.49   -43.70   154.80    13.26    12.00    -1.58    -1.30     0.14     3.01     0.00   807.18   712.01
     4.00    -2.00    -5.21   -43.26   155.98    13.26    11.35    -1.58    -1.16     0.22     3.01    -1.51   807.18   664.79
     4.00    -4.00    -6.90   -42.83   157.17    13.26    10.69    -1.58    -1.02     0.29     3.01    -3.02   807.18   617.82
     4.00    -6.00    -8.58   -42.41   158.35    13.26    10.02    -1.58    -0.88     0.36     3.01    -4.54   807.18   571.13
     4.00    -8.00   -10.24   -41.99   159.53    13.26     9.34    -1.58    -0.74     0.44     3.01    -6.06   807.18   524.72
     4.00   -10.00   -11.88   -41.57   160.70    13.26     8.64    -1.58    -0.60     0.51     3.01    -7.58   807.18   478.60
     4.00   -12.00   -13.50   -41.16   161.87    13.26     7.93    -1.58    -0.45     0.58     3.01    -9.11   807.18   432.78
     4.00   -14.00   -15.10   -40.75   163.04    13.26     7.21    -1.58    -0.31     0.66     3.01   -10.64   807.18   387.27
     4.00   -16.00   -16.69   -40.35   164.21    13.26     6.48    -1.58    -0.17     0.73     3.01   -12.18   807.18   342.07
     4.00   -18.00   -18.26   -39.95   165.37    13.26     5.73    -1.58    -0.03     0.80     3.01   -13.72   807.18   297.19
     4.00   -20.00   -19.81   -39.56   166.53    13.26     4.98    -1.58     0.12     0.88     3.01   -15.26   807.18   252.64
     4.00   -22.00   -21.35   -39.17   167.69    13.26     4.21    -1.58     0.26     0.95     3.01   -16.81   807.18   208.42
     4.00   -24.00   -22.88   -38.78   168.84    13.26     3.42    -1.58     0.40     1.03     3.01   -18.36   807.18   164.52
     4.00   -26.00   -24.38   -38.40   169.99    13.26     2.63    -1.58     0.55     1.10     3.01   -19.92   807.18   120.96
     4.00   -28.00   -25.88   -38.02   171.14    13.26     1.82    -1.58     0.69     1.17     3.01   -21.48   807.18    77.73
     4.00   -30.00   -27.36   -37.65   172.29    13.26     1.00    -1.58     0.84     1.25     3.01   -23.05   807.18    34.83
     4.00   -32.00   -28.55   -37.34   173.22    13.26     0.31    -1.58     0.96     1.31     3.01   -24.33   807.18     0.00
     4.00   -34.00   -28.55   -37.34   173.22    13.26     0.31    -1.58     0.96     1.31     3.01   -24.33   807.18     0.00
     4.00   -36.00   -28.55   -37.34   173.22    13.26     0.31    -1.58     0.96     1.31     3.01   -24.33   807.18     0.00
     4.00   -38.00   -28.55   -37.34   173.22    13.26     0.31    -1.58     0.96     1.31     3.01   -24.33   807.18     0.00
     4.00   -40.00   -28.55   -37.34   173.22    13.26     0.31    -1.58     0.96     1.31     3.01   -24.33   807.18     0.00
     4.00   -42.00   -28.55   -37.34   173.22    13.26     0.31    -1.58     0.96     1.31     3.01   -24.33   807.18     0.00
     6.00     0.00    -5.27   -44.17   153.58    13.87    12.00    -1.72    -1.30     0.22     4.51     0.00   855.09   712.01
     6.00     2.00    -3.53   -44.60   152.39    13.87    12.63    -1.72    -1.44     0.14     4.51     1.51   855.09   759.48
     6.00     4.00    -1.78   -45.04   151.20    13.87    13.26    -1.72    -1.58     0.07     4.51     3.01   855.09   807.18
     6.00     6.00     0.00   -45.48   150.01    13.87    13.87    -1.72    -1.72     0.00     4.51     4.51   855.09   855.09
     6.00     8.00     1.80   -45.93   148.81    13.87    14.46    -1.72    -1.86    -0.07     4.51     6.00   855.09   903.19
     6.00    10.00     3.62   -46.38   147.60    13.87    15.05    -1.72    -2.00    -0.14     4.51     7.49   855.09   951.46
     6.00    12.00     5.47   -46.85   146.39    13.87    15.62    -1.72    -2.13    -0.22     4.51     8.99   855.09   999.89
     6.00    14.00     7.35   -47.31   145.18    13.87    16.18    -1.72    -2.27    -0.29     4.51    10.47   855.09  1048.43
     6.00    16.00     9.24   -47.79   143.95    13.87    16.73    -1.72    -2.41    -0.36     4.51    11.96   855.09  1097.07
     6.00    18.00    11.17   -48.27   142.72    13.87    17.27    -1.72    -2.55    -0.43     4.51    13.45   855.09  1145.77
     6.00    20.00    13.12   -48.76   141.49    13.87    17.79    -1.72    -2.69    -0.50     4.51    14.93   855.09  1194.50
     6.00    22.00    15.11   -49.25   140.24    13.87    18.30    -1.72    -2.82    -0.58     4.51    16.41   855.09  1243.22
     6.00    24.00    17.12   -49.75   138.99    13.87    18.80    -1.72    -2.96    -0.65     4.51    17.90   855.09  1291.88
     6.00    26.00    19.17   -50.26   137.73    13.87    19.28    -1.72    -3.10    -0.72     4.51    19.38   855.09  1340.43
     6.00    28.00    21.25   -50.78   136.46    13.87    19.76    -1.72    -3.24    -0.79     4.51    20.86   855.09  1388.83
     6.00    30.00    23.37   -51.31   135.18    13.87    20.22    -1.72    -3.38    -0.86     4.51    22.35   855.09  1437.02
     6.00    32.00    25.52   -51.85   133.88    13.87    20.66    -1.72    -3.51    -0.94     4.51    23.84   855.09  1484.92
     6.00     0.00    -5.27   -44.17   153.58    13.87    12.00    -1.72    -1.30     0.22     4.51     0.00   855.09   712.01
     6.00    -2.00    -6.98   -43.74   154.76    13.87    11.35    -1.72    -1.16     0.29     4.51    -1.51   855.09   664.79
     6.00    -4.00    -8.68   -43.31   155.94    13.87    10.69    -1.72    -1.02     0.36     4.51    -3.02   855.09   617.82
     6.00    -6.00   -10.35   -42.90   157.11    13.87    10.02    -1.72    -0.88     0.44     4.51    -4.54   855.09   571.13
     6.00    -8.00   -12.01   -42.48   158.28    13.87     9.34    -1.72    -0.74     0.51     4.51    -6.06   855.09   524.72
     6.00   -10.00   -13.65   -42.07   159.45    13.87     8.64    -1.72    -0.60     0.58     4.51    -7.58   855.09   478.60
     6.00   -12.00   -15.27   -41.67   160.61    13.87     7.93    -1.72    -0.45     0.66     4.51    -9.11   855.09   432.78
     6.00   -14.00   -16.87   -41.27   161.77    13.87     7.21    -1.72    -0.31     0.73     4.51   -10.64   855.09   387.27
     6.00   -16.00   -18.45   -40.88   162.93    13.87     6.48    -1.72    -0.17     0.80     4.51   -12.18   855.09   342.07
     6.00   -18.00   -20.02   -40.48   164.09    13.87     5.73    -1.72    -0.03     0.88     4.51   -13.72   855.09   297.19
     6.00   -20.00   -21.58   -40.10   165.24    13.87     4.98    -1.72     0.12     0.95     4.51   -15.26   855.09   252.64
     6.00   -22.00   -23.11   -39.71   166.39    13.87     4.21    -1.72     0.26     1.02     4.51   -16.81   855.09   208.42
     6.00   -24.00   -24.63   -39.33   167.54    13.87     3.42    -1.72     0.40     1.10     4.51   -18.36   855.09   164.52
     6.00   -26.00   -26.14   -38.96   168.68    13.87     2.63    -1.72     0.55     1.17     4.51   -19.92   855.09   120.96
     6.00   -28.00   -27.63   -38.59   169.82    13.87     1.82    -1.72     0.69     1.25     4.51   -21.48   855.09    77.73
     6.00   -30.00   -29.10   -38.22   170.96    13.87     1.00    -1.72     0.84     1.32     4.51   -23.05   855.09    34.83
     6.00   -32.00   -30.30   -37.92   171.90    13.87     0.31    -1.72     0.96     1.38     4.51   -24.33   855.09     0.00
     6.00   -34.00   -30.30   -37.92   171.90    13.87     0.31    -1.72     0.96     1.38     4.51   -24.33   855.09     0.00
     6.00   -36.00   -30.30   -37.92   171.90    13.87     0.31    -1.72     0.96     1.38     4.51   -24.33   855.09     0.00
     6.00   -38.00   -30.30   -37.92   171.90    13.87     0.31    -1.72     0.96     1.38     4.51   -24.33   855.09     0.00
     6.00   -40.00   -30.30   -37.92   171.90    13.87     0.31    -1.72     0.96     1.38     4.51   -24.33   855.09     0.00
     6.00   -42.00   -30.30   -37.92   171.90    13.87     0.31    -1.72     0.96     1.38     4.51   -24.33   855.09     0.00
     8.00     0.00    -7.07   -44.64   152.36    14.46    12.00    -1.86    -1.30     0.29     6.00     0.00   903.19   712.01
     8.00     2.00    -5.33   -45.06   151.18    14.46    12.63    -1.86    -1.44     0.22     6.00     1.51   903.19   759.48
     8.00     4.00    -3.58   -45.49   150.00    14.46    13.26    -1.86    -1.58     0.14     6.00     3.01   903.19   807.18
     8.00     6.00    -1.80   -45.93   148.81    14.46    13.87    -1.86    -1.72     0.07     6.00     4.51   903.19   855.09
     8.00     8.00     0.00   -46.37   147.62    14.46    14.46    -1.86    -1.86     0.00     6.00     6.00   903.19   903.19
     8.00    10.00     1.82   -46.82   146.42    14.46    15.05    -1.86    -2.00    -0.07     6.00     7.49   903.19   951.46
     8.00    12.00     3.67   -47.27   145.21    14.46    15.62    -1.86    -2.13    -0.14     6.00     8.99   903.19   999.89
     8.00    14.00     5.55   -47.73   144.01    14.46    16.18    -1.86    -2.27    -0.22     6.00    10.47   903.19  1048.43
     8.00    16.00     7.45   -48.20   142.79    14.46    16.73    -1.86    -2.41    -0.29     6.00    11.96   903.19  1097.07
     8.00    18.00     9.37   -48.67   141.57    14.46    17.27    -1.86    -2.55    -0.36     6.00    13.45   903.19  1145.77
     8.00    20.00    11.33   -49.15   140.34    14.46    17.79    -1.86    -2.69    -0.43     6.00    14.93   903.19  1194.50
     8.00    22.00    13.32   -49.64   139.10    14.46    18.30    -1.86    -2.82    -0.50     6.00    16.41   903.19  1243.22
     8.00    24.00    15.33   -50.13   137.86    14.46    18.80    -1.86    -2.96    -0.58     6.00    17.90   903.19  1291.88
     8.00    26.00    17.38   -50.64   136.60    14.46    19.28    -1.86    -3.10    -0.65     6.00    19.38   903.19  1340.43
     8.00    28.00    19.47   -51.15   135.34    14.46    19.76    -1.86    -3.24    -0.72     6.00    20.86   903.19  1388.83
     8.00    30.00    21.59   -51.67   134.07    14.46    20.22    -1.86    -3.38    -0.79     6.00    22.35   903.19  1437.02
     8.00    32.00    23.74   -52.20   132.78    14.46    20.66    -1.86    -3.51    -0.86     6.00    23.84   903.19  1484.92
     8.00     0.00    -7.07   -44.64   152.36    14.46    12.00    -1.86    -1.30     0.29     6.00     0.00   903.19   712.01
     8.00    -2.00    -8.78   -44.22   153.53    14.46    11.35    -1.86    -1.16     0.36     6.00    -1.51   903.19   664.79
     8.00    -4.00   -10.47   -43.80   154.70    14.46    10.69    -1.86    -1.02     0.43     6.00    -3.02   903.19   617.82
     8.00    -6.00   -12.15   -43.39   155.87    14.46    10.02    -1.86    -0.88     0.51     6.00    -4.54   903.19   571.13
     8.00    -8.00   -13.80   -42.98   157.03    14.46     9.34    -1.86    -0.74     0.58     6.00    -6.06   903.19   524.72
     8.00   -10.00   -15.44   -42.58   158.19    14.46     8.64    -1.86    -0.60     0.65     6.00    -7.58   903.19   478.60
     8.00   -12.00   -17.06   -42.19   159.35    14.46     7.93    -1.86    -0.45     0.73     6.00    -9.11   903.19   432.78
     8.00   -14.00   -18.66   -41.79   160.50    14.46     7.21    -1.86    -0.31     0.80     6.00   -10.64   903.19   387.27
     8.00   -16.00   -20.24   -41.40   161.65    14.46     6.48    -1.86    -0.17     0.87     6.00   -12.18   903.19   342.07
     8.00   -18.00   -21.81   -41.02   162.80    14.46     5.73    -1.86    -0.03     0.95     6.00   -13.72   903.19   297.19
     8.00   -20.00   -23.36   -40.64   163.95    14.46     4.98    -1.86     0.12     1.02     6.00   -15.26   903.19   252.64
     8.00   -22.00   -24.89   -40.26   165.09    14.46     4.21    -1.86     0.26     1.10     6.00   -16.81   903.19   208.42
     8.00   -24.00   -26.41   -39.89   166.23    14.46     3.42    -1.86     0.40     1.17     6.00   -18.36   903.19   164.52
     8.00   -26.00   -27.91   -39.52   167.37    14.46     2.63    -1.86     0.55     1.24     6.00   -19.92   903.19   120.96
     8.00   -28.00   -29.40   -39.16   168.50    14.46     1.82    -1.86     0.69     1.32     6.00   -21.48   903.19    77.73
     8.00   -30.00   -30.87   -38.80   169.64    14.46     1.00    -1.86     0.84     1.39     6.00   -23.05   903.19    34.83
     8.00   -32.00   -32.06   -38.50   170.56    14.46     0.31    -1.86     0.96     1.45     6.00   -24.33   903.19     0.00
     8.00   -34.00   -32.06   -38.50   170.56    14.46     0.31    -1.86     0.96     1.45     6.00   -24.33   903.19     0.00
     8.00   -36.00   -32.06   -38.50   170.56    14.46     0.31    -1.86     0.96     1.45     6.00   -24.33   903.19     0.00
     8.00   -38.00   -32.06   -38.50   170.56    14.46     0.31    -1.86     0.96     1.45     6.00   -24.33   903.19     0.00
     8.00   -40.00   -32.06   -38.50   170.56    14.46     0.31    -1.86     0.96     1.45     6.00   -24.33   903.19     0.00
     8.00   -42.00   -32.06   -38.50   170.56    14.46     0.31    -1.86     0.96     1.45     6.00   -24.33   903.19     0.00
    10.00     0.00    -8.89   -45.11   151.13    15.05    12.00    -2.00    -1.30     0.36     7.49     0.00   951.46   712.01
    10.00     2.00    -7.16   -45.53   149.96    15.05    12.63    -2.00    -1.44     0.29     7.49     1.51   951.46   759.48
    10.00     4.00    -5.40   -45.96   148.78    15.05    13.26    -2.00    -1.58     0.22     7.49     3.01   951.46   807.18
    10.00     6.00    -3.62   -46.38   147.60    15.05    13.87    -2.00    -1.72     0.14     7.49     4.51   951.46   855.09
    10.00     8.00    -1.82   -46.82   146.42    15.05    14.46    -2.00    -1.86     0.07     7.49     6.00   951.46   903.19
    10.00    10.00     0.00   -47.26   145.23    15.05    15.05    -2.00    -2.00     0.00     7.49     7.49   951.46   951.46
    10.00    12.00     1.85   -47.71   144.03    15.05    15.62    -2.00    -2.13    -0.07     7.49     8.99   951.46   999.89
    10.00    14.00     3.72   -48.16   142.83    15.05    16.18    -2.00    -2.27    -0.14     7.49    10.47   951.46  1048.43
    10.00    16.00     5.62   -48.62   141.62    15.05    16.73    -2.00    -2.41    -0.22     7.49    11.96   951.46  1097.07
    10.00    18.00     7.55   -49.08   140.41    15.05    17.27    -2.00    -2.55    -0.29     7.49    13.45   951.46  1145.77
    10.00    20.00     9.51   -49.55   139.19    15.05    17.79    -2.00    -2.69    -0.36     7.49    14.93   951.46  1194.50
    10.00    22.00    11.50   -50.03   137.96    15.05    18.30    -2.00    -2.82    -0.43     7.49    16.41   951.46  1243.22
    10.00    24.00    13.52   -50.52   136.72    15.05    18.80    -2.00    -2.96    -0.50     7.49    17.90   951.46  1291.88
    10.00    26.00    15.57   -51.02   135.48    15.05    19.28    -2.00    -3.10    -0.58     7.49    19.38   951.46  1340.43
    10.00    28.00    17.66   -51.52   134.22    15.05    19.76    -2.00    -3.24    -0.65     7.49    20.86   951.46  1388.83
    10.00    30.00    19.78   -52.03   132.96    15.05    20.22    -2.00    -3.38    -0.72     7.49    22.35   951.46  1437.02
    10.00    32.00    21.94   -52.55   131.68    15.05    20.66    -2.00    -3.51    -0.79     7.49    23.84   951.46  1484.92
    10.00     0.00    -8.89   -45.11   151.13    15.05    12.00    -2.00    -1.30     0.36     7.49     0.00   951.46   712.01
    10.00    -2.00   -10.60   -44.70   152.30    15.05    11.35    -2.00    -1.16     0.43     7.49    -1.51   951.46   664.79
    10.00    -4.00   -12.29   -44.29   153.46    15.05    10.69    -2.00    -1.02     0.51     7.49    -3.02   951.46   617.82
    10.00    -6.00   -13.97   -43.89   154.62    15.05    10.02    -2.00    -0.88     0.58     7.49    -4.54   951.46   571.13
    10.00    -8.00   -15.62   -43.49   155.78    15.05     9.34    -2.00    -0.74     0.65     7.49    -6.06   951.46   524.72
