
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           FSE06 rear suspension                               

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    -2.00  -100.00     0.00     0.10     0.07     0.12    -0.09    -2.15    -1.51     1.10    -1.16    -0.47    -0.07    -0.08     0.19   725.92   664.79
    -2.00     0.00   100.00     0.07     0.05     0.09    -0.05    -1.51    -0.87     1.16    -1.22    -0.07     0.33    -0.19     0.29   664.79   603.78
    -2.00     0.00  -100.00     0.07     0.10     0.09    -0.12    -1.51    -2.15     1.16    -1.10    -0.07    -0.47    -0.19     0.08   664.79   725.92
    -4.00   100.00     0.00     0.13     0.15     0.14    -0.17    -2.38    -3.02     1.08    -1.02     0.26    -0.14    -0.28     0.18   556.74   617.82
    -4.00  -100.00     0.00     0.17     0.15     0.20    -0.17    -3.66    -3.02     0.96    -1.02    -0.54    -0.14    -0.08     0.18   679.03   617.82
    -4.00     0.00   100.00     0.15     0.13     0.17    -0.14    -3.02    -2.38     1.02    -1.08    -0.14     0.26    -0.18     0.28   617.82   556.74
    -4.00     0.00  -100.00     0.15     0.17     0.17    -0.20    -3.02    -3.66     1.02    -0.96    -0.14    -0.54    -0.18     0.08   617.82   679.03
    -6.00   100.00     0.00     0.20     0.22     0.22    -0.24    -3.90    -4.54     0.94    -0.88     0.19    -0.21    -0.27     0.17   509.97   571.13
    -6.00  -100.00     0.00     0.25     0.22     0.27    -0.24    -5.18    -4.54     0.82    -0.88    -0.61    -0.21    -0.07     0.17   632.41   571.13
    -6.00     0.00   100.00     0.22     0.20     0.24    -0.22    -4.54    -3.90     0.88    -0.94    -0.21     0.19    -0.17     0.27   571.13   509.97
    -6.00     0.00  -100.00     0.22     0.25     0.24    -0.27    -4.54    -5.18     0.88    -0.82    -0.21    -0.61    -0.17     0.07   571.13   632.41
    -8.00   100.00     0.00     0.28     0.30     0.29    -0.31    -5.42    -6.06     0.80    -0.74     0.12    -0.28    -0.26     0.16   463.48   524.72
    -8.00  -100.00     0.00     0.32     0.30     0.34    -0.31    -6.70    -6.06     0.68    -0.74    -0.68    -0.28    -0.06     0.16   586.08   524.72
    -8.00     0.00   100.00     0.30     0.28     0.31    -0.29    -6.06    -5.42     0.74    -0.80    -0.28     0.12    -0.16     0.26   524.72   463.48
    -8.00     0.00  -100.00     0.30     0.32     0.31    -0.34    -6.06    -6.70     0.74    -0.68    -0.28    -0.68    -0.16     0.06   524.72   586.08
   -10.00   100.00     0.00     0.35     0.37     0.35    -0.38    -6.94    -7.58     0.66    -0.60     0.04    -0.35    -0.24     0.14   417.28   478.60
   -10.00  -100.00     0.00     0.40     0.37     0.40    -0.38    -8.23    -7.58     0.53    -0.60    -0.75    -0.35    -0.04     0.14   540.04   478.60
   -10.00     0.00   100.00     0.37     0.35     0.38    -0.35    -7.58    -6.94     0.60    -0.66    -0.35     0.04    -0.14     0.24   478.60   417.28
   -10.00     0.00  -100.00     0.37     0.40     0.38    -0.40    -7.58    -8.23     0.60    -0.53    -0.35    -0.75    -0.14     0.04   478.60   540.04
   -12.00   100.00     0.00     0.42     0.45     0.41    -0.44    -8.46    -9.11     0.52    -0.45    -0.03    -0.42    -0.23     0.13   371.37   432.78
   -12.00  -100.00     0.00     0.47     0.45     0.46    -0.44    -9.76    -9.11     0.39    -0.45    -0.82    -0.42    -0.03     0.13   494.31   432.78
   -12.00     0.00   100.00     0.45     0.42     0.44    -0.41    -9.11    -8.46     0.45    -0.52    -0.42    -0.03    -0.13     0.23   432.78   371.37
   -12.00     0.00  -100.00     0.45     0.47     0.44    -0.46    -9.11    -9.76     0.45    -0.39    -0.42    -0.82    -0.13     0.03   432.78   494.31
   -14.00   100.00     0.00     0.50     0.52     0.47    -0.49    -9.99   -10.64     0.37    -0.31    -0.10    -0.49    -0.22     0.12   325.77   387.27
   -14.00  -100.00     0.00     0.55     0.52     0.50    -0.49   -11.29   -10.64     0.25    -0.31    -0.89    -0.49    -0.02     0.12   448.89   387.27
   -14.00     0.00   100.00     0.52     0.50     0.49    -0.47   -10.64    -9.99     0.31    -0.37    -0.49    -0.10    -0.12     0.22   387.27   325.77
   -14.00     0.00  -100.00     0.52     0.55     0.49    -0.50   -10.64   -11.29     0.31    -0.25    -0.49    -0.89    -0.12     0.02   387.27   448.89
   -16.00   100.00     0.00     0.57     0.60     0.52    -0.53   -11.53   -12.18     0.23    -0.17    -0.17    -0.56    -0.20     0.11   280.48   342.07
   -16.00  -100.00     0.00     0.62     0.60     0.55    -0.53   -12.83   -12.18     0.11    -0.17    -0.96    -0.56    -0.01     0.11   403.79   342.07
   -16.00     0.00   100.00     0.60     0.57     0.53    -0.52   -12.18   -11.53     0.17    -0.23    -0.56    -0.17    -0.11     0.20   342.07   280.48
   -16.00     0.00  -100.00     0.60     0.62     0.53    -0.55   -12.18   -12.83     0.17    -0.11    -0.56    -0.96    -0.11     0.01   342.07   403.79
   -18.00   100.00     0.00     0.64     0.67     0.56    -0.57   -13.06   -13.72     0.09    -0.03    -0.24    -0.63    -0.19     0.10   235.51   297.19
   -18.00  -100.00     0.00     0.70     0.67     0.58    -0.57   -14.37   -13.72    -0.04    -0.03    -1.03    -0.63     0.00     0.10   359.01   297.19
   -18.00     0.00   100.00     0.67     0.64     0.57    -0.56   -13.72   -13.06     0.03    -0.09    -0.63    -0.24    -0.10     0.19   297.19   235.51
   -18.00     0.00  -100.00     0.67     0.70     0.57    -0.58   -13.72   -14.37     0.03     0.04    -0.63    -1.03    -0.10     0.00   297.19   359.01
   -20.00   100.00     0.00     0.72     0.75     0.59    -0.60   -14.61   -15.26    -0.05     0.12    -0.31    -0.70    -0.18     0.08   190.86   252.64
   -20.00  -100.00     0.00     0.78     0.75     0.61    -0.60   -15.92   -15.26    -0.18     0.12    -1.10    -0.70     0.01     0.08   314.55   252.64
   -20.00     0.00   100.00     0.75     0.72     0.60    -0.59   -15.26   -14.61    -0.12     0.05    -0.70    -0.31    -0.08     0.18   252.64   190.86
   -20.00     0.00  -100.00     0.75     0.78     0.60    -0.61   -15.26   -15.92    -0.12     0.18    -0.70    -1.10    -0.08    -0.01   252.64   314.55
   -22.00   100.00     0.00     0.79     0.82     0.62    -0.63   -16.15   -16.81    -0.20     0.26    -0.38    -0.78    -0.16     0.07   146.54   208.42
   -22.00  -100.00     0.00     0.85     0.82     0.64    -0.63   -17.47   -16.81    -0.32     0.26    -1.17    -0.78     0.02     0.07   270.43   208.42
   -22.00     0.00   100.00     0.82     0.79     0.63    -0.62   -16.81   -16.15    -0.26     0.20    -0.78    -0.38    -0.07     0.16   208.42   146.54
   -22.00     0.00  -100.00     0.82     0.85     0.63    -0.64   -16.81   -17.47    -0.26     0.32    -0.78    -1.17    -0.07    -0.02   208.42   270.43
   -24.00   100.00     0.00     0.87     0.90     0.65    -0.65   -17.70   -18.36    -0.34     0.40    -0.45    -0.85    -0.15     0.06   102.54   164.52
   -24.00  -100.00     0.00     0.93     0.90     0.65    -0.65   -19.03   -18.36    -0.47     0.40    -1.24    -0.85     0.03     0.06   226.63   164.52
   -24.00     0.00   100.00     0.90     0.87     0.65    -0.65   -18.36   -17.70    -0.40     0.34    -0.85    -0.45    -0.06     0.15   164.52   102.54
   -24.00     0.00  -100.00     0.90     0.93     0.65    -0.65   -18.36   -19.03    -0.40     0.47    -0.85    -1.24    -0.06    -0.03   164.52   226.63
   -26.00   100.00     0.00     0.94     0.97     0.66    -0.66   -19.26   -19.92    -0.49     0.55    -0.52    -0.92    -0.13     0.04    58.88   120.96
   -26.00  -100.00     0.00     1.00     0.97     0.66    -0.66   -20.59   -19.92    -0.61     0.55    -1.31    -0.92     0.05     0.04   183.17   120.96
   -26.00     0.00   100.00     0.97     0.94     0.66    -0.66   -19.92   -19.26    -0.55     0.49    -0.92    -0.52    -0.04     0.13   120.96    58.88
   -26.00     0.00  -100.00     0.97     1.00     0.66    -0.66   -19.92   -20.59    -0.55     0.61    -0.92    -1.31    -0.04    -0.05   120.96   183.17
   -28.00   100.00     0.00     1.01     1.05     0.67    -0.67   -20.82   -21.48    -0.63     0.69    -0.59    -0.99    -0.12     0.03    15.55    77.73
   -28.00  -100.00     0.00     1.08     1.05     0.67    -0.67   -22.15   -21.48    -0.76     0.69    -1.38    -0.99     0.06     0.03   140.04    77.73
   -28.00     0.00   100.00     1.05     1.01     0.67    -0.67   -21.48   -20.82    -0.69     0.63    -0.99    -0.59    -0.03     0.12    77.73    15.55
   -28.00     0.00  -100.00     1.05     1.08     0.67    -0.67   -21.48   -22.15    -0.69     0.76    -0.99    -1.38    -0.03    -0.06    77.73   140.04
   -30.00   100.00     0.00     1.04     1.12     0.68    -0.67   -21.38   -23.05    -0.68     0.84    -0.62    -1.06    -0.11     0.02     0.00    34.83
   -30.00  -100.00     0.00     1.16     1.12     0.67    -0.67   -23.72   -23.05    -0.91     0.84    -1.45    -1.06     0.07     0.02    97.24    34.83
   -30.00     0.00   100.00     1.12     1.04     0.67    -0.68   -23.05   -21.38    -0.84     0.68    -1.06    -0.62    -0.02     0.11    34.83     0.00
   -30.00     0.00  -100.00     1.12     1.16     0.67    -0.67   -23.05   -23.72    -0.84     0.91    -1.06    -1.45    -0.02    -0.07    34.83    97.24
   -32.00   100.00     0.00     1.04     1.18     0.68    -0.67   -21.38   -24.33    -0.68     0.96    -0.62    -1.12    -0.11     0.01     0.00     0.00
   -32.00  -100.00     0.00     1.23     1.18     0.66    -0.67   -25.30   -24.33    -1.05     0.96    -1.52    -1.12     0.08     0.01    54.77     0.00
   -32.00     0.00   100.00     1.18     1.04     0.67    -0.68   -24.33   -21.38    -0.96     0.68    -1.12    -0.62    -0.01     0.11     0.00     0.00
   -32.00     0.00  -100.00     1.18     1.23     0.67    -0.66   -24.33   -25.30    -0.96     1.05    -1.12    -1.52    -0.01    -0.08     0.00    54.77
   -34.00   100.00     0.00     1.04     1.18     0.68    -0.67   -21.38   -24.33    -0.68     0.96    -0.62    -1.12    -0.11     0.01     0.00     0.00
   -34.00  -100.00     0.00     1.31     1.18     0.64    -0.67   -26.88   -24.33    -1.20     0.96    -1.59    -1.12     0.10     0.01    12.62     0.00
   -34.00     0.00   100.00     1.18     1.04     0.67    -0.68   -24.33   -21.38    -0.96     0.68    -1.12    -0.62    -0.01     0.11     0.00     0.00
   -34.00     0.00  -100.00     1.18     1.31     0.67    -0.64   -24.33   -26.88    -0.96     1.20    -1.12    -1.59    -0.01    -0.10     0.00    12.62
   -36.00   100.00     0.00     1.04     1.18     0.68    -0.67   -21.38   -24.33    -0.68     0.96    -0.62    -1.12    -0.11     0.01     0.00     0.00
   -36.00  -100.00     0.00     1.33     1.18     0.64    -0.67   -27.35   -24.33    -1.24     0.96    -1.61    -1.12     0.10     0.01     0.00     0.00
   -36.00     0.00   100.00     1.18     1.04     0.67    -0.68   -24.33   -21.38    -0.96     0.68    -1.12    -0.62    -0.01     0.11     0.00     0.00
   -36.00     0.00  -100.00     1.18     1.33     0.67    -0.64   -24.33   -27.35    -0.96     1.24    -1.12    -1.61    -0.01    -0.10     0.00     0.00
   -38.00   100.00     0.00     1.04     1.18     0.68    -0.67   -21.38   -24.33    -0.68     0.96    -0.62    -1.12    -0.11     0.01     0.00     0.00
   -38.00  -100.00     0.00     1.33     1.18     0.64    -0.67   -27.35   -24.33    -1.24     0.96    -1.61    -1.12     0.10     0.01     0.00     0.00
   -38.00     0.00   100.00     1.18     1.04     0.67    -0.68   -24.33   -21.38    -0.96     0.68    -1.12    -0.62    -0.01     0.11     0.00     0.00
   -38.00     0.00  -100.00     1.18     1.33     0.67    -0.64   -24.33   -27.35    -0.96     1.24    -1.12    -1.61    -0.01    -0.10     0.00     0.00
   -40.00   100.00     0.00     1.04     1.18     0.68    -0.67   -21.38   -24.33    -0.68     0.96    -0.62    -1.12    -0.11     0.01     0.00     0.00
   -40.00  -100.00     0.00     1.33     1.18     0.64    -0.67   -27.35   -24.33    -1.24     0.96    -1.61    -1.12     0.10     0.01     0.00     0.00
   -40.00     0.00   100.00     1.18     1.04     0.67    -0.68   -24.33   -21.38    -0.96     0.68    -1.12    -0.62    -0.01     0.11     0.00     0.00
   -40.00     0.00  -100.00     1.18     1.33     0.67    -0.64   -24.33   -27.35    -0.96     1.24    -1.12    -1.61    -0.01    -0.10     0.00     0.00
   -42.00   100.00     0.00     1.04     1.18     0.68    -0.67   -21.38   -24.33    -0.68     0.96    -0.62    -1.12    -0.11     0.01     0.00     0.00
   -42.00  -100.00     0.00     1.33     1.18     0.64    -0.67   -27.35   -24.33    -1.24     0.96    -1.61    -1.12     0.10     0.01     0.00     0.00
   -42.00     0.00   100.00     1.18     1.04     0.67    -0.68   -24.33   -21.38    -0.96     0.68    -1.12    -0.62    -0.01     0.11     0.00     0.00
   -42.00     0.00  -100.00     1.18     1.33     0.67    -0.64   -24.33   -27.35    -0.96     1.24    -1.12    -1.61    -0.01    -0.10     0.00     0.00
