
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Z at Wheel Center                            FSE06 rear suspension                               

   WhTra  ForceZ_L ForceZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00    -0.37     0.02    -0.53    -0.02     7.49    -0.32     2.00    -1.27     0.35    -0.01    -0.25     0.20   951.46  1702.31
    12.00  1000.00     0.00    -0.84    -0.45    -1.37     0.65    16.64     8.99     2.84    -2.13     0.78     0.42    -0.30     0.26   261.48   999.89
    12.00 -1000.00     0.00    -0.06    -0.45    -0.07     0.65     1.20     8.99     1.41    -2.13     0.06     0.42    -0.21     0.26  1748.98   999.89
    12.00     0.00  1000.00    -0.45    -0.84    -0.65     1.37     8.99    16.64     2.13    -2.84     0.42     0.78    -0.26     0.30   999.89   261.48
    12.00     0.00 -1000.00    -0.45    -0.06    -0.65     0.07     8.99     1.20     2.13    -1.41     0.42     0.06    -0.26     0.21   999.89  1748.98
    14.00  1000.00     0.00    -0.91    -0.52    -1.53     0.78    18.11    10.47     2.98    -2.27     0.85     0.49    -0.30     0.27   310.85  1048.43
    14.00 -1000.00     0.00    -0.13    -0.52    -0.17     0.78     2.71    10.47     1.55    -2.27     0.13     0.49    -0.22     0.27  1795.88  1048.43
    14.00     0.00  1000.00    -0.52    -0.91    -0.78     1.53    10.47    18.11     2.27    -2.98     0.49     0.85    -0.27     0.30  1048.43   310.85
    14.00     0.00 -1000.00    -0.52    -0.13    -0.78     0.17    10.47     2.71     2.27    -1.55     0.49     0.13    -0.27     0.22  1048.43  1795.88
    16.00  1000.00     0.00    -0.99    -0.60    -1.70     0.91    19.59    11.96     3.12    -2.41     0.92     0.56    -0.31     0.28   360.10  1097.07
    16.00 -1000.00     0.00    -0.21    -0.60    -0.28     0.91     4.22    11.96     1.69    -2.41     0.20     0.56    -0.23     0.28  1843.00  1097.07
    16.00     0.00  1000.00    -0.60    -0.99    -0.91     1.70    11.96    19.59     2.41    -3.12     0.56     0.92    -0.28     0.31  1097.07   360.10
    16.00     0.00 -1000.00    -0.60    -0.21    -0.91     0.28    11.96     4.22     2.41    -1.69     0.56     0.20    -0.28     0.23  1097.07  1843.00
    18.00  1000.00     0.00    -1.06    -0.67    -1.87     1.05    21.07    13.45     3.25    -2.55     0.99     0.63    -0.32     0.29   409.20  1145.77
    18.00 -1000.00     0.00    -0.28    -0.67    -0.39     1.05     5.72    13.45     1.83    -2.55     0.27     0.63    -0.24     0.29  1890.33  1145.77
    18.00     0.00  1000.00    -0.67    -1.06    -1.05     1.87    13.45    21.07     2.55    -3.25     0.63     0.99    -0.29     0.32  1145.77   409.20
    18.00     0.00 -1000.00    -0.67    -0.28    -1.05     0.39    13.45     5.72     2.55    -1.83     0.63     0.27    -0.29     0.24  1145.77  1890.33
    20.00  1000.00     0.00    -1.14    -0.75    -2.04     1.20    22.54    14.93     3.39    -2.69     1.06     0.71    -0.33     0.30   458.07  1194.50
    20.00 -1000.00     0.00    -0.36    -0.75    -0.50     1.20     7.22    14.93     1.97    -2.69     0.34     0.71    -0.25     0.30  1937.83  1194.50
    20.00     0.00  1000.00    -0.75    -1.14    -1.20     2.04    14.93    22.54     2.69    -3.39     0.71     1.06    -0.30     0.33  1194.50   458.07
    20.00     0.00 -1000.00    -0.75    -0.36    -1.20     0.50    14.93     7.22     2.69    -1.97     0.71     0.34    -0.30     0.25  1194.50  1937.83
    22.00  1000.00     0.00    -1.21    -0.82    -2.22     1.35    24.03    16.41     3.53    -2.82     1.13     0.78    -0.33     0.31   506.66  1243.22
    22.00 -1000.00     0.00    -0.43    -0.82    -0.63     1.35     8.72    16.41     2.11    -2.82     0.42     0.78    -0.26     0.31  1985.49  1243.22
    22.00     0.00  1000.00    -0.82    -1.21    -1.35     2.22    16.41    24.03     2.82    -3.53     0.78     1.13    -0.31     0.33  1243.22   506.66
    22.00     0.00 -1000.00    -0.82    -0.43    -1.35     0.63    16.41     8.72     2.82    -2.11     0.78     0.42    -0.31     0.26  1243.22  1985.49
    24.00  1000.00     0.00    -1.29    -0.90    -2.41     1.51    25.51    17.90     3.67    -2.96     1.20     0.85    -0.34     0.31   554.88  1291.88
    24.00 -1000.00     0.00    -0.51    -0.90    -0.75     1.51    10.22    17.90     2.25    -2.96     0.49     0.85    -0.27     0.31  2033.28  1291.88
    24.00     0.00  1000.00    -0.90    -1.29    -1.51     2.41    17.90    25.51     2.96    -3.67     0.85     1.20    -0.31     0.34  1291.88   554.88
    24.00     0.00 -1000.00    -0.90    -0.51    -1.51     0.75    17.90    10.22     2.96    -2.25     0.85     0.49    -0.31     0.27  1291.88  2033.28
    26.00  1000.00     0.00    -1.37    -0.97    -2.61     1.67    27.00    19.38     3.81    -3.10     1.27     0.92    -0.34     0.32   602.65  1340.43
    26.00 -1000.00     0.00    -0.58    -0.97    -0.89     1.67    11.71    19.38     2.39    -3.10     0.56     0.92    -0.28     0.32  2081.17  1340.43
    26.00     0.00  1000.00    -0.97    -1.37    -1.67     2.61    19.38    27.00     3.10    -3.81     0.92     1.27    -0.32     0.34  1340.43   602.65
    26.00     0.00 -1000.00    -0.97    -0.58    -1.67     0.89    19.38    11.71     3.10    -2.39     0.92     0.56    -0.32     0.28  1340.43  2081.17
    28.00  1000.00     0.00    -1.44    -1.05    -2.81     1.84    28.49    20.86     3.94    -3.24     1.34     0.99    -0.35     0.33   649.87  1388.83
    28.00 -1000.00     0.00    -0.66    -1.05    -1.03     1.84    13.20    20.86     2.53    -3.24     0.63     0.99    -0.29     0.33  2129.13  1388.83
    28.00     0.00  1000.00    -1.05    -1.44    -1.84     2.81    20.86    28.49     3.24    -3.94     0.99     1.34    -0.33     0.35  1388.83   649.87
    28.00     0.00 -1000.00    -1.05    -0.66    -1.84     1.03    20.86    13.20     3.24    -2.53     0.99     0.63    -0.33     0.29  1388.83  2129.13
    30.00  1000.00     0.00    -1.52    -1.12    -3.02     2.02    29.98    22.35     4.08    -3.38     1.42     1.06    -0.36     0.34   696.43  1437.02
    30.00 -1000.00     0.00    -0.73    -1.12    -1.17     2.02    14.70    22.35     2.67    -3.38     0.70     1.06    -0.30     0.34  2177.12  1437.02
    30.00     0.00  1000.00    -1.12    -1.52    -2.02     3.02    22.35    29.98     3.38    -4.08     1.06     1.42    -0.34     0.36  1437.02   696.43
    30.00     0.00 -1000.00    -1.12    -0.73    -2.02     1.17    22.35    14.70     3.38    -2.67     1.06     0.70    -0.34     0.30  1437.02  2177.12
    32.00  1000.00     0.00    -1.60    -1.20    -3.24     2.20    31.49    23.84     4.22    -3.51     1.49     1.13    -0.36     0.34   742.21  1484.92
    32.00 -1000.00     0.00    -0.80    -1.20    -1.33     2.20    16.19    23.84     2.81    -3.51     0.78     1.13    -0.31     0.34  2225.11  1484.92
    32.00     0.00  1000.00    -1.20    -1.60    -2.20     3.24    23.84    31.49     3.51    -4.22     1.13     1.49    -0.34     0.36  1484.92   742.21
    32.00     0.00 -1000.00    -1.20    -0.80    -2.20     1.33    23.84    16.19     3.51    -2.81     1.13     0.78    -0.34     0.31  1484.92  2225.11
    -2.00  1000.00     0.00    -0.44     0.07    -0.63    -0.09     8.81    -1.51     2.12    -1.16     0.41    -0.07    -0.25     0.19     0.00   664.79
    -2.00 -1000.00     0.00     0.46     0.07     0.45    -0.09    -9.48    -1.51     0.42    -1.16    -0.45    -0.07    -0.12     0.19  1428.05   664.79
    -2.00     0.00  1000.00     0.07    -0.44     0.09     0.63    -1.51     8.81     1.16    -2.12    -0.07     0.41    -0.19     0.25   664.79     0.00
    -2.00     0.00 -1000.00     0.07     0.46     0.09    -0.45    -1.51    -9.48     1.16    -0.42    -0.07    -0.45    -0.19     0.12   664.79  1428.05
    -4.00  1000.00     0.00    -0.44     0.15    -0.63    -0.17     8.81    -3.02     2.12    -1.02     0.41    -0.14    -0.25     0.18     0.00   617.82
    -4.00 -1000.00     0.00     0.54     0.15     0.50    -0.17   -11.02    -3.02     0.28    -1.02    -0.52    -0.14    -0.11     0.18  1383.40   617.82
    -4.00     0.00  1000.00     0.15    -0.44     0.17     0.63    -3.02     8.81     1.02    -2.12    -0.14     0.41    -0.18     0.25   617.82     0.00
    -4.00     0.00 -1000.00     0.15     0.54     0.17    -0.50    -3.02   -11.02     1.02    -0.28    -0.14    -0.52    -0.18     0.11   617.82  1383.40
    -6.00  1000.00     0.00    -0.44     0.22    -0.63    -0.24     8.81    -4.54     2.12    -0.88     0.41    -0.21    -0.25     0.17     0.00   571.13
    -6.00 -1000.00     0.00     0.61     0.22     0.54    -0.24   -12.56    -4.54     0.13    -0.88    -0.59    -0.21    -0.10     0.17  1339.07   571.13
    -6.00     0.00  1000.00     0.22    -0.44     0.24     0.63    -4.54     8.81     0.88    -2.12    -0.21     0.41    -0.17     0.25   571.13     0.00
    -6.00     0.00 -1000.00     0.22     0.61     0.24    -0.54    -4.54   -12.56     0.88    -0.13    -0.21    -0.59    -0.17     0.10   571.13  1339.07
    -8.00  1000.00     0.00    -0.44     0.30    -0.63    -0.31     8.81    -6.06     2.12    -0.74     0.41    -0.28    -0.25     0.16     0.00   524.72
    -8.00 -1000.00     0.00     0.69     0.30     0.58    -0.31   -14.11    -6.06    -0.01    -0.74    -0.66    -0.28    -0.08     0.16  1295.07   524.72
    -8.00     0.00  1000.00     0.30    -0.44     0.31     0.63    -6.06     8.81     0.74    -2.12    -0.28     0.41    -0.16     0.25   524.72     0.00
    -8.00     0.00 -1000.00     0.30     0.69     0.31    -0.58    -6.06   -14.11     0.74     0.01    -0.28    -0.66    -0.16     0.08   524.72  1295.07
   -10.00  1000.00     0.00    -0.44     0.37    -0.63    -0.38     8.81    -7.58     2.12    -0.60     0.41    -0.35    -0.25     0.14     0.00   478.60
   -10.00 -1000.00     0.00     0.76     0.37     0.61    -0.38   -15.67    -7.58    -0.16    -0.60    -0.73    -0.35    -0.07     0.14  1251.40   478.60
   -10.00     0.00  1000.00     0.37    -0.44     0.38     0.63    -7.58     8.81     0.60    -2.12    -0.35     0.41    -0.14     0.25   478.60     0.00
   -10.00     0.00 -1000.00     0.37     0.76     0.38    -0.61    -7.58   -15.67     0.60     0.16    -0.35    -0.73    -0.14     0.07   478.60  1251.40
   -12.00  1000.00     0.00    -0.44     0.45    -0.63    -0.44     8.81    -9.11     2.12    -0.45     0.41    -0.42    -0.25     0.13     0.00   432.78
   -12.00 -1000.00     0.00     0.84     0.45     0.64    -0.44   -17.23    -9.11    -0.30    -0.45    -0.80    -0.42    -0.06     0.13  1208.06   432.78
   -12.00     0.00  1000.00     0.45    -0.44     0.44     0.63    -9.11     8.81     0.45    -2.12    -0.42     0.41    -0.13     0.25   432.78     0.00
   -12.00     0.00 -1000.00     0.45     0.84     0.44    -0.64    -9.11   -17.23     0.45     0.30    -0.42    -0.80    -0.13     0.06   432.78  1208.06
   -14.00  1000.00     0.00    -0.44     0.52    -0.63    -0.49     8.81   -10.64     2.12    -0.31     0.41    -0.49    -0.25     0.12     0.00   387.27
   -14.00 -1000.00     0.00     0.91     0.52     0.66    -0.49   -18.79   -10.64    -0.45    -0.31    -0.88    -0.49    -0.04     0.12  1165.06   387.27
   -14.00     0.00  1000.00     0.52    -0.44     0.49     0.63   -10.64     8.81     0.31    -2.12    -0.49     0.41    -0.12     0.25   387.27     0.00
   -14.00     0.00 -1000.00     0.52     0.91     0.49    -0.66   -10.64   -18.79     0.31     0.45    -0.49    -0.88    -0.12     0.04   387.27  1165.06
   -16.00  1000.00     0.00    -0.44     0.60    -0.63    -0.53     8.81   -12.18     2.12    -0.17     0.41    -0.56    -0.25     0.11     0.00   342.07
   -16.00 -1000.00     0.00     0.99     0.60     0.67    -0.53   -20.36   -12.18    -0.59    -0.17    -0.95    -0.56    -0.03     0.11  1122.41   342.07
   -16.00     0.00  1000.00     0.60    -0.44     0.53     0.63   -12.18     8.81     0.17    -2.12    -0.56     0.41    -0.11     0.25   342.07     0.00
   -16.00     0.00 -1000.00     0.60     0.99     0.53    -0.67   -12.18   -20.36     0.17     0.59    -0.56    -0.95    -0.11     0.03   342.07  1122.41
   -18.00  1000.00     0.00    -0.44     0.67    -0.63    -0.57     8.81   -13.72     2.12    -0.03     0.41    -0.63    -0.25     0.10     0.00   297.19
   -18.00 -1000.00     0.00     1.06     0.67     0.67    -0.57   -21.93   -13.72    -0.74    -0.03    -1.02    -0.63    -0.01     0.10  1080.09   297.19
   -18.00     0.00  1000.00     0.67    -0.44     0.57     0.63   -13.72     8.81     0.03    -2.12    -0.63     0.41    -0.10     0.25   297.19     0.00
   -18.00     0.00 -1000.00     0.67     1.06     0.57    -0.67   -13.72   -21.93     0.03     0.74    -0.63    -1.02    -0.10     0.01   297.19  1080.09
   -20.00  1000.00     0.00    -0.44     0.75    -0.63    -0.60     8.81   -15.26     2.12     0.12     0.41    -0.70    -0.25     0.08     0.00   252.64
   -20.00 -1000.00     0.00     1.14     0.75     0.67    -0.60   -23.51   -15.26    -0.89     0.12    -1.09    -0.70     0.00     0.08  1038.11   252.64
   -20.00     0.00  1000.00     0.75    -0.44     0.60     0.63   -15.26     8.81    -0.12    -2.12    -0.70     0.41    -0.08     0.25   252.64     0.00
   -20.00     0.00 -1000.00     0.75     1.14     0.60    -0.67   -15.26   -23.51    -0.12     0.89    -0.70    -1.09    -0.08     0.00   252.64  1038.11
   -22.00  1000.00     0.00    -0.44     0.82    -0.63    -0.63     8.81   -16.81     2.12     0.26     0.41    -0.78    -0.25     0.07     0.00   208.42
   -22.00 -1000.00     0.00     1.21     0.82     0.66    -0.63   -25.09   -16.81    -1.03     0.26    -1.17    -0.78     0.02     0.07   996.47   208.42
   -22.00     0.00  1000.00     0.82    -0.44     0.63     0.63   -16.81     8.81    -0.26    -2.12    -0.78     0.41    -0.07     0.25   208.42     0.00
   -22.00     0.00 -1000.00     0.82     1.21     0.63    -0.66   -16.81   -25.09    -0.26     1.03    -0.78    -1.17    -0.07    -0.02   208.42   996.47
   -24.00  1000.00     0.00    -0.44     0.90    -0.63    -0.65     8.81   -18.36     2.12     0.40     0.41    -0.85    -0.25     0.06     0.00   164.52
   -24.00 -1000.00     0.00     1.29     0.90     0.65    -0.65   -26.67   -18.36    -1.18     0.40    -1.24    -0.85     0.03     0.06   955.17   164.52
   -24.00     0.00  1000.00     0.90    -0.44     0.65     0.63   -18.36     8.81    -0.40    -2.12    -0.85     0.41    -0.06     0.25   164.52     0.00
   -24.00     0.00 -1000.00     0.90     1.29     0.65    -0.65   -18.36   -26.67    -0.40     1.18    -0.85    -1.24    -0.06    -0.03   164.52   955.17
   -26.00  1000.00     0.00    -0.44     0.97    -0.63    -0.66     8.81   -19.92     2.12     0.55     0.41    -0.92    -0.25     0.04     0.00   120.96
   -26.00 -1000.00     0.00     1.36     0.97     0.63    -0.66   -28.26   -19.92    -1.33     0.55    -1.31    -0.92     0.05     0.04   914.19   120.96
   -26.00     0.00  1000.00     0.97    -0.44     0.66     0.63   -19.92     8.81    -0.55    -2.12    -0.92     0.41    -0.04     0.25   120.96     0.00
   -26.00     0.00 -1000.00     0.97     1.36     0.66    -0.63   -19.92   -28.26    -0.55     1.33    -0.92    -1.31    -0.04    -0.05   120.96   914.19
   -28.00  1000.00     0.00    -0.44     1.05    -0.63    -0.67     8.81   -21.48     2.12     0.69     0.41    -0.99    -0.25     0.03     0.00    77.73
   -28.00 -1000.00     0.00     1.44     1.05     0.60    -0.67   -29.86   -21.48    -1.48     0.69    -1.38    -0.99     0.06     0.03   873.55    77.73
   -28.00     0.00  1000.00     1.05    -0.44     0.67     0.63   -21.48     8.81    -0.69    -2.12    -0.99     0.41    -0.03     0.25    77.73     0.00
   -28.00     0.00 -1000.00     1.05     1.44     0.67    -0.60   -21.48   -29.86    -0.69     1.48    -0.99    -1.38    -0.03    -0.06    77.73   873.55
   -30.00  1000.00     0.00    -0.44     1.12    -0.63    -0.67     8.81   -23.05     2.12     0.84     0.41    -1.06    -0.25     0.02     0.00    34.83
   -30.00 -1000.00     0.00     1.51     1.12     0.56    -0.67   -31.46   -23.05    -1.63     0.84    -1.45    -1.06     0.08     0.02   833.23    34.83
   -30.00     0.00  1000.00     1.12    -0.44     0.67     0.63   -23.05     8.81    -0.84    -2.12    -1.06     0.41    -0.02     0.25    34.83     0.00
   -30.00     0.00 -1000.00     1.12     1.51     0.67    -0.56   -23.05   -31.46    -0.84     1.63    -1.06    -1.45    -0.02    -0.08    34.83   833.23
   -32.00  1000.00     0.00    -0.44     1.18    -0.63    -0.67     8.81   -24.33     2.12     0.96     0.41    -1.12    -0.25     0.01     0.00     0.00
   -32.00 -1000.00     0.00     1.59     1.18     0.52    -0.67   -33.06   -24.33    -1.78     0.96    -1.53    -1.12     0.10     0.01   793.22     0.00
   -32.00     0.00  1000.00     1.18    -0.44     0.67     0.63   -24.33     8.81    -0.96    -2.12    -1.12     0.41    -0.01     0.25     0.00     0.00
   -32.00     0.00 -1000.00     1.18     1.59     0.67    -0.52   -24.33   -33.06    -0.96     1.78    -1.12    -1.53    -0.01    -0.10     0.00   793.22
   -34.00  1000.00     0.00    -0.44     1.18    -0.63    -0.67     8.81   -24.33     2.12     0.96     0.41    -1.12    -0.25     0.01     0.00     0.00
   -34.00 -1000.00     0.00     1.66     1.18     0.47    -0.67   -34.67   -24.33    -1.93     0.96    -1.60    -1.12     0.11     0.01   753.53     0.00
   -34.00     0.00  1000.00     1.18    -0.44     0.67     0.63   -24.33     8.81    -0.96    -2.12    -1.12     0.41    -0.01     0.25     0.00     0.00
   -34.00     0.00 -1000.00     1.18     1.66     0.67    -0.47   -24.33   -34.67    -0.96     1.93    -1.12    -1.60    -0.01    -0.11     0.00   753.53
   -36.00  1000.00     0.00    -0.44     1.18    -0.63    -0.67     8.81   -24.33     2.12     0.96     0.41    -1.12    -0.25     0.01     0.00     0.00
   -36.00 -1000.00     0.00     1.74     1.18     0.42    -0.67   -36.28   -24.33    -2.08     0.96    -1.67    -1.12     0.13     0.01   714.13     0.00
   -36.00     0.00  1000.00     1.18    -0.44     0.67     0.63   -24.33     8.81    -0.96    -2.12    -1.12     0.41    -0.01     0.25     0.00     0.00
   -36.00     0.00 -1000.00     1.18     1.74     0.67    -0.42   -24.33   -36.28    -0.96     2.08    -1.12    -1.67    -0.01    -0.13     0.00   714.13
   -38.00  1000.00     0.00    -0.44     1.18    -0.63    -0.67     8.81   -24.33     2.12     0.96     0.41    -1.12    -0.25     0.01     0.00     0.00
   -38.00 -1000.00     0.00     1.82     1.18     0.35    -0.67   -37.90   -24.33    -2.23     0.96    -1.74    -1.12     0.15     0.01   675.02     0.00
   -38.00     0.00  1000.00     1.18    -0.44     0.67     0.63   -24.33     8.81    -0.96    -2.12    -1.12     0.41    -0.01     0.25     0.00     0.00
   -38.00     0.00 -1000.00     1.18     1.82     0.67    -0.35   -24.33   -37.90    -0.96     2.23    -1.12    -1.74    -0.01    -0.15     0.00   675.02
   -40.00  1000.00     0.00    -0.44     1.18    -0.63    -0.67     8.81   -24.33     2.12     0.96     0.41    -1.12    -0.25     0.01     0.00     0.00
   -40.00 -1000.00     0.00     1.89     1.18     0.28    -0.67   -39.52   -24.33    -2.38     0.96    -1.82    -1.12     0.16     0.01   636.19     0.00
   -40.00     0.00  1000.00     1.18    -0.44     0.67     0.63   -24.33     8.81    -0.96    -2.12    -1.12     0.41    -0.01     0.25     0.00     0.00
   -40.00     0.00 -1000.00     1.18     1.89     0.67    -0.28   -24.33   -39.52    -0.96     2.38    -1.12    -1.82    -0.01    -0.16     0.00   636.19
   -42.00  1000.00     0.00    -0.44     1.18    -0.63    -0.67     8.81   -24.33     2.12     0.96     0.41    -1.12    -0.25     0.01     0.00     0.00
   -42.00 -1000.00     0.00     1.97     1.18     0.20    -0.67   -41.14   -24.33    -2.53     0.96    -1.89    -1.12     0.18     0.01   597.61     0.00
   -42.00     0.00  1000.00     1.18    -0.44     0.67     0.63   -24.33     8.81    -0.96    -2.12    -1.12     0.41    -0.01     0.25     0.00     0.00
   -42.00     0.00 -1000.00     1.18     1.97     0.67    -0.20   -24.33   -41.14    -0.96     2.53    -1.12    -1.89    -0.01    -0.18     0.00   597.61
