
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           FSE06 rear suspension                               

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    14.00     0.00   100.00    -0.52    -0.53    -0.78     0.67    10.47     9.22     2.27    -2.11     0.49     0.43    -0.27     0.14  1048.43  1169.05
    14.00     0.00  -100.00    -0.52    -0.51    -0.78     0.89    10.47    11.72     2.27    -2.43     0.49     0.56    -0.27     0.40  1048.43   928.06
    16.00   100.00     0.00    -0.59    -0.60    -1.03     0.91    13.20    11.96     2.57    -2.41     0.63     0.56    -0.41     0.28   976.83  1097.07
    16.00  -100.00     0.00    -0.60    -0.60    -0.80     0.91    10.71    11.96     2.25    -2.41     0.50     0.56    -0.15     0.28  1217.52  1097.07
    16.00     0.00   100.00    -0.60    -0.60    -0.91     0.80    11.96    10.71     2.41    -2.25     0.56     0.50    -0.28     0.15  1097.07  1217.52
    16.00     0.00  -100.00    -0.60    -0.59    -0.91     1.03    11.96    13.20     2.41    -2.57     0.56     0.63    -0.28     0.41  1097.07   976.83
    18.00   100.00     0.00    -0.66    -0.67    -1.18     1.05    14.69    13.45     2.71    -2.55     0.70     0.63    -0.42     0.29  1025.64  1145.77
    18.00  -100.00     0.00    -0.68    -0.67    -0.93     1.05    12.20    13.45     2.39    -2.55     0.57     0.63    -0.16     0.29  1266.09  1145.77
    18.00     0.00   100.00    -0.67    -0.68    -1.05     0.93    13.45    12.20     2.55    -2.39     0.63     0.57    -0.29     0.16  1145.77  1266.09
    18.00     0.00  -100.00    -0.67    -0.66    -1.05     1.18    13.45    14.69     2.55    -2.71     0.63     0.70    -0.29     0.42  1145.77  1025.64
    20.00   100.00     0.00    -0.74    -0.75    -1.33     1.20    16.17    14.93     2.85    -2.69     0.77     0.71    -0.42     0.30  1074.43  1194.50
    20.00  -100.00     0.00    -0.75    -0.75    -1.07     1.20    13.69    14.93     2.53    -2.69     0.64     0.71    -0.17     0.30  1314.71  1194.50
    20.00     0.00   100.00    -0.75    -0.75    -1.20     1.07    14.93    13.69     2.69    -2.53     0.71     0.64    -0.30     0.17  1194.50  1314.71
    20.00     0.00  -100.00    -0.75    -0.74    -1.20     1.33    14.93    16.17     2.69    -2.85     0.71     0.77    -0.30     0.42  1194.50  1074.43
    22.00   100.00     0.00    -0.82    -0.82    -1.48     1.35    17.65    16.41     2.98    -2.82     0.84     0.78    -0.43     0.31  1123.18  1243.22
    22.00  -100.00     0.00    -0.83    -0.82    -1.22     1.35    15.17    16.41     2.66    -2.82     0.72     0.78    -0.18     0.31  1363.36  1243.22
    22.00     0.00   100.00    -0.82    -0.83    -1.35     1.22    16.41    15.17     2.82    -2.66     0.78     0.72    -0.31     0.18  1243.22  1363.36
    22.00     0.00  -100.00    -0.82    -0.82    -1.35     1.48    16.41    17.65     2.82    -2.98     0.78     0.84    -0.31     0.43  1243.22  1123.18
    24.00   100.00     0.00    -0.89    -0.90    -1.65     1.51    19.13    17.90     3.12    -2.96     0.91     0.85    -0.44     0.31  1171.82  1291.88
    24.00  -100.00     0.00    -0.90    -0.90    -1.37     1.51    16.66    17.90     2.80    -2.96     0.79     0.85    -0.19     0.31  1412.00  1291.88
    24.00     0.00   100.00    -0.90    -0.90    -1.51     1.37    17.90    16.66     2.96    -2.80     0.85     0.79    -0.31     0.19  1291.88  1412.00
    24.00     0.00  -100.00    -0.90    -0.89    -1.51     1.65    17.90    19.13     2.96    -3.12     0.85     0.91    -0.31     0.44  1291.88  1171.82
    26.00   100.00     0.00    -0.97    -0.97    -1.82     1.67    20.62    19.38     3.26    -3.10     0.98     0.92    -0.44     0.32  1220.32  1340.43
    26.00  -100.00     0.00    -0.98    -0.97    -1.53     1.67    18.14    19.38     2.94    -3.10     0.86     0.92    -0.20     0.32  1460.58  1340.43
    26.00     0.00   100.00    -0.97    -0.98    -1.67     1.53    19.38    18.14     3.10    -2.94     0.92     0.86    -0.32     0.20  1340.43  1460.58
    26.00     0.00  -100.00    -0.97    -0.97    -1.67     1.82    19.38    20.62     3.10    -3.26     0.92     0.98    -0.32     0.44  1340.43  1220.32
    28.00   100.00     0.00    -1.04    -1.05    -1.99     1.84    22.10    20.86     3.40    -3.24     1.05     0.99    -0.45     0.33  1268.60  1388.83
    28.00  -100.00     0.00    -1.05    -1.05    -1.70     1.84    19.62    20.86     3.08    -3.24     0.93     0.99    -0.21     0.33  1509.04  1388.83
    28.00     0.00   100.00    -1.05    -1.05    -1.84     1.70    20.86    19.62     3.24    -3.08     0.99     0.93    -0.33     0.21  1388.83  1509.04
    28.00     0.00  -100.00    -1.05    -1.04    -1.84     1.99    20.86    22.10     3.24    -3.40     0.99     1.05    -0.33     0.45  1388.83  1268.60
    30.00   100.00     0.00    -1.12    -1.12    -2.17     2.02    23.59    22.35     3.53    -3.38     1.12     1.06    -0.46     0.34  1316.61  1437.02
    30.00  -100.00     0.00    -1.12    -1.12    -1.87     2.02    21.11    22.35     3.22    -3.38     1.00     1.06    -0.21     0.34  1557.35  1437.02
    30.00     0.00   100.00    -1.12    -1.12    -2.02     1.87    22.35    21.11     3.38    -3.22     1.06     1.00    -0.34     0.21  1437.02  1557.35
    30.00     0.00  -100.00    -1.12    -1.12    -2.02     2.17    22.35    23.59     3.38    -3.53     1.06     1.12    -0.34     0.46  1437.02  1316.61
    32.00   100.00     0.00    -1.20    -1.20    -2.36     2.20    25.08    23.84     3.67    -3.51     1.20     1.13    -0.46     0.34  1364.27  1484.92
    32.00  -100.00     0.00    -1.20    -1.20    -2.05     2.20    22.60    23.84     3.36    -3.51     1.07     1.13    -0.22     0.34  1605.43  1484.92
    32.00     0.00   100.00    -1.20    -1.20    -2.20     2.05    23.84    22.60     3.51    -3.36     1.13     1.07    -0.34     0.22  1484.92  1605.43
    32.00     0.00  -100.00    -1.20    -1.20    -2.20     2.36    23.84    25.08     3.51    -3.67     1.13     1.20    -0.34     0.46  1484.92  1364.27
    -2.00   100.00     0.00     0.09     0.07     0.01    -0.09    -0.23    -1.51     1.33    -1.16    -0.01    -0.07    -0.33     0.19   542.44   664.79
    -2.00  -100.00     0.00     0.06     0.07     0.16    -0.09    -2.79    -1.51     0.99    -1.16    -0.13    -0.07    -0.05     0.19   787.55   664.79
    -2.00     0.00   100.00     0.07     0.06     0.09    -0.16    -1.51    -2.79     1.16    -0.99    -0.07    -0.13    -0.19     0.05   664.79   787.55
    -2.00     0.00  -100.00     0.07     0.09     0.09    -0.01    -1.51    -0.23     1.16    -1.33    -0.07    -0.01    -0.19     0.33   664.79   542.44
    -4.00   100.00     0.00     0.16     0.15     0.10    -0.17    -1.74    -3.02     1.19    -1.02    -0.08    -0.14    -0.32     0.18   495.14   617.82
    -4.00  -100.00     0.00     0.14     0.15     0.23    -0.17    -4.31    -3.02     0.85    -1.02    -0.20    -0.14    -0.04     0.18   740.94   617.82
    -4.00     0.00   100.00     0.15     0.14     0.17    -0.23    -3.02    -4.31     1.02    -0.85    -0.14    -0.20    -0.18     0.04   617.82   740.94
    -4.00     0.00  -100.00     0.15     0.16     0.17    -0.10    -3.02    -1.74     1.02    -1.19    -0.14    -0.08    -0.18     0.32   617.82   495.14
    -6.00   100.00     0.00     0.24     0.22     0.18    -0.24    -3.25    -4.54     1.05    -0.88    -0.15    -0.21    -0.31     0.17   448.10   571.13
    -6.00  -100.00     0.00     0.21     0.22     0.31    -0.24    -5.83    -4.54     0.71    -0.88    -0.27    -0.21    -0.02     0.17   694.60   571.13
    -6.00     0.00   100.00     0.22     0.21     0.24    -0.31    -4.54    -5.83     0.88    -0.71    -0.21    -0.27    -0.17     0.02   571.13   694.60
    -6.00     0.00  -100.00     0.22     0.24     0.24    -0.18    -4.54    -3.25     0.88    -1.05    -0.21    -0.15    -0.17     0.31   571.13   448.10
    -8.00   100.00     0.00     0.31     0.30     0.25    -0.31    -4.77    -6.06     0.91    -0.74    -0.22    -0.28    -0.30     0.16   401.33   524.72
    -8.00  -100.00     0.00     0.29     0.30     0.37    -0.31    -7.35    -6.06     0.57    -0.74    -0.35    -0.28    -0.01     0.16   648.56   524.72
    -8.00     0.00   100.00     0.30     0.29     0.31    -0.37    -6.06    -7.35     0.74    -0.57    -0.28    -0.35    -0.16     0.01   524.72   648.56
    -8.00     0.00  -100.00     0.30     0.31     0.31    -0.25    -6.06    -4.77     0.74    -0.91    -0.28    -0.22    -0.16     0.30   524.72   401.33
   -10.00   100.00     0.00     0.39     0.37     0.32    -0.38    -6.29    -7.58     0.76    -0.60    -0.29    -0.35    -0.29     0.14   354.84   478.60
   -10.00  -100.00     0.00     0.36     0.37     0.43    -0.38    -8.88    -7.58     0.43    -0.60    -0.42    -0.35     0.00     0.14   602.83   478.60
   -10.00     0.00   100.00     0.37     0.36     0.38    -0.43    -7.58    -8.88     0.60    -0.43    -0.35    -0.42    -0.14     0.00   478.60   602.83
   -10.00     0.00  -100.00     0.37     0.39     0.38    -0.32    -7.58    -6.29     0.60    -0.76    -0.35    -0.29    -0.14     0.29   478.60   354.84
   -12.00   100.00     0.00     0.46     0.45     0.39    -0.44    -7.81    -9.11     0.62    -0.45    -0.36    -0.42    -0.28     0.13   308.64   432.78
   -12.00  -100.00     0.00     0.43     0.45     0.48    -0.44   -10.41    -9.11     0.28    -0.45    -0.49    -0.42     0.02     0.13   557.40   432.78
   -12.00     0.00   100.00     0.45     0.43     0.44    -0.48    -9.11   -10.41     0.45    -0.28    -0.42    -0.49    -0.13    -0.02   432.78   557.40
   -12.00     0.00  -100.00     0.45     0.46     0.44    -0.39    -9.11    -7.81     0.45    -0.62    -0.42    -0.36    -0.13     0.28   432.78   308.64
   -14.00   100.00     0.00     0.54     0.52     0.44    -0.49    -9.34   -10.64     0.48    -0.31    -0.43    -0.49    -0.27     0.12   262.74   387.27
   -14.00  -100.00     0.00     0.51     0.52     0.53    -0.49   -11.95   -10.64     0.14    -0.31    -0.56    -0.49     0.03     0.12   512.29   387.27
   -14.00     0.00   100.00     0.52     0.51     0.49    -0.53   -10.64   -11.95     0.31    -0.14    -0.49    -0.56    -0.12    -0.03   387.27   512.29
   -14.00     0.00  -100.00     0.52     0.54     0.49    -0.44   -10.64    -9.34     0.31    -0.48    -0.49    -0.43    -0.12     0.27   387.27   262.74
   -16.00   100.00     0.00     0.61     0.60     0.49    -0.53   -10.87   -12.18     0.34    -0.17    -0.50    -0.56    -0.26     0.11   217.14   342.07
   -16.00  -100.00     0.00     0.58     0.60     0.57    -0.53   -13.49   -12.18     0.00    -0.17    -0.63    -0.56     0.04     0.11   467.51   342.07
   -16.00     0.00   100.00     0.60     0.58     0.53    -0.57   -12.18   -13.49     0.17     0.00    -0.56    -0.63    -0.11    -0.04   342.07   467.51
   -16.00     0.00  -100.00     0.60     0.61     0.53    -0.49   -12.18   -10.87     0.17    -0.34    -0.56    -0.50    -0.11     0.26   342.07   217.14
   -18.00   100.00     0.00     0.69     0.67     0.54    -0.57   -12.40   -13.72     0.20    -0.03    -0.57    -0.63    -0.25     0.10   171.86   297.19
   -18.00  -100.00     0.00     0.66     0.67     0.60    -0.57   -15.04   -13.72    -0.15    -0.03    -0.70    -0.63     0.06     0.10   423.05   297.19
   -18.00     0.00   100.00     0.67     0.66     0.57    -0.60   -13.72   -15.04     0.03     0.15    -0.63    -0.70    -0.10    -0.06   297.19   423.05
   -18.00     0.00  -100.00     0.67     0.69     0.57    -0.54   -13.72   -12.40     0.03    -0.20    -0.63    -0.57    -0.10     0.25   297.19   171.86
   -20.00   100.00     0.00     0.76     0.75     0.58    -0.60   -13.94   -15.26     0.06     0.12    -0.64    -0.70    -0.23     0.08   126.89   252.64
   -20.00  -100.00     0.00     0.73     0.75     0.63    -0.60   -16.59   -15.26    -0.29     0.12    -0.77    -0.70     0.07     0.08   378.93   252.64
   -20.00     0.00   100.00     0.75     0.73     0.60    -0.63   -15.26   -16.59    -0.12     0.29    -0.70    -0.77    -0.08    -0.07   252.64   378.93
   -20.00     0.00  -100.00     0.75     0.76     0.60    -0.58   -15.26   -13.94    -0.12    -0.06    -0.70    -0.64    -0.08     0.23   252.64   126.89
   -22.00   100.00     0.00     0.84     0.82     0.61    -0.63   -15.48   -16.81    -0.09     0.26    -0.71    -0.78    -0.22     0.07    82.24   208.42
   -22.00  -100.00     0.00     0.81     0.82     0.65    -0.63   -18.14   -16.81    -0.44     0.26    -0.84    -0.78     0.08     0.07   335.14   208.42
   -22.00     0.00   100.00     0.82     0.81     0.63    -0.65   -16.81   -18.14    -0.26     0.44    -0.78    -0.84    -0.07    -0.08   208.42   335.14
   -22.00     0.00  -100.00     0.82     0.84     0.63    -0.61   -16.81   -15.48    -0.26     0.09    -0.78    -0.71    -0.07     0.22   208.42    82.24
   -24.00   100.00     0.00     0.91     0.90     0.63    -0.65   -17.03   -18.36    -0.23     0.40    -0.78    -0.85    -0.21     0.06    37.92   164.52
   -24.00  -100.00     0.00     0.88     0.90     0.66    -0.65   -19.70   -18.36    -0.58     0.40    -0.91    -0.85     0.10     0.06   291.68   164.52
   -24.00     0.00   100.00     0.90     0.88     0.65    -0.66   -18.36   -19.70    -0.40     0.58    -0.85    -0.91    -0.06    -0.10   164.52   291.68
   -24.00     0.00  -100.00     0.90     0.91     0.65    -0.63   -18.36   -17.03    -0.40     0.23    -0.85    -0.78    -0.06     0.21   164.52    37.92
   -26.00   100.00     0.00     0.98     0.97     0.65    -0.66   -18.37   -19.92    -0.35     0.55    -0.84    -0.92    -0.20     0.04     0.00   120.96
   -26.00  -100.00     0.00     0.95     0.97     0.67    -0.66   -21.27   -19.92    -0.73     0.55    -0.98    -0.92     0.11     0.04   248.56   120.96
   -26.00     0.00   100.00     0.97     0.95     0.66    -0.67   -19.92   -21.27    -0.55     0.73    -0.92    -0.98    -0.04    -0.11   120.96   248.56
   -26.00     0.00  -100.00     0.97     0.98     0.66    -0.65   -19.92   -18.37    -0.55     0.35    -0.92    -0.84    -0.04     0.20   120.96     0.00
   -28.00   100.00     0.00     0.98     1.05     0.65    -0.67   -18.37   -21.48    -0.35     0.69    -0.84    -0.99    -0.20     0.03     0.00    77.73
   -28.00  -100.00     0.00     1.03     1.05     0.67    -0.67   -22.83   -21.48    -0.87     0.69    -1.05    -0.99     0.13     0.03   205.78    77.73
   -28.00     0.00   100.00     1.05     1.03     0.67    -0.67   -21.48   -22.83    -0.69     0.87    -0.99    -1.05    -0.03    -0.13    77.73   205.78
   -28.00     0.00  -100.00     1.05     0.98     0.67    -0.65   -21.48   -18.37    -0.69     0.35    -0.99    -0.84    -0.03     0.20    77.73     0.00
   -30.00   100.00     0.00     0.98     1.12     0.65    -0.67   -18.37   -23.05    -0.35     0.84    -0.84    -1.06    -0.20     0.02     0.00    34.83
   -30.00  -100.00     0.00     1.10     1.12     0.67    -0.67   -24.41   -23.05    -1.02     0.84    -1.12    -1.06     0.14     0.02   163.34    34.83
   -30.00     0.00   100.00     1.12     1.10     0.67    -0.67   -23.05   -24.41    -0.84     1.02    -1.06    -1.12    -0.02    -0.14    34.83   163.34
   -30.00     0.00  -100.00     1.12     0.98     0.67    -0.65   -23.05   -18.37    -0.84     0.35    -1.06    -0.84    -0.02     0.20    34.83     0.00
   -32.00   100.00     0.00     0.98     1.18     0.65    -0.67   -18.37   -24.33    -0.35     0.96    -0.84    -1.12    -0.20     0.01     0.00     0.00
   -32.00  -100.00     0.00     1.18     1.18     0.66    -0.67   -25.98   -24.33    -1.17     0.96    -1.19    -1.12     0.16     0.01   121.22     0.00
   -32.00     0.00   100.00     1.18     1.18     0.67    -0.66   -24.33   -25.98    -0.96     1.17    -1.12    -1.19    -0.01    -0.16     0.00   121.22
   -32.00     0.00  -100.00     1.18     0.98     0.67    -0.65   -24.33   -18.37    -0.96     0.35    -1.12    -0.84    -0.01     0.20     0.00     0.00
   -34.00   100.00     0.00     0.98     1.18     0.65    -0.67   -18.37   -24.33    -0.35     0.96    -0.84    -1.12    -0.20     0.01     0.00     0.00
   -34.00  -100.00     0.00     1.25     1.18     0.64    -0.67   -27.56   -24.33    -1.31     0.96    -1.27    -1.12     0.17     0.01    79.44     0.00
   -34.00     0.00   100.00     1.18     1.25     0.67    -0.64   -24.33   -27.56    -0.96     1.31    -1.12    -1.27    -0.01    -0.17     0.00    79.44
   -34.00     0.00  -100.00     1.18     0.98     0.67    -0.65   -24.33   -18.37    -0.96     0.35    -1.12    -0.84    -0.01     0.20     0.00     0.00
   -36.00   100.00     0.00     0.98     1.18     0.65    -0.67   -18.37   -24.33    -0.35     0.96    -0.84    -1.12    -0.20     0.01     0.00     0.00
   -36.00  -100.00     0.00     1.33     1.18     0.61    -0.67   -29.15   -24.33    -1.46     0.96    -1.34    -1.12     0.19     0.01    37.99     0.00
   -36.00     0.00   100.00     1.18     1.33     0.67    -0.61   -24.33   -29.15    -0.96     1.46    -1.12    -1.34    -0.01    -0.19     0.00    37.99
   -36.00     0.00  -100.00     1.18     0.98     0.67    -0.65   -24.33   -18.37    -0.96     0.35    -1.12    -0.84    -0.01     0.20     0.00     0.00
   -38.00   100.00     0.00     0.98     1.18     0.65    -0.67   -18.37   -24.33    -0.35     0.96    -0.84    -1.12    -0.20     0.01     0.00     0.00
   -38.00  -100.00     0.00     1.40     1.18     0.58    -0.67   -30.62   -24.33    -1.60     0.96    -1.40    -1.12     0.20     0.01     0.00     0.00
   -38.00     0.00   100.00     1.18     1.40     0.67    -0.58   -24.33   -30.62    -0.96     1.60    -1.12    -1.40    -0.01    -0.20     0.00     0.00
   -38.00     0.00  -100.00     1.18     0.98     0.67    -0.65   -24.33   -18.37    -0.96     0.35    -1.12    -0.84    -0.01     0.20     0.00     0.00
   -40.00   100.00     0.00     0.98     1.18     0.65    -0.67   -18.37   -24.33    -0.35     0.96    -0.84    -1.12    -0.20     0.01     0.00     0.00
   -40.00  -100.00     0.00     1.40     1.18     0.58    -0.67   -30.62   -24.33    -1.60     0.96    -1.40    -1.12     0.20     0.01     0.00     0.00
   -40.00     0.00   100.00     1.18     1.40     0.67    -0.58   -24.33   -30.62    -0.96     1.60    -1.12    -1.40    -0.01    -0.20     0.00     0.00
   -40.00     0.00  -100.00     1.18     0.98     0.67    -0.65   -24.33   -18.37    -0.96     0.35    -1.12    -0.84    -0.01     0.20     0.00     0.00
   -42.00   100.00     0.00     0.98     1.18     0.65    -0.67   -18.37   -24.33    -0.35     0.96    -0.84    -1.12    -0.20     0.01     0.00     0.00
   -42.00  -100.00     0.00     1.40     1.18     0.58    -0.67   -30.62   -24.33    -1.60     0.96    -1.40    -1.12     0.20     0.01     0.00     0.00
   -42.00     0.00   100.00     1.18     1.40     0.67    -0.58   -24.33   -30.62    -0.96     1.60    -1.12    -1.40    -0.01    -0.20     0.00     0.00
   -42.00     0.00  -100.00     1.18     0.98     0.67    -0.65   -24.33   -18.37    -0.96     0.35    -1.12    -0.84    -0.01     0.20     0.00     0.00
