
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force X at Wheel Center                            FSE08 front suspension                              

   WhTra  ForceX_L ForceX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00    -0.29    -1.97    -0.78     0.70     9.76     9.79     2.21    -2.11    -0.28    -0.39     0.14    -1.46   885.74   856.60
    12.00  1000.00     0.00     1.31    -0.35    -1.06     0.96    11.68    11.71     2.46    -2.35    -0.22    -0.33    -1.17    -0.14   959.25   929.96
    12.00 -1000.00     0.00    -2.03    -0.35    -0.88     0.96    11.74    11.71     2.25    -2.35    -0.44    -0.33     1.46    -0.14   900.79   929.96
    12.00     0.00  1000.00    -0.35     1.31    -0.96     1.06    11.71    11.68     2.35    -2.46    -0.33    -0.22     0.14     1.17   929.96   959.25
    12.00     0.00 -1000.00    -0.35    -2.03    -0.96     0.88    11.71    11.74     2.35    -2.25    -0.33    -0.44     0.14    -1.46   929.96   900.79
    14.00  1000.00     0.00     1.25    -0.41    -1.24     1.14    13.63    13.66     2.60    -2.50    -0.28    -0.39    -1.17    -0.14  1003.54   974.22
    14.00 -1000.00     0.00    -2.08    -0.41    -1.07     1.14    13.69    13.66     2.40    -2.50    -0.50    -0.39     1.46    -0.14   945.02   974.22
    14.00     0.00  1000.00    -0.41     1.25    -1.14     1.24    13.66    13.63     2.50    -2.60    -0.39    -0.28     0.14     1.17   974.22  1003.54
    14.00     0.00 -1000.00    -0.41    -2.08    -1.14     1.07    13.66    13.69     2.50    -2.40    -0.39    -0.50     0.14    -1.46   974.22   945.02
    16.00  1000.00     0.00     1.19    -0.47    -1.44     1.34    15.57    15.61     2.75    -2.65    -0.33    -0.45    -1.16    -0.14  1047.74  1018.39
    16.00 -1000.00     0.00    -2.14    -0.47    -1.27     1.34    15.64    15.61     2.54    -2.65    -0.56    -0.45     1.46    -0.14   989.14  1018.39
    16.00     0.00  1000.00    -0.47     1.19    -1.34     1.44    15.61    15.57     2.65    -2.75    -0.45    -0.33     0.14     1.16  1018.39  1047.74
    16.00     0.00 -1000.00    -0.47    -2.14    -1.34     1.27    15.61    15.64     2.65    -2.54    -0.45    -0.56     0.14    -1.46  1018.39   989.14
    18.00  1000.00     0.00     1.13    -0.53    -1.64     1.55    17.52    17.55     2.90    -2.80    -0.38    -0.50    -1.16    -0.14  1091.69  1062.29
    18.00 -1000.00     0.00    -2.20    -0.53    -1.47     1.55    17.59    17.55     2.69    -2.80    -0.62    -0.50     1.46    -0.14  1033.00  1062.29
    18.00     0.00  1000.00    -0.53     1.13    -1.55     1.64    17.55    17.52     2.80    -2.90    -0.50    -0.38     0.14     1.16  1062.29  1091.69
    18.00     0.00 -1000.00    -0.53    -2.20    -1.55     1.47    17.55    17.59     2.80    -2.69    -0.50    -0.62     0.14    -1.46  1062.29  1033.00
    20.00  1000.00     0.00     1.08    -0.58    -1.86     1.76    19.47    19.50     3.05    -2.94    -0.44    -0.56    -1.16    -0.14  1135.19  1105.74
    20.00 -1000.00     0.00    -2.26    -0.58    -1.69     1.76    19.53    19.50     2.84    -2.94    -0.68    -0.56     1.46    -0.14  1076.39  1105.74
    20.00     0.00  1000.00    -0.58     1.08    -1.76     1.86    19.50    19.47     2.94    -3.05    -0.56    -0.44     0.14     1.16  1105.74  1135.19
    20.00     0.00 -1000.00    -0.58    -2.26    -1.76     1.69    19.50    19.53     2.94    -2.84    -0.56    -0.68     0.14    -1.46  1105.74  1076.39
    22.00  1000.00     0.00     1.02    -0.64    -2.08     1.98    21.41    21.45     3.20    -3.09    -0.49    -0.62    -1.16    -0.14  1178.02  1148.49
    22.00 -1000.00     0.00    -2.32    -0.64    -1.91     1.98    21.48    21.45     2.99    -3.09    -0.75    -0.62     1.46    -0.14  1119.07  1148.49
    22.00     0.00  1000.00    -0.64     1.02    -1.98     2.08    21.45    21.41     3.09    -3.20    -0.62    -0.49     0.14     1.16  1148.49  1178.02
    22.00     0.00 -1000.00    -0.64    -2.32    -1.98     1.91    21.45    21.48     3.09    -2.99    -0.62    -0.75     0.14    -1.46  1148.49  1119.07
    24.00  1000.00     0.00     0.96    -0.70    -2.31     2.21    23.36    23.39     3.35    -3.25    -0.55    -0.68    -1.16    -0.14  1219.88  1190.26
    24.00 -1000.00     0.00    -2.38    -0.70    -2.14     2.21    23.43    23.39     3.14    -3.25    -0.81    -0.68     1.46    -0.14  1160.74  1190.26
    24.00     0.00  1000.00    -0.70     0.96    -2.21     2.31    23.39    23.36     3.25    -3.35    -0.68    -0.55     0.14     1.16  1190.26  1219.88
    24.00     0.00 -1000.00    -0.70    -2.38    -2.21     2.14    23.39    23.43     3.25    -3.14    -0.68    -0.81     0.14    -1.46  1190.26  1160.74
    26.00  1000.00     0.00     0.90    -0.76    -2.55     2.45    25.30    25.34     3.51    -3.40    -0.60    -0.73    -1.16    -0.14  1260.42  1230.68
    26.00 -1000.00     0.00    -2.44    -0.76    -2.38     2.45    25.37    25.34     3.29    -3.40    -0.87    -0.73     1.46    -0.14  1201.05  1230.68
    26.00     0.00  1000.00    -0.76     0.90    -2.45     2.55    25.34    25.30     3.40    -3.51    -0.73    -0.60     0.14     1.16  1230.68  1260.42
    26.00     0.00 -1000.00    -0.76    -2.44    -2.45     2.38    25.34    25.37     3.40    -3.29    -0.73    -0.87     0.14    -1.46  1230.68  1201.05
    28.00  1000.00     0.00     0.84    -0.82    -2.79     2.70    27.25    27.29     3.66    -3.55    -0.66    -0.79    -1.16    -0.14  1299.22  1269.34
    28.00 -1000.00     0.00    -2.50    -0.82    -2.63     2.70    27.32    27.29     3.44    -3.55    -0.93    -0.79     1.46    -0.14  1239.56  1269.34
    28.00     0.00  1000.00    -0.82     0.84    -2.70     2.79    27.29    27.25     3.55    -3.66    -0.79    -0.66     0.14     1.16  1269.34  1299.22
    28.00     0.00 -1000.00    -0.82    -2.50    -2.70     2.63    27.29    27.32     3.55    -3.44    -0.79    -0.93     0.14    -1.46  1269.34  1239.56
    30.00  1000.00     0.00     0.78    -0.88    -3.05     2.95    29.20    29.23     3.82    -3.71    -0.71    -0.85    -1.16    -0.14  1335.76  1305.70
    30.00 -1000.00     0.00    -2.56    -0.88    -2.88     2.95    29.27    29.23     3.59    -3.71    -0.99    -0.85     1.46    -0.14  1275.74  1305.70
    30.00     0.00  1000.00    -0.88     0.78    -2.95     3.05    29.23    29.20     3.71    -3.82    -0.85    -0.71     0.14     1.16  1305.70  1335.76
    30.00     0.00 -1000.00    -0.88    -2.56    -2.95     2.88    29.23    29.27     3.71    -3.59    -0.85    -0.99     0.14    -1.46  1305.70  1275.74
    32.00  1000.00     0.00     0.72    -0.94    -3.31     3.22    31.15    31.18     3.98    -3.86    -0.77    -0.91    -1.16    -0.14  1369.39  1339.10
    32.00 -1000.00     0.00    -2.62    -0.94    -3.15     3.22    31.22    31.18     3.75    -3.86    -1.05    -0.91     1.46    -0.14  1308.91  1339.10
    32.00     0.00  1000.00    -0.94     0.72    -3.22     3.31    31.18    31.15     3.86    -3.98    -0.91    -0.77     0.14     1.16  1339.10  1369.39
    32.00     0.00 -1000.00    -0.94    -2.62    -3.22     3.15    31.18    31.22     3.86    -3.75    -0.91    -1.05     0.14    -1.46  1339.10  1308.91
    34.00  1000.00     0.00     0.66    -1.00    -3.58     3.49    33.10    33.14     4.13    -4.02    -0.82    -0.97    -1.16    -0.14  1399.33  1368.75
    34.00 -1000.00     0.00    -2.68    -1.00    -3.42     3.49    33.17    33.14     3.91    -4.02    -1.11    -0.97     1.46    -0.14  1338.26  1368.75
    34.00     0.00  1000.00    -1.00     0.66    -3.49     3.58    33.14    33.10     4.02    -4.13    -0.97    -0.82     0.14     1.16  1368.75  1399.33
    34.00     0.00 -1000.00    -1.00    -2.68    -3.49     3.42    33.14    33.17     4.02    -3.91    -0.97    -1.11     0.14    -1.46  1368.75  1338.26
    36.00  1000.00     0.00     0.59    -1.07    -3.86     3.77    35.06    35.09     4.29    -4.18    -0.88    -1.03    -1.16    -0.14  1424.56  1393.61
    36.00 -1000.00     0.00    -2.74    -1.07    -3.70     3.77    35.13    35.09     4.07    -4.18    -1.17    -1.03     1.46    -0.14  1362.75  1393.61
    36.00     0.00  1000.00    -1.07     0.59    -3.77     3.86    35.09    35.06     4.18    -4.29    -1.03    -0.88     0.14     1.16  1393.61  1424.56
    36.00     0.00 -1000.00    -1.07    -2.74    -3.77     3.70    35.09    35.13     4.18    -4.07    -1.03    -1.17     0.14    -1.46  1393.61  1362.75
    38.00  1000.00     0.00     0.53    -1.13    -4.16     4.06    37.02    37.06     4.46    -4.34    -0.93    -1.08    -1.16    -0.14  1443.82  1412.41
    38.00 -1000.00     0.00    -2.80    -1.13    -4.00     4.06    37.09    37.06     4.23    -4.34    -1.24    -1.08     1.46    -0.14  1381.08  1412.41
    38.00     0.00  1000.00    -1.13     0.53    -4.06     4.16    37.06    37.02     4.34    -4.46    -1.08    -0.93     0.14     1.16  1412.41  1443.82
    38.00     0.00 -1000.00    -1.13    -2.80    -4.06     4.00    37.06    37.09     4.34    -4.23    -1.08    -1.24     0.14    -1.46  1412.41  1381.08
    -2.00  1000.00     0.00     1.72     0.06     0.03    -0.13    -1.99    -1.96     1.46    -1.36     0.15     0.05    -1.18    -0.13   655.37   626.21
    -2.00 -1000.00     0.00    -1.62     0.06     0.21    -0.13    -1.93    -1.96     1.27    -1.36    -0.04     0.05     1.46    -0.13   597.17   626.21
    -2.00     0.00  1000.00     0.06     1.72     0.13    -0.03    -1.96    -1.99     1.36    -1.46     0.05     0.15     0.13     1.18   626.21   655.37
    -2.00     0.00 -1000.00     0.06    -1.62     0.13    -0.21    -1.96    -1.93     1.36    -1.27     0.05    -0.04     0.13    -1.46   626.21   597.17
    -4.00  1000.00     0.00     1.78     0.12     0.15    -0.25    -3.94    -3.91     1.32    -1.22     0.20     0.11    -1.18    -0.13   613.59   584.44
    -4.00 -1000.00     0.00    -1.56     0.12     0.33    -0.25    -3.88    -3.91     1.13    -1.22     0.02     0.11     1.46    -0.13   555.42   584.44
    -4.00     0.00  1000.00     0.12     1.78     0.25    -0.15    -3.91    -3.94     1.22    -1.32     0.11     0.20     0.13     1.18   584.44   613.59
    -4.00     0.00 -1000.00     0.12    -1.56     0.25    -0.33    -3.91    -3.88     1.22    -1.13     0.11     0.02     0.13    -1.46   584.44   555.42
    -6.00  1000.00     0.00     1.84     0.17     0.26    -0.37    -5.90    -5.87     1.18    -1.09     0.25     0.16    -1.18    -0.13   572.31   543.18
    -6.00 -1000.00     0.00    -1.50     0.17     0.45    -0.37    -5.84    -5.87     0.99    -1.09     0.08     0.16     1.45    -0.13   514.18   543.18
    -6.00     0.00  1000.00     0.17     1.84     0.37    -0.26    -5.87    -5.90     1.09    -1.18     0.16     0.25     0.13     1.18   543.18   572.31
    -6.00     0.00 -1000.00     0.17    -1.50     0.37    -0.45    -5.87    -5.84     1.09    -0.99     0.16     0.08     0.13    -1.45   543.18   514.18
    -8.00  1000.00     0.00     1.90     0.23     0.37    -0.47    -7.86    -7.83     1.04    -0.95     0.30     0.22    -1.19    -0.13   531.55   502.44
    -8.00 -1000.00     0.00    -1.45     0.23     0.55    -0.47    -7.80    -7.83     0.86    -0.95     0.13     0.22     1.45    -0.13   473.46   502.44
    -8.00     0.00  1000.00     0.23     1.90     0.47    -0.37    -7.83    -7.86     0.95    -1.04     0.22     0.30     0.13     1.19   502.44   531.55
    -8.00     0.00 -1000.00     0.23    -1.45     0.47    -0.55    -7.83    -7.80     0.95    -0.86     0.22     0.13     0.13    -1.45   502.44   473.46
   -10.00  1000.00     0.00     1.95     0.29     0.46    -0.57    -9.82    -9.80     0.91    -0.82     0.35     0.27    -1.19    -0.12   491.33   462.24
   -10.00 -1000.00     0.00    -1.39     0.29     0.65    -0.57    -9.77    -9.80     0.72    -0.82     0.19     0.27     1.45    -0.12   433.28   462.24
   -10.00     0.00  1000.00     0.29     1.95     0.57    -0.46    -9.80    -9.82     0.82    -0.91     0.27     0.35     0.12     1.19   462.24   491.33
   -10.00     0.00 -1000.00     0.29    -1.39     0.57    -0.65    -9.80    -9.77     0.82    -0.72     0.27     0.19     0.12    -1.45   462.24   433.28
   -12.00  1000.00     0.00     2.01     0.35     0.55    -0.66   -11.79   -11.76     0.77    -0.68     0.40     0.32    -1.19    -0.12   451.64   422.57
   -12.00 -1000.00     0.00    -1.33     0.35     0.74    -0.66   -11.73   -11.76     0.59    -0.68     0.25     0.32     1.45    -0.12   393.63   422.57
   -12.00     0.00  1000.00     0.35     2.01     0.66    -0.55   -11.76   -11.79     0.68    -0.77     0.32     0.40     0.12     1.19   422.57   451.64
   -12.00     0.00 -1000.00     0.35    -1.33     0.66    -0.74   -11.76   -11.73     0.68    -0.59     0.32     0.25     0.12    -1.45   422.57   393.63
   -14.00  1000.00     0.00     2.07     0.41     0.63    -0.74   -13.75   -13.72     0.64    -0.55     0.45     0.38    -1.20    -0.12   412.47   383.43
   -14.00 -1000.00     0.00    -1.27     0.41     0.82    -0.74   -13.69   -13.72     0.46    -0.55     0.30     0.38     1.45    -0.12   354.53   383.43
   -14.00     0.00  1000.00     0.41     2.07     0.74    -0.63   -13.72   -13.75     0.55    -0.64     0.38     0.45     0.12     1.20   383.43   412.47
   -14.00     0.00 -1000.00     0.41    -1.27     0.74    -0.82   -13.72   -13.69     0.55    -0.46     0.38     0.30     0.12    -1.45   383.43   354.53
   -16.00  1000.00     0.00     2.13     0.46     0.70    -0.81   -15.72   -15.69     0.51    -0.42     0.50     0.43    -1.20    -0.12   373.84   344.82
   -16.00 -1000.00     0.00    -1.21     0.46     0.89    -0.81   -15.66   -15.69     0.33    -0.42     0.36     0.43     1.45    -0.12   315.95   344.82
   -16.00     0.00  1000.00     0.46     2.13     0.81    -0.70   -15.69   -15.72     0.42    -0.51     0.43     0.50     0.12     1.20   344.82   373.84
   -16.00     0.00 -1000.00     0.46    -1.21     0.81    -0.89   -15.69   -15.66     0.42    -0.33     0.43     0.36     0.12    -1.45   344.82   315.95
   -18.00  1000.00     0.00     2.19     0.52     0.77    -0.88   -17.68   -17.65     0.37    -0.29     0.55     0.48    -1.20    -0.11   335.71   306.73
   -18.00 -1000.00     0.00    -1.16     0.52     0.96    -0.88   -17.63   -17.65     0.20    -0.29     0.41     0.48     1.44    -0.11   277.88   306.73
   -18.00     0.00  1000.00     0.52     2.19     0.88    -0.77   -17.65   -17.68     0.29    -0.37     0.48     0.55     0.11     1.20   306.73   335.71
   -18.00     0.00 -1000.00     0.52    -1.16     0.88    -0.96   -17.65   -17.63     0.29    -0.20     0.48     0.41     0.11    -1.44   306.73   277.88
   -20.00  1000.00     0.00     2.24     0.58     0.82    -0.93   -19.65   -19.62     0.24    -0.16     0.60     0.54    -1.21    -0.11   298.09   269.14
   -20.00 -1000.00     0.00    -1.10     0.58     1.01    -0.93   -19.60   -19.62     0.07    -0.16     0.47     0.54     1.44    -0.11   240.33   269.14
   -20.00     0.00  1000.00     0.58     2.24     0.93    -0.82   -19.62   -19.65     0.16    -0.24     0.54     0.60     0.11     1.21   269.14   298.09
   -20.00     0.00 -1000.00     0.58    -1.10     0.93    -1.01   -19.62   -19.60     0.16    -0.07     0.54     0.47     0.11    -1.44   269.14   240.33
   -22.00  1000.00     0.00     2.30     0.64     0.87    -0.98   -21.62   -21.59     0.11    -0.03     0.65     0.59    -1.21    -0.11   260.95   232.03
   -22.00 -1000.00     0.00    -1.04     0.64     1.06    -0.98   -21.56   -21.59    -0.06    -0.03     0.52     0.59     1.44    -0.11   203.26   232.03
   -22.00     0.00  1000.00     0.64     2.30     0.98    -0.87   -21.59   -21.62     0.03    -0.11     0.59     0.65     0.11     1.21   232.03   260.95
   -22.00     0.00 -1000.00     0.64    -1.04     0.98    -1.06   -21.59   -21.56     0.03     0.06     0.59     0.52     0.11    -1.44   232.03   203.26
   -24.00  1000.00     0.00     2.36     0.70     0.91    -1.02   -23.59   -23.56    -0.01     0.10     0.70     0.64    -1.21    -0.10   224.27   195.39
   -24.00 -1000.00     0.00    -0.98     0.70     1.10    -1.02   -23.54   -23.56    -0.18     0.10     0.58     0.64     1.44    -0.10   166.66   195.39
   -24.00     0.00  1000.00     0.70     2.36     1.02    -0.91   -23.56   -23.59    -0.10     0.01     0.64     0.70     0.10     1.21   195.39   224.27
   -24.00     0.00 -1000.00     0.70    -0.98     1.02    -1.10   -23.56   -23.54    -0.10     0.18     0.64     0.58     0.10    -1.44   195.39   166.66
   -26.00  1000.00     0.00     2.42     0.75     0.94    -1.05   -25.56   -25.53    -0.14     0.23     0.75     0.69    -1.22    -0.10   188.02   159.18
   -26.00 -1000.00     0.00    -0.93     0.75     1.13    -1.05   -25.51   -25.53    -0.31     0.23     0.63     0.69     1.43    -0.10   130.50   159.18
   -26.00     0.00  1000.00     0.75     2.42     1.05    -0.94   -25.53   -25.56    -0.23     0.14     0.69     0.75     0.10     1.22   159.18   188.02
   -26.00     0.00 -1000.00     0.75    -0.93     1.05    -1.13   -25.53   -25.51    -0.23     0.31     0.69     0.63     0.10    -1.43   159.18   130.50
   -28.00  1000.00     0.00     2.48     0.81     0.96    -1.07   -27.53   -27.50    -0.27     0.35     0.80     0.74    -1.22    -0.10   152.18   123.38
   -28.00 -1000.00     0.00    -0.87     0.81     1.15    -1.07   -27.48   -27.50    -0.43     0.35     0.68     0.74     1.43    -0.10    94.75   123.38
   -28.00     0.00  1000.00     0.81     2.48     1.07    -0.96   -27.50   -27.53    -0.35     0.27     0.74     0.80     0.10     1.22   123.38   152.18
   -28.00     0.00 -1000.00     0.81    -0.87     1.07    -1.15   -27.50   -27.48    -0.35     0.43     0.74     0.68     0.10    -1.43   123.38    94.75
   -30.00  1000.00     0.00     2.53     0.87     0.97    -1.08   -29.50   -29.48    -0.39     0.48     0.85     0.79    -1.23    -0.09   116.70    87.95
   -30.00 -1000.00     0.00    -0.81     0.87     1.17    -1.08   -29.45   -29.48    -0.56     0.48     0.74     0.79     1.43    -0.09    59.36    87.95
   -30.00     0.00  1000.00     0.87     2.53     1.08    -0.97   -29.48   -29.50    -0.48     0.39     0.79     0.85     0.09     1.23    87.95   116.70
   -30.00     0.00 -1000.00     0.87    -0.81     1.08    -1.17   -29.48   -29.45    -0.48     0.56     0.79     0.74     0.09    -1.43    87.95    59.36
   -32.00  1000.00     0.00     2.59     0.92     0.98    -1.09   -31.48   -31.45    -0.52     0.60     0.90     0.84    -1.23    -0.09    81.55    52.84
   -32.00 -1000.00     0.00    -0.76     0.92     1.17    -1.09   -31.43   -31.45    -0.68     0.60     0.79     0.84     1.43    -0.09    24.31    52.84
   -32.00     0.00  1000.00     0.92     2.59     1.09    -0.98   -31.45   -31.48    -0.60     0.52     0.84     0.90     0.09     1.23    52.84    81.55
   -32.00     0.00 -1000.00     0.92    -0.76     1.09    -1.17   -31.45   -31.43    -0.60     0.68     0.84     0.79     0.09    -1.43    52.84    24.31
   -34.00  1000.00     0.00     2.65     0.98     0.97    -1.08   -33.45   -33.43    -0.64     0.72     0.95     0.89    -1.24    -0.09    46.66    18.01
   -34.00 -1000.00     0.00    -0.72     0.98     1.17    -1.08   -32.81   -33.43    -0.76     0.72     0.83     0.89     1.42    -0.09     0.00    18.01
   -34.00     0.00  1000.00     0.98     2.65     1.08    -0.97   -33.43   -33.45    -0.72     0.64     0.89     0.95     0.09     1.24    18.01    46.66
   -34.00     0.00 -1000.00     0.98    -0.72     1.08    -1.17   -33.43   -32.81    -0.72     0.76     0.89     0.83     0.09    -1.42    18.01     0.00
   -36.00  1000.00     0.00     2.71     1.01     0.96    -1.08   -35.43   -34.45    -0.77     0.79     0.99     0.92    -1.24    -0.08    12.00     0.00
   -36.00 -1000.00     0.00    -0.72     1.01     1.17    -1.08   -32.81   -34.45    -0.76     0.79     0.83     0.92     1.42    -0.08     0.00     0.00
   -36.00     0.00  1000.00     1.01     2.71     1.08    -0.96   -34.45   -35.43    -0.79     0.77     0.92     0.99     0.08     1.24     0.00    12.00
   -36.00     0.00 -1000.00     1.01    -0.72     1.08    -1.17   -34.45   -32.81    -0.79     0.76     0.92     0.83     0.08    -1.42     0.00     0.00
