
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force X at Wheel Center                            FSE06 rear suspension                               

   WhTra  ForceX_L ForceX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00    -0.37    -1.21    -0.53     0.58     7.49     7.88     2.00    -1.99     0.35     0.36    -0.25    -0.11   951.46   914.22
    12.00  1000.00     0.00     0.39    -0.45    -0.60     0.65     8.60     8.99     2.14    -2.13     0.41     0.42    -0.62     0.26  1037.03   999.89
    12.00 -1000.00     0.00    -1.29    -0.45    -0.70     0.65     9.37     8.99     2.13    -2.13     0.43     0.42     0.10     0.26   962.63   999.89
    12.00     0.00  1000.00    -0.45     0.39    -0.65     0.60     8.99     8.60     2.13    -2.14     0.42     0.41    -0.26     0.62   999.89  1037.03
    12.00     0.00 -1000.00    -0.45    -1.29    -0.65     0.70     8.99     9.37     2.13    -2.13     0.42     0.43    -0.26    -0.10   999.89   962.63
    14.00  1000.00     0.00     0.32    -0.52    -0.73     0.78    10.09    10.47     2.28    -2.27     0.49     0.49    -0.63     0.27  1085.59  1048.43
    14.00 -1000.00     0.00    -1.36    -0.52    -0.83     0.78    10.86    10.47     2.27    -2.27     0.50     0.49     0.09     0.27  1011.16  1048.43
    14.00     0.00  1000.00    -0.52     0.32    -0.78     0.73    10.47    10.09     2.27    -2.28     0.49     0.49    -0.27     0.63  1048.43  1085.59
    14.00     0.00 -1000.00    -0.52    -1.36    -0.78     0.83    10.47    10.86     2.27    -2.27     0.49     0.50    -0.27    -0.09  1048.43  1011.16
    16.00  1000.00     0.00     0.25    -0.60    -0.86     0.91    11.57    11.96     2.41    -2.41     0.56     0.56    -0.64     0.28  1134.26  1097.07
    16.00 -1000.00     0.00    -1.44    -0.60    -0.97     0.91    12.35    11.96     2.41    -2.41     0.57     0.56     0.08     0.28  1059.76  1097.07
    16.00     0.00  1000.00    -0.60     0.25    -0.91     0.86    11.96    11.57     2.41    -2.41     0.56     0.56    -0.28     0.64  1097.07  1134.26
    16.00     0.00 -1000.00    -0.60    -1.44    -0.91     0.97    11.96    12.35     2.41    -2.41     0.56     0.57    -0.28    -0.08  1097.07  1059.76
    18.00  1000.00     0.00     0.17    -0.67    -1.00     1.05    13.06    13.45     2.55    -2.55     0.63     0.63    -0.65     0.29  1182.99  1145.77
    18.00 -1000.00     0.00    -1.51    -0.67    -1.11     1.05    13.83    13.45     2.54    -2.55     0.64     0.63     0.07     0.29  1108.43  1145.77
    18.00     0.00  1000.00    -0.67     0.17    -1.05     1.00    13.45    13.06     2.55    -2.55     0.63     0.63    -0.29     0.65  1145.77  1182.99
    18.00     0.00 -1000.00    -0.67    -1.51    -1.05     1.11    13.45    13.83     2.55    -2.54     0.63     0.64    -0.29    -0.07  1145.77  1108.43
    20.00  1000.00     0.00     0.10    -0.75    -1.14     1.20    14.54    14.93     2.69    -2.69     0.70     0.71    -0.66     0.30  1231.77  1194.50
    20.00 -1000.00     0.00    -1.59    -0.75    -1.26     1.20    15.32    14.93     2.68    -2.69     0.71     0.71     0.07     0.30  1157.10  1194.50
    20.00     0.00  1000.00    -0.75     0.10    -1.20     1.14    14.93    14.54     2.69    -2.69     0.71     0.70    -0.30     0.66  1194.50  1231.77
    20.00     0.00 -1000.00    -0.75    -1.59    -1.20     1.26    14.93    15.32     2.69    -2.68     0.71     0.71    -0.30    -0.07  1194.50  1157.10
    22.00  1000.00     0.00     0.02    -0.82    -1.29     1.35    16.02    16.41     2.83    -2.82     0.77     0.78    -0.67     0.31  1280.54  1243.22
    22.00 -1000.00     0.00    -1.66    -0.82    -1.41     1.35    16.80    16.41     2.82    -2.82     0.78     0.78     0.06     0.31  1205.76  1243.22
    22.00     0.00  1000.00    -0.82     0.02    -1.35     1.29    16.41    16.02     2.82    -2.83     0.78     0.77    -0.31     0.67  1243.22  1280.54
    22.00     0.00 -1000.00    -0.82    -1.66    -1.35     1.41    16.41    16.80     2.82    -2.82     0.78     0.78    -0.31    -0.06  1243.22  1205.76
    24.00  1000.00     0.00    -0.05    -0.90    -1.45     1.51    17.51    17.90     2.96    -2.96     0.84     0.85    -0.68     0.31  1329.28  1291.88
    24.00 -1000.00     0.00    -1.74    -0.90    -1.57     1.51    18.29    17.90     2.96    -2.96     0.85     0.85     0.05     0.31  1254.34  1291.88
    24.00     0.00  1000.00    -0.90    -0.05    -1.51     1.45    17.90    17.51     2.96    -2.96     0.85     0.84    -0.31     0.68  1291.88  1329.28
    24.00     0.00 -1000.00    -0.90    -1.74    -1.51     1.57    17.90    18.29     2.96    -2.96     0.85     0.85    -0.31    -0.05  1291.88  1254.34
    26.00  1000.00     0.00    -0.13    -0.97    -1.61     1.67    18.99    19.38     3.10    -3.10     0.92     0.92    -0.69     0.32  1377.92  1340.43
    26.00 -1000.00     0.00    -1.81    -0.97    -1.74     1.67    19.77    19.38     3.10    -3.10     0.92     0.92     0.04     0.32  1302.80  1340.43
    26.00     0.00  1000.00    -0.97    -0.13    -1.67     1.61    19.38    18.99     3.10    -3.10     0.92     0.92    -0.32     0.69  1340.43  1377.92
    26.00     0.00 -1000.00    -0.97    -1.81    -1.67     1.74    19.38    19.77     3.10    -3.10     0.92     0.92    -0.32    -0.04  1340.43  1302.80
    28.00  1000.00     0.00    -0.20    -1.05    -1.78     1.84    20.47    20.86     3.24    -3.24     0.99     0.99    -0.69     0.33  1426.42  1388.83
    28.00 -1000.00     0.00    -1.89    -1.05    -1.91     1.84    21.26    20.86     3.24    -3.24     1.00     0.99     0.03     0.33  1351.10  1388.83
    28.00     0.00  1000.00    -1.05    -0.20    -1.84     1.78    20.86    20.47     3.24    -3.24     0.99     0.99    -0.33     0.69  1388.83  1426.42
    28.00     0.00 -1000.00    -1.05    -1.89    -1.84     1.91    20.86    21.26     3.24    -3.24     0.99     1.00    -0.33    -0.03  1388.83  1351.10
    30.00  1000.00     0.00    -0.28    -1.12    -1.95     2.02    21.96    22.35     3.38    -3.38     1.06     1.06    -0.70     0.34  1474.73  1437.02
    30.00 -1000.00     0.00    -1.97    -1.12    -2.09     2.02    22.74    22.35     3.37    -3.38     1.07     1.06     0.03     0.34  1399.15  1437.02
    30.00     0.00  1000.00    -1.12    -0.28    -2.02     1.95    22.35    21.96     3.38    -3.38     1.06     1.06    -0.34     0.70  1437.02  1474.73
    30.00     0.00 -1000.00    -1.12    -1.97    -2.02     2.09    22.35    22.74     3.38    -3.37     1.06     1.07    -0.34    -0.03  1437.02  1399.15
    32.00  1000.00     0.00    -0.35    -1.20    -2.13     2.20    23.44    23.84     3.52    -3.51     1.13     1.13    -0.71     0.34  1522.77  1484.92
    32.00 -1000.00     0.00    -2.04    -1.20    -2.27     2.20    24.23    23.84     3.51    -3.51     1.14     1.13     0.02     0.34  1446.90  1484.92
    32.00     0.00  1000.00    -1.20    -0.35    -2.20     2.13    23.84    23.44     3.51    -3.52     1.13     1.13    -0.34     0.71  1484.92  1522.77
    32.00     0.00 -1000.00    -1.20    -2.04    -2.20     2.27    23.84    24.23     3.51    -3.51     1.13     1.14    -0.34    -0.02  1484.92  1446.90
    -2.00  1000.00     0.00     0.91     0.07     0.13    -0.09    -1.90    -1.51     1.17    -1.16    -0.08    -0.07    -0.55     0.19   701.99   664.79
    -2.00 -1000.00     0.00    -0.76     0.07     0.05    -0.09    -1.12    -1.51     1.15    -1.16    -0.06    -0.07     0.17     0.19   627.50   664.79
    -2.00     0.00  1000.00     0.07     0.91     0.09    -0.13    -1.51    -1.90     1.16    -1.17    -0.07    -0.08    -0.19     0.55   664.79   701.99
    -2.00     0.00 -1000.00     0.07    -0.76     0.09    -0.05    -1.51    -1.12     1.16    -1.15    -0.07    -0.06    -0.19    -0.17   664.79   627.50
    -4.00  1000.00     0.00     0.99     0.15     0.21    -0.17    -3.41    -3.02     1.03    -1.02    -0.15    -0.14    -0.54     0.18   655.05   617.82
    -4.00 -1000.00     0.00    -0.69     0.15     0.13    -0.17    -2.63    -3.02     1.01    -1.02    -0.13    -0.14     0.18     0.18   580.51   617.82
    -4.00     0.00  1000.00     0.15     0.99     0.17    -0.21    -3.02    -3.41     1.02    -1.03    -0.14    -0.15    -0.18     0.54   617.82   655.05
    -4.00     0.00 -1000.00     0.15    -0.69     0.17    -0.13    -3.02    -2.63     1.02    -1.01    -0.14    -0.13    -0.18    -0.18   617.82   580.51
    -6.00  1000.00     0.00     1.06     0.22     0.28    -0.24    -4.92    -4.54     0.89    -0.88    -0.22    -0.21    -0.53     0.17   608.39   571.13
    -6.00 -1000.00     0.00    -0.62     0.22     0.21    -0.24    -4.15    -4.54     0.87    -0.88    -0.20    -0.21     0.19     0.17   533.78   571.13
    -6.00     0.00  1000.00     0.22     1.06     0.24    -0.28    -4.54    -4.92     0.88    -0.89    -0.21    -0.22    -0.17     0.53   571.13   608.39
    -6.00     0.00 -1000.00     0.22    -0.62     0.24    -0.21    -4.54    -4.15     0.88    -0.87    -0.21    -0.20    -0.17    -0.19   571.13   533.78
    -8.00  1000.00     0.00     1.14     0.30     0.35    -0.31    -6.44    -6.06     0.75    -0.74    -0.29    -0.28    -0.51     0.16   562.01   524.72
    -8.00 -1000.00     0.00    -0.54     0.30     0.28    -0.31    -5.67    -6.06     0.73    -0.74    -0.27    -0.28     0.20     0.16   487.34   524.72
    -8.00     0.00  1000.00     0.30     1.14     0.31    -0.35    -6.06    -6.44     0.74    -0.75    -0.28    -0.29    -0.16     0.51   524.72   562.01
    -8.00     0.00 -1000.00     0.30    -0.54     0.31    -0.28    -6.06    -5.67     0.74    -0.73    -0.28    -0.27    -0.16    -0.20   524.72   487.34
   -10.00  1000.00     0.00     1.21     0.37     0.41    -0.38    -7.97    -7.58     0.60    -0.60    -0.37    -0.35    -0.50     0.14   515.92   478.60
   -10.00 -1000.00     0.00    -0.47     0.37     0.34    -0.38    -7.19    -7.58     0.59    -0.60    -0.34    -0.35     0.21     0.14   441.19   478.60
   -10.00     0.00  1000.00     0.37     1.21     0.38    -0.41    -7.58    -7.97     0.60    -0.60    -0.35    -0.37    -0.14     0.50   478.60   515.92
   -10.00     0.00 -1000.00     0.37    -0.47     0.38    -0.34    -7.58    -7.19     0.60    -0.59    -0.35    -0.34    -0.14    -0.21   478.60   441.19
   -12.00  1000.00     0.00     1.29     0.45     0.46    -0.44    -9.50    -9.11     0.46    -0.45    -0.44    -0.42    -0.49     0.13   470.14   432.78
   -12.00 -1000.00     0.00    -0.39     0.45     0.40    -0.44    -8.72    -9.11     0.45    -0.45    -0.41    -0.42     0.23     0.13   395.34   432.78
   -12.00     0.00  1000.00     0.45     1.29     0.44    -0.46    -9.11    -9.50     0.45    -0.46    -0.42    -0.44    -0.13     0.49   432.78   470.14
   -12.00     0.00 -1000.00     0.45    -0.39     0.44    -0.40    -9.11    -8.72     0.45    -0.45    -0.42    -0.41    -0.13    -0.23   432.78   395.34
   -14.00  1000.00     0.00     1.36     0.52     0.51    -0.49   -11.03   -10.64     0.32    -0.31    -0.51    -0.49    -0.48     0.12   424.67   387.27
   -14.00 -1000.00     0.00    -0.32     0.52     0.46    -0.49   -10.25   -10.64     0.31    -0.31    -0.48    -0.49     0.24     0.12   349.79   387.27
   -14.00     0.00  1000.00     0.52     1.36     0.49    -0.51   -10.64   -11.03     0.31    -0.32    -0.49    -0.51    -0.12     0.48   387.27   424.67
   -14.00     0.00 -1000.00     0.52    -0.32     0.49    -0.46   -10.64   -10.25     0.31    -0.31    -0.49    -0.48    -0.12    -0.24   387.27   349.79
   -16.00  1000.00     0.00     1.43     0.60     0.56    -0.53   -12.57   -12.18     0.18    -0.17    -0.58    -0.56    -0.47     0.11   379.51   342.07
   -16.00 -1000.00     0.00    -0.24     0.60     0.50    -0.53   -11.78   -12.18     0.16    -0.17    -0.55    -0.56     0.25     0.11   304.55   342.07
   -16.00     0.00  1000.00     0.60     1.43     0.53    -0.56   -12.18   -12.57     0.17    -0.18    -0.56    -0.58    -0.11     0.47   342.07   379.51
   -16.00     0.00 -1000.00     0.60    -0.24     0.53    -0.50   -12.18   -11.78     0.17    -0.16    -0.56    -0.55    -0.11    -0.25   342.07   304.55
   -18.00  1000.00     0.00     1.51     0.67     0.60    -0.57   -14.11   -13.72     0.04    -0.03    -0.65    -0.63    -0.45     0.10   334.68   297.19
   -18.00 -1000.00     0.00    -0.17     0.67     0.54    -0.57   -13.32   -13.72     0.02    -0.03    -0.62    -0.63     0.26     0.10   259.64   297.19
   -18.00     0.00  1000.00     0.67     1.51     0.57    -0.60   -13.72   -14.11     0.03    -0.04    -0.63    -0.65    -0.10     0.45   297.19   334.68
   -18.00     0.00 -1000.00     0.67    -0.17     0.57    -0.54   -13.72   -13.32     0.03    -0.02    -0.63    -0.62    -0.10    -0.26   297.19   259.64
   -20.00  1000.00     0.00     1.58     0.75     0.63    -0.60   -15.65   -15.26    -0.11     0.12    -0.72    -0.70    -0.44     0.08   290.17   252.64
   -20.00 -1000.00     0.00    -0.09     0.75     0.58    -0.60   -14.87   -15.26    -0.12     0.12    -0.69    -0.70     0.27     0.08   215.04   252.64
   -20.00     0.00  1000.00     0.75     1.58     0.60    -0.63   -15.26   -15.65    -0.12     0.11    -0.70    -0.72    -0.08     0.44   252.64   290.17
   -20.00     0.00 -1000.00     0.75    -0.09     0.60    -0.58   -15.26   -14.87    -0.12     0.12    -0.70    -0.69    -0.08    -0.27   252.64   215.04
   -22.00  1000.00     0.00     1.66     0.82     0.65    -0.63   -17.20   -16.81    -0.25     0.26    -0.79    -0.78    -0.43     0.07   245.98   208.42
   -22.00 -1000.00     0.00    -0.02     0.82     0.61    -0.63   -16.42   -16.81    -0.27     0.26    -0.76    -0.78     0.29     0.07   170.78   208.42
   -22.00     0.00  1000.00     0.82     1.66     0.63    -0.65   -16.81   -17.20    -0.26     0.25    -0.78    -0.79    -0.07     0.43   208.42   245.98
   -22.00     0.00 -1000.00     0.82    -0.02     0.63    -0.61   -16.81   -16.42    -0.26     0.27    -0.78    -0.76    -0.07    -0.29   208.42   170.78
   -24.00  1000.00     0.00     1.73     0.90     0.67    -0.65   -18.75   -18.36    -0.40     0.40    -0.86    -0.85    -0.41     0.06   202.13   164.52
   -24.00 -1000.00     0.00     0.06     0.90     0.63    -0.65   -17.97   -18.36    -0.41     0.40    -0.83    -0.85     0.30     0.06   126.84   164.52
   -24.00     0.00  1000.00     0.90     1.73     0.65    -0.67   -18.36   -18.75    -0.40     0.40    -0.85    -0.86    -0.06     0.41   164.52   202.13
   -24.00     0.00 -1000.00     0.90     0.06     0.65    -0.63   -18.36   -17.97    -0.40     0.41    -0.85    -0.83    -0.06    -0.30   164.52   126.84
   -26.00  1000.00     0.00     1.81     0.97     0.68    -0.66   -20.31   -19.92    -0.54     0.55    -0.94    -0.92    -0.40     0.04   158.61   120.96
   -26.00 -1000.00     0.00     0.13     0.97     0.65    -0.66   -19.53   -19.92    -0.56     0.55    -0.90    -0.92     0.31     0.04    83.24   120.96
   -26.00     0.00  1000.00     0.97     1.81     0.66    -0.68   -19.92   -20.31    -0.55     0.54    -0.92    -0.94    -0.04     0.40   120.96   158.61
   -26.00     0.00 -1000.00     0.97     0.13     0.66    -0.65   -19.92   -19.53    -0.55     0.56    -0.92    -0.90    -0.04    -0.31   120.96    83.24
   -28.00  1000.00     0.00     1.88     1.05     0.69    -0.67   -21.88   -21.48    -0.69     0.69    -1.01    -0.99    -0.39     0.03   115.43    77.73
   -28.00 -1000.00     0.00     0.21     1.05     0.65    -0.67   -21.09   -21.48    -0.70     0.69    -0.97    -0.99     0.33     0.03    39.96    77.73
   -28.00     0.00  1000.00     1.05     1.88     0.67    -0.69   -21.48   -21.88    -0.69     0.69    -0.99    -1.01    -0.03     0.39    77.73   115.43
   -28.00     0.00 -1000.00     1.05     0.21     0.67    -0.65   -21.48   -21.09    -0.69     0.70    -0.99    -0.97    -0.03    -0.33    77.73    39.96
   -30.00  1000.00     0.00     1.96     1.12     0.69    -0.67   -23.44   -23.05    -0.83     0.84    -1.08    -1.06    -0.37     0.02    72.57    34.83
   -30.00 -1000.00     0.00     0.28     1.12     0.66    -0.67   -22.55   -23.05    -0.84     0.84    -1.03    -1.06     0.34     0.02     0.00    34.83
   -30.00     0.00  1000.00     1.12     1.96     0.67    -0.69   -23.05   -23.44    -0.84     0.83    -1.06    -1.08    -0.02     0.37    34.83    72.57
   -30.00     0.00 -1000.00     1.12     0.28     0.67    -0.66   -23.05   -22.55    -0.84     0.84    -1.06    -1.03    -0.02    -0.34    34.83     0.00
   -32.00  1000.00     0.00     2.03     1.18     0.68    -0.67   -25.02   -24.33    -0.98     0.96    -1.15    -1.12    -0.36     0.01    30.05     0.00
   -32.00 -1000.00     0.00     0.28     1.18     0.66    -0.67   -22.55   -24.33    -0.84     0.96    -1.03    -1.12     0.34     0.01     0.00     0.00
   -32.00     0.00  1000.00     1.18     2.03     0.67    -0.68   -24.33   -25.02    -0.96     0.98    -1.12    -1.15    -0.01     0.36     0.00    30.05
   -32.00     0.00 -1000.00     1.18     0.28     0.67    -0.66   -24.33   -22.55    -0.96     0.84    -1.12    -1.03    -0.01    -0.34     0.00     0.00
   -34.00  1000.00     0.00     2.09     1.18     0.67    -0.67   -26.14   -24.33    -1.08     0.96    -1.20    -1.12    -0.35     0.01     0.00     0.00
   -34.00 -1000.00     0.00     0.28     1.18     0.66    -0.67   -22.55   -24.33    -0.84     0.96    -1.03    -1.12     0.34     0.01     0.00     0.00
   -34.00     0.00  1000.00     1.18     2.09     0.67    -0.67   -24.33   -26.14    -0.96     1.08    -1.12    -1.20    -0.01     0.35     0.00     0.00
   -34.00     0.00 -1000.00     1.18     0.28     0.67    -0.66   -24.33   -22.55    -0.96     0.84    -1.12    -1.03    -0.01    -0.34     0.00     0.00
   -36.00  1000.00     0.00     2.09     1.18     0.67    -0.67   -26.14   -24.33    -1.08     0.96    -1.20    -1.12    -0.35     0.01     0.00     0.00
   -36.00 -1000.00     0.00     0.28     1.18     0.66    -0.67   -22.55   -24.33    -0.84     0.96    -1.03    -1.12     0.34     0.01     0.00     0.00
   -36.00     0.00  1000.00     1.18     2.09     0.67    -0.67   -24.33   -26.14    -0.96     1.08    -1.12    -1.20    -0.01     0.35     0.00     0.00
   -36.00     0.00 -1000.00     1.18     0.28     0.67    -0.66   -24.33   -22.55    -0.96     0.84    -1.12    -1.03    -0.01    -0.34     0.00     0.00
   -38.00  1000.00     0.00     2.09     1.18     0.67    -0.67   -26.14   -24.33    -1.08     0.96    -1.20    -1.12    -0.35     0.01     0.00     0.00
   -38.00 -1000.00     0.00     0.28     1.18     0.66    -0.67   -22.55   -24.33    -0.84     0.96    -1.03    -1.12     0.34     0.01     0.00     0.00
   -38.00     0.00  1000.00     1.18     2.09     0.67    -0.67   -24.33   -26.14    -0.96     1.08    -1.12    -1.20    -0.01     0.35     0.00     0.00
   -38.00     0.00 -1000.00     1.18     0.28     0.67    -0.66   -24.33   -22.55    -0.96     0.84    -1.12    -1.03    -0.01    -0.34     0.00     0.00
   -40.00  1000.00     0.00     2.09     1.18     0.67    -0.67   -26.14   -24.33    -1.08     0.96    -1.20    -1.12    -0.35     0.01     0.00     0.00
   -40.00 -1000.00     0.00     0.28     1.18     0.66    -0.67   -22.55   -24.33    -0.84     0.96    -1.03    -1.12     0.34     0.01     0.00     0.00
   -40.00     0.00  1000.00     1.18     2.09     0.67    -0.67   -24.33   -26.14    -0.96     1.08    -1.12    -1.20    -0.01     0.35     0.00     0.00
   -40.00     0.00 -1000.00     1.18     0.28     0.67    -0.66   -24.33   -22.55    -0.96     0.84    -1.12    -1.03    -0.01    -0.34     0.00     0.00
   -42.00  1000.00     0.00     2.09     1.18     0.67    -0.67   -26.14   -24.33    -1.08     0.96    -1.20    -1.12    -0.35     0.01     0.00     0.00
   -42.00 -1000.00     0.00     0.28     1.18     0.66    -0.67   -22.55   -24.33    -0.84     0.96    -1.03    -1.12     0.34     0.01     0.00     0.00
   -42.00     0.00  1000.00     1.18     2.09     0.67    -0.67   -24.33   -26.14    -0.96     1.08    -1.12    -1.20    -0.01     0.35     0.00     0.00
   -42.00     0.00 -1000.00     1.18     0.28     0.67    -0.66   -24.33   -22.55    -0.96     0.84    -1.12    -1.03    -0.01    -0.34     0.00     0.00
