
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Y at Wheel Center                            FSE06 rear suspension                               

   WhTra  ForceY_L ForceY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00    -0.37    -0.32    -0.53     0.43     7.49     6.89     2.00    -1.94     0.35     0.32    -0.25     0.25   951.46  1010.05
    12.00  1000.00     0.00    -0.40    -0.45    -0.55     0.65     8.35     8.99     2.07    -2.13     0.39     0.42    -0.26     0.26  1061.29   999.89
    12.00 -1000.00     0.00    -0.50    -0.45    -0.76     0.65     9.65     8.99     2.20    -2.13     0.45     0.42    -0.27     0.26   935.92   999.89
    12.00     0.00  1000.00    -0.45    -0.50    -0.65     0.76     8.99     9.65     2.13    -2.20     0.42     0.45    -0.26     0.27   999.89   935.92
    12.00     0.00 -1000.00    -0.45    -0.40    -0.65     0.55     8.99     8.35     2.13    -2.07     0.42     0.39    -0.26     0.26   999.89  1061.29
    14.00  1000.00     0.00    -0.47    -0.52    -0.67     0.78     9.81    10.47     2.21    -2.27     0.46     0.49    -0.26     0.27  1112.66  1048.43
    14.00 -1000.00     0.00    -0.57    -0.52    -0.89     0.78    11.17    10.47     2.34    -2.27     0.53     0.49    -0.27     0.27   981.52  1048.43
    14.00     0.00  1000.00    -0.52    -0.57    -0.78     0.89    10.47    11.17     2.27    -2.34     0.49     0.53    -0.27     0.27  1048.43   981.52
    14.00     0.00 -1000.00    -0.52    -0.47    -0.78     0.67    10.47     9.81     2.27    -2.21     0.49     0.46    -0.27     0.26  1048.43  1112.66
    16.00  1000.00     0.00    -0.54    -0.60    -0.80     0.91    11.27    11.96     2.35    -2.41     0.53     0.56    -0.27     0.28  1164.13  1097.07
    16.00 -1000.00     0.00    -0.65    -0.60    -1.03     0.91    12.68    11.96     2.48    -2.41     0.60     0.56    -0.28     0.28  1027.21  1097.07
    16.00     0.00  1000.00    -0.60    -0.65    -0.91     1.03    11.96    12.68     2.41    -2.48     0.56     0.60    -0.28     0.28  1097.07  1027.21
    16.00     0.00 -1000.00    -0.60    -0.54    -0.91     0.80    11.96    11.27     2.41    -2.35     0.56     0.53    -0.28     0.27  1097.07  1164.13
    18.00  1000.00     0.00    -0.62    -0.67    -0.93     1.05    12.72    13.45     2.48    -2.55     0.60     0.63    -0.28     0.29  1215.67  1145.77
    18.00 -1000.00     0.00    -0.73    -0.67    -1.18     1.05    14.20    13.45     2.62    -2.55     0.67     0.63    -0.29     0.29  1072.95  1145.77
    18.00     0.00  1000.00    -0.67    -0.73    -1.05     1.18    13.45    14.20     2.55    -2.62     0.63     0.67    -0.29     0.29  1145.77  1072.95
    18.00     0.00 -1000.00    -0.67    -0.62    -1.05     0.93    13.45    12.72     2.55    -2.48     0.63     0.60    -0.29     0.28  1145.77  1215.67
    20.00  1000.00     0.00    -0.69    -0.75    -1.07     1.20    14.18    14.93     2.62    -2.69     0.67     0.71    -0.29     0.30  1267.25  1194.50
    20.00 -1000.00     0.00    -0.80    -0.75    -1.33     1.20    15.71    14.93     2.76    -2.69     0.74     0.71    -0.30     0.30  1118.70  1194.50
    20.00     0.00  1000.00    -0.75    -0.80    -1.20     1.33    14.93    15.71     2.69    -2.76     0.71     0.74    -0.30     0.30  1194.50  1118.70
    20.00     0.00 -1000.00    -0.75    -0.69    -1.20     1.07    14.93    14.18     2.69    -2.62     0.71     0.67    -0.30     0.29  1194.50  1267.25
    22.00  1000.00     0.00    -0.76    -0.82    -1.22     1.35    15.63    16.41     2.75    -2.82     0.74     0.78    -0.30     0.31  1318.83  1243.22
    22.00 -1000.00     0.00    -0.88    -0.82    -1.49     1.35    17.23    16.41     2.90    -2.82     0.81     0.78    -0.31     0.31  1164.42  1243.22
    22.00     0.00  1000.00    -0.82    -0.88    -1.35     1.49    16.41    17.23     2.82    -2.90     0.78     0.81    -0.31     0.31  1243.22  1164.42
    22.00     0.00 -1000.00    -0.82    -0.76    -1.35     1.22    16.41    15.63     2.82    -2.75     0.78     0.74    -0.31     0.30  1243.22  1318.83
    24.00  1000.00     0.00    -0.83    -0.90    -1.37     1.51    17.08    17.90     2.89    -2.96     0.81     0.85    -0.31     0.31  1370.38  1291.88
    24.00 -1000.00     0.00    -0.96    -0.90    -1.65     1.51    18.74    17.90     3.04    -2.96     0.89     0.85    -0.32     0.31  1210.05  1291.88
    24.00     0.00  1000.00    -0.90    -0.96    -1.51     1.65    17.90    18.74     2.96    -3.04     0.85     0.89    -0.31     0.32  1291.88  1210.05
    24.00     0.00 -1000.00    -0.90    -0.83    -1.51     1.37    17.90    17.08     2.96    -2.89     0.85     0.81    -0.31     0.31  1291.88  1370.38
    26.00  1000.00     0.00    -0.91    -0.97    -1.53     1.67    18.54    19.38     3.02    -3.10     0.88     0.92    -0.32     0.32  1421.86  1340.43
    26.00 -1000.00     0.00    -1.04    -0.97    -1.82     1.67    20.26    19.38     3.18    -3.10     0.96     0.92    -0.33     0.32  1255.54  1340.43
    26.00     0.00  1000.00    -0.97    -1.04    -1.67     1.82    19.38    20.26     3.10    -3.18     0.92     0.96    -0.32     0.33  1340.43  1255.54
    26.00     0.00 -1000.00    -0.97    -0.91    -1.67     1.53    19.38    18.54     3.10    -3.02     0.92     0.88    -0.32     0.32  1340.43  1421.86
    28.00  1000.00     0.00    -0.98    -1.05    -1.69     1.84    19.99    20.86     3.16    -3.24     0.95     0.99    -0.32     0.33  1473.22  1388.83
    28.00 -1000.00     0.00    -1.11    -1.05    -2.00     1.84    21.77    20.86     3.32    -3.24     1.03     0.99    -0.33     0.33  1300.83  1388.83
    28.00     0.00  1000.00    -1.05    -1.11    -1.84     2.00    20.86    21.77     3.24    -3.32     0.99     1.03    -0.33     0.33  1388.83  1300.83
    28.00     0.00 -1000.00    -1.05    -0.98    -1.84     1.69    20.86    19.99     3.24    -3.16     0.99     0.95    -0.33     0.32  1388.83  1473.22
    30.00  1000.00     0.00    -1.06    -1.12    -1.86     2.02    21.45    22.35     3.29    -3.38     1.02     1.06    -0.33     0.34  1524.41  1437.02
    30.00 -1000.00     0.00    -1.19    -1.12    -2.18     2.02    23.29    22.35     3.46    -3.38     1.11     1.06    -0.34     0.34  1345.84  1437.02
    30.00     0.00  1000.00    -1.12    -1.19    -2.02     2.18    22.35    23.29     3.38    -3.46     1.06     1.11    -0.34     0.34  1437.02  1345.84
    30.00     0.00 -1000.00    -1.12    -1.06    -2.02     1.86    22.35    21.45     3.38    -3.29     1.06     1.02    -0.34     0.33  1437.02  1524.41
    32.00  1000.00     0.00    -1.13    -1.20    -2.04     2.20    22.90    23.84     3.43    -3.51     1.09     1.13    -0.34     0.34  1575.37  1484.92
    32.00 -1000.00     0.00    -1.27    -1.20    -2.37     2.20    24.81    23.84     3.61    -3.51     1.18     1.13    -0.35     0.34  1390.50  1484.92
    32.00     0.00  1000.00    -1.20    -1.27    -2.20     2.37    23.84    24.81     3.51    -3.61     1.13     1.18    -0.34     0.35  1484.92  1390.50
    32.00     0.00 -1000.00    -1.20    -1.13    -2.20     2.04    23.84    22.90     3.51    -3.43     1.13     1.09    -0.34     0.34  1484.92  1575.37
    -2.00  1000.00     0.00     0.11     0.07     0.16    -0.09    -1.94    -1.51     1.12    -1.16    -0.09    -0.07    -0.18     0.19   706.26   664.79
    -2.00 -1000.00     0.00     0.03     0.07     0.01    -0.09    -1.06    -1.51     1.20    -1.16    -0.05    -0.07    -0.19     0.19   621.56   664.79
    -2.00     0.00  1000.00     0.07     0.03     0.09    -0.01    -1.51    -1.06     1.16    -1.20    -0.07    -0.05    -0.19     0.19   664.79   621.56
    -2.00     0.00 -1000.00     0.07     0.11     0.09    -0.16    -1.51    -1.94     1.16    -1.12    -0.07    -0.09    -0.19     0.18   664.79   706.26
    -4.00  1000.00     0.00     0.19     0.15     0.24    -0.17    -3.42    -3.02     0.98    -1.02    -0.16    -0.14    -0.17     0.18   656.39   617.82
    -4.00 -1000.00     0.00     0.11     0.15     0.10    -0.17    -2.60    -3.02     1.06    -1.02    -0.12    -0.14    -0.18     0.18   577.61   617.82
    -4.00     0.00  1000.00     0.15     0.11     0.17    -0.10    -3.02    -2.60     1.02    -1.06    -0.14    -0.12    -0.18     0.18   617.82   577.61
    -4.00     0.00 -1000.00     0.15     0.19     0.17    -0.24    -3.02    -3.42     1.02    -0.98    -0.14    -0.16    -0.18     0.17   617.82   656.39
    -6.00  1000.00     0.00     0.26     0.22     0.31    -0.24    -4.91    -4.54     0.84    -0.88    -0.23    -0.21    -0.16     0.17   606.78   571.13
    -6.00 -1000.00     0.00     0.19     0.22     0.18    -0.24    -4.15    -4.54     0.92    -0.88    -0.19    -0.21    -0.17     0.17   533.95   571.13
    -6.00     0.00  1000.00     0.22     0.19     0.24    -0.18    -4.54    -4.15     0.88    -0.92    -0.21    -0.19    -0.17     0.17   571.13   533.95
    -6.00     0.00 -1000.00     0.22     0.26     0.24    -0.31    -4.54    -4.91     0.88    -0.84    -0.21    -0.23    -0.17     0.16   571.13   606.78
    -8.00  1000.00     0.00     0.33     0.30     0.38    -0.31    -6.40    -6.06     0.71    -0.74    -0.30    -0.28    -0.15     0.16   557.43   524.72
    -8.00 -1000.00     0.00     0.26     0.30     0.25    -0.31    -5.70    -6.06     0.77    -0.74    -0.27    -0.28    -0.16     0.16   490.60   524.72
    -8.00     0.00  1000.00     0.30     0.26     0.31    -0.25    -6.06    -5.70     0.74    -0.77    -0.28    -0.27    -0.16     0.16   524.72   490.60
    -8.00     0.00 -1000.00     0.30     0.33     0.31    -0.38    -6.06    -6.40     0.74    -0.71    -0.28    -0.30    -0.16     0.15   524.72   557.43
   -10.00  1000.00     0.00     0.40     0.37     0.44    -0.38    -7.89    -7.58     0.57    -0.60    -0.37    -0.35    -0.14     0.14   508.34   478.60
   -10.00 -1000.00     0.00     0.34     0.37     0.32    -0.38    -7.26    -7.58     0.63    -0.60    -0.34    -0.35    -0.15     0.14   447.56   478.60
   -10.00     0.00  1000.00     0.37     0.34     0.38    -0.32    -7.58    -7.26     0.60    -0.63    -0.35    -0.34    -0.14     0.15   478.60   447.56
   -10.00     0.00 -1000.00     0.37     0.40     0.38    -0.44    -7.58    -7.89     0.60    -0.57    -0.35    -0.37    -0.14     0.14   478.60   508.34
   -12.00  1000.00     0.00     0.48     0.45     0.50    -0.44    -9.39    -9.11     0.43    -0.45    -0.43    -0.42    -0.13     0.13   459.54   432.78
   -12.00 -1000.00     0.00     0.42     0.45     0.38    -0.44    -8.82    -9.11     0.48    -0.45    -0.41    -0.42    -0.14     0.13   404.85   432.78
   -12.00     0.00  1000.00     0.45     0.42     0.44    -0.38    -9.11    -8.82     0.45    -0.48    -0.42    -0.41    -0.13     0.14   432.78   404.85
   -12.00     0.00 -1000.00     0.45     0.48     0.44    -0.50    -9.11    -9.39     0.45    -0.43    -0.42    -0.43    -0.13     0.13   432.78   459.54
   -14.00  1000.00     0.00     0.55     0.52     0.54    -0.49   -10.89   -10.64     0.29    -0.31    -0.50    -0.49    -0.12     0.12   411.02   387.27
   -14.00 -1000.00     0.00     0.49     0.52     0.43    -0.49   -10.38   -10.64     0.34    -0.31    -0.48    -0.49    -0.12     0.12   362.47   387.27
   -14.00     0.00  1000.00     0.52     0.49     0.49    -0.43   -10.64   -10.38     0.31    -0.34    -0.49    -0.48    -0.12     0.12   387.27   362.47
   -14.00     0.00 -1000.00     0.52     0.55     0.49    -0.54   -10.64   -10.89     0.31    -0.29    -0.49    -0.50    -0.12     0.12   387.27   411.02
   -16.00  1000.00     0.00     0.62     0.60     0.59    -0.53   -12.39   -12.18     0.15    -0.17    -0.57    -0.56    -0.11     0.11   362.79   342.07
   -16.00 -1000.00     0.00     0.57     0.60     0.48    -0.53   -11.95   -12.18     0.19    -0.17    -0.55    -0.56    -0.11     0.11   320.44   342.07
   -16.00     0.00  1000.00     0.60     0.57     0.53    -0.48   -12.18   -11.95     0.17    -0.19    -0.56    -0.55    -0.11     0.11   342.07   320.44
   -16.00     0.00 -1000.00     0.60     0.62     0.53    -0.59   -12.18   -12.39     0.17    -0.15    -0.56    -0.57    -0.11     0.11   342.07   362.79
   -18.00  1000.00     0.00     0.70     0.67     0.63    -0.57   -13.90   -13.72     0.01    -0.03    -0.64    -0.63    -0.09     0.10   314.85   297.19
   -18.00 -1000.00     0.00     0.65     0.67     0.52    -0.57   -13.52   -13.72     0.05    -0.03    -0.63    -0.63    -0.10     0.10   278.75   297.19
   -18.00     0.00  1000.00     0.67     0.65     0.57    -0.52   -13.72   -13.52     0.03    -0.05    -0.63    -0.63    -0.10     0.10   297.19   278.75
   -18.00     0.00 -1000.00     0.67     0.70     0.57    -0.63   -13.72   -13.90     0.03    -0.01    -0.63    -0.64    -0.10     0.09   297.19   314.85
   -20.00  1000.00     0.00     0.77     0.75     0.66    -0.60   -15.41   -15.26    -0.13     0.12    -0.71    -0.70    -0.08     0.08   267.21   252.64
   -20.00 -1000.00     0.00     0.72     0.75     0.55    -0.60   -15.10   -15.26    -0.10     0.12    -0.70    -0.70    -0.09     0.08   237.42   252.64
   -20.00     0.00  1000.00     0.75     0.72     0.60    -0.55   -15.26   -15.10    -0.12     0.10    -0.70    -0.70    -0.08     0.09   252.64   237.42
   -20.00     0.00 -1000.00     0.75     0.77     0.60    -0.66   -15.26   -15.41    -0.12     0.13    -0.70    -0.71    -0.08     0.08   252.64   267.21
   -22.00  1000.00     0.00     0.84     0.82     0.68    -0.63   -16.93   -16.81    -0.27     0.26    -0.78    -0.78    -0.07     0.07   219.87   208.42
   -22.00 -1000.00     0.00     0.80     0.82     0.58    -0.63   -16.68   -16.81    -0.25     0.26    -0.77    -0.78    -0.07     0.07   196.44   208.42
   -22.00     0.00  1000.00     0.82     0.80     0.63    -0.58   -16.81   -16.68    -0.26     0.25    -0.78    -0.77    -0.07     0.07   208.42   196.44
   -22.00     0.00 -1000.00     0.82     0.84     0.63    -0.68   -16.81   -16.93    -0.26     0.27    -0.78    -0.78    -0.07     0.07   208.42   219.87
   -24.00  1000.00     0.00     0.92     0.90     0.70    -0.65   -18.45   -18.36    -0.41     0.40    -0.85    -0.85    -0.06     0.06   172.84   164.52
   -24.00 -1000.00     0.00     0.88     0.90     0.60    -0.65   -18.27   -18.36    -0.40     0.40    -0.84    -0.85    -0.06     0.06   155.83   164.52
   -24.00     0.00  1000.00     0.90     0.88     0.65    -0.60   -18.36   -18.27    -0.40     0.40    -0.85    -0.84    -0.06     0.06   164.52   155.83
   -24.00     0.00 -1000.00     0.90     0.92     0.65    -0.70   -18.36   -18.45    -0.40     0.41    -0.85    -0.85    -0.06     0.06   164.52   172.84
   -26.00  1000.00     0.00     0.99     0.97     0.71    -0.66   -19.98   -19.92    -0.56     0.55    -0.92    -0.92    -0.04     0.04   126.10   120.96
   -26.00 -1000.00     0.00     0.95     0.97     0.62    -0.66   -19.86   -19.92    -0.54     0.55    -0.92    -0.92    -0.05     0.04   115.58   120.96
   -26.00     0.00  1000.00     0.97     0.95     0.66    -0.62   -19.92   -19.86    -0.55     0.54    -0.92    -0.92    -0.04     0.05   120.96   115.58
   -26.00     0.00 -1000.00     0.97     0.99     0.66    -0.71   -19.92   -19.98    -0.55     0.56    -0.92    -0.92    -0.04     0.04   120.96   126.10
   -28.00  1000.00     0.00     1.06     1.05     0.72    -0.67   -21.50   -21.48    -0.70     0.69    -0.99    -0.99    -0.03     0.03    79.67    77.73
   -28.00 -1000.00     0.00     1.03     1.05     0.62    -0.67   -21.46   -21.48    -0.69     0.69    -0.99    -0.99    -0.03     0.03    75.70    77.73
   -28.00     0.00  1000.00     1.05     1.03     0.67    -0.62   -21.48   -21.46    -0.69     0.69    -0.99    -0.99    -0.03     0.03    77.73    75.70
   -28.00     0.00 -1000.00     1.05     1.06     0.67    -0.72   -21.48   -21.50    -0.69     0.70    -0.99    -0.99    -0.03     0.03    77.73    79.67
   -30.00  1000.00     0.00     1.14     1.12     0.72    -0.67   -23.04   -23.05    -0.84     0.84    -1.06    -1.06    -0.02     0.02    33.54    34.83
   -30.00 -1000.00     0.00     1.11     1.12     0.62    -0.67   -23.06   -23.05    -0.84     0.84    -1.06    -1.06    -0.02     0.02    36.18    34.83
   -30.00     0.00  1000.00     1.12     1.11     0.67    -0.62   -23.05   -23.06    -0.84     0.84    -1.06    -1.06    -0.02     0.02    34.83    36.18
   -30.00     0.00 -1000.00     1.12     1.14     0.67    -0.72   -23.05   -23.04    -0.84     0.84    -1.06    -1.06    -0.02     0.02    34.83    33.54
   -32.00  1000.00     0.00     1.19     1.18     0.72    -0.67   -24.16   -24.33    -0.94     0.96    -1.11    -1.12    -0.01     0.01     0.00     0.00
   -32.00 -1000.00     0.00     1.18     1.18     0.62    -0.67   -24.55   -24.33    -0.98     0.96    -1.13    -1.12     0.00     0.01     0.00     0.00
   -32.00     0.00  1000.00     1.18     1.18     0.67    -0.62   -24.33   -24.55    -0.96     0.98    -1.12    -1.13    -0.01     0.00     0.00     0.00
   -32.00     0.00 -1000.00     1.18     1.19     0.67    -0.72   -24.33   -24.16    -0.96     0.94    -1.12    -1.11    -0.01     0.01     0.00     0.00
   -34.00  1000.00     0.00     1.19     1.18     0.72    -0.67   -24.16   -24.33    -0.94     0.96    -1.11    -1.12    -0.01     0.01     0.00     0.00
   -34.00 -1000.00     0.00     1.18     1.18     0.62    -0.67   -24.55   -24.33    -0.98     0.96    -1.13    -1.12     0.00     0.01     0.00     0.00
   -34.00     0.00  1000.00     1.18     1.18     0.67    -0.62   -24.33   -24.55    -0.96     0.98    -1.12    -1.13    -0.01     0.00     0.00     0.00
   -34.00     0.00 -1000.00     1.18     1.19     0.67    -0.72   -24.33   -24.16    -0.96     0.94    -1.12    -1.11    -0.01     0.01     0.00     0.00
   -36.00  1000.00     0.00     1.19     1.18     0.72    -0.67   -24.16   -24.33    -0.94     0.96    -1.11    -1.12    -0.01     0.01     0.00     0.00
   -36.00 -1000.00     0.00     1.18     1.18     0.62    -0.67   -24.55   -24.33    -0.98     0.96    -1.13    -1.12     0.00     0.01     0.00     0.00
   -36.00     0.00  1000.00     1.18     1.18     0.67    -0.62   -24.33   -24.55    -0.96     0.98    -1.12    -1.13    -0.01     0.00     0.00     0.00
   -36.00     0.00 -1000.00     1.18     1.19     0.67    -0.72   -24.33   -24.16    -0.96     0.94    -1.12    -1.11    -0.01     0.01     0.00     0.00
   -38.00  1000.00     0.00     1.19     1.18     0.72    -0.67   -24.16   -24.33    -0.94     0.96    -1.11    -1.12    -0.01     0.01     0.00     0.00
   -38.00 -1000.00     0.00     1.18     1.18     0.62    -0.67   -24.55   -24.33    -0.98     0.96    -1.13    -1.12     0.00     0.01     0.00     0.00
   -38.00     0.00  1000.00     1.18     1.18     0.67    -0.62   -24.33   -24.55    -0.96     0.98    -1.12    -1.13    -0.01     0.00     0.00     0.00
   -38.00     0.00 -1000.00     1.18     1.19     0.67    -0.72   -24.33   -24.16    -0.96     0.94    -1.12    -1.11    -0.01     0.01     0.00     0.00
   -40.00  1000.00     0.00     1.19     1.18     0.72    -0.67   -24.16   -24.33    -0.94     0.96    -1.11    -1.12    -0.01     0.01     0.00     0.00
   -40.00 -1000.00     0.00     1.18     1.18     0.62    -0.67   -24.55   -24.33    -0.98     0.96    -1.13    -1.12     0.00     0.01     0.00     0.00
   -40.00     0.00  1000.00     1.18     1.18     0.67    -0.62   -24.33   -24.55    -0.96     0.98    -1.12    -1.13    -0.01     0.00     0.00     0.00
   -40.00     0.00 -1000.00     1.18     1.19     0.67    -0.72   -24.33   -24.16    -0.96     0.94    -1.12    -1.11    -0.01     0.01     0.00     0.00
   -42.00  1000.00     0.00     1.19     1.18     0.72    -0.67   -24.16   -24.33    -0.94     0.96    -1.11    -1.12    -0.01     0.01     0.00     0.00
   -42.00 -1000.00     0.00     1.18     1.18     0.62    -0.67   -24.55   -24.33    -0.98     0.96    -1.13    -1.12     0.00     0.01     0.00     0.00
   -42.00     0.00  1000.00     1.18     1.18     0.67    -0.62   -24.33   -24.55    -0.96     0.98    -1.12    -1.13    -0.01     0.00     0.00     0.00
   -42.00     0.00 -1000.00     1.18     1.19     0.67    -0.72   -24.33   -24.16    -0.96     0.94    -1.12    -1.11    -0.01     0.01     0.00     0.00
