
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE06 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
     2.00   -20.00   -94.68  -170.58    36.47    11.88    11.92    -1.37    -0.65     0.81     1.58   -15.68   758.50   235.91
     2.00   -22.00   -99.89  -170.37    37.45    11.88    11.79    -1.37    -0.59     0.88     1.58   -17.25   758.50   188.07
     2.00   -24.00  -104.77  -170.18    38.43    11.88    11.64    -1.37    -0.52     0.96     1.58   -18.82   758.50   140.31
     2.00   -26.00  -109.36  -170.00    39.39    11.88    11.46    -1.37    -0.46     1.03     1.58   -20.39   758.50    92.64
     2.00   -28.00  -113.68  -169.83    40.34    11.88    11.26    -1.37    -0.39     1.11     1.58   -21.96   758.50    45.10
     2.00   -30.00  -117.56  -169.68    41.24    11.88    11.06    -1.37    -0.33     1.18     1.58   -23.46   758.50     0.00
     4.00     0.00   -27.70  -174.41    24.01    11.74    12.00    -1.43    -1.30     0.15     3.16     0.00   804.54   712.01
     4.00     2.00   -14.67  -174.87    22.76    11.74    11.88    -1.43    -1.37     0.07     3.16     1.58   804.54   758.50
     4.00     4.00     0.00  -175.38    21.46    11.74    11.74    -1.43    -1.43     0.00     3.16     3.16   804.54   804.54
     4.00     6.00    16.66  -175.96    20.09    11.74    11.57    -1.43    -1.50    -0.07     3.16     4.74   804.54   850.07
     4.00     8.00    35.76  -176.63    18.62    11.74    11.37    -1.43    -1.56    -0.15     3.16     6.33   804.54   894.97
     4.00    10.00    57.88  -177.40    17.05    11.74    11.15    -1.43    -1.63    -0.22     3.16     7.93   804.54   939.12
     4.00    12.00    83.84  -178.30    15.34    11.74    10.91    -1.43    -1.70    -0.30     3.16     9.54   804.54   982.40
     4.00    14.00   114.76  -179.38    13.46    11.74    10.64    -1.43    -1.77    -0.38     3.16    11.15   804.54  1024.64
     4.00    16.00   152.25  -180.69    11.33    11.74    10.34    -1.43    -1.83    -0.45     3.16    12.78   804.54  1065.63
     4.00    18.00   198.75  -182.31     8.89    11.74    10.01    -1.43    -1.90    -0.53     3.16    14.42   804.54  1105.12
     4.00    20.00   258.06  -184.38     5.99    11.74     9.66    -1.43    -1.97    -0.61     3.16    16.07   804.54  1142.80
     4.00    22.00   336.51  -187.12     2.41    11.74     9.27    -1.43    -2.04    -0.69     3.16    17.74   804.54  1178.24
     4.00    24.00   445.54  -190.92    -2.24    11.74     8.86    -1.43    -2.12    -0.77     3.16    19.44   804.54  1210.91
     4.00    26.00   608.11  -196.60    -8.78    11.74     8.41    -1.43    -2.19    -0.85     3.16    21.18   804.54  1240.01
     4.00    28.00   878.47  -206.03   -19.11    11.74     7.93    -1.43    -2.26    -0.93     3.16    22.95   804.54  1264.39
     4.00     0.00   -27.70  -174.41    24.01    11.74    12.00    -1.43    -1.30     0.15     3.16     0.00   804.54   712.01
     4.00    -2.00   -39.36  -174.01    25.20    11.74    12.10    -1.43    -1.23     0.22     3.16    -1.57   804.54   665.16
     4.00    -4.00   -49.84  -173.64    26.35    11.74    12.17    -1.43    -1.17     0.30     3.16    -3.15   804.54   618.02
     4.00    -6.00   -59.33  -173.31    27.47    11.74    12.22    -1.43    -1.10     0.37     3.16    -4.72   804.54   570.63
     4.00    -8.00   -67.97  -173.01    28.55    11.74    12.24    -1.43    -1.04     0.44     3.16    -6.28   804.54   523.06
     4.00   -10.00   -75.86  -172.73    29.61    11.74    12.25    -1.43    -0.97     0.52     3.16    -7.85   804.54   475.34
     4.00   -12.00   -83.11  -172.48    30.65    11.74    12.23    -1.43    -0.91     0.59     3.16    -9.42   804.54   427.52
     4.00   -14.00   -89.78  -172.25    31.66    11.74    12.19    -1.43    -0.84     0.66     3.16   -10.98   804.54   379.63
     4.00   -16.00   -95.95  -172.03    32.66    11.74    12.12    -1.43    -0.78     0.74     3.16   -12.55   804.54   331.71
     4.00   -18.00  -101.67  -171.83    33.64    11.74    12.03    -1.43    -0.72     0.81     3.16   -14.12   804.54   283.80
     4.00   -20.00  -106.99  -171.65    34.61    11.74    11.92    -1.43    -0.65     0.89     3.16   -15.68   804.54   235.91
     4.00   -22.00  -111.96  -171.47    35.56    11.74    11.79    -1.43    -0.59     0.96     3.16   -17.25   804.54   188.07
     4.00   -24.00  -116.60  -171.31    36.51    11.74    11.64    -1.43    -0.52     1.03     3.16   -18.82   804.54   140.31
     4.00   -26.00  -120.96  -171.16    37.44    11.74    11.46    -1.43    -0.46     1.11     3.16   -20.39   804.54    92.64
     4.00   -28.00  -125.05  -171.02    38.36    11.74    11.26    -1.43    -0.39     1.18     3.16   -21.96   804.54    45.10
     4.00   -30.00  -128.71  -170.89    39.24    11.74    11.06    -1.43    -0.33     1.25     3.16   -23.46   804.54     0.00
     6.00     0.00   -44.04  -175.12    22.50    11.57    12.00    -1.50    -1.30     0.22     4.74     0.00   850.07   712.01
     6.00     2.00   -31.21  -175.52    21.32    11.57    11.88    -1.50    -1.37     0.15     4.74     1.58   850.07   758.50
     6.00     4.00   -16.66  -175.96    20.09    11.57    11.74    -1.50    -1.43     0.07     4.74     3.16   850.07   804.54
     6.00     6.00     0.00  -176.47    18.79    11.57    11.57    -1.50    -1.50     0.00     4.74     4.74   850.07   850.07
     6.00     8.00    19.28  -177.06    17.40    11.57    11.37    -1.50    -1.56    -0.07     4.74     6.33   850.07   894.97
     6.00    10.00    41.86  -177.75    15.91    11.57    11.15    -1.50    -1.63    -0.15     4.74     7.93   850.07   939.12
     6.00    12.00    68.71  -178.57    14.29    11.57    10.91    -1.50    -1.70    -0.23     4.74     9.54   850.07   982.40
     6.00    14.00   101.18  -179.56    12.49    11.57    10.64    -1.50    -1.77    -0.30     4.74    11.15   850.07  1024.64
     6.00    16.00   141.31  -180.78    10.45    11.57    10.34    -1.50    -1.83    -0.38     4.74    12.78   850.07  1065.63
     6.00    18.00   192.25  -182.34     8.07    11.57    10.01    -1.50    -1.90    -0.45     4.74    14.42   850.07  1105.12
     6.00    20.00   259.18  -184.38     5.20    11.57     9.66    -1.50    -1.97    -0.53     4.74    16.07   850.07  1142.80
     6.00    22.00   351.29  -187.20     1.55    11.57     9.27    -1.50    -2.04    -0.61     4.74    17.74   850.07  1178.24
     6.00    24.00   486.53  -191.33    -3.44    11.57     8.86    -1.50    -2.12    -0.69     4.74    19.44   850.07  1210.91
     6.00    26.00   705.60  -198.01   -11.00    11.57     8.41    -1.50    -2.19    -0.77     4.74    21.18   850.07  1240.01
     6.00    28.00  1124.75  -210.81   -24.69    11.57     7.93    -1.50    -2.26    -0.86     4.74    22.95   850.07  1264.39
     6.00     0.00   -44.04  -175.12    22.50    11.57    12.00    -1.50    -1.30     0.22     4.74     0.00   850.07   712.01
     6.00    -2.00   -55.44  -174.78    23.64    11.57    12.10    -1.50    -1.23     0.30     4.74    -1.57   850.07   665.16
     6.00    -4.00   -65.64  -174.46    24.74    11.57    12.17    -1.50    -1.17     0.37     4.74    -3.15   850.07   618.02
     6.00    -6.00   -74.82  -174.18    25.80    11.57    12.22    -1.50    -1.10     0.44     4.74    -4.72   850.07   570.63
     6.00    -8.00   -83.13  -173.93    26.84    11.57    12.24    -1.50    -1.04     0.52     4.74    -6.28   850.07   523.06
     6.00   -10.00   -90.70  -173.70    27.85    11.57    12.25    -1.50    -0.97     0.59     4.74    -7.85   850.07   475.34
     6.00   -12.00   -97.62  -173.49    28.84    11.57    12.23    -1.50    -0.91     0.67     4.74    -9.42   850.07   427.52
     6.00   -14.00  -103.97  -173.29    29.82    11.57    12.19    -1.50    -0.84     0.74     4.74   -10.98   850.07   379.63
     6.00   -16.00  -109.82  -173.12    30.78    11.57    12.12    -1.50    -0.78     0.81     4.74   -12.55   850.07   331.71
     6.00   -18.00  -115.23  -172.95    31.73    11.57    12.03    -1.50    -0.72     0.89     4.74   -14.12   850.07   283.80
     6.00   -20.00  -120.25  -172.80    32.66    11.57    11.92    -1.50    -0.65     0.96     4.74   -15.68   850.07   235.91
     6.00   -22.00  -124.92  -172.65    33.59    11.57    11.79    -1.50    -0.59     1.03     4.74   -17.25   850.07   188.07
     6.00   -24.00  -129.28  -172.52    34.50    11.57    11.64    -1.50    -0.52     1.11     4.74   -18.82   850.07   140.31
     6.00   -26.00  -133.35  -172.40    35.41    11.57    11.46    -1.50    -0.46     1.18     4.74   -20.39   850.07    92.64
     6.00   -28.00  -137.17  -172.28    36.31    11.57    11.26    -1.50    -0.39     1.25     4.74   -21.96   850.07    45.10
     6.00   -30.00  -140.59  -172.18    37.16    11.57    11.06    -1.50    -0.33     1.32     4.74   -23.46   850.07     0.00
     8.00     0.00   -62.48  -175.93    20.90    11.37    12.00    -1.56    -1.30     0.30     6.33     0.00   894.97   712.01
     8.00     2.00   -50.01  -176.25    19.79    11.37    11.88    -1.56    -1.37     0.22     6.33     1.58   894.97   758.50
     8.00     4.00   -35.76  -176.63    18.62    11.37    11.74    -1.56    -1.43     0.15     6.33     3.16   894.97   804.54
     8.00     6.00   -19.28  -177.06    17.40    11.37    11.57    -1.56    -1.50     0.07     6.33     4.74   894.97   850.07
     8.00     8.00     0.00  -177.56    16.10    11.37    11.37    -1.56    -1.56     0.00     6.33     6.33   894.97   894.97
     8.00    10.00    22.88  -178.16    14.70    11.37    11.15    -1.56    -1.63    -0.08     6.33     7.93   894.97   939.12
     8.00    12.00    50.49  -178.88    13.17    11.37    10.91    -1.56    -1.70    -0.15     6.33     9.54   894.97   982.40
     8.00    14.00    84.53  -179.77    11.48    11.37    10.64    -1.56    -1.77    -0.23     6.33    11.15   894.97  1024.64
     8.00    16.00   127.57  -180.90     9.53    11.37    10.34    -1.56    -1.83    -0.30     6.33    12.78   894.97  1065.63
     8.00    18.00   183.84  -182.37     7.24    11.37    10.01    -1.56    -1.90    -0.38     6.33    14.42   894.97  1105.12
     8.00    20.00   260.69  -184.38     4.40    11.37     9.66    -1.56    -1.97    -0.46     6.33    16.07   894.97  1142.80
     8.00    22.00   372.26  -187.30     0.64    11.37     9.27    -1.56    -2.04    -0.54     6.33    17.74   894.97  1178.24
     8.00    24.00   549.59  -191.94    -4.85    11.37     8.86    -1.56    -2.12    -0.62     6.33    19.44   894.97  1210.91
     8.00    26.00   876.89  -200.51   -14.29    11.37     8.41    -1.56    -2.19    -0.70     6.33    21.18   894.97  1240.01
     8.00    28.00  1691.62  -221.83   -36.50    11.37     7.93    -1.56    -2.26    -0.78     6.33    22.95   894.97  1264.39
     8.00     0.00   -62.48  -175.93    20.90    11.37    12.00    -1.56    -1.30     0.30     6.33     0.00   894.97   712.01
     8.00    -2.00   -73.47  -175.64    21.98    11.37    12.10    -1.56    -1.23     0.37     6.33    -1.57   894.97   665.16
     8.00    -4.00   -83.24  -175.38    23.02    11.37    12.17    -1.56    -1.17     0.45     6.33    -3.15   894.97   618.02
     8.00    -6.00   -91.99  -175.15    24.03    11.37    12.22    -1.56    -1.10     0.52     6.33    -4.72   894.97   570.63
     8.00    -8.00   -99.87  -174.95    25.02    11.37    12.24    -1.56    -1.04     0.59     6.33    -6.28   894.97   523.06
     8.00   -10.00  -107.00  -174.76    25.99    11.37    12.25    -1.56    -0.97     0.67     6.33    -7.85   894.97   475.34
     8.00   -12.00  -113.50  -174.59    26.94    11.37    12.23    -1.56    -0.91     0.74     6.33    -9.42   894.97   427.52
     8.00   -14.00  -119.44  -174.44    27.88    11.37    12.19    -1.56    -0.84     0.81     6.33   -10.98   894.97   379.63
     8.00   -16.00  -124.90  -174.29    28.81    11.37    12.12    -1.56    -0.78     0.89     6.33   -12.55   894.97   331.71
     8.00   -18.00  -129.92  -174.16    29.72    11.37    12.03    -1.56    -0.72     0.96     6.33   -14.12   894.97   283.80
     8.00   -20.00  -134.57  -174.04    30.62    11.37    11.92    -1.56    -0.65     1.03     6.33   -15.68   894.97   235.91
     8.00   -22.00  -138.89  -173.93    31.52    11.37    11.79    -1.56    -0.59     1.11     6.33   -17.25   894.97   188.07
     8.00   -24.00  -142.90  -173.82    32.40    11.37    11.64    -1.56    -0.52     1.18     6.33   -18.82   894.97   140.31
     8.00   -26.00  -146.65  -173.72    33.28    11.37    11.46    -1.56    -0.46     1.25     6.33   -20.39   894.97    92.64
     8.00   -28.00  -150.15  -173.63    34.16    11.37    11.26    -1.56    -0.39     1.33     6.33   -21.96   894.97    45.10
     8.00   -30.00  -153.28  -173.55    34.98    11.37    11.06    -1.56    -0.33     1.40     6.33   -23.46   894.97     0.00
    10.00     0.00   -83.45  -176.84    19.19    11.15    12.00    -1.63    -1.30     0.37     7.93     0.00   939.12   712.01
    10.00     2.00   -71.59  -177.10    18.14    11.15    11.88    -1.63    -1.37     0.30     7.93     1.58   939.12   758.50
    10.00     4.00   -57.88  -177.40    17.05    11.15    11.74    -1.63    -1.43     0.22     7.93     3.16   939.12   804.54
    10.00     6.00   -41.86  -177.75    15.91    11.15    11.57    -1.63    -1.50     0.15     7.93     4.74   939.12   850.07
    10.00     8.00   -22.88  -178.16    14.70    11.15    11.37    -1.63    -1.56     0.08     7.93     6.33   939.12   894.97
    10.00    10.00     0.00  -178.66    13.40    11.15    11.15    -1.63    -1.63     0.00     7.93     7.93   939.12   939.12
    10.00    12.00    28.13  -179.27    11.99    11.15    10.91    -1.63    -1.70    -0.08     7.93     9.54   939.12   982.40
    10.00    14.00    63.61  -180.04    10.41    11.15    10.64    -1.63    -1.77    -0.15     7.93    11.15   939.12  1024.64
    10.00    16.00   109.81  -181.05     8.58    11.15    10.34    -1.63    -1.83    -0.23     7.93    12.78   939.12  1065.63
    10.00    18.00   172.55  -182.42     6.40    11.15    10.01    -1.63    -1.90    -0.30     7.93    14.42   939.12  1105.12
    10.00    20.00   262.85  -184.39     3.60    11.15     9.66    -1.63    -1.97    -0.38     7.93    16.07   939.12  1142.80
    10.00    22.00   404.41  -187.47    -0.32    11.15     9.27    -1.63    -2.04    -0.46     7.93    17.74   939.12  1178.24
    10.00    24.00   659.15  -193.02    -6.73    11.15     8.86    -1.63    -2.12    -0.54     7.93    19.44   939.12  1210.91
    10.00    26.00  1257.13  -206.04   -20.62    11.15     8.41    -1.63    -2.19    -0.62     7.93    21.18   939.12  1240.01
    10.00    28.00  4376.96  -274.01   -89.47    11.15     7.93    -1.63    -2.26    -0.71     7.93    22.95   939.12  1264.39
    10.00     0.00   -83.45  -176.84    19.19    11.15    12.00    -1.63    -1.30     0.37     7.93     0.00   939.12   712.01
    10.00    -2.00   -93.83  -176.62    20.20    11.15    12.10    -1.63    -1.23     0.45     7.93    -1.57   939.12   665.16
    10.00    -4.00  -102.99  -176.42    21.19    11.15    12.17    -1.63    -1.17     0.52     7.93    -3.15   939.12   618.02
    10.00    -6.00  -111.14  -176.24    22.15    11.15    12.22    -1.63    -1.10     0.59     7.93    -4.72   939.12   570.63
    10.00    -8.00  -118.44  -176.08    23.09    11.15    12.24    -1.63    -1.04     0.67     7.93    -6.28   939.12   523.06
    10.00   -10.00  -125.01  -175.94    24.02    11.15    12.25    -1.63    -0.97     0.74     7.93    -7.85   939.12   475.34
    10.00   -12.00  -130.97  -175.81    24.93    11.15    12.23    -1.63    -0.91     0.82     7.93    -9.42   939.12   427.52
    10.00   -14.00  -136.39  -175.69    25.83    11.15    12.19    -1.63    -0.84     0.89     7.93   -10.98   939.12   379.63
    10.00   -16.00  -141.35  -175.58    26.72    11.15    12.12    -1.63    -0.78     0.96     7.93   -12.55   939.12   331.71
    10.00   -18.00  -145.91  -175.48    27.60    11.15    12.03    -1.63    -0.72     1.04     7.93   -14.12   939.12   283.80
    10.00   -20.00  -150.11  -175.39    28.47    11.15    11.92    -1.63    -0.65     1.11     7.93   -15.68   939.12   235.91
    10.00   -22.00  -153.99  -175.30    29.34    11.15    11.79    -1.63    -0.59     1.18     7.93   -17.25   939.12   188.07
    10.00   -24.00  -157.59  -175.23    30.20    11.15    11.64    -1.63    -0.52     1.26     7.93   -18.82   939.12   140.31
    10.00   -26.00  -160.95  -175.15    31.06    11.15    11.46    -1.63    -0.46     1.33     7.93   -20.39   939.12    92.64
    10.00   -28.00  -164.07  -175.08    31.91    11.15    11.26    -1.63    -0.39     1.40     7.93   -21.96   939.12    45.10
    10.00   -30.00  -166.86  -175.02    32.71    11.15    11.06    -1.63    -0.33     1.47     7.93   -23.46   939.12     0.00
    12.00     0.00  -107.56  -177.89    17.34    10.91    12.00    -1.70    -1.30     0.45     9.54     0.00   982.40   712.01
    12.00     2.00   -96.62  -178.08    16.36    10.91    11.88    -1.70    -1.37     0.37     9.54     1.58   982.40   758.50
    12.00     4.00   -83.84  -178.30    15.34    10.91    11.74    -1.70    -1.43     0.30     9.54     3.16   982.40   804.54
    12.00     6.00   -68.71  -178.57    14.29    10.91    11.57    -1.70    -1.50     0.23     9.54     4.74   982.40   850.07
    12.00     8.00   -50.49  -178.88    13.17    10.91    11.37    -1.70    -1.56     0.15     9.54     6.33   982.40   894.97
    12.00    10.00   -28.13  -179.27    11.99    10.91    11.15    -1.70    -1.63     0.08     9.54     7.93   982.40   939.12
    12.00    12.00     0.00  -179.76    10.69    10.91    10.91    -1.70    -1.70     0.00     9.54     9.54   982.40   982.40
    12.00    14.00    36.52  -180.40     9.25    10.91    10.64    -1.70    -1.77    -0.08     9.54    11.15   982.40  1024.64
    12.00    16.00    85.91  -181.25     7.58    10.91    10.34    -1.70    -1.83    -0.15     9.54    12.78   982.40  1065.63
    12.00    18.00   156.56  -182.48     5.53    10.91    10.01    -1.70    -1.90    -0.23     9.54    14.42   982.40  1105.12
    12.00    20.00   266.17  -184.39     2.79    10.91     9.66    -1.70    -1.97    -0.31     9.54    16.07   982.40  1142.80
    12.00    22.00   459.91  -187.75    -1.41    10.91     9.27    -1.70    -2.04    -0.39     9.54    17.74   982.40  1178.24
    12.00    24.00   896.95  -195.35    -9.86    10.91     8.86    -1.70    -2.12    -0.47     9.54    19.44   982.40  1210.91
    12.00    26.00  2829.23  -228.93   -44.31    10.91     8.41    -1.70    -2.19    -0.55     9.54    21.18   982.40  1240.01
    12.00    28.00 -4484.48  -101.82    81.90    10.91     7.93    -1.70    -2.26    -0.63     9.54    22.95   982.40  1264.39
    12.00     0.00  -107.56  -177.89    17.34    10.91    12.00    -1.70    -1.30     0.45     9.54     0.00   982.40   712.01
    12.00    -2.00  -117.04  -177.73    18.29    10.91    12.10    -1.70    -1.23     0.52     9.54    -1.57   982.40   665.16
    12.00    -4.00  -125.34  -177.58    19.22    10.91    12.17    -1.70    -1.17     0.60     9.54    -3.15   982.40   618.02
    12.00    -6.00  -132.67  -177.46    20.13    10.91    12.22    -1.70    -1.10     0.67     9.54    -4.72   982.40   570.63
    12.00    -8.00  -139.19  -177.34    21.03    10.91    12.24    -1.70    -1.04     0.74     9.54    -6.28   982.40   523.06
    12.00   -10.00  -145.03  -177.24    21.91    10.91    12.25    -1.70    -0.97     0.82     9.54    -7.85   982.40   475.34
    12.00   -12.00  -150.29  -177.15    22.78    10.91    12.23    -1.70    -0.91     0.89     9.54    -9.42   982.40   427.52
    12.00   -14.00  -155.06  -177.07    23.65    10.91    12.19    -1.70    -0.84     0.96     9.54   -10.98   982.40   379.63
    12.00   -16.00  -159.40  -176.99    24.51    10.91    12.12    -1.70    -0.78     1.04     9.54   -12.55   982.40   331.71
    12.00   -18.00  -163.37  -176.92    25.36    10.91    12.03    -1.70    -0.72     1.11     9.54   -14.12   982.40   283.80
    12.00   -20.00  -167.02  -176.86    26.20    10.91    11.92    -1.70    -0.65     1.18     9.54   -15.68   982.40   235.91
    12.00   -22.00  -170.39  -176.80    27.04    10.91    11.79    -1.70    -0.59     1.26     9.54   -17.25   982.40   188.07
    12.00   -24.00  -173.50  -176.75    27.88    10.91    11.64    -1.70    -0.52     1.33     9.54   -18.82   982.40   140.31
    12.00   -26.00  -176.39  -176.70    28.71    10.91    11.46    -1.70    -0.46     1.41     9.54   -20.39   982.40    92.64
    12.00   -28.00  -179.07  -176.65    29.54    10.91    11.26    -1.70    -0.39     1.48     9.54   -21.96   982.40    45.10
