
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Z at Wheel Center                            FSE06 front suspension                              

   WhTra  ForceZ_L ForceZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00  1000.00    -0.09    -0.18    -0.52     1.23     8.44    17.27     1.75    -2.04    -0.13    -0.26     0.14    -0.14   839.84     0.00
    10.00     0.00 -1000.00    -0.09    -0.01    -0.52     0.04     8.44     0.76     1.75    -1.52    -0.13    -0.01     0.14    -0.13   839.84  1684.49
    12.00  1000.00     0.00    -0.19    -0.11    -1.30     0.64    17.97    10.14     2.07    -1.81    -0.27    -0.15     0.14    -0.14    11.44   872.42
    12.00 -1000.00     0.00    -0.03    -0.11    -0.13     0.64     2.45    10.14     1.57    -1.81    -0.04    -0.15     0.13    -0.14  1719.43   872.42
    12.00     0.00  1000.00    -0.11    -0.19    -0.64     1.30    10.14    17.97     1.81    -2.07    -0.15    -0.27     0.14    -0.14   872.42    11.44
    12.00     0.00 -1000.00    -0.11    -0.03    -0.64     0.13    10.14     2.45     1.81    -1.57    -0.15    -0.04     0.14    -0.13   872.42  1719.43
    14.00  1000.00     0.00    -0.21    -0.12    -1.46     0.77    19.71    11.85     2.13    -1.86    -0.30    -0.18     0.14    -0.14    39.02   904.28
    14.00 -1000.00     0.00    -0.04    -0.12    -0.23     0.77     4.13    11.85     1.62    -1.86    -0.06    -0.18     0.13    -0.14  1753.92   904.28
    14.00     0.00  1000.00    -0.12    -0.21    -0.77     1.46    11.85    19.71     1.86    -2.13    -0.18    -0.30     0.14    -0.14   904.28    39.02
    14.00     0.00 -1000.00    -0.12    -0.04    -0.77     0.23    11.85     4.13     1.86    -1.62    -0.18    -0.06     0.14    -0.13   904.28  1753.92
    16.00  1000.00     0.00    -0.23    -0.14    -1.64     0.91    21.47    13.57     2.19    -1.92    -0.32    -0.21     0.14    -0.14    65.29   935.35
    16.00 -1000.00     0.00    -0.06    -0.14    -0.34     0.91     5.82    13.57     1.67    -1.92    -0.09    -0.21     0.13    -0.14  1787.91   935.35
    16.00     0.00  1000.00    -0.14    -0.23    -0.91     1.64    13.57    21.47     1.92    -2.19    -0.21    -0.32     0.14    -0.14   935.35    65.29
    16.00     0.00 -1000.00    -0.14    -0.06    -0.91     0.34    13.57     5.82     1.92    -1.67    -0.21    -0.09     0.14    -0.13   935.35  1787.91
    18.00  1000.00     0.00    -0.24    -0.16    -1.82     1.06    23.25    15.29     2.25    -1.98    -0.35    -0.23     0.14    -0.14    90.06   965.54
    18.00 -1000.00     0.00    -0.08    -0.16    -0.45     1.06     7.52    15.29     1.73    -1.98    -0.12    -0.23     0.13    -0.14  1821.34   965.54
    18.00     0.00  1000.00    -0.16    -0.24    -1.06     1.82    15.29    23.25     1.98    -2.25    -0.23    -0.35     0.14    -0.14   965.54    90.06
    18.00     0.00 -1000.00    -0.16    -0.08    -1.06     0.45    15.29     7.52     1.98    -1.73    -0.23    -0.12     0.14    -0.13   965.54  1821.34
    20.00  1000.00     0.00    -0.26    -0.18    -2.01     1.21    25.03    17.03     2.31    -2.03    -0.38    -0.26     0.14    -0.14   113.13   994.73
    20.00 -1000.00     0.00    -0.09    -0.18    -0.57     1.21     9.22    17.03     1.78    -2.03    -0.14    -0.26     0.13    -0.14  1854.17   994.73
    20.00     0.00  1000.00    -0.18    -0.26    -1.21     2.01    17.03    25.03     2.03    -2.31    -0.26    -0.38     0.14    -0.14   994.73   113.13
    20.00     0.00 -1000.00    -0.18    -0.09    -1.21     0.57    17.03     9.22     2.03    -1.78    -0.26    -0.14     0.14    -0.13   994.73  1854.17
    22.00  1000.00     0.00    -0.28    -0.19    -2.20     1.37    26.84    18.77     2.38    -2.09    -0.40    -0.29     0.14    -0.14   134.25  1022.82
    22.00 -1000.00     0.00    -0.11    -0.19    -0.70     1.37    10.93    18.77     1.83    -2.09    -0.17    -0.29     0.13    -0.14  1886.31  1022.82
    22.00     0.00  1000.00    -0.19    -0.28    -1.37     2.20    18.77    26.84     2.09    -2.38    -0.29    -0.40     0.14    -0.14  1022.82   134.25
    22.00     0.00 -1000.00    -0.19    -0.11    -1.37     0.70    18.77    10.93     2.09    -1.83    -0.29    -0.17     0.14    -0.13  1022.82  1886.31
    24.00  1000.00     0.00    -0.30    -0.21    -2.41     1.54    28.67    20.52     2.45    -2.15    -0.43    -0.31     0.14    -0.14   153.10  1049.67
    24.00 -1000.00     0.00    -0.13    -0.21    -0.84     1.54    12.64    20.52     1.89    -2.15    -0.19    -0.31     0.13    -0.14  1917.69  1049.67
    24.00     0.00  1000.00    -0.21    -0.30    -1.54     2.41    20.52    28.67     2.15    -2.45    -0.31    -0.43     0.14    -0.14  1049.67   153.10
    24.00     0.00 -1000.00    -0.21    -0.13    -1.54     0.84    20.52    12.64     2.15    -1.89    -0.31    -0.19     0.14    -0.13  1049.67  1917.69
    26.00  1000.00     0.00    -0.32    -0.23    -2.63     1.72    30.52    22.29     2.51    -2.22    -0.46    -0.34     0.14    -0.14   169.29  1075.12
    26.00 -1000.00     0.00    -0.14    -0.23    -0.98     1.72    14.36    22.29     1.95    -2.22    -0.22    -0.34     0.13    -0.14  1948.24  1075.12
    26.00     0.00  1000.00    -0.23    -0.32    -1.72     2.63    22.29    30.52     2.22    -2.51    -0.34    -0.46     0.14    -0.14  1075.12   169.29
    26.00     0.00 -1000.00    -0.23    -0.14    -1.72     0.98    22.29    14.36     2.22    -1.95    -0.34    -0.22     0.14    -0.13  1075.12  1948.24
    28.00  1000.00     0.00    -0.34    -0.25    -2.86     1.90    32.39    24.07     2.58    -2.28    -0.48    -0.36     0.14    -0.14   182.32  1098.97
    28.00 -1000.00     0.00    -0.16    -0.25    -1.13     1.90    16.09    24.07     2.00    -2.28    -0.25    -0.36     0.13    -0.14  1977.85  1098.97
    28.00     0.00  1000.00    -0.25    -0.34    -1.90     2.86    24.07    32.39     2.28    -2.58    -0.36    -0.48     0.14    -0.14  1098.97   182.32
    28.00     0.00 -1000.00    -0.25    -0.16    -1.90     1.13    24.07    16.09     2.28    -2.00    -0.36    -0.25     0.14    -0.13  1098.97  1977.85
    30.00  1000.00     0.00    -0.36    -0.27    -3.10     2.10    34.31    25.87     2.66    -2.34    -0.51    -0.39     0.15    -0.14   191.50  1121.00
    30.00 -1000.00     0.00    -0.18    -0.27    -1.28     2.10    17.83    25.87     2.06    -2.34    -0.27    -0.39     0.13    -0.14  2006.41  1121.00
    30.00     0.00  1000.00    -0.27    -0.36    -2.10     3.10    25.87    34.31     2.34    -2.66    -0.39    -0.51     0.14    -0.15  1121.00   191.50
    30.00     0.00 -1000.00    -0.27    -0.18    -2.10     1.28    25.87    17.83     2.34    -2.06    -0.39    -0.27     0.14    -0.13  1121.00  2006.41
    32.00  1000.00     0.00    -0.39    -0.28    -3.36     2.30    36.26    27.69     2.73    -2.41    -0.54    -0.42     0.15    -0.14   195.92  1140.93
    32.00 -1000.00     0.00    -0.20    -0.28    -1.45     2.30    19.58    27.69     2.12    -2.41    -0.30    -0.42     0.13    -0.14  2033.80  1140.93
    32.00     0.00  1000.00    -0.28    -0.39    -2.30     3.36    27.69    36.26     2.41    -2.73    -0.42    -0.54     0.14    -0.15  1140.93   195.92
    32.00     0.00 -1000.00    -0.28    -0.20    -2.30     1.45    27.69    19.58     2.41    -2.12    -0.42    -0.30     0.14    -0.13  1140.93  2033.80
    34.00  1000.00     0.00    -0.41    -0.30    -3.63     2.51    38.27    29.52     2.81    -2.48    -0.57    -0.45     0.15    -0.14   194.21  1158.41
    34.00 -1000.00     0.00    -0.21    -0.30    -1.62     2.51    21.34    29.52     2.18    -2.48    -0.33    -0.45     0.13    -0.14  2059.87  1158.41
    34.00     0.00  1000.00    -0.30    -0.41    -2.51     3.63    29.52    38.27     2.48    -2.81    -0.45    -0.57     0.14    -0.15  1158.41   194.21
    34.00     0.00 -1000.00    -0.30    -0.21    -2.51     1.62    29.52    21.34     2.48    -2.18    -0.45    -0.33     0.14    -0.13  1158.41  2059.87
    36.00  1000.00     0.00    -0.44    -0.32    -3.92     2.74    40.36    31.39     2.89    -2.55    -0.60    -0.47     0.15    -0.14   184.23  1173.00
    36.00 -1000.00     0.00    -0.23    -0.32    -1.80     2.74    23.12    31.39     2.25    -2.55    -0.35    -0.47     0.13    -0.14  2084.44  1173.00
    36.00     0.00  1000.00    -0.32    -0.44    -2.74     3.92    31.39    40.36     2.55    -2.89    -0.47    -0.60     0.14    -0.15  1173.00   184.23
    36.00     0.00 -1000.00    -0.32    -0.23    -2.74     1.80    31.39    23.12     2.55    -2.25    -0.47    -0.35     0.14    -0.13  1173.00  2084.44
    38.00  1000.00     0.00    -0.47    -0.34    -4.23     2.97    42.56    33.28     2.97    -2.62    -0.63    -0.50     0.16    -0.14   162.21  1184.13
    38.00 -1000.00     0.00    -0.25    -0.34    -1.99     2.97    24.90    33.28     2.31    -2.62    -0.38    -0.50     0.13    -0.14  2107.32  1184.13
    38.00     0.00  1000.00    -0.34    -0.47    -2.97     4.23    33.28    42.56     2.62    -2.97    -0.50    -0.63     0.14    -0.16  1184.13   162.21
    38.00     0.00 -1000.00    -0.34    -0.25    -2.97     1.99    33.28    24.90     2.62    -2.31    -0.50    -0.38     0.14    -0.13  1184.13  2107.32
    -2.00  1000.00     0.00    -0.18     0.02    -1.23    -0.08    17.27    -1.68     2.04    -1.45    -0.26     0.03     0.14    -0.13     0.00   632.86
    -2.00 -1000.00     0.00     0.10     0.02     0.38    -0.08    -9.27    -1.68     1.25    -1.45     0.14     0.03     0.13    -0.13  1467.61   632.86
    -2.00     0.00  1000.00     0.02    -0.18     0.08     1.23    -1.68    17.27     1.45    -2.04     0.03    -0.26     0.13    -0.14   632.86     0.00
    -2.00     0.00 -1000.00     0.02     0.10     0.08    -0.38    -1.68    -9.27     1.45    -1.25     0.03     0.14     0.13    -0.13   632.86  1467.61
    -4.00  1000.00     0.00    -0.18     0.04    -1.23    -0.16    17.27    -3.35     2.04    -1.41    -0.26     0.05     0.14    -0.13     0.00   596.91
    -4.00 -1000.00     0.00     0.12     0.04     0.43    -0.16   -10.93    -3.35     1.20    -1.41     0.17     0.05     0.13    -0.13  1430.56   596.91
    -4.00     0.00  1000.00     0.04    -0.18     0.16     1.23    -3.35    17.27     1.41    -2.04     0.05    -0.26     0.13    -0.14   596.91     0.00
    -4.00     0.00 -1000.00     0.04     0.12     0.16    -0.43    -3.35   -10.93     1.41    -1.20     0.05     0.17     0.13    -0.13   596.91  1430.56
    -6.00  1000.00     0.00    -0.18     0.05    -1.23    -0.23    17.27    -5.02     2.04    -1.36    -0.26     0.08     0.14    -0.13     0.00   560.65
    -6.00 -1000.00     0.00     0.13     0.05     0.47    -0.23   -12.59    -5.02     1.16    -1.36     0.19     0.08     0.13    -0.13  1393.33   560.65
    -6.00     0.00  1000.00     0.05    -0.18     0.23     1.23    -5.02    17.27     1.36    -2.04     0.08    -0.26     0.13    -0.14   560.65     0.00
    -6.00     0.00 -1000.00     0.05     0.13     0.23    -0.47    -5.02   -12.59     1.36    -1.16     0.08     0.19     0.13    -0.13   560.65  1393.33
    -8.00  1000.00     0.00    -0.18     0.07    -1.23    -0.30    17.27    -6.69     2.04    -1.31    -0.26     0.10     0.14    -0.13     0.00   524.11
    -8.00 -1000.00     0.00     0.15     0.07     0.51    -0.30   -14.25    -6.69     1.12    -1.31     0.22     0.10     0.13    -0.13  1355.94   524.11
    -8.00     0.00  1000.00     0.07    -0.18     0.30     1.23    -6.69    17.27     1.31    -2.04     0.10    -0.26     0.13    -0.14   524.11     0.00
    -8.00     0.00 -1000.00     0.07     0.15     0.30    -0.51    -6.69   -14.25     1.31    -1.12     0.10     0.22     0.13    -0.13   524.11  1355.94
   -10.00  1000.00     0.00    -0.18     0.09    -1.23    -0.36    17.27    -8.35     2.04    -1.27    -0.26     0.13     0.14    -0.13     0.00   487.32
   -10.00 -1000.00     0.00     0.17     0.09     0.54    -0.36   -15.91    -8.35     1.08    -1.27     0.25     0.13     0.12    -0.13  1318.42   487.32
   -10.00     0.00  1000.00     0.09    -0.18     0.36     1.23    -8.35    17.27     1.27    -2.04     0.13    -0.26     0.13    -0.14   487.32     0.00
   -10.00     0.00 -1000.00     0.09     0.17     0.36    -0.54    -8.35   -15.91     1.27    -1.08     0.13     0.25     0.13    -0.12   487.32  1318.42
   -12.00  1000.00     0.00    -0.18     0.11    -1.23    -0.41    17.27   -10.02     2.04    -1.23    -0.26     0.15     0.14    -0.13     0.00   450.32
   -12.00 -1000.00     0.00     0.19     0.11     0.56    -0.41   -17.57   -10.02     1.04    -1.23     0.27     0.15     0.12    -0.13  1280.77   450.32
   -12.00     0.00  1000.00     0.11    -0.18     0.41     1.23   -10.02    17.27     1.23    -2.04     0.15    -0.26     0.13    -0.14   450.32     0.00
   -12.00     0.00 -1000.00     0.11     0.19     0.41    -0.56   -10.02   -17.57     1.23    -1.04     0.15     0.27     0.13    -0.12   450.32  1280.77
   -14.00  1000.00     0.00    -0.18     0.13    -1.23    -0.45    17.27   -11.68     2.04    -1.18    -0.26     0.18     0.14    -0.13     0.00   413.12
   -14.00 -1000.00     0.00     0.21     0.13     0.58    -0.45   -19.23   -11.68     1.00    -1.18     0.30     0.18     0.12    -0.13  1243.03   413.12
   -14.00     0.00  1000.00     0.13    -0.18     0.45     1.23   -11.68    17.27     1.18    -2.04     0.18    -0.26     0.13    -0.14   413.12     0.00
   -14.00     0.00 -1000.00     0.13     0.21     0.45    -0.58   -11.68   -19.23     1.18    -1.00     0.18     0.30     0.13    -0.12   413.12  1243.03
   -16.00  1000.00     0.00    -0.18     0.15    -1.23    -0.49    17.27   -13.34     2.04    -1.14    -0.26     0.20     0.14    -0.12     0.00   375.75
   -16.00 -1000.00     0.00     0.23     0.15     0.59    -0.49   -20.89   -13.34     0.97    -1.14     0.32     0.20     0.12    -0.12  1205.20   375.75
   -16.00     0.00  1000.00     0.15    -0.18     0.49     1.23   -13.34    17.27     1.14    -2.04     0.20    -0.26     0.12    -0.14   375.75     0.00
   -16.00     0.00 -1000.00     0.15     0.23     0.49    -0.59   -13.34   -20.89     1.14    -0.97     0.20     0.32     0.12    -0.12   375.75  1205.20
   -18.00  1000.00     0.00    -0.18     0.16    -1.23    -0.52    17.27   -15.00     2.04    -1.10    -0.26     0.23     0.14    -0.12     0.00   338.24
   -18.00 -1000.00     0.00     0.25     0.16     0.59    -0.52   -22.54   -15.00     0.93    -1.10     0.35     0.23     0.12    -0.12  1167.32   338.24
   -18.00     0.00  1000.00     0.16    -0.18     0.52     1.23   -15.00    17.27     1.10    -2.04     0.23    -0.26     0.12    -0.14   338.24     0.00
   -18.00     0.00 -1000.00     0.16     0.25     0.52    -0.59   -15.00   -22.54     1.10    -0.93     0.23     0.35     0.12    -0.12   338.24  1167.32
   -20.00  1000.00     0.00    -0.18     0.18    -1.23    -0.55    17.27   -16.66     2.04    -1.06    -0.26     0.26     0.14    -0.12     0.00   300.60
   -20.00 -1000.00     0.00     0.27     0.18     0.59    -0.55   -24.20   -16.66     0.89    -1.06     0.38     0.26     0.11    -0.12  1129.38   300.60
   -20.00     0.00  1000.00     0.18    -0.18     0.55     1.23   -16.66    17.27     1.06    -2.04     0.26    -0.26     0.12    -0.14   300.60     0.00
   -20.00     0.00 -1000.00     0.18     0.27     0.55    -0.59   -16.66   -24.20     1.06    -0.89     0.26     0.38     0.12    -0.11   300.60  1129.38
   -22.00  1000.00     0.00    -0.18     0.20    -1.23    -0.57    17.27   -18.32     2.04    -1.02    -0.26     0.28     0.14    -0.12     0.00   262.85
   -22.00 -1000.00     0.00     0.28     0.20     0.58    -0.57   -25.86   -18.32     0.86    -1.02     0.40     0.28     0.11    -0.12  1091.41   262.85
   -22.00     0.00  1000.00     0.20    -0.18     0.57     1.23   -18.32    17.27     1.02    -2.04     0.28    -0.26     0.12    -0.14   262.85     0.00
   -22.00     0.00 -1000.00     0.20     0.28     0.57    -0.58   -18.32   -25.86     1.02    -0.86     0.28     0.40     0.12    -0.11   262.85  1091.41
   -24.00  1000.00     0.00    -0.18     0.22    -1.23    -0.59    17.27   -19.98     2.04    -0.99    -0.26     0.31     0.14    -0.12     0.00   225.02
   -24.00 -1000.00     0.00     0.30     0.22     0.57    -0.59   -27.51   -19.98     0.82    -0.99     0.43     0.31     0.11    -0.12  1053.42   225.02
   -24.00     0.00  1000.00     0.22    -0.18     0.59     1.23   -19.98    17.27     0.99    -2.04     0.31    -0.26     0.12    -0.14   225.02     0.00
   -24.00     0.00 -1000.00     0.22     0.30     0.59    -0.57   -19.98   -27.51     0.99    -0.82     0.31     0.43     0.12    -0.11   225.02  1053.42
   -26.00  1000.00     0.00    -0.18     0.24    -1.23    -0.59    17.27   -21.63     2.04    -0.95    -0.26     0.33     0.14    -0.12     0.00   187.12
   -26.00 -1000.00     0.00     0.32     0.24     0.55    -0.59   -29.17   -21.63     0.79    -0.95     0.45     0.33     0.11    -0.12  1015.43   187.12
   -26.00     0.00  1000.00     0.24    -0.18     0.59     1.23   -21.63    17.27     0.95    -2.04     0.33    -0.26     0.12    -0.14   187.12     0.00
   -26.00     0.00 -1000.00     0.24     0.32     0.59    -0.55   -21.63   -29.17     0.95    -0.79     0.33     0.45     0.12    -0.11   187.12  1015.43
   -28.00  1000.00     0.00    -0.18     0.26    -1.23    -0.59    17.27   -23.29     2.04    -0.91    -0.26     0.36     0.14    -0.11     0.00   149.16
   -28.00 -1000.00     0.00     0.34     0.26     0.52    -0.59   -30.82   -23.29     0.76    -0.91     0.48     0.36     0.10    -0.11   977.45   149.16
   -28.00     0.00  1000.00     0.26    -0.18     0.59     1.23   -23.29    17.27     0.91    -2.04     0.36    -0.26     0.11    -0.14   149.16     0.00
   -28.00     0.00 -1000.00     0.26     0.34     0.59    -0.52   -23.29   -30.82     0.91    -0.76     0.36     0.48     0.11    -0.10   149.16   977.45
   -30.00  1000.00     0.00    -0.18     0.28    -1.23    -0.59    17.27   -24.94     2.04    -0.88    -0.26     0.38     0.14    -0.11     0.00   111.16
   -30.00 -1000.00     0.00     0.36     0.28     0.49    -0.59   -32.48   -24.94     0.73    -0.88     0.50     0.38     0.10    -0.11   939.48   111.16
   -30.00     0.00  1000.00     0.28    -0.18     0.59     1.23   -24.94    17.27     0.88    -2.04     0.38    -0.26     0.11    -0.14   111.16     0.00
   -30.00     0.00 -1000.00     0.28     0.36     0.59    -0.49   -24.94   -32.48     0.88    -0.73     0.38     0.50     0.11    -0.10   111.16   939.48
   -32.00  1000.00     0.00    -0.18     0.30    -1.23    -0.58    17.27   -26.60     2.04    -0.84    -0.26     0.41     0.14    -0.11     0.00    73.15
   -32.00 -1000.00     0.00     0.38     0.30     0.45    -0.58   -34.14   -26.60     0.70    -0.84     0.53     0.41     0.10    -0.11   901.55    73.15
   -32.00     0.00  1000.00     0.30    -0.18     0.58     1.23   -26.60    17.27     0.84    -2.04     0.41    -0.26     0.11    -0.14    73.15     0.00
   -32.00     0.00 -1000.00     0.30     0.38     0.58    -0.45   -26.60   -34.14     0.84    -0.70     0.41     0.53     0.11    -0.10    73.15   901.55
   -34.00  1000.00     0.00    -0.18     0.32    -1.23    -0.56    17.27   -28.25     2.04    -0.81    -0.26     0.43     0.14    -0.11     0.00    35.12
   -34.00 -1000.00     0.00     0.41     0.32     0.40    -0.56   -35.79   -28.25     0.67    -0.81     0.56     0.43     0.10    -0.11   863.67    35.12
   -34.00     0.00  1000.00     0.32    -0.18     0.56     1.23   -28.25    17.27     0.81    -2.04     0.43    -0.26     0.11    -0.14    35.12     0.00
   -34.00     0.00 -1000.00     0.32     0.41     0.56    -0.40   -28.25   -35.79     0.81    -0.67     0.43     0.56     0.11    -0.10    35.12   863.67
   -36.00  1000.00     0.00    -0.18     0.34    -1.23    -0.54    17.27   -29.78     2.04    -0.78    -0.26     0.46     0.14    -0.10     0.00     0.00
   -36.00 -1000.00     0.00     0.43     0.34     0.35    -0.54   -37.45   -29.78     0.64    -0.78     0.58     0.46     0.09    -0.10   825.83     0.00
   -36.00     0.00  1000.00     0.34    -0.18     0.54     1.23   -29.78    17.27     0.78    -2.04     0.46    -0.26     0.10    -0.14     0.00     0.00
   -36.00     0.00 -1000.00     0.34     0.43     0.54    -0.35   -29.78   -37.45     0.78    -0.64     0.46     0.58     0.10    -0.09     0.00   825.83
