
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           FSE06 front suspension                              

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    10.00   100.00     0.00     0.10    -0.09    -0.54     0.52     8.86     8.44     1.82    -1.75    -0.12    -0.13    -0.08    -0.14   793.11   839.84
    10.00  -100.00     0.00    -0.27    -0.09    -0.50     0.52     8.02     8.44     1.69    -1.75    -0.14    -0.13     0.35    -0.14   886.21   839.84
    10.00     0.00   100.00    -0.09    -0.27    -0.52     0.50     8.44     8.02     1.75    -1.69    -0.13    -0.14     0.14    -0.35   839.84   886.21
    10.00     0.00  -100.00    -0.09     0.10    -0.52     0.54     8.44     8.86     1.75    -1.82    -0.13    -0.12     0.14     0.08   839.84   793.11
    12.00   100.00     0.00     0.08    -0.11    -0.67     0.64    10.58    10.14     1.88    -1.81    -0.15    -0.15    -0.08    -0.14   824.77   872.42
    12.00  -100.00     0.00    -0.29    -0.11    -0.62     0.64     9.71    10.14     1.74    -1.81    -0.16    -0.15     0.35    -0.14   919.70   872.42
    12.00     0.00   100.00    -0.11    -0.29    -0.64     0.62    10.14     9.71     1.81    -1.74    -0.15    -0.16     0.14    -0.35   872.42   919.70
    12.00     0.00  -100.00    -0.11     0.08    -0.64     0.67    10.14    10.58     1.81    -1.88    -0.15    -0.15     0.14     0.08   872.42   824.77
    14.00   100.00     0.00     0.06    -0.12    -0.80     0.77    12.29    11.85     1.93    -1.86    -0.17    -0.18    -0.08    -0.14   855.68   904.28
    14.00  -100.00     0.00    -0.31    -0.12    -0.75     0.77    11.42    11.85     1.79    -1.86    -0.19    -0.18     0.36    -0.14   952.50   904.28
    14.00     0.00   100.00    -0.12    -0.31    -0.77     0.75    11.85    11.42     1.86    -1.79    -0.18    -0.19     0.14    -0.36   904.28   952.50
    14.00     0.00  -100.00    -0.12     0.06    -0.77     0.80    11.85    12.29     1.86    -1.93    -0.18    -0.17     0.14     0.08   904.28   855.68
    16.00   100.00     0.00     0.05    -0.14    -0.94     0.91    14.02    13.57     1.99    -1.92    -0.20    -0.21    -0.08    -0.14   885.78   935.35
    16.00  -100.00     0.00    -0.33    -0.14    -0.89     0.91    13.12    13.57     1.85    -1.92    -0.21    -0.21     0.36    -0.14   984.52   935.35
    16.00     0.00   100.00    -0.14    -0.33    -0.91     0.89    13.57    13.12     1.92    -1.85    -0.21    -0.21     0.14    -0.36   935.35   984.52
    16.00     0.00  -100.00    -0.14     0.05    -0.91     0.94    13.57    14.02     1.92    -1.99    -0.21    -0.20     0.14     0.08   935.35   885.78
    18.00   100.00     0.00     0.03    -0.16    -1.09     1.06    15.75    15.29     2.05    -1.98    -0.22    -0.23    -0.08    -0.14   914.97   965.54
    18.00  -100.00     0.00    -0.34    -0.16    -1.03     1.06    14.84    15.29     1.91    -1.98    -0.24    -0.23     0.36    -0.14  1015.69   965.54
    18.00     0.00   100.00    -0.16    -0.34    -1.06     1.03    15.29    14.84     1.98    -1.91    -0.23    -0.24     0.14    -0.36   965.54  1015.69
    18.00     0.00  -100.00    -0.16     0.03    -1.06     1.09    15.29    15.75     1.98    -2.05    -0.23    -0.22     0.14     0.08   965.54   914.97
    20.00   100.00     0.00     0.01    -0.18    -1.24     1.21    17.50    17.03     2.11    -2.03    -0.25    -0.26    -0.08    -0.14   943.14   994.73
    20.00  -100.00     0.00    -0.36    -0.18    -1.18     1.21    16.56    17.03     1.96    -2.03    -0.27    -0.26     0.36    -0.14  1045.90   994.73
    20.00     0.00   100.00    -0.18    -0.36    -1.21     1.18    17.03    16.56     2.03    -1.96    -0.26    -0.27     0.14    -0.36   994.73  1045.90
    20.00     0.00  -100.00    -0.18     0.01    -1.21     1.24    17.03    17.50     2.03    -2.11    -0.26    -0.25     0.14     0.08   994.73   943.14
    22.00   100.00     0.00    -0.01    -0.19    -1.41     1.37    19.25    18.77     2.17    -2.09    -0.28    -0.29    -0.09    -0.14   970.17  1022.82
    22.00  -100.00     0.00    -0.38    -0.19    -1.34     1.37    18.30    18.77     2.02    -2.09    -0.29    -0.29     0.36    -0.14  1075.04  1022.82
    22.00     0.00   100.00    -0.19    -0.38    -1.37     1.34    18.77    18.30     2.09    -2.02    -0.29    -0.29     0.14    -0.36  1022.82  1075.04
    22.00     0.00  -100.00    -0.19    -0.01    -1.37     1.41    18.77    19.25     2.09    -2.17    -0.29    -0.28     0.14     0.09  1022.82   970.17
    24.00   100.00     0.00    -0.02    -0.21    -1.58     1.54    21.01    20.52     2.23    -2.15    -0.30    -0.31    -0.09    -0.14   995.91  1049.67
    24.00  -100.00     0.00    -0.40    -0.21    -1.51     1.54    20.04    20.52     2.08    -2.15    -0.32    -0.31     0.36    -0.14  1102.97  1049.67
    24.00     0.00   100.00    -0.21    -0.40    -1.54     1.51    20.52    20.04     2.15    -2.08    -0.31    -0.32     0.14    -0.36  1049.67  1102.97
    24.00     0.00  -100.00    -0.21    -0.02    -1.54     1.58    20.52    21.01     2.15    -2.23    -0.31    -0.30     0.14     0.09  1049.67   995.91
    26.00   100.00     0.00    -0.04    -0.23    -1.76     1.72    22.79    22.29     2.29    -2.22    -0.33    -0.34    -0.09    -0.14  1020.20  1075.12
    26.00  -100.00     0.00    -0.42    -0.23    -1.68     1.72    21.80    22.29     2.14    -2.22    -0.35    -0.34     0.36    -0.14  1129.55  1075.12
    26.00     0.00   100.00    -0.23    -0.42    -1.72     1.68    22.29    21.80     2.22    -2.14    -0.34    -0.35     0.14    -0.36  1075.12  1129.55
    26.00     0.00  -100.00    -0.23    -0.04    -1.72     1.76    22.29    22.79     2.22    -2.29    -0.34    -0.33     0.14     0.09  1075.12  1020.20
    28.00   100.00     0.00    -0.06    -0.25    -1.95     1.90    24.58    24.07     2.35    -2.28    -0.36    -0.36    -0.09    -0.14  1042.84  1098.97
    28.00  -100.00     0.00    -0.43    -0.25    -1.86     1.90    23.57    24.07     2.21    -2.28    -0.37    -0.36     0.36    -0.14  1154.58  1098.97
    28.00     0.00   100.00    -0.25    -0.43    -1.90     1.86    24.07    23.57     2.28    -2.21    -0.36    -0.37     0.14    -0.36  1098.97  1154.58
    28.00     0.00  -100.00    -0.25    -0.06    -1.90     1.95    24.07    24.58     2.28    -2.35    -0.36    -0.36     0.14     0.09  1098.97  1042.84
    30.00   100.00     0.00    -0.08    -0.27    -2.14     2.10    26.39    25.87     2.42    -2.34    -0.38    -0.39    -0.09    -0.14  1063.59  1121.00
    30.00  -100.00     0.00    -0.45    -0.27    -2.05     2.10    25.36    25.87     2.27    -2.34    -0.40    -0.39     0.36    -0.14  1177.86  1121.00
    30.00     0.00   100.00    -0.27    -0.45    -2.10     2.05    25.87    25.36     2.34    -2.27    -0.39    -0.40     0.14    -0.36  1121.00  1177.86
    30.00     0.00  -100.00    -0.27    -0.08    -2.10     2.14    25.87    26.39     2.34    -2.42    -0.39    -0.38     0.14     0.09  1121.00  1063.59
    32.00   100.00     0.00    -0.09    -0.28    -2.35     2.30    28.22    27.69     2.49    -2.41    -0.41    -0.42    -0.09    -0.14  1082.16  1140.93
    32.00  -100.00     0.00    -0.47    -0.28    -2.25     2.30    27.16    27.69     2.33    -2.41    -0.43    -0.42     0.36    -0.14  1199.12  1140.93
    32.00     0.00   100.00    -0.28    -0.47    -2.30     2.25    27.69    27.16     2.41    -2.33    -0.42    -0.43     0.14    -0.36  1140.93  1199.12
    32.00     0.00  -100.00    -0.28    -0.09    -2.30     2.35    27.69    28.22     2.41    -2.49    -0.42    -0.41     0.14     0.09  1140.93  1082.16
    34.00   100.00     0.00    -0.11    -0.30    -2.57     2.51    30.07    29.52     2.56    -2.48    -0.44    -0.45    -0.09    -0.14  1098.17  1158.41
    34.00  -100.00     0.00    -0.49    -0.30    -2.46     2.51    28.99    29.52     2.40    -2.48    -0.46    -0.45     0.36    -0.14  1218.04  1158.41
    34.00     0.00   100.00    -0.30    -0.49    -2.51     2.46    29.52    28.99     2.48    -2.40    -0.45    -0.46     0.14    -0.36  1158.41  1218.04
    34.00     0.00  -100.00    -0.30    -0.11    -2.51     2.57    29.52    30.07     2.48    -2.56    -0.45    -0.44     0.14     0.09  1158.41  1098.17
    36.00   100.00     0.00    -0.13    -0.32    -2.79     2.74    31.95    31.39     2.63    -2.55    -0.47    -0.47    -0.09    -0.14  1111.16  1173.00
    36.00  -100.00     0.00    -0.51    -0.32    -2.68     2.74    30.84    31.39     2.47    -2.55    -0.48    -0.47     0.37    -0.14  1234.18  1173.00
    36.00     0.00   100.00    -0.32    -0.51    -2.74     2.68    31.39    30.84     2.55    -2.47    -0.47    -0.48     0.14    -0.37  1173.00  1234.18
    36.00     0.00  -100.00    -0.32    -0.13    -2.74     2.79    31.39    31.95     2.55    -2.63    -0.47    -0.47     0.14     0.09  1173.00  1111.16
    38.00   100.00     0.00    -0.15    -0.34    -3.03     2.97    33.86    33.28     2.70    -2.62    -0.49    -0.50    -0.09    -0.14  1120.52  1184.13
    38.00  -100.00     0.00    -0.53    -0.34    -2.91     2.97    32.72    33.28     2.54    -2.62    -0.51    -0.50     0.37    -0.14  1247.03  1184.13
    38.00     0.00   100.00    -0.34    -0.53    -2.97     2.91    33.28    32.72     2.62    -2.54    -0.50    -0.51     0.14    -0.37  1184.13  1247.03
    38.00     0.00  -100.00    -0.34    -0.15    -2.97     3.03    33.28    33.86     2.62    -2.70    -0.50    -0.49     0.14     0.09  1184.13  1120.52
    -2.00   100.00     0.00     0.20     0.02     0.07    -0.08    -1.30    -1.68     1.52    -1.45     0.03     0.03    -0.08    -0.13   591.35   632.86
    -2.00  -100.00     0.00    -0.16     0.02     0.09    -0.08    -2.05    -1.68     1.39    -1.45     0.02     0.03     0.35    -0.13   674.08   632.86
    -2.00     0.00   100.00     0.02    -0.16     0.08    -0.09    -1.68    -2.05     1.45    -1.39     0.03     0.02     0.13    -0.35   632.86   674.08
    -2.00     0.00  -100.00     0.02     0.20     0.08    -0.07    -1.68    -1.30     1.45    -1.52     0.03     0.03     0.13     0.08   632.86   591.35
    -4.00   100.00     0.00     0.22     0.04     0.15    -0.16    -2.98    -3.35     1.47    -1.41     0.06     0.05    -0.08    -0.13   556.23   596.91
    -4.00  -100.00     0.00    -0.15     0.04     0.17    -0.16    -3.72    -3.35     1.34    -1.41     0.05     0.05     0.34    -0.13   637.30   596.91
    -4.00     0.00   100.00     0.04    -0.15     0.16    -0.17    -3.35    -3.72     1.41    -1.34     0.05     0.05     0.13    -0.34   596.91   637.30
    -4.00     0.00  -100.00     0.04     0.22     0.16    -0.15    -3.35    -2.98     1.41    -1.47     0.05     0.06     0.13     0.08   596.91   556.23
    -6.00   100.00     0.00     0.23     0.05     0.23    -0.23    -4.66    -5.02     1.42    -1.36     0.08     0.08    -0.08    -0.13   520.78   560.65
    -6.00  -100.00     0.00    -0.13     0.05     0.24    -0.23    -5.38    -5.02     1.30    -1.36     0.07     0.08     0.34    -0.13   600.23   560.65
    -6.00     0.00   100.00     0.05    -0.13     0.23    -0.24    -5.02    -5.38     1.36    -1.30     0.08     0.07     0.13    -0.34   560.65   600.23
    -6.00     0.00  -100.00     0.05     0.23     0.23    -0.23    -5.02    -4.66     1.36    -1.42     0.08     0.08     0.13     0.08   560.65   520.78
    -8.00   100.00     0.00     0.25     0.07     0.29    -0.30    -6.33    -6.69     1.38    -1.31     0.11     0.10    -0.08    -0.13   485.06   524.11
    -8.00  -100.00     0.00    -0.11     0.07     0.30    -0.30    -7.04    -6.69     1.25    -1.31     0.10     0.10     0.34    -0.13   562.89   524.11
    -8.00     0.00   100.00     0.07    -0.11     0.30    -0.30    -6.69    -7.04     1.31    -1.25     0.10     0.10     0.13    -0.34   524.11   562.89
    -8.00     0.00  -100.00     0.07     0.25     0.30    -0.29    -6.69    -6.33     1.31    -1.38     0.10     0.11     0.13     0.08   524.11   485.06
   -10.00   100.00     0.00     0.27     0.09     0.35    -0.36    -8.01    -8.35     1.33    -1.27     0.13     0.13    -0.08    -0.13   449.08   487.32
   -10.00  -100.00     0.00    -0.09     0.09     0.36    -0.36    -8.70    -8.35     1.21    -1.27     0.12     0.13     0.34    -0.13   525.30   487.32
   -10.00     0.00   100.00     0.09    -0.09     0.36    -0.36    -8.35    -8.70     1.27    -1.21     0.13     0.12     0.13    -0.34   487.32   525.30
   -10.00     0.00  -100.00     0.09     0.27     0.36    -0.35    -8.35    -8.01     1.27    -1.33     0.13     0.13     0.13     0.08   487.32   449.08
   -12.00   100.00     0.00     0.29     0.11     0.41    -0.41    -9.68   -10.02     1.29    -1.23     0.16     0.15    -0.08    -0.13   412.87   450.32
   -12.00  -100.00     0.00    -0.07     0.11     0.41    -0.41   -10.36   -10.02     1.16    -1.23     0.15     0.15     0.34    -0.13   487.51   450.32
   -12.00     0.00   100.00     0.11    -0.07     0.41    -0.41   -10.02   -10.36     1.23    -1.16     0.15     0.15     0.13    -0.34   450.32   487.51
   -12.00     0.00  -100.00     0.11     0.29     0.41    -0.41   -10.02    -9.68     1.23    -1.29     0.15     0.16     0.13     0.08   450.32   412.87
   -14.00   100.00     0.00     0.31     0.13     0.45    -0.45   -11.35   -11.68     1.25    -1.18     0.18     0.18    -0.08    -0.13   376.47   413.12
   -14.00  -100.00     0.00    -0.05     0.13     0.45    -0.45   -12.01   -11.68     1.12    -1.18     0.17     0.18     0.33    -0.13   449.52   413.12
   -14.00     0.00   100.00     0.13    -0.05     0.45    -0.45   -11.68   -12.01     1.18    -1.12     0.18     0.17     0.13    -0.33   413.12   449.52
   -14.00     0.00  -100.00     0.13     0.31     0.45    -0.45   -11.68   -11.35     1.18    -1.25     0.18     0.18     0.13     0.08   413.12   376.47
   -16.00   100.00     0.00     0.32     0.15     0.49    -0.49   -13.02   -13.34     1.20    -1.14     0.21     0.20    -0.08    -0.12   339.89   375.75
   -16.00  -100.00     0.00    -0.03     0.15     0.49    -0.49   -13.67   -13.34     1.08    -1.14     0.20     0.20     0.33    -0.12   411.38   375.75
   -16.00     0.00   100.00     0.15    -0.03     0.49    -0.49   -13.34   -13.67     1.14    -1.08     0.20     0.20     0.12    -0.33   375.75   411.38
   -16.00     0.00  -100.00     0.15     0.32     0.49    -0.49   -13.34   -13.02     1.14    -1.20     0.20     0.21     0.12     0.08   375.75   339.89
   -18.00   100.00     0.00     0.34     0.16     0.53    -0.52   -14.68   -15.00     1.16    -1.10     0.24     0.23    -0.08    -0.12   303.16   338.24
   -18.00  -100.00     0.00    -0.01     0.16     0.52    -0.52   -15.32   -15.00     1.04    -1.10     0.22     0.23     0.33    -0.12   373.08   338.24
   -18.00     0.00   100.00     0.16    -0.01     0.52    -0.52   -15.00   -15.32     1.10    -1.04     0.23     0.22     0.12    -0.33   338.24   373.08
   -18.00     0.00  -100.00     0.16     0.34     0.52    -0.53   -15.00   -14.68     1.10    -1.16     0.23     0.24     0.12     0.08   338.24   303.16
   -20.00   100.00     0.00     0.36     0.18     0.55    -0.55   -16.35   -16.66     1.12    -1.06     0.26     0.26    -0.09    -0.12   266.30   300.60
   -20.00  -100.00     0.00     0.01     0.18     0.55    -0.55   -16.97   -16.66     1.00    -1.06     0.25     0.26     0.33    -0.12   334.67   300.60
   -20.00     0.00   100.00     0.18     0.01     0.55    -0.55   -16.66   -16.97     1.06    -1.00     0.26     0.25     0.12    -0.33   300.60   334.67
   -20.00     0.00  -100.00     0.18     0.36     0.55    -0.55   -16.66   -16.35     1.06    -1.12     0.26     0.26     0.12     0.09   300.60   266.30
   -22.00   100.00     0.00     0.38     0.20     0.58    -0.57   -18.01   -18.32     1.08    -1.02     0.29     0.28    -0.09    -0.12   229.33   262.85
   -22.00  -100.00     0.00     0.02     0.20     0.57    -0.57   -18.62   -18.32     0.96    -1.02     0.28     0.28     0.32    -0.12   296.16   262.85
   -22.00     0.00   100.00     0.20     0.02     0.57    -0.57   -18.32   -18.62     1.02    -0.96     0.28     0.28     0.12    -0.32   262.85   296.16
   -22.00     0.00  -100.00     0.20     0.38     0.57    -0.58   -18.32   -18.01     1.02    -1.08     0.28     0.29     0.12     0.09   262.85   229.33
   -24.00   100.00     0.00     0.40     0.22     0.59    -0.59   -19.68   -19.98     1.05    -0.99     0.31     0.31    -0.09    -0.12   192.27   225.02
   -24.00  -100.00     0.00     0.04     0.22     0.58    -0.59   -20.27   -19.98     0.93    -0.99     0.30     0.31     0.32    -0.12   257.56   225.02
   -24.00     0.00   100.00     0.22     0.04     0.59    -0.58   -19.98   -20.27     0.99    -0.93     0.31     0.30     0.12    -0.32   225.02   257.56
   -24.00     0.00  -100.00     0.22     0.40     0.59    -0.59   -19.98   -19.68     0.99    -1.05     0.31     0.31     0.12     0.09   225.02   192.27
   -26.00   100.00     0.00     0.42     0.24     0.60    -0.59   -21.34   -21.63     1.01    -0.95     0.34     0.33    -0.09    -0.12   155.14   187.12
   -26.00  -100.00     0.00     0.06     0.24     0.59    -0.59   -21.92   -21.63     0.89    -0.95     0.33     0.33     0.32    -0.12   218.89   187.12
   -26.00     0.00   100.00     0.24     0.06     0.59    -0.59   -21.63   -21.92     0.95    -0.89     0.33     0.33     0.12    -0.32   187.12   218.89
   -26.00     0.00  -100.00     0.24     0.42     0.59    -0.60   -21.63   -21.34     0.95    -1.01     0.33     0.34     0.12     0.09   187.12   155.14
   -28.00   100.00     0.00     0.44     0.26     0.60    -0.59   -23.00   -23.29     0.97    -0.91     0.36     0.36    -0.09    -0.11   117.95   149.16
   -28.00  -100.00     0.00     0.08     0.26     0.59    -0.59   -23.57   -23.29     0.86    -0.91     0.35     0.36     0.32    -0.11   180.17   149.16
   -28.00     0.00   100.00     0.26     0.08     0.59    -0.59   -23.29   -23.57     0.91    -0.86     0.36     0.35     0.11    -0.32   149.16   180.17
   -28.00     0.00  -100.00     0.26     0.44     0.59    -0.60   -23.29   -23.00     0.91    -0.97     0.36     0.36     0.11     0.09   149.16   117.95
   -30.00   100.00     0.00     0.45     0.28     0.60    -0.59   -24.67   -24.94     0.94    -0.88     0.39     0.38    -0.09    -0.11    80.72   111.16
   -30.00  -100.00     0.00     0.10     0.28     0.58    -0.59   -25.22   -24.94     0.82    -0.88     0.38     0.38     0.31    -0.11   141.42   111.16
   -30.00     0.00   100.00     0.28     0.10     0.59    -0.58   -24.94   -25.22     0.88    -0.82     0.38     0.38     0.11    -0.31   111.16   141.42
   -30.00     0.00  -100.00     0.28     0.45     0.59    -0.60   -24.94   -24.67     0.88    -0.94     0.38     0.39     0.11     0.09   111.16    80.72
   -32.00   100.00     0.00     0.47     0.30     0.59    -0.58   -26.33   -26.60     0.90    -0.84     0.41     0.41    -0.09    -0.11    43.47    73.15
   -32.00  -100.00     0.00     0.12     0.30     0.57    -0.58   -26.87   -26.60     0.79    -0.84     0.40     0.41     0.31    -0.11   102.64    73.15
   -32.00     0.00   100.00     0.30     0.12     0.58    -0.57   -26.60   -26.87     0.84    -0.79     0.41     0.40     0.11    -0.31    73.15   102.64
   -32.00     0.00  -100.00     0.30     0.47     0.58    -0.59   -26.60   -26.33     0.84    -0.90     0.41     0.41     0.11     0.09    73.15    43.47
   -34.00   100.00     0.00     0.49     0.32     0.57    -0.56   -27.99   -28.25     0.87    -0.81     0.44     0.43    -0.10    -0.11     6.20    35.12
   -34.00  -100.00     0.00     0.15     0.32     0.55    -0.56   -28.52   -28.25     0.75    -0.81     0.43     0.43     0.31    -0.11    63.85    35.12
   -34.00     0.00   100.00     0.32     0.15     0.56    -0.55   -28.25   -28.52     0.81    -0.75     0.43     0.43     0.11    -0.31    35.12    63.85
   -34.00     0.00  -100.00     0.32     0.49     0.56    -0.57   -28.25   -27.99     0.81    -0.87     0.43     0.44     0.11     0.10    35.12     6.20
   -36.00   100.00     0.00     0.50     0.34     0.57    -0.54   -28.27   -29.78     0.86    -0.78     0.44     0.46    -0.10    -0.10     0.00     0.00
   -36.00  -100.00     0.00     0.17     0.34     0.53    -0.54   -30.17   -29.78     0.72    -0.78     0.46     0.46     0.30    -0.10    25.07     0.00
   -36.00     0.00   100.00     0.34     0.17     0.54    -0.53   -29.78   -30.17     0.78    -0.72     0.46     0.46     0.10    -0.30     0.00    25.07
   -36.00     0.00  -100.00     0.34     0.50     0.54    -0.57   -29.78   -28.27     0.78    -0.86     0.46     0.44     0.10     0.10     0.00     0.00
