
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force X at Wheel Center                            FSE06 front suspension                              

   WhTra  ForceX_L ForceX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00    -0.09    -1.30    -0.52     0.56     8.44     8.52     1.75    -1.65    -0.13    -0.06     0.14    -1.06   839.84   831.00
    12.00  1000.00     0.00     1.10    -0.11    -0.61     0.64    10.06    10.14     1.91    -1.81    -0.22    -0.15    -0.79    -0.14   881.04   872.42
    12.00 -1000.00     0.00    -1.32    -0.11    -0.68     0.64    10.23    10.14     1.70    -1.81    -0.09    -0.15     1.06    -0.14   863.58   872.42
    12.00     0.00  1000.00    -0.11     1.10    -0.64     0.61    10.14    10.06     1.81    -1.91    -0.15    -0.22     0.14     0.79   872.42   881.04
    12.00     0.00 -1000.00    -0.11    -1.32    -0.64     0.68    10.14    10.23     1.81    -1.70    -0.15    -0.09     0.14    -1.06   872.42   863.58
    14.00  1000.00     0.00     1.09    -0.12    -0.74     0.77    11.77    11.85     1.97    -1.86    -0.24    -0.18    -0.79    -0.14   912.91   904.28
    14.00 -1000.00     0.00    -1.34    -0.12    -0.82     0.77    11.94    11.85     1.76    -1.86    -0.12    -0.18     1.07    -0.14   895.43   904.28
    14.00     0.00  1000.00    -0.12     1.09    -0.77     0.74    11.85    11.77     1.86    -1.97    -0.18    -0.24     0.14     0.79   904.28   912.91
    14.00     0.00 -1000.00    -0.12    -1.34    -0.77     0.82    11.85    11.94     1.86    -1.76    -0.18    -0.12     0.14    -1.07   904.28   895.43
    16.00  1000.00     0.00     1.07    -0.14    -0.88     0.91    13.49    13.57     2.03    -1.92    -0.27    -0.21    -0.79    -0.14   943.99   935.35
    16.00 -1000.00     0.00    -1.36    -0.14    -0.96     0.91    13.65    13.57     1.81    -1.92    -0.14    -0.21     1.07    -0.14   926.48   935.35
    16.00     0.00  1000.00    -0.14     1.07    -0.91     0.88    13.57    13.49     1.92    -2.03    -0.21    -0.27     0.14     0.79   935.35   943.99
    16.00     0.00 -1000.00    -0.14    -1.36    -0.91     0.96    13.57    13.65     1.92    -1.81    -0.21    -0.14     0.14    -1.07   935.35   926.48
    18.00  1000.00     0.00     1.05    -0.16    -1.03     1.06    15.21    15.29     2.08    -1.98    -0.29    -0.23    -0.79    -0.14   974.20   965.54
    18.00 -1000.00     0.00    -1.37    -0.16    -1.10     1.06    15.38    15.29     1.87    -1.98    -0.17    -0.23     1.07    -0.14   956.64   965.54
    18.00     0.00  1000.00    -0.16     1.05    -1.06     1.03    15.29    15.21     1.98    -2.08    -0.23    -0.29     0.14     0.79   965.54   974.20
    18.00     0.00 -1000.00    -0.16    -1.37    -1.06     1.10    15.29    15.38     1.98    -1.87    -0.23    -0.17     0.14    -1.07   965.54   956.64
    20.00  1000.00     0.00     1.04    -0.18    -1.18     1.21    16.95    17.03     2.14    -2.03    -0.32    -0.26    -0.79    -0.14  1003.44   994.73
    20.00 -1000.00     0.00    -1.39    -0.18    -1.26     1.21    17.11    17.03     1.93    -2.03    -0.20    -0.26     1.07    -0.14   985.79   994.73
    20.00     0.00  1000.00    -0.18     1.04    -1.21     1.18    17.03    16.95     2.03    -2.14    -0.26    -0.32     0.14     0.79   994.73  1003.44
    20.00     0.00 -1000.00    -0.18    -1.39    -1.21     1.26    17.03    17.11     2.03    -1.93    -0.26    -0.20     0.14    -1.07   994.73   985.79
    22.00  1000.00     0.00     1.02    -0.19    -1.34     1.37    18.69    18.77     2.20    -2.09    -0.35    -0.29    -0.79    -0.14  1031.59  1022.82
    22.00 -1000.00     0.00    -1.41    -0.19    -1.42     1.37    18.86    18.77     1.99    -2.09    -0.22    -0.29     1.07    -0.14  1013.82  1022.82
    22.00     0.00  1000.00    -0.19     1.02    -1.37     1.34    18.77    18.69     2.09    -2.20    -0.29    -0.35     0.14     0.79  1022.82  1031.59
    22.00     0.00 -1000.00    -0.19    -1.41    -1.37     1.42    18.77    18.86     2.09    -1.99    -0.29    -0.22     0.14    -1.07  1022.82  1013.82
    24.00  1000.00     0.00     1.00    -0.21    -1.51     1.54    20.44    20.52     2.26    -2.15    -0.37    -0.31    -0.79    -0.14  1058.51  1049.67
    24.00 -1000.00     0.00    -1.43    -0.21    -1.59     1.54    20.61    20.52     2.05    -2.15    -0.25    -0.31     1.07    -0.14  1040.59  1049.67
    24.00     0.00  1000.00    -0.21     1.00    -1.54     1.51    20.52    20.44     2.15    -2.26    -0.31    -0.37     0.14     0.79  1049.67  1058.51
    24.00     0.00 -1000.00    -0.21    -1.43    -1.54     1.59    20.52    20.61     2.15    -2.05    -0.31    -0.25     0.14    -1.07  1049.67  1040.59
    26.00  1000.00     0.00     0.98    -0.23    -1.68     1.72    22.21    22.29     2.33    -2.22    -0.40    -0.34    -0.79    -0.14  1084.05  1075.12
    26.00 -1000.00     0.00    -1.45    -0.23    -1.76     1.72    22.38    22.29     2.11    -2.22    -0.28    -0.34     1.07    -0.14  1065.93  1075.12
    26.00     0.00  1000.00    -0.23     0.98    -1.72     1.68    22.29    22.21     2.22    -2.33    -0.34    -0.40     0.14     0.79  1075.12  1084.05
    26.00     0.00 -1000.00    -0.23    -1.45    -1.72     1.76    22.29    22.38     2.22    -2.11    -0.34    -0.28     0.14    -1.07  1075.12  1065.93
    28.00  1000.00     0.00     0.97    -0.25    -1.87     1.90    23.99    24.07     2.39    -2.28    -0.42    -0.36    -0.79    -0.14  1108.03  1098.97
    28.00 -1000.00     0.00    -1.47    -0.25    -1.95     1.90    24.16    24.07     2.17    -2.28    -0.30    -0.36     1.07    -0.14  1089.65  1098.97
    28.00     0.00  1000.00    -0.25     0.97    -1.90     1.87    24.07    23.99     2.28    -2.39    -0.36    -0.42     0.14     0.79  1098.97  1108.03
    28.00     0.00 -1000.00    -0.25    -1.47    -1.90     1.95    24.07    24.16     2.28    -2.17    -0.36    -0.30     0.14    -1.07  1098.97  1089.65
    30.00  1000.00     0.00     0.95    -0.27    -2.06     2.10    25.78    25.87     2.45    -2.34    -0.45    -0.39    -0.79    -0.14  1130.22  1121.00
    30.00 -1000.00     0.00    -1.49    -0.27    -2.14     2.10    25.96    25.87     2.24    -2.34    -0.33    -0.39     1.07    -0.14  1111.52  1121.00
    30.00     0.00  1000.00    -0.27     0.95    -2.10     2.06    25.87    25.78     2.34    -2.45    -0.39    -0.45     0.14     0.79  1121.00  1130.22
    30.00     0.00 -1000.00    -0.27    -1.49    -2.10     2.14    25.87    25.96     2.34    -2.24    -0.39    -0.33     0.14    -1.07  1121.00  1111.52
    32.00  1000.00     0.00     0.93    -0.28    -2.26     2.30    27.60    27.69     2.52    -2.41    -0.48    -0.42    -0.79    -0.14  1150.34  1140.93
    32.00 -1000.00     0.00    -1.50    -0.28    -2.35     2.30    27.78    27.69     2.30    -2.41    -0.36    -0.42     1.07    -0.14  1131.24  1140.93
    32.00     0.00  1000.00    -0.28     0.93    -2.30     2.26    27.69    27.60     2.41    -2.52    -0.42    -0.48     0.14     0.79  1140.93  1150.34
    32.00     0.00 -1000.00    -0.28    -1.50    -2.30     2.35    27.69    27.78     2.41    -2.30    -0.42    -0.36     0.14    -1.07  1140.93  1131.24
    34.00  1000.00     0.00     0.91    -0.30    -2.47     2.51    29.43    29.52     2.59    -2.48    -0.50    -0.45    -0.79    -0.14  1168.07  1158.41
    34.00 -1000.00     0.00    -1.52    -0.30    -2.56     2.51    29.62    29.52     2.37    -2.48    -0.39    -0.45     1.07    -0.14  1148.47  1158.41
    34.00     0.00  1000.00    -0.30     0.91    -2.51     2.47    29.52    29.43     2.48    -2.59    -0.45    -0.50     0.14     0.79  1158.41  1168.07
    34.00     0.00 -1000.00    -0.30    -1.52    -2.51     2.56    29.52    29.62     2.48    -2.37    -0.45    -0.39     0.14    -1.07  1158.41  1148.47
    36.00  1000.00     0.00     0.89    -0.32    -2.70     2.74    31.29    31.39     2.66    -2.55    -0.53    -0.47    -0.79    -0.14  1182.97  1173.00
    36.00 -1000.00     0.00    -1.55    -0.32    -2.79     2.74    31.49    31.39     2.44    -2.55    -0.42    -0.47     1.07    -0.14  1162.74  1173.00
    36.00     0.00  1000.00    -0.32     0.89    -2.74     2.70    31.39    31.29     2.55    -2.66    -0.47    -0.53     0.14     0.79  1173.00  1182.97
    36.00     0.00 -1000.00    -0.32    -1.55    -2.74     2.79    31.39    31.49     2.55    -2.44    -0.47    -0.42     0.14    -1.07  1173.00  1162.74
    38.00  1000.00     0.00     0.87    -0.34    -2.93     2.97    33.18    33.28     2.73    -2.62    -0.56    -0.50    -0.79    -0.14  1194.49  1184.13
    38.00 -1000.00     0.00    -1.57    -0.34    -3.02     2.97    33.39    33.28     2.51    -2.62    -0.45    -0.50     1.07    -0.14  1173.46  1184.13
    38.00     0.00  1000.00    -0.34     0.87    -2.97     2.93    33.28    33.18     2.62    -2.73    -0.50    -0.56     0.14     0.79  1184.13  1194.49
    38.00     0.00 -1000.00    -0.34    -1.57    -2.97     3.02    33.28    33.39     2.62    -2.51    -0.50    -0.45     0.14    -1.07  1184.13  1173.46
    -2.00  1000.00     0.00     1.22     0.02     0.11    -0.08    -1.76    -1.68     1.56    -1.45    -0.04     0.03    -0.79    -0.13   641.67   632.86
    -2.00 -1000.00     0.00    -1.20     0.02     0.05    -0.08    -1.60    -1.68     1.35    -1.45     0.09     0.03     1.06    -0.13   623.86   632.86
    -2.00     0.00  1000.00     0.02     1.22     0.08    -0.11    -1.68    -1.76     1.45    -1.56     0.03    -0.04     0.13     0.79   632.86   641.67
    -2.00     0.00 -1000.00     0.02    -1.20     0.08    -0.05    -1.68    -1.60     1.45    -1.35     0.03     0.09     0.13    -1.06   632.86   623.86
    -4.00  1000.00     0.00     1.24     0.04     0.19    -0.16    -3.43    -3.35     1.51    -1.41    -0.01     0.05    -0.79    -0.13   605.77   596.91
    -4.00 -1000.00     0.00    -1.18     0.04     0.12    -0.16    -3.27    -3.35     1.30    -1.41     0.12     0.05     1.06    -0.13   587.86   596.91
    -4.00     0.00  1000.00     0.04     1.24     0.16    -0.19    -3.35    -3.43     1.41    -1.51     0.05    -0.01     0.13     0.79   596.91   605.77
    -4.00     0.00 -1000.00     0.04    -1.18     0.16    -0.12    -3.35    -3.27     1.41    -1.30     0.05     0.12     0.13    -1.06   596.91   587.86
    -6.00  1000.00     0.00     1.26     0.05     0.26    -0.23    -5.10    -5.02     1.46    -1.36     0.01     0.08    -0.79    -0.13   569.56   560.65
    -6.00 -1000.00     0.00    -1.16     0.05     0.20    -0.23    -4.94    -5.02     1.26    -1.36     0.14     0.08     1.06    -0.13   551.55   560.65
    -6.00     0.00  1000.00     0.05     1.26     0.23    -0.26    -5.02    -5.10     1.36    -1.46     0.08     0.01     0.13     0.79   560.65   569.56
    -6.00     0.00 -1000.00     0.05    -1.16     0.23    -0.20    -5.02    -4.94     1.36    -1.26     0.08     0.14     0.13    -1.06   560.65   551.55
    -8.00  1000.00     0.00     1.28     0.07     0.32    -0.30    -6.77    -6.69     1.42    -1.31     0.04     0.10    -0.79    -0.13   533.08   524.11
    -8.00 -1000.00     0.00    -1.14     0.07     0.26    -0.30    -6.61    -6.69     1.21    -1.31     0.17     0.10     1.06    -0.13   514.96   524.11
    -8.00     0.00  1000.00     0.07     1.28     0.30    -0.32    -6.69    -6.77     1.31    -1.42     0.10     0.04     0.13     0.79   524.11   533.08
    -8.00     0.00 -1000.00     0.07    -1.14     0.30    -0.26    -6.69    -6.61     1.31    -1.21     0.10     0.17     0.13    -1.06   524.11   514.96
   -10.00  1000.00     0.00     1.30     0.09     0.38    -0.36    -8.44    -8.35     1.37    -1.27     0.06     0.13    -0.79    -0.13   496.35   487.32
   -10.00 -1000.00     0.00    -1.12     0.09     0.32    -0.36    -8.27    -8.35     1.17    -1.27     0.20     0.13     1.06    -0.13   478.11   487.32
   -10.00     0.00  1000.00     0.09     1.30     0.36    -0.38    -8.35    -8.44     1.27    -1.37     0.13     0.06     0.13     0.79   487.32   496.35
   -10.00     0.00 -1000.00     0.09    -1.12     0.36    -0.32    -8.35    -8.27     1.27    -1.17     0.13     0.20     0.13    -1.06   487.32   478.11
   -12.00  1000.00     0.00     1.31     0.11     0.43    -0.41   -10.10   -10.02     1.33    -1.23     0.09     0.15    -0.79    -0.13   459.41   450.32
   -12.00 -1000.00     0.00    -1.10     0.11     0.37    -0.41    -9.94   -10.02     1.13    -1.23     0.22     0.15     1.05    -0.13   441.05   450.32
   -12.00     0.00  1000.00     0.11     1.31     0.41    -0.43   -10.02   -10.10     1.23    -1.33     0.15     0.09     0.13     0.79   450.32   459.41
   -12.00     0.00 -1000.00     0.11    -1.10     0.41    -0.37   -10.02    -9.94     1.23    -1.13     0.15     0.22     0.13    -1.05   450.32   441.05
   -14.00  1000.00     0.00     1.33     0.13     0.47    -0.45   -11.76   -11.68     1.29    -1.18     0.11     0.18    -0.79    -0.13   422.28   413.12
   -14.00 -1000.00     0.00    -1.08     0.13     0.42    -0.45   -11.60   -11.68     1.08    -1.18     0.25     0.18     1.05    -0.13   403.79   413.12
   -14.00     0.00  1000.00     0.13     1.33     0.45    -0.47   -11.68   -11.76     1.18    -1.29     0.18     0.11     0.13     0.79   413.12   422.28
   -14.00     0.00 -1000.00     0.13    -1.08     0.45    -0.42   -11.68   -11.60     1.18    -1.08     0.18     0.25     0.13    -1.05   413.12   403.79
   -16.00  1000.00     0.00     1.35     0.15     0.51    -0.49   -13.42   -13.34     1.25    -1.14     0.14     0.20    -0.79    -0.12   384.98   375.75
   -16.00 -1000.00     0.00    -1.07     0.15     0.46    -0.49   -13.26   -13.34     1.04    -1.14     0.27     0.20     1.05    -0.12   366.36   375.75
   -16.00     0.00  1000.00     0.15     1.35     0.49    -0.51   -13.34   -13.42     1.14    -1.25     0.20     0.14     0.12     0.79   375.75   384.98
   -16.00     0.00 -1000.00     0.15    -1.07     0.49    -0.46   -13.34   -13.26     1.14    -1.04     0.20     0.27     0.12    -1.05   375.75   366.36
   -18.00  1000.00     0.00     1.37     0.16     0.54    -0.52   -15.08   -15.00     1.21    -1.10     0.16     0.23    -0.80    -0.12   347.54   338.24
   -18.00 -1000.00     0.00    -1.05     0.16     0.49    -0.52   -14.92   -15.00     1.00    -1.10     0.30     0.23     1.05    -0.12   328.77   338.24
   -18.00     0.00  1000.00     0.16     1.37     0.52    -0.54   -15.00   -15.08     1.10    -1.21     0.23     0.16     0.12     0.80   338.24   347.54
   -18.00     0.00 -1000.00     0.16    -1.05     0.52    -0.49   -15.00   -14.92     1.10    -1.00     0.23     0.30     0.12    -1.05   338.24   328.77
   -20.00  1000.00     0.00     1.39     0.18     0.57    -0.55   -16.74   -16.66     1.17    -1.06     0.19     0.26    -0.80    -0.12   309.98   300.60
   -20.00 -1000.00     0.00    -1.03     0.18     0.52    -0.55   -16.58   -16.66     0.96    -1.06     0.32     0.26     1.05    -0.12   291.06   300.60
   -20.00     0.00  1000.00     0.18     1.39     0.55    -0.57   -16.66   -16.74     1.06    -1.17     0.26     0.19     0.12     0.80   300.60   309.98
   -20.00     0.00 -1000.00     0.18    -1.03     0.55    -0.52   -16.66   -16.58     1.06    -0.96     0.26     0.32     0.12    -1.05   300.60   291.06
   -22.00  1000.00     0.00     1.41     0.20     0.59    -0.57   -18.40   -18.32     1.13    -1.02     0.21     0.28    -0.80    -0.12   272.31   262.85
   -22.00 -1000.00     0.00    -1.01     0.20     0.54    -0.57   -18.23   -18.32     0.92    -1.02     0.35     0.28     1.05    -0.12   253.24   262.85
   -22.00     0.00  1000.00     0.20     1.41     0.57    -0.59   -18.32   -18.40     1.02    -1.13     0.28     0.21     0.12     0.80   262.85   272.31
   -22.00     0.00 -1000.00     0.20    -1.01     0.57    -0.54   -18.32   -18.23     1.02    -0.92     0.28     0.35     0.12    -1.05   262.85   253.24
   -24.00  1000.00     0.00     1.42     0.22     0.60    -0.59   -20.06   -19.98     1.09    -0.99     0.24     0.31    -0.80    -0.12   234.56   225.02
   -24.00 -1000.00     0.00    -0.99     0.22     0.56    -0.59   -19.89   -19.98     0.89    -0.99     0.38     0.31     1.04    -0.12   215.34   225.02
   -24.00     0.00  1000.00     0.22     1.42     0.59    -0.60   -19.98   -20.06     0.99    -1.09     0.31     0.24     0.12     0.80   225.02   234.56
   -24.00     0.00 -1000.00     0.22    -0.99     0.59    -0.56   -19.98   -19.89     0.99    -0.89     0.31     0.38     0.12    -1.04   225.02   215.34
   -26.00  1000.00     0.00     1.44     0.24     0.61    -0.59   -21.72   -21.63     1.05    -0.95     0.26     0.33    -0.80    -0.12   196.74   187.12
   -26.00 -1000.00     0.00    -0.97     0.24     0.56    -0.59   -21.55   -21.63     0.85    -0.95     0.40     0.33     1.04    -0.12   177.36   187.12
   -26.00     0.00  1000.00     0.24     1.44     0.59    -0.61   -21.63   -21.72     0.95    -1.05     0.33     0.26     0.12     0.80   187.12   196.74
   -26.00     0.00 -1000.00     0.24    -0.97     0.59    -0.56   -21.63   -21.55     0.95    -0.85     0.33     0.40     0.12    -1.04   187.12   177.36
   -28.00  1000.00     0.00     1.46     0.26     0.61    -0.59   -23.37   -23.29     1.02    -0.91     0.29     0.36    -0.81    -0.11   158.86   149.16
   -28.00 -1000.00     0.00    -0.95     0.26     0.57    -0.59   -23.20   -23.29     0.81    -0.91     0.43     0.36     1.04    -0.11   139.32   149.16
   -28.00     0.00  1000.00     0.26     1.46     0.59    -0.61   -23.29   -23.37     0.91    -1.02     0.36     0.29     0.11     0.81   149.16   158.86
   -28.00     0.00 -1000.00     0.26    -0.95     0.59    -0.57   -23.29   -23.20     0.91    -0.81     0.36     0.43     0.11    -1.04   149.16   139.32
   -30.00  1000.00     0.00     1.48     0.28     0.61    -0.59   -25.03   -24.94     0.98    -0.88     0.32     0.38    -0.81    -0.11   120.95   111.16
   -30.00 -1000.00     0.00    -0.93     0.28     0.56    -0.59   -24.86   -24.94     0.78    -0.88     0.45     0.38     1.04    -0.11   101.25   111.16
   -30.00     0.00  1000.00     0.28     1.48     0.59    -0.61   -24.94   -25.03     0.88    -0.98     0.38     0.32     0.11     0.81   111.16   120.95
   -30.00     0.00 -1000.00     0.28    -0.93     0.59    -0.56   -24.94   -24.86     0.88    -0.78     0.38     0.45     0.11    -1.04   111.16   101.25
   -32.00  1000.00     0.00     1.50     0.30     0.59    -0.58   -26.69   -26.60     0.95    -0.84     0.34     0.41    -0.81    -0.11    83.02    73.15
   -32.00 -1000.00     0.00    -0.91     0.30     0.55    -0.58   -26.51   -26.60     0.75    -0.84     0.48     0.41     1.03    -0.11    63.15    73.15
   -32.00     0.00  1000.00     0.30     1.50     0.58    -0.59   -26.60   -26.69     0.84    -0.95     0.41     0.34     0.11     0.81    73.15    83.02
   -32.00     0.00 -1000.00     0.30    -0.91     0.58    -0.55   -26.60   -26.51     0.84    -0.75     0.41     0.48     0.11    -1.03    73.15    63.15
   -34.00  1000.00     0.00     1.52     0.32     0.58    -0.56   -28.34   -28.25     0.91    -0.81     0.37     0.43    -0.81    -0.11    45.08    35.12
   -34.00 -1000.00     0.00    -0.89     0.32     0.53    -0.56   -28.17   -28.25     0.71    -0.81     0.50     0.43     1.03    -0.11    25.03    35.12
   -34.00     0.00  1000.00     0.32     1.52     0.56    -0.58   -28.25   -28.34     0.81    -0.91     0.43     0.37     0.11     0.81    35.12    45.08
   -34.00     0.00 -1000.00     0.32    -0.89     0.56    -0.53   -28.25   -28.17     0.81    -0.71     0.43     0.50     0.11    -1.03    35.12    25.03
   -36.00  1000.00     0.00     1.54     0.34     0.55    -0.54   -30.00   -29.78     0.88    -0.78     0.39     0.46    -0.82    -0.10     7.15     0.00
   -36.00 -1000.00     0.00    -0.87     0.34     0.52    -0.54   -29.25   -29.78     0.69    -0.78     0.52     0.46     1.03    -0.10     0.00     0.00
   -36.00     0.00  1000.00     0.34     1.54     0.54    -0.55   -29.78   -30.00     0.78    -0.88     0.46     0.39     0.10     0.82     0.00     7.15
   -36.00     0.00 -1000.00     0.34    -0.87     0.54    -0.52   -29.78   -29.25     0.78    -0.69     0.46     0.52     0.10    -1.03     0.00     0.00
