
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           FSE06 rear suspension                               

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    -4.00   100.00     0.00     0.22     0.17     0.27    -0.29    -2.72    -3.15     1.20    -1.17     0.11    -0.11    -0.30     0.20   571.54   618.02
    -4.00  -100.00     0.00     0.12     0.17     0.32    -0.29    -3.57    -3.15     1.14    -1.17    -0.33    -0.11    -0.10     0.20   664.62   618.02
    -4.00     0.00   100.00     0.17     0.22     0.29    -0.27    -3.15    -2.72     1.17    -1.20    -0.11     0.11    -0.20     0.30   618.02   571.54
    -4.00     0.00  -100.00     0.17     0.12     0.29    -0.32    -3.15    -3.57     1.17    -1.14    -0.11    -0.33    -0.20     0.10   618.02   664.62
    -6.00   100.00     0.00     0.30     0.25     0.40    -0.43    -4.29    -4.72     1.13    -1.10     0.06    -0.16    -0.30     0.20   524.22   570.63
    -6.00  -100.00     0.00     0.20     0.25     0.45    -0.43    -5.14    -4.72     1.07    -1.10    -0.38    -0.16    -0.11     0.20   617.18   570.63
    -6.00     0.00   100.00     0.25     0.30     0.43    -0.40    -4.72    -4.29     1.10    -1.13    -0.16     0.06    -0.20     0.30   570.63   524.22
    -6.00     0.00  -100.00     0.25     0.20     0.43    -0.45    -4.72    -5.14     1.10    -1.07    -0.16    -0.38    -0.20     0.11   570.63   617.18
    -8.00   100.00     0.00     0.38     0.34     0.53    -0.56    -5.86    -6.28     1.07    -1.04     0.01    -0.21    -0.30     0.20   476.69   523.06
    -8.00  -100.00     0.00     0.29     0.34     0.58    -0.56    -6.71    -6.28     1.01    -1.04    -0.44    -0.21    -0.11     0.20   569.55   523.06
    -8.00     0.00   100.00     0.34     0.38     0.56    -0.53    -6.28    -5.86     1.04    -1.07    -0.21     0.01    -0.20     0.30   523.06   476.69
    -8.00     0.00  -100.00     0.34     0.29     0.56    -0.58    -6.28    -6.71     1.04    -1.01    -0.21    -0.44    -0.20     0.11   523.06   569.55
   -10.00   100.00     0.00     0.47     0.42     0.66    -0.68    -7.43    -7.85     1.00    -0.97    -0.05    -0.27    -0.30     0.20   429.02   475.34
   -10.00  -100.00     0.00     0.37     0.42     0.70    -0.68    -8.28    -7.85     0.94    -0.97    -0.49    -0.27    -0.11     0.20   521.79   475.34
   -10.00     0.00   100.00     0.42     0.47     0.68    -0.66    -7.85    -7.43     0.97    -1.00    -0.27    -0.05    -0.20     0.30   475.34   429.02
   -10.00     0.00  -100.00     0.42     0.37     0.68    -0.70    -7.85    -8.28     0.97    -0.94    -0.27    -0.49    -0.20     0.11   475.34   521.79
   -12.00   100.00     0.00     0.55     0.50     0.77    -0.79    -9.00    -9.42     0.94    -0.91    -0.10    -0.32    -0.30     0.20   381.23   427.52
   -12.00  -100.00     0.00     0.45     0.50     0.81    -0.79    -9.84    -9.42     0.88    -0.91    -0.54    -0.32    -0.11     0.20   473.94   427.52
   -12.00     0.00   100.00     0.50     0.55     0.79    -0.77    -9.42    -9.00     0.91    -0.94    -0.32    -0.10    -0.20     0.30   427.52   381.23
   -12.00     0.00  -100.00     0.50     0.45     0.79    -0.81    -9.42    -9.84     0.91    -0.88    -0.32    -0.54    -0.20     0.11   427.52   473.94
   -14.00   100.00     0.00     0.63     0.58     0.88    -0.90   -10.56   -10.98     0.87    -0.84    -0.15    -0.37    -0.30     0.20   333.36   379.63
   -14.00  -100.00     0.00     0.54     0.58     0.92    -0.90   -11.41   -10.98     0.81    -0.84    -0.60    -0.37    -0.11     0.20   426.03   379.63
   -14.00     0.00   100.00     0.58     0.63     0.90    -0.88   -10.98   -10.56     0.84    -0.87    -0.37    -0.15    -0.20     0.30   379.63   333.36
   -14.00     0.00  -100.00     0.58     0.54     0.90    -0.92   -10.98   -11.41     0.84    -0.81    -0.37    -0.60    -0.20     0.11   379.63   426.03
   -16.00   100.00     0.00     0.71     0.67     0.98    -1.00   -12.13   -12.55     0.81    -0.78    -0.21    -0.43    -0.30     0.20   285.46   331.71
   -16.00  -100.00     0.00     0.62     0.67     1.01    -1.00   -12.98   -12.55     0.75    -0.78    -0.65    -0.43    -0.10     0.20   378.10   331.71
   -16.00     0.00   100.00     0.67     0.71     1.00    -0.98   -12.55   -12.13     0.78    -0.81    -0.43    -0.21    -0.20     0.30   331.71   285.46
   -16.00     0.00  -100.00     0.67     0.62     1.00    -1.01   -12.55   -12.98     0.78    -0.75    -0.43    -0.65    -0.20     0.10   331.71   378.10
   -18.00   100.00     0.00     0.80     0.75     1.08    -1.09   -13.69   -14.12     0.74    -0.72    -0.26    -0.48    -0.30     0.20   237.55   283.80
   -18.00  -100.00     0.00     0.70     0.75     1.11    -1.09   -14.54   -14.12     0.68    -0.72    -0.70    -0.48    -0.10     0.20   330.18   283.80
   -18.00     0.00   100.00     0.75     0.80     1.09    -1.08   -14.12   -13.69     0.72    -0.74    -0.48    -0.26    -0.20     0.30   283.80   237.55
   -18.00     0.00  -100.00     0.75     0.70     1.09    -1.11   -14.12   -14.54     0.72    -0.68    -0.48    -0.70    -0.20     0.10   283.80   330.18
   -20.00   100.00     0.00     0.88     0.83     1.17    -1.18   -15.26   -15.68     0.68    -0.65    -0.31    -0.53    -0.30     0.20   189.66   235.91
   -20.00  -100.00     0.00     0.78     0.83     1.19    -1.18   -16.11   -15.68     0.62    -0.65    -0.76    -0.53    -0.10     0.20   282.29   235.91
   -20.00     0.00   100.00     0.83     0.88     1.18    -1.17   -15.68   -15.26     0.65    -0.68    -0.53    -0.31    -0.20     0.30   235.91   189.66
   -20.00     0.00  -100.00     0.83     0.78     1.18    -1.19   -15.68   -16.11     0.65    -0.62    -0.53    -0.76    -0.20     0.10   235.91   282.29
   -22.00   100.00     0.00     0.96     0.91     1.25    -1.26   -16.83   -17.25     0.62    -0.59    -0.37    -0.59    -0.29     0.20   141.81   188.07
   -22.00  -100.00     0.00     0.86     0.91     1.27    -1.26   -17.68   -17.25     0.56    -0.59    -0.81    -0.59    -0.10     0.20   234.46   188.07
   -22.00     0.00   100.00     0.91     0.96     1.26    -1.25   -17.25   -16.83     0.59    -0.62    -0.59    -0.37    -0.20     0.29   188.07   141.81
   -22.00     0.00  -100.00     0.91     0.86     1.26    -1.27   -17.25   -17.68     0.59    -0.56    -0.59    -0.81    -0.20     0.10   188.07   234.46
   -24.00   100.00     0.00     1.04     0.99     1.32    -1.33   -18.40   -18.82     0.55    -0.52    -0.42    -0.64    -0.29     0.19    94.04   140.31
   -24.00  -100.00     0.00     0.94     0.99     1.34    -1.33   -19.25   -18.82     0.49    -0.52    -0.86    -0.64    -0.10     0.19   186.71   140.31
   -24.00     0.00   100.00     0.99     1.04     1.33    -1.32   -18.82   -18.40     0.52    -0.55    -0.64    -0.42    -0.19     0.29   140.31    94.04
   -24.00     0.00  -100.00     0.99     0.94     1.33    -1.34   -18.82   -19.25     0.52    -0.49    -0.64    -0.86    -0.19     0.10   140.31   186.71
   -26.00   100.00     0.00     1.12     1.07     1.39    -1.39   -19.96   -20.39     0.49    -0.46    -0.47    -0.69    -0.29     0.19    46.36    92.64
   -26.00  -100.00     0.00     1.03     1.07     1.40    -1.39   -20.82   -20.39     0.43    -0.46    -0.91    -0.69    -0.09     0.19   139.07    92.64
   -26.00     0.00   100.00     1.07     1.12     1.39    -1.39   -20.39   -19.96     0.46    -0.49    -0.69    -0.47    -0.19     0.29    92.64    46.36
   -26.00     0.00  -100.00     1.07     1.03     1.39    -1.40   -20.39   -20.82     0.46    -0.43    -0.69    -0.91    -0.19     0.09    92.64   139.07
   -28.00   100.00     0.00     1.20     1.15     1.45    -1.45   -21.50   -21.96     0.42    -0.39    -0.52    -0.75    -0.28     0.19     0.00    45.10
   -28.00  -100.00     0.00     1.11     1.15     1.45    -1.45   -22.39   -21.96     0.36    -0.39    -0.97    -0.75    -0.09     0.19    91.54    45.10
   -28.00     0.00   100.00     1.15     1.20     1.45    -1.45   -21.96   -21.50     0.39    -0.42    -0.75    -0.52    -0.19     0.28    45.10     0.00
   -28.00     0.00  -100.00     1.15     1.11     1.45    -1.45   -21.96   -22.39     0.39    -0.36    -0.75    -0.97    -0.19     0.09    45.10    91.54
   -30.00   100.00     0.00     1.20     1.23     1.45    -1.50   -21.50   -23.46     0.42    -0.33    -0.52    -0.80    -0.28     0.18     0.00     0.00
   -30.00  -100.00     0.00     1.19     1.23     1.50    -1.50   -23.97   -23.46     0.30    -0.33    -1.02    -0.80    -0.09     0.18    44.16     0.00
   -30.00     0.00   100.00     1.23     1.20     1.50    -1.45   -23.46   -21.50     0.33    -0.42    -0.80    -0.52    -0.18     0.28     0.00     0.00
   -30.00     0.00  -100.00     1.23     1.19     1.50    -1.50   -23.46   -23.97     0.33    -0.30    -0.80    -1.02    -0.18     0.09     0.00    44.16
