
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           FSE06 rear suspension                               

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
     8.00     0.00   100.00    -0.34     0.31    -0.68     0.67     6.33     6.29     1.56    -1.69     0.22     0.31    -0.19     1.17   894.97   899.80
     8.00     0.00  -100.00    -0.34    -1.00    -0.68     0.70     6.33     6.37     1.56    -1.43     0.22     0.12    -0.19    -0.80   894.97   891.16
    10.00   100.00     0.00    -1.08    -0.43    -0.89     0.87     7.97     7.93     1.50    -1.63     0.18     0.27     0.80     0.19   934.86   939.12
    10.00  -100.00     0.00     0.22    -0.43    -0.86     0.87     7.88     7.93     1.76    -1.63     0.36     0.27    -1.17     0.19   944.38   939.12
    10.00     0.00   100.00    -0.43     0.22    -0.87     0.86     7.93     7.88     1.63    -1.76     0.27     0.36    -0.19     1.17   939.12   944.38
    10.00     0.00  -100.00    -0.43    -1.08    -0.87     0.89     7.93     7.97     1.63    -1.50     0.27     0.18    -0.19    -0.80   939.12   934.86
    12.00   100.00     0.00    -1.17    -0.52    -1.09     1.06     9.58     9.54     1.57    -1.70     0.23     0.33     0.80     0.18   977.67   982.40
    12.00  -100.00     0.00     0.13    -0.52    -1.05     1.06     9.48     9.54     1.82    -1.70     0.42     0.33    -1.16     0.18   988.09   982.40
    12.00     0.00   100.00    -0.52     0.13    -1.06     1.05     9.54     9.48     1.70    -1.82     0.33     0.42    -0.18     1.16   982.40   988.09
    12.00     0.00  -100.00    -0.52    -1.17    -1.06     1.09     9.54     9.58     1.70    -1.57     0.33     0.23    -0.18    -0.80   982.40   977.67
    14.00   100.00     0.00    -1.26    -0.61    -1.30     1.27    11.20    11.15     1.64    -1.77     0.29     0.38     0.81     0.18  1019.42  1024.64
    14.00  -100.00     0.00     0.04    -0.61    -1.26     1.27    11.09    11.15     1.89    -1.77     0.47     0.38    -1.16     0.18  1030.77  1024.64
    14.00     0.00   100.00    -0.61     0.04    -1.27     1.26    11.15    11.09     1.77    -1.89     0.38     0.47    -0.18     1.16  1024.64  1030.77
    14.00     0.00  -100.00    -0.61    -1.26    -1.27     1.30    11.15    11.20     1.77    -1.64     0.38     0.29    -0.18    -0.81  1024.64  1019.42
    16.00   100.00     0.00    -1.35    -0.70    -1.51     1.49    12.83    12.78     1.71    -1.83     0.34     0.44     0.81     0.17  1059.92  1065.63
    16.00  -100.00     0.00    -0.05    -0.70    -1.47     1.49    12.71    12.78     1.96    -1.83     0.53     0.44    -1.15     0.17  1072.21  1065.63
    16.00     0.00   100.00    -0.70    -0.05    -1.49     1.47    12.78    12.71     1.83    -1.96     0.44     0.53    -0.17     1.15  1065.63  1072.21
    16.00     0.00  -100.00    -0.70    -1.35    -1.49     1.51    12.78    12.83     1.83    -1.71     0.44     0.34    -0.17    -0.81  1065.63  1059.92
    18.00   100.00     0.00    -1.44    -0.79    -1.74     1.71    14.48    14.42     1.78    -1.90     0.40     0.49     0.82     0.17  1098.91  1105.12
    18.00  -100.00     0.00    -0.14    -0.79    -1.70     1.71    14.35    14.42     2.02    -1.90     0.59     0.49    -1.14     0.17  1112.16  1105.12
    18.00     0.00   100.00    -0.79    -0.14    -1.71     1.70    14.42    14.35     1.90    -2.02     0.49     0.59    -0.17     1.14  1105.12  1112.16
    18.00     0.00  -100.00    -0.79    -1.44    -1.71     1.74    14.42    14.48     1.90    -1.78     0.49     0.40    -0.17    -0.82  1105.12  1098.91
    20.00   100.00     0.00    -1.53    -0.88    -1.98     1.95    16.14    16.07     1.85    -1.97     0.46     0.55     0.82     0.16  1136.06  1142.80
    20.00  -100.00     0.00    -0.23    -0.88    -1.93     1.95    16.00    16.07     2.09    -1.97     0.64     0.55    -1.14     0.16  1150.31  1142.80
    20.00     0.00   100.00    -0.88    -0.23    -1.95     1.93    16.07    16.00     1.97    -2.09     0.55     0.64    -0.16     1.14  1142.80  1150.31
    20.00     0.00  -100.00    -0.88    -1.53    -1.95     1.98    16.07    16.14     1.97    -1.85     0.55     0.46    -0.16    -0.82  1142.80  1136.06
    22.00   100.00     0.00    -1.62    -0.97    -2.22     2.19    17.82    17.74     1.92    -2.04     0.51     0.61     0.83     0.15  1170.96  1178.24
    22.00  -100.00     0.00    -0.32    -0.97    -2.17     2.19    17.67    17.74     2.16    -2.04     0.70     0.61    -1.13     0.15  1186.25  1178.24
    22.00     0.00   100.00    -0.97    -0.32    -2.19     2.17    17.74    17.67     2.04    -2.16     0.61     0.70    -0.15     1.13  1178.24  1186.25
    22.00     0.00  -100.00    -0.97    -1.62    -2.19     2.22    17.74    17.82     2.04    -1.92     0.61     0.51    -0.15    -0.83  1178.24  1170.96
    24.00   100.00     0.00    -1.72    -1.07    -2.48     2.45    19.52    19.44     2.00    -2.12     0.57     0.66     0.83     0.15  1203.05  1210.91
    24.00  -100.00     0.00    -0.42    -1.07    -2.43     2.45    19.36    19.44     2.23    -2.12     0.76     0.66    -1.12     0.15  1219.42  1210.91
    24.00     0.00   100.00    -1.07    -0.42    -2.45     2.43    19.44    19.36     2.12    -2.23     0.66     0.76    -0.15     1.12  1210.91  1219.42
    24.00     0.00  -100.00    -1.07    -1.72    -2.45     2.48    19.44    19.52     2.12    -2.00     0.66     0.57    -0.15    -0.83  1210.91  1203.05
    26.00   100.00     0.00    -1.82    -1.17    -2.76     2.72    21.26    21.18     2.07    -2.19     0.63     0.72     0.84     0.14  1231.54  1240.01
    26.00  -100.00     0.00    -0.52    -1.17    -2.70     2.72    21.09    21.18     2.30    -2.19     0.82     0.72    -1.11     0.14  1249.05  1240.01
    26.00     0.00   100.00    -1.17    -0.52    -2.72     2.70    21.18    21.09     2.19    -2.30     0.72     0.82    -0.14     1.11  1240.01  1249.05
    26.00     0.00  -100.00    -1.17    -1.82    -2.72     2.76    21.18    21.26     2.19    -2.07     0.72     0.63    -0.14    -0.84  1240.01  1231.54
    28.00   100.00     0.00    -1.92    -1.27    -3.05     3.01    23.04    22.95     2.15    -2.26     0.69     0.78     0.85     0.13  1255.27  1264.39
    28.00  -100.00     0.00    -0.62    -1.27    -2.99     3.01    22.86    22.95     2.38    -2.26     0.88     0.78    -1.11     0.13  1273.98  1264.39
    28.00     0.00   100.00    -1.27    -0.62    -3.01     2.99    22.95    22.86     2.26    -2.38     0.78     0.88    -0.13     1.11  1264.39  1273.98
    28.00     0.00  -100.00    -1.27    -1.92    -3.01     3.05    22.95    23.04     2.26    -2.15     0.78     0.69    -0.13    -0.85  1264.39  1255.27
    -2.00   100.00     0.00    -0.57     0.08     0.13    -0.15    -1.56    -1.57     1.10    -1.23    -0.15    -0.05     0.79     0.20   663.54   665.16
    -2.00  -100.00     0.00     0.74     0.08     0.16    -0.15    -1.60    -1.57     1.37    -1.23     0.04    -0.05    -1.19     0.20   667.98   665.16
    -2.00     0.00   100.00     0.08     0.74     0.15    -0.16    -1.57    -1.60     1.23    -1.37    -0.05     0.04    -0.20     1.19   665.16   667.98
    -2.00     0.00  -100.00     0.08    -0.57     0.15    -0.13    -1.57    -1.56     1.23    -1.10    -0.05    -0.15    -0.20    -0.79   665.16   663.54
    -4.00   100.00     0.00    -0.49     0.17     0.28    -0.29    -3.14    -3.15     1.03    -1.17    -0.20    -0.11     0.79     0.20   616.81   618.02
    -4.00  -100.00     0.00     0.82     0.17     0.30    -0.29    -3.17    -3.15     1.30    -1.17    -0.01    -0.11    -1.19     0.20   620.44   618.02
    -4.00     0.00   100.00     0.17     0.82     0.29    -0.30    -3.15    -3.17     1.17    -1.30    -0.11    -0.01    -0.20     1.19   618.02   620.44
    -4.00     0.00  -100.00     0.17    -0.49     0.29    -0.28    -3.15    -3.14     1.17    -1.03    -0.11    -0.20    -0.20    -0.79   618.02   616.81
    -6.00   100.00     0.00    -0.41     0.25     0.41    -0.43    -4.71    -4.72     0.97    -1.10    -0.25    -0.16     0.79     0.20   569.84   570.63
    -6.00  -100.00     0.00     0.91     0.25     0.43    -0.43    -4.73    -4.72     1.24    -1.10    -0.07    -0.16    -1.19     0.20   572.67   570.63
    -6.00     0.00   100.00     0.25     0.91     0.43    -0.43    -4.72    -4.73     1.10    -1.24    -0.16    -0.07    -0.20     1.19   570.63   572.67
    -6.00     0.00  -100.00     0.25    -0.41     0.43    -0.41    -4.72    -4.71     1.10    -0.97    -0.16    -0.25    -0.20    -0.79   570.63   569.84
    -8.00   100.00     0.00    -0.32     0.34     0.54    -0.56    -6.28    -6.28     0.90    -1.04    -0.31    -0.21     0.79     0.20   522.68   523.06
    -8.00  -100.00     0.00     0.99     0.34     0.56    -0.56    -6.30    -6.28     1.18    -1.04    -0.12    -0.21    -1.19     0.20   524.71   523.06
    -8.00     0.00   100.00     0.34     0.99     0.56    -0.56    -6.28    -6.30     1.04    -1.18    -0.21    -0.12    -0.20     1.19   523.06   524.71
    -8.00     0.00  -100.00     0.34    -0.32     0.56    -0.54    -6.28    -6.28     1.04    -0.90    -0.21    -0.31    -0.20    -0.79   523.06   522.68
   -10.00   100.00     0.00    -0.24     0.42     0.66    -0.68    -7.86    -7.85     0.83    -0.97    -0.36    -0.27     0.79     0.20   475.37   475.34
   -10.00  -100.00     0.00     1.07     0.42     0.68    -0.68    -7.86    -7.85     1.11    -0.97    -0.17    -0.27    -1.20     0.20   476.61   475.34
   -10.00     0.00   100.00     0.42     1.07     0.68    -0.68    -7.85    -7.86     0.97    -1.11    -0.27    -0.17    -0.20     1.20   475.34   476.61
   -10.00     0.00  -100.00     0.42    -0.24     0.68    -0.66    -7.85    -7.86     0.97    -0.83    -0.27    -0.36    -0.20    -0.79   475.34   475.37
   -12.00   100.00     0.00    -0.16     0.50     0.78    -0.79    -9.43    -9.42     0.77    -0.91    -0.42    -0.32     0.80     0.20   427.96   427.52
   -12.00  -100.00     0.00     1.16     0.50     0.80    -0.79    -9.42    -9.42     1.05    -0.91    -0.23    -0.32    -1.20     0.20   428.42   427.52
   -12.00     0.00   100.00     0.50     1.16     0.79    -0.80    -9.42    -9.42     0.91    -1.05    -0.32    -0.23    -0.20     1.20   427.52   428.42
   -12.00     0.00  -100.00     0.50    -0.16     0.79    -0.78    -9.42    -9.43     0.91    -0.77    -0.32    -0.42    -0.20    -0.80   427.52   427.96
   -14.00   100.00     0.00    -0.08     0.58     0.88    -0.90   -11.00   -10.98     0.70    -0.84    -0.47    -0.37     0.80     0.20   380.48   379.63
   -14.00  -100.00     0.00     1.24     0.58     0.90    -0.90   -10.99   -10.98     0.98    -0.84    -0.28    -0.37    -1.20     0.20   380.15   379.63
   -14.00     0.00   100.00     0.58     1.24     0.90    -0.90   -10.98   -10.99     0.84    -0.98    -0.37    -0.28    -0.20     1.20   379.63   380.15
   -14.00     0.00  -100.00     0.58    -0.08     0.90    -0.88   -10.98   -11.00     0.84    -0.70    -0.37    -0.47    -0.20    -0.80   379.63   380.48
   -16.00   100.00     0.00     0.00     0.67     0.98    -1.00   -12.57   -12.55     0.63    -0.78    -0.52    -0.43     0.80     0.20   332.97   331.71
   -16.00  -100.00     0.00     1.32     0.67     1.00    -1.00   -12.55   -12.55     0.92    -0.78    -0.33    -0.43    -1.20     0.20   331.86   331.71
   -16.00     0.00   100.00     0.67     1.32     1.00    -1.00   -12.55   -12.55     0.78    -0.92    -0.43    -0.33    -0.20     1.20   331.71   331.86
   -16.00     0.00  -100.00     0.67     0.00     1.00    -0.98   -12.55   -12.57     0.78    -0.63    -0.43    -0.52    -0.20    -0.80   331.71   332.97
   -18.00   100.00     0.00     0.09     0.75     1.08    -1.09   -14.14   -14.12     0.57    -0.72    -0.58    -0.48     0.80     0.20   285.45   283.80
   -18.00  -100.00     0.00     1.41     0.75     1.09    -1.09   -14.11   -14.12     0.86    -0.72    -0.39    -0.48    -1.20     0.20   283.58   283.80
   -18.00     0.00   100.00     0.75     1.41     1.09    -1.09   -14.12   -14.11     0.72    -0.86    -0.48    -0.39    -0.20     1.20   283.80   283.58
   -18.00     0.00  -100.00     0.75     0.09     1.09    -1.08   -14.12   -14.14     0.72    -0.57    -0.48    -0.58    -0.20    -0.80   283.80   285.45
   -20.00   100.00     0.00     0.17     0.83     1.16    -1.18   -15.71   -15.68     0.50    -0.65    -0.63    -0.53     0.81     0.20   237.96   235.91
   -20.00  -100.00     0.00     1.49     0.83     1.18    -1.18   -15.67   -15.68     0.79    -0.65    -0.44    -0.53    -1.20     0.20   235.31   235.91
   -20.00     0.00   100.00     0.83     1.49     1.18    -1.18   -15.68   -15.67     0.65    -0.79    -0.53    -0.44    -0.20     1.20   235.91   235.31
   -20.00     0.00  -100.00     0.83     0.17     1.18    -1.16   -15.68   -15.71     0.65    -0.50    -0.53    -0.63    -0.20    -0.81   235.91   237.96
   -22.00   100.00     0.00     0.25     0.91     1.24    -1.26   -17.28   -17.25     0.44    -0.59    -0.68    -0.59     0.81     0.20   190.52   188.07
   -22.00  -100.00     0.00     1.57     0.91     1.26    -1.26   -17.24   -17.25     0.73    -0.59    -0.49    -0.59    -1.20     0.20   187.11   188.07
   -22.00     0.00   100.00     0.91     1.57     1.26    -1.26   -17.25   -17.24     0.59    -0.73    -0.59    -0.49    -0.20     1.20   188.07   187.11
   -22.00     0.00  -100.00     0.91     0.25     1.26    -1.24   -17.25   -17.28     0.59    -0.44    -0.59    -0.68    -0.20    -0.81   188.07   190.52
   -24.00   100.00     0.00     0.33     0.99     1.32    -1.33   -18.85   -18.82     0.37    -0.52    -0.74    -0.64     0.82     0.19   143.16   140.31
   -24.00  -100.00     0.00     1.65     0.99     1.33    -1.33   -18.80   -18.82     0.67    -0.52    -0.54    -0.64    -1.20     0.19   138.98   140.31
   -24.00     0.00   100.00     0.99     1.65     1.33    -1.33   -18.82   -18.80     0.52    -0.67    -0.64    -0.54    -0.19     1.20   140.31   138.98
   -24.00     0.00  -100.00     0.99     0.33     1.33    -1.32   -18.82   -18.85     0.52    -0.37    -0.64    -0.74    -0.19    -0.82   140.31   143.16
   -26.00   100.00     0.00     0.41     1.07     1.38    -1.39   -20.43   -20.39     0.31    -0.46    -0.79    -0.69     0.82     0.19    95.89    92.64
   -26.00  -100.00     0.00     1.74     1.07     1.39    -1.39   -20.37   -20.39     0.60    -0.46    -0.60    -0.69    -1.19     0.19    90.95    92.64
   -26.00     0.00   100.00     1.07     1.74     1.39    -1.39   -20.39   -20.37     0.46    -0.60    -0.69    -0.60    -0.19     1.19    92.64    90.95
   -26.00     0.00  -100.00     1.07     0.41     1.39    -1.38   -20.39   -20.43     0.46    -0.31    -0.69    -0.79    -0.19    -0.82    92.64    95.89
   -28.00   100.00     0.00     0.49     1.15     1.44    -1.45   -22.00   -21.96     0.24    -0.39    -0.84    -0.75     0.82     0.19    48.74    45.10
   -28.00  -100.00     0.00     1.82     1.15     1.45    -1.45   -21.94   -21.96     0.54    -0.39    -0.65    -0.75    -1.19     0.19    43.04    45.10
   -28.00     0.00   100.00     1.15     1.82     1.45    -1.45   -21.96   -21.94     0.39    -0.54    -0.75    -0.65    -0.19     1.19    45.10    43.04
   -28.00     0.00  -100.00     1.15     0.49     1.45    -1.44   -21.96   -22.00     0.39    -0.24    -0.75    -0.84    -0.19    -0.82    45.10    48.74
   -30.00   100.00     0.00     0.57     1.23     1.49    -1.50   -23.58   -23.46     0.17    -0.33    -0.90    -0.80     0.83     0.18     1.73     0.00
   -30.00  -100.00     0.00     1.89     1.23     1.50    -1.50   -23.35   -23.46     0.48    -0.33    -0.70    -0.80    -1.19     0.18     0.00     0.00
   -30.00     0.00   100.00     1.23     1.89     1.50    -1.50   -23.46   -23.35     0.33    -0.48    -0.80    -0.70    -0.18     1.19     0.00     0.00
   -30.00     0.00  -100.00     1.23     0.57     1.50    -1.49   -23.46   -23.58     0.33    -0.17    -0.80    -0.90    -0.18    -0.83     0.00     1.73
