
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Y at Wheel Center                            FSE06 front suspension                              

   WhTra  ForceY_L ForceY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00  1000.00    -0.09    -0.12    -0.52     0.61     8.44     9.00     1.75    -1.77    -0.13    -0.13     0.14    -0.17   839.84   778.41
    10.00     0.00 -1000.00    -0.09    -0.05    -0.52     0.43     8.44     7.90     1.75    -1.74    -0.13    -0.13     0.14    -0.11   839.84   899.08
    12.00  1000.00     0.00    -0.07    -0.11    -0.55     0.64     9.57    10.14     1.80    -1.81    -0.16    -0.15     0.11    -0.14   935.07   872.42
    12.00 -1000.00     0.00    -0.14    -0.11    -0.74     0.64    10.73    10.14     1.82    -1.81    -0.15    -0.15     0.17    -0.14   807.44   872.42
    12.00     0.00  1000.00    -0.11    -0.14    -0.64     0.74    10.14    10.73     1.81    -1.82    -0.15    -0.15     0.14    -0.17   872.42   807.44
    12.00     0.00 -1000.00    -0.11    -0.07    -0.64     0.55    10.14     9.57     1.81    -1.80    -0.15    -0.16     0.14    -0.11   872.42   935.07
    14.00  1000.00     0.00    -0.09    -0.12    -0.68     0.77    11.25    11.85     1.85    -1.86    -0.18    -0.18     0.11    -0.14   970.39   904.28
    14.00 -1000.00     0.00    -0.16    -0.12    -0.87     0.77    12.48    11.85     1.88    -1.86    -0.18    -0.18     0.17    -0.14   835.70   904.28
    14.00     0.00  1000.00    -0.12    -0.16    -0.77     0.87    11.85    12.48     1.86    -1.88    -0.18    -0.18     0.14    -0.17   904.28   835.70
    14.00     0.00 -1000.00    -0.12    -0.09    -0.77     0.68    11.85    11.25     1.86    -1.85    -0.18    -0.18     0.14    -0.11   904.28   970.39
    16.00  1000.00     0.00    -0.10    -0.14    -0.81     0.91    12.94    13.57     1.90    -1.92    -0.21    -0.21     0.11    -0.14  1004.98   935.35
    16.00 -1000.00     0.00    -0.18    -0.14    -1.02     0.91    14.23    13.57     1.93    -1.92    -0.21    -0.21     0.17    -0.14   863.09   935.35
    16.00     0.00  1000.00    -0.14    -0.18    -0.91     1.02    13.57    14.23     1.92    -1.93    -0.21    -0.21     0.14    -0.17   935.35   863.09
    16.00     0.00 -1000.00    -0.14    -0.10    -0.91     0.81    13.57    12.94     1.92    -1.90    -0.21    -0.21     0.14    -0.11   935.35  1004.98
    18.00  1000.00     0.00    -0.12    -0.16    -0.95     1.06    14.63    15.29     1.96    -1.98    -0.23    -0.23     0.11    -0.14  1038.76   965.54
    18.00 -1000.00     0.00    -0.20    -0.16    -1.17     1.06    15.99    15.29     1.99    -1.98    -0.23    -0.23     0.17    -0.14   889.51   965.54
    18.00     0.00  1000.00    -0.16    -0.20    -1.06     1.17    15.29    15.99     1.98    -1.99    -0.23    -0.23     0.14    -0.17   965.54   889.51
    18.00     0.00 -1000.00    -0.16    -0.12    -1.06     0.95    15.29    14.63     1.98    -1.96    -0.23    -0.23     0.14    -0.11   965.54  1038.76
    20.00  1000.00     0.00    -0.14    -0.18    -1.10     1.21    16.33    17.03     2.02    -2.03    -0.26    -0.26     0.11    -0.14  1071.63   994.73
    20.00 -1000.00     0.00    -0.21    -0.18    -1.33     1.21    17.75    17.03     2.05    -2.03    -0.26    -0.26     0.17    -0.14   914.85   994.73
    20.00     0.00  1000.00    -0.18    -0.21    -1.21     1.33    17.03    17.75     2.03    -2.05    -0.26    -0.26     0.14    -0.17   994.73   914.85
    20.00     0.00 -1000.00    -0.18    -0.14    -1.21     1.10    17.03    16.33     2.03    -2.02    -0.26    -0.26     0.14    -0.11   994.73  1071.63
    22.00  1000.00     0.00    -0.15    -0.19    -1.25     1.37    18.04    18.77     2.07    -2.09    -0.29    -0.29     0.11    -0.14  1103.50  1022.82
    22.00 -1000.00     0.00    -0.23    -0.19    -1.49     1.37    19.53    18.77     2.11    -2.09    -0.29    -0.29     0.17    -0.14   938.98  1022.82
    22.00     0.00  1000.00    -0.19    -0.23    -1.37     1.49    18.77    19.53     2.09    -2.11    -0.29    -0.29     0.14    -0.17  1022.82   938.98
    22.00     0.00 -1000.00    -0.19    -0.15    -1.37     1.25    18.77    18.04     2.09    -2.07    -0.29    -0.29     0.14    -0.11  1022.82  1103.50
    24.00  1000.00     0.00    -0.17    -0.21    -1.42     1.54    19.76    20.52     2.13    -2.15    -0.31    -0.31     0.11    -0.14  1134.23  1049.67
    24.00 -1000.00     0.00    -0.25    -0.21    -1.67     1.54    21.32    20.52     2.18    -2.15    -0.31    -0.31     0.17    -0.14   961.74  1049.67
    24.00     0.00  1000.00    -0.21    -0.25    -1.54     1.67    20.52    21.32     2.15    -2.18    -0.31    -0.31     0.14    -0.17  1049.67   961.74
    24.00     0.00 -1000.00    -0.21    -0.17    -1.54     1.42    20.52    19.76     2.15    -2.13    -0.31    -0.31     0.14    -0.11  1049.67  1134.23
    26.00  1000.00     0.00    -0.19    -0.23    -1.59     1.72    21.49    22.29     2.19    -2.22    -0.34    -0.34     0.11    -0.14  1163.70  1075.12
    26.00 -1000.00     0.00    -0.27    -0.23    -1.85     1.72    23.13    22.29     2.24    -2.22    -0.34    -0.34     0.17    -0.14   982.94  1075.12
    26.00     0.00  1000.00    -0.23    -0.27    -1.72     1.85    22.29    23.13     2.22    -2.24    -0.34    -0.34     0.14    -0.17  1075.12   982.94
    26.00     0.00 -1000.00    -0.23    -0.19    -1.72     1.59    22.29    21.49     2.22    -2.19    -0.34    -0.34     0.14    -0.11  1075.12  1163.70
    28.00  1000.00     0.00    -0.21    -0.25    -1.76     1.90    23.23    24.07     2.26    -2.28    -0.36    -0.36     0.10    -0.14  1191.72  1098.97
    28.00 -1000.00     0.00    -0.29    -0.25    -2.05     1.90    24.95    24.07     2.30    -2.28    -0.37    -0.36     0.17    -0.14  1002.36  1098.97
    28.00     0.00  1000.00    -0.25    -0.29    -1.90     2.05    24.07    24.95     2.28    -2.30    -0.36    -0.37     0.14    -0.17  1098.97  1002.36
    28.00     0.00 -1000.00    -0.25    -0.21    -1.90     1.76    24.07    23.23     2.28    -2.26    -0.36    -0.36     0.14    -0.10  1098.97  1191.72
    30.00  1000.00     0.00    -0.22    -0.27    -1.95     2.10    24.99    25.87     2.32    -2.34    -0.39    -0.39     0.10    -0.14  1218.12  1121.00
    30.00 -1000.00     0.00    -0.31    -0.27    -2.25     2.10    26.79    25.87     2.37    -2.34    -0.39    -0.39     0.17    -0.14  1019.74  1121.00
    30.00     0.00  1000.00    -0.27    -0.31    -2.10     2.25    25.87    26.79     2.34    -2.37    -0.39    -0.39     0.14    -0.17  1121.00  1019.74
    30.00     0.00 -1000.00    -0.27    -0.22    -2.10     1.95    25.87    24.99     2.34    -2.32    -0.39    -0.39     0.14    -0.10  1121.00  1218.12
    32.00  1000.00     0.00    -0.24    -0.28    -2.14     2.30    26.76    27.69     2.38    -2.41    -0.42    -0.42     0.10    -0.14  1242.64  1140.93
    32.00 -1000.00     0.00    -0.33    -0.28    -2.46     2.30    28.65    27.69     2.44    -2.41    -0.42    -0.42     0.17    -0.14  1034.75  1140.93
    32.00     0.00  1000.00    -0.28    -0.33    -2.30     2.46    27.69    28.65     2.41    -2.44    -0.42    -0.42     0.14    -0.17  1140.93  1034.75
    32.00     0.00 -1000.00    -0.28    -0.24    -2.30     2.14    27.69    26.76     2.41    -2.38    -0.42    -0.42     0.14    -0.10  1140.93  1242.64
    34.00  1000.00     0.00    -0.26    -0.30    -2.35     2.51    28.56    29.52     2.45    -2.48    -0.44    -0.45     0.10    -0.14  1265.00  1158.41
    34.00 -1000.00     0.00    -0.35    -0.30    -2.68     2.51    30.54    29.52     2.51    -2.48    -0.45    -0.45     0.17    -0.14  1046.96  1158.41
    34.00     0.00  1000.00    -0.30    -0.35    -2.51     2.68    29.52    30.54     2.48    -2.51    -0.45    -0.45     0.14    -0.17  1158.41  1046.96
    34.00     0.00 -1000.00    -0.30    -0.26    -2.51     2.35    29.52    28.56     2.48    -2.45    -0.45    -0.44     0.14    -0.10  1158.41  1265.00
    36.00  1000.00     0.00    -0.28    -0.32    -2.56     2.74    30.37    31.39     2.52    -2.55    -0.47    -0.47     0.10    -0.14  1284.83  1173.00
    36.00 -1000.00     0.00    -0.37    -0.32    -2.92     2.74    32.45    31.39     2.58    -2.55    -0.48    -0.47     0.17    -0.14  1055.85  1173.00
    36.00     0.00  1000.00    -0.32    -0.37    -2.74     2.92    31.39    32.45     2.55    -2.58    -0.47    -0.48     0.14    -0.17  1173.00  1055.85
    36.00     0.00 -1000.00    -0.32    -0.28    -2.74     2.56    31.39    30.37     2.55    -2.52    -0.47    -0.47     0.14    -0.10  1173.00  1284.83
    38.00  1000.00     0.00    -0.30    -0.34    -2.79     2.97    32.22    33.28     2.59    -2.62    -0.50    -0.50     0.10    -0.14  1301.67  1184.13
    38.00 -1000.00     0.00    -0.39    -0.34    -3.16     2.97    34.41    33.28     2.66    -2.62    -0.51    -0.50     0.18    -0.14  1060.67  1184.13
    38.00     0.00  1000.00    -0.34    -0.39    -2.97     3.16    33.28    34.41     2.62    -2.66    -0.50    -0.51     0.14    -0.18  1184.13  1060.67
    38.00     0.00 -1000.00    -0.34    -0.30    -2.97     2.79    33.28    32.22     2.62    -2.59    -0.50    -0.50     0.14    -0.10  1184.13  1301.67
    -2.00  1000.00     0.00     0.05     0.02     0.15    -0.08    -2.04    -1.68     1.45    -1.45     0.02     0.03     0.11    -0.13   672.48   632.86
    -2.00 -1000.00     0.00    -0.01     0.02     0.02    -0.08    -1.30    -1.68     1.46    -1.45     0.03     0.03     0.16    -0.13   591.82   632.86
    -2.00     0.00  1000.00     0.02    -0.01     0.08    -0.02    -1.68    -1.30     1.45    -1.46     0.03     0.03     0.13    -0.16   632.86   591.82
    -2.00     0.00 -1000.00     0.02     0.05     0.08    -0.15    -1.68    -2.04     1.45    -1.45     0.03     0.02     0.13    -0.11   632.86   672.48
    -4.00  1000.00     0.00     0.07     0.04     0.23    -0.16    -3.68    -3.35     1.40    -1.41     0.05     0.05     0.11    -0.13   633.35   596.91
    -4.00 -1000.00     0.00     0.00     0.04     0.10    -0.16    -3.01    -3.35     1.41    -1.41     0.06     0.05     0.16    -0.13   559.16   596.91
    -4.00     0.00  1000.00     0.04     0.00     0.16    -0.10    -3.35    -3.01     1.41    -1.41     0.05     0.06     0.13    -0.16   596.91   559.16
    -4.00     0.00 -1000.00     0.04     0.07     0.16    -0.23    -3.35    -3.68     1.41    -1.40     0.05     0.05     0.13    -0.11   596.91   633.35
    -6.00  1000.00     0.00     0.08     0.05     0.29    -0.23    -5.32    -5.02     1.36    -1.36     0.07     0.08     0.10    -0.13   593.93   560.65
    -6.00 -1000.00     0.00     0.02     0.05     0.17    -0.23    -4.71    -5.02     1.36    -1.36     0.08     0.08     0.16    -0.13   526.17   560.65
    -6.00     0.00  1000.00     0.05     0.02     0.23    -0.17    -5.02    -4.71     1.36    -1.36     0.08     0.08     0.13    -0.16   560.65   526.17
    -6.00     0.00 -1000.00     0.05     0.08     0.23    -0.29    -5.02    -5.32     1.36    -1.36     0.08     0.07     0.13    -0.10   560.65   593.93
    -8.00  1000.00     0.00     0.10     0.07     0.36    -0.30    -6.96    -6.69     1.31    -1.31     0.10     0.10     0.10    -0.13   554.25   524.11
    -8.00 -1000.00     0.00     0.04     0.07     0.24    -0.30    -6.40    -6.69     1.32    -1.31     0.11     0.10     0.16    -0.13   492.89   524.11
    -8.00     0.00  1000.00     0.07     0.04     0.30    -0.24    -6.69    -6.40     1.31    -1.32     0.10     0.11     0.13    -0.16   524.11   492.89
    -8.00     0.00 -1000.00     0.07     0.10     0.30    -0.36    -6.69    -6.96     1.31    -1.31     0.10     0.10     0.13    -0.10   524.11   554.25
   -10.00  1000.00     0.00     0.12     0.09     0.41    -0.36    -8.60    -8.35     1.27    -1.27     0.12     0.13     0.10    -0.13   514.33   487.32
   -10.00 -1000.00     0.00     0.06     0.09     0.30    -0.36    -8.10    -8.35     1.27    -1.27     0.14     0.13     0.16    -0.13   459.34   487.32
   -10.00     0.00  1000.00     0.09     0.06     0.36    -0.30    -8.35    -8.10     1.27    -1.27     0.13     0.14     0.13    -0.16   487.32   459.34
   -10.00     0.00 -1000.00     0.09     0.12     0.36    -0.41    -8.35    -8.60     1.27    -1.27     0.13     0.12     0.13    -0.10   487.32   514.33
   -12.00  1000.00     0.00     0.14     0.11     0.46    -0.41   -10.24   -10.02     1.23    -1.23     0.15     0.15     0.10    -0.13   474.21   450.32
   -12.00 -1000.00     0.00     0.08     0.11     0.35    -0.41    -9.79   -10.02     1.23    -1.23     0.16     0.15     0.15    -0.13   425.57   450.32
   -12.00     0.00  1000.00     0.11     0.08     0.41    -0.35   -10.02    -9.79     1.23    -1.23     0.15     0.16     0.13    -0.15   450.32   425.57
   -12.00     0.00 -1000.00     0.11     0.14     0.41    -0.46   -10.02   -10.24     1.23    -1.23     0.15     0.15     0.13    -0.10   450.32   474.21
   -14.00  1000.00     0.00     0.15     0.13     0.51    -0.45   -11.87   -11.68     1.18    -1.18     0.17     0.18     0.10    -0.13   433.90   413.12
   -14.00 -1000.00     0.00     0.10     0.13     0.40    -0.45   -11.49   -11.68     1.18    -1.18     0.19     0.18     0.15    -0.13   391.59   413.12
   -14.00     0.00  1000.00     0.13     0.10     0.45    -0.40   -11.68   -11.49     1.18    -1.18     0.18     0.19     0.13    -0.15   413.12   391.59
   -14.00     0.00 -1000.00     0.13     0.15     0.45    -0.51   -11.68   -11.87     1.18    -1.18     0.18     0.17     0.13    -0.10   413.12   433.90
   -16.00  1000.00     0.00     0.17     0.15     0.54    -0.49   -13.50   -13.34     1.14    -1.14     0.20     0.20     0.10    -0.12   393.43   375.75
   -16.00 -1000.00     0.00     0.12     0.15     0.44    -0.49   -13.18   -13.34     1.14    -1.14     0.21     0.20     0.15    -0.12   357.43   375.75
   -16.00     0.00  1000.00     0.15     0.12     0.49    -0.44   -13.34   -13.18     1.14    -1.14     0.20     0.21     0.12    -0.15   375.75   357.43
   -16.00     0.00 -1000.00     0.15     0.17     0.49    -0.54   -13.34   -13.50     1.14    -1.14     0.20     0.20     0.12    -0.10   375.75   393.43
   -18.00  1000.00     0.00     0.19     0.16     0.58    -0.52   -15.13   -15.00     1.10    -1.10     0.22     0.23     0.10    -0.12   352.83   338.24
   -18.00 -1000.00     0.00     0.14     0.16     0.47    -0.52   -14.86   -15.00     1.10    -1.10     0.24     0.23     0.15    -0.12   323.12   338.24
   -18.00     0.00  1000.00     0.16     0.14     0.52    -0.47   -15.00   -14.86     1.10    -1.10     0.23     0.24     0.12    -0.15   338.24   323.12
   -18.00     0.00 -1000.00     0.16     0.19     0.52    -0.58   -15.00   -15.13     1.10    -1.10     0.23     0.22     0.12    -0.10   338.24   352.83
   -20.00  1000.00     0.00     0.21     0.18     0.60    -0.55   -16.76   -16.66     1.07    -1.06     0.25     0.26     0.10    -0.12   312.10   300.60
   -20.00 -1000.00     0.00     0.16     0.18     0.50    -0.55   -16.55   -16.66     1.06    -1.06     0.27     0.26     0.15    -0.12   288.68   300.60
   -20.00     0.00  1000.00     0.18     0.16     0.55    -0.50   -16.66   -16.55     1.06    -1.06     0.26     0.27     0.12    -0.15   300.60   288.68
   -20.00     0.00 -1000.00     0.18     0.21     0.55    -0.60   -16.66   -16.76     1.06    -1.07     0.26     0.25     0.12    -0.10   300.60   312.10
   -22.00  1000.00     0.00     0.23     0.20     0.62    -0.57   -18.39   -18.32     1.03    -1.02     0.27     0.28     0.10    -0.12   271.26   262.85
   -22.00 -1000.00     0.00     0.18     0.20     0.52    -0.57   -18.24   -18.32     1.02    -1.02     0.29     0.28     0.14    -0.12   254.13   262.85
   -22.00     0.00  1000.00     0.20     0.18     0.57    -0.52   -18.32   -18.24     1.02    -1.02     0.28     0.29     0.12    -0.14   262.85   254.13
   -22.00     0.00 -1000.00     0.20     0.23     0.57    -0.62   -18.32   -18.39     1.02    -1.03     0.28     0.27     0.12    -0.10   262.85   271.26
   -24.00  1000.00     0.00     0.24     0.22     0.63    -0.59   -20.02   -19.98     0.99    -0.99     0.30     0.31     0.09    -0.12   230.35   225.02
   -24.00 -1000.00     0.00     0.20     0.22     0.54    -0.59   -19.93   -19.98     0.98    -0.99     0.32     0.31     0.14    -0.12   219.50   225.02
   -24.00     0.00  1000.00     0.22     0.20     0.59    -0.54   -19.98   -19.93     0.99    -0.98     0.31     0.32     0.12    -0.14   225.02   219.50
   -24.00     0.00 -1000.00     0.22     0.24     0.59    -0.63   -19.98   -20.02     0.99    -0.99     0.31     0.30     0.12    -0.09   225.02   230.35
   -26.00  1000.00     0.00     0.26     0.24     0.64    -0.59   -21.65   -21.63     0.95    -0.95     0.32     0.33     0.09    -0.12   189.36   187.12
   -26.00 -1000.00     0.00     0.22     0.24     0.54    -0.59   -21.61   -21.63     0.95    -0.95     0.34     0.33     0.14    -0.12   184.79   187.12
   -26.00     0.00  1000.00     0.24     0.22     0.59    -0.54   -21.63   -21.61     0.95    -0.95     0.33     0.34     0.12    -0.14   187.12   184.79
   -26.00     0.00 -1000.00     0.24     0.26     0.59    -0.64   -21.63   -21.65     0.95    -0.95     0.33     0.32     0.12    -0.09   187.12   189.36
   -28.00  1000.00     0.00     0.28     0.26     0.64    -0.59   -23.28   -23.29     0.92    -0.91     0.35     0.36     0.09    -0.11   148.31   149.16
   -28.00 -1000.00     0.00     0.24     0.26     0.55    -0.59   -23.30   -23.29     0.91    -0.91     0.37     0.36     0.14    -0.11   150.02   149.16
   -28.00     0.00  1000.00     0.26     0.24     0.59    -0.55   -23.29   -23.30     0.91    -0.91     0.36     0.37     0.11    -0.14   149.16   150.02
   -28.00     0.00 -1000.00     0.26     0.28     0.59    -0.64   -23.29   -23.28     0.91    -0.92     0.36     0.35     0.11    -0.09   149.16   148.31
   -30.00  1000.00     0.00     0.30     0.28     0.64    -0.59   -24.91   -24.94     0.88    -0.88     0.37     0.38     0.09    -0.11   107.23   111.16
   -30.00 -1000.00     0.00     0.26     0.28     0.54    -0.59   -24.98   -24.94     0.87    -0.88     0.40     0.38     0.13    -0.11   115.23   111.16
   -30.00     0.00  1000.00     0.28     0.26     0.59    -0.54   -24.94   -24.98     0.88    -0.87     0.38     0.40     0.11    -0.13   111.16   115.23
   -30.00     0.00 -1000.00     0.28     0.30     0.59    -0.64   -24.94   -24.91     0.88    -0.88     0.38     0.37     0.11    -0.09   111.16   107.23
   -32.00  1000.00     0.00     0.32     0.30     0.63    -0.58   -26.53   -26.60     0.85    -0.84     0.40     0.41     0.09    -0.11    66.12    73.15
   -32.00 -1000.00     0.00     0.28     0.30     0.53    -0.58   -26.67   -26.60     0.84    -0.84     0.42     0.41     0.13    -0.11    80.41    73.15
   -32.00     0.00  1000.00     0.30     0.28     0.58    -0.53   -26.60   -26.67     0.84    -0.84     0.41     0.42     0.11    -0.13    73.15    80.41
   -32.00     0.00 -1000.00     0.30     0.32     0.58    -0.63   -26.60   -26.53     0.84    -0.85     0.41     0.40     0.11    -0.09    73.15    66.12
   -34.00  1000.00     0.00     0.34     0.32     0.61    -0.56   -28.16   -28.25     0.82    -0.81     0.42     0.43     0.08    -0.11    25.00    35.12
   -34.00 -1000.00     0.00     0.30     0.32     0.51    -0.56   -28.35   -28.25     0.80    -0.81     0.45     0.43     0.13    -0.11    45.59    35.12
   -34.00     0.00  1000.00     0.32     0.30     0.56    -0.51   -28.25   -28.35     0.81    -0.80     0.43     0.45     0.11    -0.13    35.12    45.59
   -34.00     0.00 -1000.00     0.32     0.34     0.56    -0.61   -28.25   -28.16     0.81    -0.82     0.43     0.42     0.11    -0.08    35.12    25.00
   -36.00  1000.00     0.00     0.35     0.34     0.60    -0.54   -29.15   -29.78     0.80    -0.78     0.44     0.46     0.08    -0.10     0.00     0.00
   -36.00 -1000.00     0.00     0.32     0.34     0.49    -0.54   -30.03   -29.78     0.77    -0.78     0.47     0.46     0.12    -0.10    10.77     0.00
   -36.00     0.00  1000.00     0.34     0.32     0.54    -0.49   -29.78   -30.03     0.78    -0.77     0.46     0.47     0.10    -0.12     0.00    10.77
   -36.00     0.00 -1000.00     0.34     0.35     0.54    -0.60   -29.78   -29.15     0.78    -0.80     0.46     0.44     0.10    -0.08     0.00     0.00
