
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE06 front suspension                              

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
     0.00   -24.00    42.40  -174.18    35.80    -8.00    -7.04    -1.50    -0.99     0.88     0.00   -19.98   668.47   225.02
     0.00   -26.00    45.01  -174.29    36.52    -8.00    -6.91    -1.50    -0.95     0.96     0.00   -21.63   668.47   187.12
     0.00   -28.00    47.51  -174.40    37.24    -8.00    -6.78    -1.50    -0.91     1.03     0.00   -23.29   668.47   149.16
     0.00   -30.00    49.91  -174.50    37.96    -8.00    -6.63    -1.50    -0.88     1.10     0.00   -24.94   668.47   111.16
     0.00   -32.00    52.22  -174.60    38.69    -8.00    -6.48    -1.50    -0.84     1.18     0.00   -26.60   668.47    73.15
     0.00   -34.00    54.43  -174.70    39.42    -8.00    -6.33    -1.50    -0.81     1.25     0.00   -28.25   668.47    35.12
     0.00   -36.00    56.41  -174.78    40.10    -8.00    -6.17    -1.50    -0.78     1.32     0.00   -29.78   668.47     0.00
     2.00     0.00     4.80  -172.17    26.99    -8.04    -8.00    -1.55    -1.50     0.07     1.68     0.00   703.69   668.47
     2.00     2.00     0.00  -171.98    26.34    -8.04    -8.04    -1.55    -1.55     0.00     1.68     1.68   703.69   703.69
     2.00     4.00    -5.07  -171.77    25.71    -8.04    -8.07    -1.55    -1.60    -0.07     1.68     3.36   703.69   738.49
     2.00     6.00   -10.44  -171.55    25.08    -8.04    -8.10    -1.55    -1.65    -0.15     1.68     5.05   703.69   772.82
     2.00     8.00   -16.13  -171.32    24.47    -8.04    -8.13    -1.55    -1.70    -0.22     1.68     6.74   703.69   806.62
     2.00    10.00   -22.17  -171.08    23.86    -8.04    -8.15    -1.55    -1.75    -0.30     1.68     8.44   703.69   839.84
     2.00    12.00   -28.60  -170.81    23.27    -8.04    -8.16    -1.55    -1.81    -0.37     1.68    10.14   703.69   872.42
     2.00    14.00   -35.45  -170.54    22.70    -8.04    -8.17    -1.55    -1.86    -0.45     1.68    11.85   703.69   904.28
     2.00    16.00   -42.76  -170.24    22.13    -8.04    -8.18    -1.55    -1.92    -0.53     1.68    13.57   703.69   935.35
     2.00    18.00   -50.59  -169.92    21.59    -8.04    -8.19    -1.55    -1.98    -0.60     1.68    15.29   703.69   965.54
     2.00    20.00   -58.99  -169.58    21.06    -8.04    -8.19    -1.55    -2.03    -0.68     1.68    17.03   703.69   994.73
     2.00    22.00   -68.02  -169.21    20.56    -8.04    -8.20    -1.55    -2.09    -0.76     1.68    18.77   703.69  1022.82
     2.00    24.00   -77.77  -168.82    20.07    -8.04    -8.20    -1.55    -2.15    -0.83     1.68    20.52   703.69  1049.67
     2.00    26.00   -88.32  -168.39    19.62    -8.04    -8.21    -1.55    -2.22    -0.91     1.68    22.29   703.69  1075.12
     2.00    28.00   -99.78  -167.92    19.19    -8.04    -8.21    -1.55    -2.28    -0.99     1.68    24.07   703.69  1098.97
     2.00    30.00  -112.29  -167.41    18.80    -8.04    -8.22    -1.55    -2.34    -1.07     1.68    25.87   703.69  1121.00
     2.00    32.00  -125.99  -166.85    18.45    -8.04    -8.23    -1.55    -2.41    -1.15     1.68    27.69   703.69  1140.93
     2.00    34.00  -141.10  -166.24    18.14    -8.04    -8.25    -1.55    -2.48    -1.23     1.68    29.52   703.69  1158.41
     2.00    36.00  -157.85  -165.56    17.89    -8.04    -8.28    -1.55    -2.55    -1.31     1.68    31.39   703.69  1173.00
     2.00    38.00  -176.58  -164.80    17.70    -8.04    -8.33    -1.55    -2.62    -1.40     1.68    33.28   703.69  1184.13
     2.00     0.00     4.80  -172.17    26.99    -8.04    -8.00    -1.55    -1.50     0.07     1.68     0.00   703.69   668.47
     2.00    -2.00     9.34  -172.36    27.64    -8.04    -7.96    -1.55    -1.45     0.15     1.68    -1.68   703.69   632.86
     2.00    -4.00    13.65  -172.53    28.30    -8.04    -7.90    -1.55    -1.41     0.22     1.68    -3.35   703.69   596.91
     2.00    -6.00    17.74  -172.70    28.97    -8.04    -7.85    -1.55    -1.36     0.30     1.68    -5.02   703.69   560.65
     2.00    -8.00    21.63  -172.86    29.65    -8.04    -7.78    -1.55    -1.31     0.37     1.68    -6.69   703.69   524.11
     2.00   -10.00    25.34  -173.01    30.33    -8.04    -7.72    -1.55    -1.27     0.44     1.68    -8.35   703.69   487.32
     2.00   -12.00    28.86  -173.15    31.02    -8.04    -7.64    -1.55    -1.23     0.52     1.68   -10.02   703.69   450.32
     2.00   -14.00    32.23  -173.29    31.71    -8.04    -7.56    -1.55    -1.18     0.59     1.68   -11.68   703.69   413.12
     2.00   -16.00    35.43  -173.42    32.41    -8.04    -7.47    -1.55    -1.14     0.66     1.68   -13.34   703.69   375.75
     2.00   -18.00    38.50  -173.54    33.12    -8.04    -7.37    -1.55    -1.10     0.74     1.68   -15.00   703.69   338.24
     2.00   -20.00    41.43  -173.66    33.83    -8.04    -7.27    -1.55    -1.06     0.81     1.68   -16.66   703.69   300.60
     2.00   -22.00    44.23  -173.77    34.54    -8.04    -7.15    -1.55    -1.02     0.88     1.68   -18.32   703.69   262.85
     2.00   -24.00    46.92  -173.88    35.26    -8.04    -7.04    -1.55    -0.99     0.96     1.68   -19.98   703.69   225.02
     2.00   -26.00    49.49  -173.99    35.98    -8.04    -6.91    -1.55    -0.95     1.03     1.68   -21.63   703.69   187.12
     2.00   -28.00    51.95  -174.09    36.71    -8.04    -6.78    -1.55    -0.91     1.10     1.68   -23.29   703.69   149.16
     2.00   -30.00    54.32  -174.18    37.44    -8.04    -6.63    -1.55    -0.88     1.18     1.68   -24.94   703.69   111.16
     2.00   -32.00    56.59  -174.28    38.17    -8.04    -6.48    -1.55    -0.84     1.25     1.68   -26.60   703.69    73.15
     2.00   -34.00    58.77  -174.37    38.91    -8.04    -6.33    -1.55    -0.81     1.32     1.68   -28.25   703.69    35.12
     2.00   -36.00    60.71  -174.44    39.60    -8.04    -6.17    -1.55    -0.78     1.39     1.68   -29.78   703.69     0.00
     4.00     0.00     9.86  -171.96    26.36    -8.07    -8.00    -1.60    -1.50     0.15     3.36     0.00   738.49   668.47
     4.00     2.00     5.07  -171.77    25.71    -8.07    -8.04    -1.60    -1.55     0.07     3.36     1.68   738.49   703.69
     4.00     4.00     0.00  -171.57    25.06    -8.07    -8.07    -1.60    -1.60     0.00     3.36     3.36   738.49   738.49
     4.00     6.00    -5.37  -171.37    24.43    -8.07    -8.10    -1.60    -1.65    -0.07     3.36     5.05   738.49   772.82
     4.00     8.00   -11.08  -171.15    23.80    -8.07    -8.13    -1.60    -1.70    -0.15     3.36     6.74   738.49   806.62
     4.00    10.00   -17.15  -170.91    23.19    -8.07    -8.15    -1.60    -1.75    -0.22     3.36     8.44   738.49   839.84
     4.00    12.00   -23.62  -170.66    22.58    -8.07    -8.16    -1.60    -1.81    -0.30     3.36    10.14   738.49   872.42
     4.00    14.00   -30.52  -170.39    21.99    -8.07    -8.17    -1.60    -1.86    -0.38     3.36    11.85   738.49   904.28
     4.00    16.00   -37.91  -170.11    21.42    -8.07    -8.18    -1.60    -1.92    -0.45     3.36    13.57   738.49   935.35
     4.00    18.00   -45.82  -169.80    20.86    -8.07    -8.19    -1.60    -1.98    -0.53     3.36    15.29   738.49   965.54
     4.00    20.00   -54.34  -169.47    20.33    -8.07    -8.19    -1.60    -2.03    -0.60     3.36    17.03   738.49   994.73
     4.00    22.00   -63.51  -169.12    19.81    -8.07    -8.20    -1.60    -2.09    -0.68     3.36    18.77   738.49  1022.82
     4.00    24.00   -73.44  -168.73    19.31    -8.07    -8.20    -1.60    -2.15    -0.76     3.36    20.52   738.49  1049.67
     4.00    26.00   -84.21  -168.32    18.84    -8.07    -8.21    -1.60    -2.22    -0.84     3.36    22.29   738.49  1075.12
     4.00    28.00   -95.94  -167.86    18.41    -8.07    -8.21    -1.60    -2.28    -0.92     3.36    24.07   738.49  1098.97
     4.00    30.00  -108.77  -167.37    18.00    -8.07    -8.22    -1.60    -2.34    -1.00     3.36    25.87   738.49  1121.00
     4.00    32.00  -122.88  -166.82    17.64    -8.07    -8.23    -1.60    -2.41    -1.08     3.36    27.69   738.49  1140.93
     4.00    34.00  -138.49  -166.22    17.32    -8.07    -8.25    -1.60    -2.48    -1.16     3.36    29.52   738.49  1158.41
     4.00    36.00  -155.86  -165.55    17.06    -8.07    -8.28    -1.60    -2.55    -1.24     3.36    31.39   738.49  1173.00
     4.00    38.00  -175.36  -164.79    16.86    -8.07    -8.33    -1.60    -2.62    -1.32     3.36    33.28   738.49  1184.13
     4.00     0.00     9.86  -171.96    26.36    -8.07    -8.00    -1.60    -1.50     0.15     3.36     0.00   738.49   668.47
     4.00    -2.00    14.39  -172.13    27.03    -8.07    -7.96    -1.60    -1.45     0.22     3.36    -1.68   738.49   632.86
     4.00    -4.00    18.69  -172.30    27.70    -8.07    -7.90    -1.60    -1.41     0.30     3.36    -3.35   738.49   596.91
     4.00    -6.00    22.76  -172.45    28.37    -8.07    -7.85    -1.60    -1.36     0.37     3.36    -5.02   738.49   560.65
     4.00    -8.00    26.62  -172.60    29.06    -8.07    -7.78    -1.60    -1.31     0.44     3.36    -6.69   738.49   524.11
     4.00   -10.00    30.30  -172.75    29.75    -8.07    -7.72    -1.60    -1.27     0.52     3.36    -8.35   738.49   487.32
     4.00   -12.00    33.79  -172.88    30.45    -8.07    -7.64    -1.60    -1.23     0.59     3.36   -10.02   738.49   450.32
     4.00   -14.00    37.12  -173.01    31.15    -8.07    -7.56    -1.60    -1.18     0.67     3.36   -11.68   738.49   413.12
     4.00   -16.00    40.30  -173.13    31.85    -8.07    -7.47    -1.60    -1.14     0.74     3.36   -13.34   738.49   375.75
     4.00   -18.00    43.33  -173.25    32.57    -8.07    -7.37    -1.60    -1.10     0.81     3.36   -15.00   738.49   338.24
     4.00   -20.00    46.22  -173.36    33.28    -8.07    -7.27    -1.60    -1.06     0.89     3.36   -16.66   738.49   300.60
     4.00   -22.00    48.98  -173.47    34.00    -8.07    -7.15    -1.60    -1.02     0.96     3.36   -18.32   738.49   262.85
     4.00   -24.00    51.63  -173.57    34.73    -8.07    -7.04    -1.60    -0.99     1.03     3.36   -19.98   738.49   225.02
     4.00   -26.00    54.16  -173.67    35.46    -8.07    -6.91    -1.60    -0.95     1.11     3.36   -21.63   738.49   187.12
     4.00   -28.00    56.58  -173.76    36.19    -8.07    -6.78    -1.60    -0.91     1.18     3.36   -23.29   738.49   149.16
     4.00   -30.00    58.91  -173.85    36.93    -8.07    -6.63    -1.60    -0.88     1.25     3.36   -24.94   738.49   111.16
     4.00   -32.00    61.13  -173.94    37.67    -8.07    -6.48    -1.60    -0.84     1.33     3.36   -26.60   738.49    73.15
     4.00   -34.00    63.27  -174.02    38.41    -8.07    -6.33    -1.60    -0.81     1.40     3.36   -28.25   738.49    35.12
     4.00   -36.00    65.17  -174.09    39.10    -8.07    -6.17    -1.60    -0.78     1.47     3.36   -29.78   738.49     0.00
     6.00     0.00    15.21  -171.73    25.75    -8.10    -8.00    -1.65    -1.50     0.22     5.05     0.00   772.82   668.47
     6.00     2.00    10.44  -171.55    25.08    -8.10    -8.04    -1.65    -1.55     0.15     5.05     1.68   772.82   703.69
     6.00     4.00     5.37  -171.37    24.43    -8.10    -8.07    -1.65    -1.60     0.07     5.05     3.36   772.82   738.49
     6.00     6.00     0.00  -171.17    23.78    -8.10    -8.10    -1.65    -1.65     0.00     5.05     5.05   772.82   772.82
     6.00     8.00    -5.72  -170.96    23.14    -8.10    -8.13    -1.65    -1.70    -0.07     5.05     6.74   772.82   806.62
     6.00    10.00   -11.80  -170.74    22.52    -8.10    -8.15    -1.65    -1.75    -0.15     5.05     8.44   772.82   839.84
     6.00    12.00   -18.30  -170.50    21.90    -8.10    -8.16    -1.65    -1.81    -0.23     5.05    10.14   772.82   872.42
     6.00    14.00   -25.25  -170.24    21.30    -8.10    -8.17    -1.65    -1.86    -0.30     5.05    11.85   772.82   904.28
     6.00    16.00   -32.70  -169.97    20.72    -8.10    -8.18    -1.65    -1.92    -0.38     5.05    13.57   772.82   935.35
     6.00    18.00   -40.71  -169.68    20.15    -8.10    -8.19    -1.65    -1.98    -0.45     5.05    15.29   772.82   965.54
     6.00    20.00   -49.33  -169.36    19.60    -8.10    -8.19    -1.65    -2.03    -0.53     5.05    17.03   772.82   994.73
     6.00    22.00   -58.65  -169.02    19.06    -8.10    -8.20    -1.65    -2.09    -0.61     5.05    18.77   772.82  1022.82
     6.00    24.00   -68.75  -168.65    18.56    -8.10    -8.20    -1.65    -2.15    -0.68     5.05    20.52   772.82  1049.67
     6.00    26.00   -79.74  -168.24    18.07    -8.10    -8.21    -1.65    -2.22    -0.76     5.05    22.29   772.82  1075.12
     6.00    28.00   -91.75  -167.80    17.62    -8.10    -8.21    -1.65    -2.28    -0.84     5.05    24.07   772.82  1098.97
     6.00    30.00  -104.92  -167.32    17.21    -8.10    -8.22    -1.65    -2.34    -0.92     5.05    25.87   772.82  1121.00
     6.00    32.00  -119.46  -166.79    16.83    -8.10    -8.23    -1.65    -2.41    -1.00     5.05    27.69   772.82  1140.93
     6.00    34.00  -135.59  -166.20    16.50    -8.10    -8.25    -1.65    -2.48    -1.08     5.05    29.52   772.82  1158.41
     6.00    36.00  -153.62  -165.53    16.23    -8.10    -8.28    -1.65    -2.55    -1.16     5.05    31.39   772.82  1173.00
     6.00    38.00  -173.95  -164.79    16.02    -8.10    -8.33    -1.65    -2.62    -1.25     5.05    33.28   772.82  1184.13
     6.00     0.00    15.21  -171.73    25.75    -8.10    -8.00    -1.65    -1.50     0.22     5.05     0.00   772.82   668.47
     6.00    -2.00    19.73  -171.89    26.42    -8.10    -7.96    -1.65    -1.45     0.30     5.05    -1.68   772.82   632.86
     6.00    -4.00    23.99  -172.05    27.10    -8.10    -7.90    -1.65    -1.41     0.37     5.05    -3.35   772.82   596.91
     6.00    -6.00    28.04  -172.20    27.79    -8.10    -7.85    -1.65    -1.36     0.45     5.05    -5.02   772.82   560.65
     6.00    -8.00    31.87  -172.34    28.48    -8.10    -7.78    -1.65    -1.31     0.52     5.05    -6.69   772.82   524.11
     6.00   -10.00    35.51  -172.47    29.18    -8.10    -7.72    -1.65    -1.27     0.59     5.05    -8.35   772.82   487.32
     6.00   -12.00    38.97  -172.60    29.88    -8.10    -7.64    -1.65    -1.23     0.67     5.05   -10.02   772.82   450.32
     6.00   -14.00    42.26  -172.72    30.59    -8.10    -7.56    -1.65    -1.18     0.74     5.05   -11.68   772.82   413.12
     6.00   -16.00    45.39  -172.83    31.31    -8.10    -7.47    -1.65    -1.14     0.81     5.05   -13.34   772.82   375.75
     6.00   -18.00    48.38  -172.94    32.03    -8.10    -7.37    -1.65    -1.10     0.89     5.05   -15.00   772.82   338.24
     6.00   -20.00    51.23  -173.05    32.75    -8.10    -7.27    -1.65    -1.06     0.96     5.05   -16.66   772.82   300.60
     6.00   -22.00    53.95  -173.15    33.48    -8.10    -7.15    -1.65    -1.02     1.03     5.05   -18.32   772.82   262.85
     6.00   -24.00    56.55  -173.24    34.21    -8.10    -7.04    -1.65    -0.99     1.11     5.05   -19.98   772.82   225.02
     6.00   -26.00    59.03  -173.33    34.95    -8.10    -6.91    -1.65    -0.95     1.18     5.05   -21.63   772.82   187.12
     6.00   -28.00    61.41  -173.42    35.69    -8.10    -6.78    -1.65    -0.91     1.25     5.05   -23.29   772.82   149.16
     6.00   -30.00    63.69  -173.51    36.43    -8.10    -6.63    -1.65    -0.88     1.33     5.05   -24.94   772.82   111.16
     6.00   -32.00    65.87  -173.59    37.18    -8.10    -6.48    -1.65    -0.84     1.40     5.05   -26.60   772.82    73.15
     6.00   -34.00    67.96  -173.66    37.93    -8.10    -6.33    -1.65    -0.81     1.47     5.05   -28.25   772.82    35.12
     6.00   -36.00    69.82  -173.73    38.62    -8.10    -6.17    -1.65    -0.78     1.54     5.05   -29.78   772.82     0.00
     8.00     0.00    20.88  -171.49    25.14    -8.13    -8.00    -1.70    -1.50     0.30     6.74     0.00   806.62   668.47
     8.00     2.00    16.13  -171.32    24.47    -8.13    -8.04    -1.70    -1.55     0.22     6.74     1.68   806.62   703.69
     8.00     4.00    11.08  -171.15    23.80    -8.13    -8.07    -1.70    -1.60     0.15     6.74     3.36   806.62   738.49
     8.00     6.00     5.72  -170.96    23.14    -8.13    -8.10    -1.70    -1.65     0.07     6.74     5.05   806.62   772.82
     8.00     8.00     0.00  -170.76    22.49    -8.13    -8.13    -1.70    -1.70     0.00     6.74     6.74   806.62   806.62
     8.00    10.00    -6.10  -170.55    21.86    -8.13    -8.15    -1.70    -1.75    -0.08     6.74     8.44   806.62   839.84
     8.00    12.00   -12.62  -170.32    21.23    -8.13    -8.16    -1.70    -1.81    -0.15     6.74    10.14   806.62   872.42
     8.00    14.00   -19.61  -170.08    20.62    -8.13    -8.17    -1.70    -1.86    -0.23     6.74    11.85   806.62   904.28
     8.00    16.00   -27.12  -169.82    20.02    -8.13    -8.18    -1.70    -1.92    -0.30     6.74    13.57   806.62   935.35
     8.00    18.00   -35.20  -169.54    19.44    -8.13    -8.19    -1.70    -1.98    -0.38     6.74    15.29   806.62   965.54
     8.00    20.00   -43.93  -169.24    18.87    -8.13    -8.19    -1.70    -2.03    -0.45     6.74    17.03   806.62   994.73
     8.00    22.00   -53.39  -168.91    18.33    -8.13    -8.20    -1.70    -2.09    -0.53     6.74    18.77   806.62  1022.82
     8.00    24.00   -63.66  -168.55    17.80    -8.13    -8.20    -1.70    -2.15    -0.61     6.74    20.52   806.62  1049.67
     8.00    26.00   -74.88  -168.16    17.31    -8.13    -8.21    -1.70    -2.22    -0.69     6.74    22.29   806.62  1075.12
     8.00    28.00   -87.16  -167.74    16.84    -8.13    -8.21    -1.70    -2.28    -0.77     6.74    24.07   806.62  1098.97
     8.00    30.00  -100.69  -167.27    16.41    -8.13    -8.22    -1.70    -2.34    -0.85     6.74    25.87   806.62  1121.00
     8.00    32.00  -115.67  -166.75    16.02    -8.13    -8.23    -1.70    -2.41    -0.93     6.74    27.69   806.62  1140.93
     8.00    34.00  -132.36  -166.17    15.68    -8.13    -8.25    -1.70    -2.48    -1.01     6.74    29.52   806.62  1158.41
     8.00    36.00  -151.10  -165.52    15.39    -8.13    -8.28    -1.70    -2.55    -1.09     6.74    31.39   806.62  1173.00
     8.00    38.00  -172.33  -164.78    15.18    -8.13    -8.33    -1.70    -2.62    -1.17     6.74    33.28   806.62  1184.13
     8.00     0.00    20.88  -171.49    25.14    -8.13    -8.00    -1.70    -1.50     0.30     6.74     0.00   806.62   668.47
     8.00    -2.00    25.36  -171.64    25.82    -8.13    -7.96    -1.70    -1.45     0.37     6.74    -1.68   806.62   632.86
     8.00    -4.00    29.60  -171.79    26.51    -8.13    -7.90    -1.70    -1.41     0.45     6.74    -3.35   806.62   596.91
     8.00    -6.00    33.61  -171.93    27.21    -8.13    -7.85    -1.70    -1.36     0.52     6.74    -5.02   806.62   560.65
     8.00    -8.00    37.40  -172.06    27.91    -8.13    -7.78    -1.70    -1.31     0.59     6.74    -6.69   806.62   524.11
     8.00   -10.00    41.00  -172.18    28.62    -8.13    -7.72    -1.70    -1.27     0.67     6.74    -8.35   806.62   487.32
     8.00   -12.00    44.41  -172.30    29.33    -8.13    -7.64    -1.70    -1.23     0.74     6.74   -10.02   806.62   450.32
     8.00   -14.00    47.65  -172.41    30.05    -8.13    -7.56    -1.70    -1.18     0.81     6.74   -11.68   806.62   413.12
     8.00   -16.00    50.74  -172.52    30.77    -8.13    -7.47    -1.70    -1.14     0.89     6.74   -13.34   806.62   375.75
     8.00   -18.00    53.68  -172.62    31.50    -8.13    -7.37    -1.70    -1.10     0.96     6.74   -15.00   806.62   338.24
     8.00   -20.00    56.48  -172.72    32.23    -8.13    -7.27    -1.70    -1.06     1.03     6.74   -16.66   806.62   300.60
     8.00   -22.00    59.15  -172.81    32.97    -8.13    -7.15    -1.70    -1.02     1.11     6.74   -18.32   806.62   262.85
     8.00   -24.00    61.69  -172.90    33.71    -8.13    -7.04    -1.70    -0.99     1.18     6.74   -19.98   806.62   225.02
     8.00   -26.00    64.13  -172.99    34.45    -8.13    -6.91    -1.70    -0.95     1.25     6.74   -21.63   806.62   187.12
     8.00   -28.00    66.45  -173.07    35.20    -8.13    -6.78    -1.70    -0.91     1.33     6.74   -23.29   806.62   149.16
     8.00   -30.00    68.68  -173.14    35.95    -8.13    -6.63    -1.70    -0.88     1.40     6.74   -24.94   806.62   111.16
     8.00   -32.00    70.81  -173.22    36.70    -8.13    -6.48    -1.70    -0.84     1.47     6.74   -26.60   806.62    73.15
     8.00   -34.00    72.85  -173.29    37.46    -8.13    -6.33    -1.70    -0.81     1.55     6.74   -28.25   806.62    35.12
     8.00   -36.00    74.66  -173.35    38.16    -8.13    -6.17    -1.70    -0.78     1.62     6.74   -29.78   806.62     0.00
    10.00     0.00    26.89  -171.23    24.55    -8.15    -8.00    -1.75    -1.50     0.37     8.44     0.00   839.84   668.47
    10.00     2.00    22.17  -171.08    23.86    -8.15    -8.04    -1.75    -1.55     0.30     8.44     1.68   839.84   703.69
    10.00     4.00    17.15  -170.91    23.19    -8.15    -8.07    -1.75    -1.60     0.22     8.44     3.36   839.84   738.49
    10.00     6.00    11.80  -170.74    22.52    -8.15    -8.10    -1.75    -1.65     0.15     8.44     5.05   839.84   772.82
    10.00     8.00     6.10  -170.55    21.86    -8.15    -8.13    -1.75    -1.70     0.08     8.44     6.74   839.84   806.62
    10.00    10.00     0.00  -170.35    21.21    -8.15    -8.15    -1.75    -1.75     0.00     8.44     8.44   839.84   839.84
    10.00    12.00    -6.54  -170.14    20.57    -8.15    -8.16    -1.75    -1.81    -0.08     8.44    10.14   839.84   872.42
    10.00    14.00   -13.55  -169.91    19.94    -8.15    -8.17    -1.75    -1.86    -0.15     8.44    11.85   839.84   904.28
    10.00    16.00   -21.11  -169.66    19.33    -8.15    -8.18    -1.75    -1.92    -0.23     8.44    13.57   839.84   935.35
    10.00    18.00   -29.26  -169.39    18.73    -8.15    -8.19    -1.75    -1.98    -0.30     8.44    15.29   839.84   965.54
    10.00    20.00   -38.09  -169.10    18.15    -8.15    -8.19    -1.75    -2.03    -0.38     8.44    17.03   839.84   994.73
    10.00    22.00   -47.67  -168.79    17.60    -8.15    -8.20    -1.75    -2.09    -0.46     8.44    18.77   839.84  1022.82
    10.00    24.00   -58.12  -168.45    17.06    -8.15    -8.20    -1.75    -2.15    -0.53     8.44    20.52   839.84  1049.67
    10.00    26.00   -69.56  -168.07    16.55    -8.15    -8.21    -1.75    -2.22    -0.61     8.44    22.29   839.84  1075.12
    10.00    28.00   -82.13  -167.66    16.07    -8.15    -8.21    -1.75    -2.28    -0.69     8.44    24.07   839.84  1098.97
