
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force X at Wheel Center                            FSE06 rear suspension                               

   WhTra  ForceX_L ForceX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00    -0.43    -1.04    -0.87     0.92     7.93     8.33     1.63    -1.61     0.27     0.24    -0.19    -0.19   939.12   895.39
    12.00  1000.00     0.00     0.09    -0.52    -1.01     1.06     9.14     9.54     1.72    -1.70     0.35     0.33    -0.56     0.18  1026.48   982.40
    12.00 -1000.00     0.00    -1.13    -0.52    -1.12     1.06     9.94     9.54     1.67    -1.70     0.30     0.33     0.19     0.18   938.27   982.40
    12.00     0.00  1000.00    -0.52     0.09    -1.06     1.01     9.54     9.14     1.70    -1.72     0.33     0.35    -0.18     0.56   982.40  1026.48
    12.00     0.00 -1000.00    -0.52    -1.13    -1.06     1.12     9.54     9.94     1.70    -1.67     0.33     0.30    -0.18    -0.19   982.40   938.27
    14.00  1000.00     0.00     0.01    -0.61    -1.21     1.27    10.75    11.15     1.79    -1.77     0.41     0.38    -0.55     0.18  1069.15  1024.64
    14.00 -1000.00     0.00    -1.22    -0.61    -1.33     1.27    11.56    11.15     1.74    -1.77     0.35     0.38     0.20     0.18   980.06  1024.64
    14.00     0.00  1000.00    -0.61     0.01    -1.27     1.21    11.15    10.75     1.77    -1.79     0.38     0.41    -0.18     0.55  1024.64  1069.15
    14.00     0.00 -1000.00    -0.61    -1.22    -1.27     1.33    11.15    11.56     1.77    -1.74     0.38     0.35    -0.18    -0.20  1024.64   980.06
    16.00  1000.00     0.00    -0.08    -0.70    -1.43     1.49    12.37    12.78     1.86    -1.83     0.46     0.44    -0.55     0.17  1110.63  1065.63
    16.00 -1000.00     0.00    -1.31    -0.70    -1.55     1.49    13.19    12.78     1.81    -1.83     0.41     0.44     0.20     0.17  1020.52  1065.63
    16.00     0.00  1000.00    -0.70    -0.08    -1.49     1.43    12.78    12.37     1.83    -1.86     0.44     0.46    -0.17     0.55  1065.63  1110.63
    16.00     0.00 -1000.00    -0.70    -1.31    -1.49     1.55    12.78    13.19     1.83    -1.81     0.44     0.41    -0.17    -0.20  1065.63  1020.52
    18.00  1000.00     0.00    -0.17    -0.79    -1.65     1.71    14.00    14.42     1.93    -1.90     0.52     0.49    -0.54     0.17  1150.70  1105.12
    18.00 -1000.00     0.00    -1.40    -0.79    -1.78     1.71    14.83    14.42     1.88    -1.90     0.47     0.49     0.21     0.17  1059.41  1105.12
    18.00     0.00  1000.00    -0.79    -0.17    -1.71     1.65    14.42    14.00     1.90    -1.93     0.49     0.52    -0.17     0.54  1105.12  1150.70
    18.00     0.00 -1000.00    -0.79    -1.40    -1.71     1.78    14.42    14.83     1.90    -1.88     0.49     0.47    -0.17    -0.21  1105.12  1059.41
    20.00  1000.00     0.00    -0.27    -0.88    -1.88     1.95    15.65    16.07     2.00    -1.97     0.58     0.55    -0.53     0.16  1189.05  1142.80
    20.00 -1000.00     0.00    -1.49    -0.88    -2.02     1.95    16.49    16.07     1.95    -1.97     0.52     0.55     0.21     0.16  1096.36  1142.80
    20.00     0.00  1000.00    -0.88    -0.27    -1.95     1.88    16.07    15.65     1.97    -2.00     0.55     0.58    -0.16     0.53  1142.80  1189.05
    20.00     0.00 -1000.00    -0.88    -1.49    -1.95     2.02    16.07    16.49     1.97    -1.95     0.55     0.52    -0.16    -0.21  1142.80  1096.36
    22.00  1000.00     0.00    -0.36    -0.97    -2.12     2.19    17.32    17.74     2.07    -2.04     0.63     0.61    -0.53     0.15  1225.30  1178.24
    22.00 -1000.00     0.00    -1.58    -0.97    -2.27     2.19    18.18    17.74     2.02    -2.04     0.58     0.61     0.22     0.15  1130.95  1178.24
    22.00     0.00  1000.00    -0.97    -0.36    -2.19     2.12    17.74    17.32     2.04    -2.07     0.61     0.63    -0.15     0.53  1178.24  1225.30
    22.00     0.00 -1000.00    -0.97    -1.58    -2.19     2.27    17.74    18.18     2.04    -2.02     0.61     0.58    -0.15    -0.22  1178.24  1130.95
    24.00  1000.00     0.00    -0.45    -1.07    -2.38     2.45    19.01    19.44     2.14    -2.12     0.69     0.66    -0.52     0.15  1258.96  1210.91
    24.00 -1000.00     0.00    -1.68    -1.07    -2.53     2.45    19.89    19.44     2.09    -2.12     0.64     0.66     0.23     0.15  1162.55  1210.91
    24.00     0.00  1000.00    -1.07    -0.45    -2.45     2.38    19.44    19.01     2.12    -2.14     0.66     0.69    -0.15     0.52  1210.91  1258.96
    24.00     0.00 -1000.00    -1.07    -1.68    -2.45     2.53    19.44    19.89     2.12    -2.09     0.66     0.64    -0.15    -0.23  1210.91  1162.55
    26.00  1000.00     0.00    -0.55    -1.17    -2.65     2.72    20.73    21.18     2.21    -2.19     0.75     0.72    -0.51     0.14  1289.30  1240.01
    26.00 -1000.00     0.00    -1.78    -1.17    -2.80     2.72    21.63    21.18     2.17    -2.19     0.70     0.72     0.23     0.14  1190.30  1240.01
    26.00     0.00  1000.00    -1.17    -0.55    -2.72     2.65    21.18    20.73     2.19    -2.21     0.72     0.75    -0.14     0.51  1240.01  1289.30
    26.00     0.00 -1000.00    -1.17    -1.78    -2.72     2.80    21.18    21.63     2.19    -2.17     0.72     0.70    -0.14    -0.23  1240.01  1190.30
    28.00  1000.00     0.00    -0.65    -1.27    -2.93     3.01    22.49    22.95     2.28    -2.26     0.81     0.78    -0.51     0.13  1315.32  1264.39
    28.00 -1000.00     0.00    -1.88    -1.27    -3.10     3.01    23.42    22.95     2.24    -2.26     0.76     0.78     0.24     0.13  1212.89  1264.39
    28.00     0.00  1000.00    -1.27    -0.65    -3.01     2.93    22.95    22.49     2.26    -2.28     0.78     0.81    -0.13     0.51  1264.39  1315.32
    28.00     0.00 -1000.00    -1.27    -1.88    -3.01     3.10    22.95    23.42     2.26    -2.24     0.78     0.76    -0.13    -0.24  1264.39  1212.89
    -2.00  1000.00     0.00     0.70     0.08     0.19    -0.15    -1.96    -1.57     1.26    -1.23    -0.03    -0.05    -0.58     0.20   707.28   665.16
    -2.00 -1000.00     0.00    -0.53     0.08     0.11    -0.15    -1.19    -1.57     1.21    -1.23    -0.08    -0.05     0.17     0.20   623.09   665.16
    -2.00     0.00  1000.00     0.08     0.70     0.15    -0.19    -1.57    -1.96     1.23    -1.26    -0.05    -0.03    -0.20     0.58   665.16   707.28
    -2.00     0.00 -1000.00     0.08    -0.53     0.15    -0.11    -1.57    -1.19     1.23    -1.21    -0.05    -0.08    -0.20    -0.17   665.16   623.09
    -4.00  1000.00     0.00     0.78     0.17     0.33    -0.29    -3.53    -3.15     1.20    -1.17    -0.08    -0.11    -0.58     0.20   659.95   618.02
    -4.00 -1000.00     0.00    -0.44     0.17     0.25    -0.29    -2.77    -3.15     1.14    -1.17    -0.13    -0.11     0.17     0.20   576.14   618.02
    -4.00     0.00  1000.00     0.17     0.78     0.29    -0.33    -3.15    -3.53     1.17    -1.20    -0.11    -0.08    -0.20     0.58   618.02   659.95
    -4.00     0.00 -1000.00     0.17    -0.44     0.29    -0.25    -3.15    -2.77     1.17    -1.14    -0.11    -0.13    -0.20    -0.17   618.02   576.14
    -6.00  1000.00     0.00     0.86     0.25     0.46    -0.43    -5.10    -4.72     1.13    -1.10    -0.13    -0.16    -0.58     0.20   612.40   570.63
    -6.00 -1000.00     0.00    -0.36     0.25     0.39    -0.43    -4.34    -4.72     1.07    -1.10    -0.19    -0.16     0.17     0.20   528.93   570.63
    -6.00     0.00  1000.00     0.25     0.86     0.43    -0.46    -4.72    -5.10     1.10    -1.13    -0.16    -0.13    -0.20     0.58   570.63   612.40
    -6.00     0.00 -1000.00     0.25    -0.36     0.43    -0.39    -4.72    -4.34     1.10    -1.07    -0.16    -0.19    -0.20    -0.17   570.63   528.93
    -8.00  1000.00     0.00     0.95     0.34     0.59    -0.56    -6.66    -6.28     1.07    -1.04    -0.19    -0.21    -0.58     0.20   564.66   523.06
    -8.00 -1000.00     0.00    -0.28     0.34     0.52    -0.56    -5.91    -6.28     1.01    -1.04    -0.24    -0.21     0.17     0.20   481.52   523.06
    -8.00     0.00  1000.00     0.34     0.95     0.56    -0.59    -6.28    -6.66     1.04    -1.07    -0.21    -0.19    -0.20     0.58   523.06   564.66
    -8.00     0.00 -1000.00     0.34    -0.28     0.56    -0.52    -6.28    -5.91     1.04    -1.01    -0.21    -0.24    -0.20    -0.17   523.06   481.52
   -10.00  1000.00     0.00     1.03     0.42     0.71    -0.68    -8.23    -7.85     1.00    -0.97    -0.24    -0.27    -0.58     0.20   516.80   475.34
   -10.00 -1000.00     0.00    -0.19     0.42     0.64    -0.68    -7.48    -7.85     0.94    -0.97    -0.29    -0.27     0.17     0.20   433.95   475.34
   -10.00     0.00  1000.00     0.42     1.03     0.68    -0.71    -7.85    -8.23     0.97    -1.00    -0.27    -0.24    -0.20     0.58   475.34   516.80
   -10.00     0.00 -1000.00     0.42    -0.19     0.68    -0.64    -7.85    -7.48     0.97    -0.94    -0.27    -0.29    -0.20    -0.17   475.34   433.95
   -12.00  1000.00     0.00     1.11     0.50     0.82    -0.79    -9.79    -9.42     0.94    -0.91    -0.29    -0.32    -0.58     0.20   468.85   427.52
   -12.00 -1000.00     0.00    -0.11     0.50     0.76    -0.79    -9.04    -9.42     0.88    -0.91    -0.35    -0.32     0.17     0.20   386.27   427.52
   -12.00     0.00  1000.00     0.50     1.11     0.79    -0.82    -9.42    -9.79     0.91    -0.94    -0.32    -0.29    -0.20     0.58   427.52   468.85
   -12.00     0.00 -1000.00     0.50    -0.11     0.79    -0.76    -9.42    -9.04     0.91    -0.88    -0.32    -0.35    -0.20    -0.17   427.52   386.27
   -14.00  1000.00     0.00     1.20     0.58     0.93    -0.90   -11.36   -10.98     0.87    -0.84    -0.35    -0.37    -0.58     0.20   420.84   379.63
   -14.00 -1000.00     0.00    -0.03     0.58     0.87    -0.90   -10.61   -10.98     0.81    -0.84    -0.40    -0.37     0.17     0.20   338.51   379.63
   -14.00     0.00  1000.00     0.58     1.20     0.90    -0.93   -10.98   -11.36     0.84    -0.87    -0.37    -0.35    -0.20     0.58   379.63   420.84
   -14.00     0.00 -1000.00     0.58    -0.03     0.90    -0.87   -10.98   -10.61     0.84    -0.81    -0.37    -0.40    -0.20    -0.17   379.63   338.51
   -16.00  1000.00     0.00     1.28     0.67     1.03    -1.00   -12.92   -12.55     0.81    -0.78    -0.40    -0.43    -0.58     0.20   372.81   331.71
   -16.00 -1000.00     0.00     0.05     0.67     0.97    -1.00   -12.18   -12.55     0.75    -0.78    -0.45    -0.43     0.18     0.20   290.72   331.71
   -16.00     0.00  1000.00     0.67     1.28     1.00    -1.03   -12.55   -12.92     0.78    -0.81    -0.43    -0.40    -0.20     0.58   331.71   372.81
   -16.00     0.00 -1000.00     0.67     0.05     1.00    -0.97   -12.55   -12.18     0.78    -0.75    -0.43    -0.45    -0.20    -0.18   331.71   290.72
   -18.00  1000.00     0.00     1.36     0.75     1.12    -1.09   -14.49   -14.12     0.75    -0.72    -0.45    -0.48    -0.58     0.20   324.78   283.80
   -18.00 -1000.00     0.00     0.14     0.75     1.07    -1.09   -13.75   -14.12     0.68    -0.72    -0.51    -0.48     0.18     0.20   242.91   283.80
   -18.00     0.00  1000.00     0.75     1.36     1.09    -1.12   -14.12   -14.49     0.72    -0.75    -0.48    -0.45    -0.20     0.58   283.80   324.78
   -18.00     0.00 -1000.00     0.75     0.14     1.09    -1.07   -14.12   -13.75     0.72    -0.68    -0.48    -0.51    -0.20    -0.18   283.80   242.91
   -20.00  1000.00     0.00     1.44     0.83     1.20    -1.18   -16.06   -15.68     0.68    -0.65    -0.51    -0.53    -0.58     0.20   276.79   235.91
   -20.00 -1000.00     0.00     0.22     0.83     1.15    -1.18   -15.32   -15.68     0.62    -0.65    -0.56    -0.53     0.18     0.20   195.13   235.91
   -20.00     0.00  1000.00     0.83     1.44     1.18    -1.20   -15.68   -16.06     0.65    -0.68    -0.53    -0.51    -0.20     0.58   235.91   276.79
   -20.00     0.00 -1000.00     0.83     0.22     1.18    -1.15   -15.68   -15.32     0.65    -0.62    -0.53    -0.56    -0.20    -0.18   235.91   195.13
   -22.00  1000.00     0.00     1.52     0.91     1.28    -1.26   -17.62   -17.25     0.62    -0.59    -0.56    -0.59    -0.58     0.20   228.86   188.07
   -22.00 -1000.00     0.00     0.30     0.91     1.23    -1.26   -16.88   -17.25     0.55    -0.59    -0.61    -0.59     0.18     0.20   147.39   188.07
   -22.00     0.00  1000.00     0.91     1.52     1.26    -1.28   -17.25   -17.62     0.59    -0.62    -0.59    -0.56    -0.20     0.58   188.07   228.86
   -22.00     0.00 -1000.00     0.91     0.30     1.26    -1.23   -17.25   -16.88     0.59    -0.55    -0.59    -0.61    -0.20    -0.18   188.07   147.39
   -24.00  1000.00     0.00     1.61     0.99     1.35    -1.33   -19.19   -18.82     0.55    -0.52    -0.61    -0.64    -0.57     0.19   181.01   140.31
   -24.00 -1000.00     0.00     0.38     0.99     1.31    -1.33   -18.45   -18.82     0.49    -0.52    -0.67    -0.64     0.19     0.19    99.72   140.31
   -24.00     0.00  1000.00     0.99     1.61     1.33    -1.35   -18.82   -19.19     0.52    -0.55    -0.64    -0.61    -0.19     0.57   140.31   181.01
   -24.00     0.00 -1000.00     0.99     0.38     1.33    -1.31   -18.82   -18.45     0.52    -0.49    -0.64    -0.67    -0.19    -0.19   140.31    99.72
   -26.00  1000.00     0.00     1.69     1.07     1.41    -1.39   -20.76   -20.39     0.49    -0.46    -0.67    -0.69    -0.57     0.19   133.26    92.64
   -26.00 -1000.00     0.00     0.46     1.07     1.37    -1.39   -20.02   -20.39     0.42    -0.46    -0.72    -0.69     0.19     0.19    52.15    92.64
   -26.00     0.00  1000.00     1.07     1.69     1.39    -1.41   -20.39   -20.76     0.46    -0.49    -0.69    -0.67    -0.19     0.57    92.64   133.26
   -26.00     0.00 -1000.00     1.07     0.46     1.39    -1.37   -20.39   -20.02     0.46    -0.42    -0.69    -0.72    -0.19    -0.19    92.64    52.15
   -28.00  1000.00     0.00     1.77     1.15     1.47    -1.45   -22.33   -21.96     0.43    -0.39    -0.72    -0.75    -0.57     0.19    85.64    45.10
   -28.00 -1000.00     0.00     0.54     1.15     1.43    -1.45   -21.60   -21.96     0.36    -0.39    -0.77    -0.75     0.19     0.19     4.69    45.10
   -28.00     0.00  1000.00     1.15     1.77     1.45    -1.47   -21.96   -22.33     0.39    -0.43    -0.75    -0.72    -0.19     0.57    45.10    85.64
   -28.00     0.00 -1000.00     1.15     0.54     1.45    -1.43   -21.96   -21.60     0.39    -0.36    -0.75    -0.77    -0.19    -0.19    45.10     4.69
   -30.00  1000.00     0.00     1.85     1.23     1.51    -1.50   -23.90   -23.46     0.36    -0.33    -0.77    -0.80    -0.57     0.18    38.16     0.00
   -30.00 -1000.00     0.00     0.55     1.23     1.44    -1.50   -21.75   -23.46     0.35    -0.33    -0.78    -0.80     0.19     0.18     0.00     0.00
   -30.00     0.00  1000.00     1.23     1.85     1.50    -1.51   -23.46   -23.90     0.33    -0.36    -0.80    -0.77    -0.18     0.57     0.00    38.16
   -30.00     0.00 -1000.00     1.23     0.55     1.50    -1.44   -23.46   -21.75     0.33    -0.35    -0.80    -0.78    -0.18    -0.19     0.00     0.00
