
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           FSE05 rear suspension                               

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    12.00     0.00  -100.00    -0.45    -0.51    -0.95     0.92     8.67     8.36     1.69    -1.66     0.30     0.08    -0.18     0.08  1194.91  1238.35
    14.00   100.00     0.00    -0.47    -0.53    -1.16     1.13    10.44    10.13     1.78    -1.75     0.56     0.35    -0.27     0.17  1225.70  1269.36
    14.00  -100.00     0.00    -0.59    -0.53    -1.10     1.13     9.82    10.13     1.72    -1.75     0.13     0.35    -0.08     0.17  1313.08  1269.36
    14.00     0.00   100.00    -0.53    -0.47    -1.13     1.16    10.13    10.44     1.75    -1.78     0.35     0.56    -0.17     0.27  1269.36  1225.70
    14.00     0.00  -100.00    -0.53    -0.59    -1.13     1.10    10.13     9.82     1.75    -1.72     0.35     0.13    -0.17     0.08  1269.36  1313.08
    16.00   100.00     0.00    -0.55    -0.61    -1.35     1.32    11.92    11.61     1.84    -1.82     0.61     0.40    -0.27     0.17  1298.45  1342.43
    16.00  -100.00     0.00    -0.66    -0.61    -1.29     1.32    11.30    11.61     1.79    -1.82     0.18     0.40    -0.07     0.17  1386.48  1342.43
    16.00     0.00   100.00    -0.61    -0.55    -1.32     1.35    11.61    11.92     1.82    -1.84     0.40     0.61    -0.17     0.27  1342.43  1298.45
    16.00     0.00  -100.00    -0.61    -0.66    -1.32     1.29    11.61    11.30     1.82    -1.79     0.40     0.18    -0.17     0.07  1342.43  1386.48
    18.00   100.00     0.00    -0.63    -0.68    -1.55     1.52    13.41    13.10     1.91    -1.88     0.66     0.45    -0.26     0.16  1369.53  1413.91
    18.00  -100.00     0.00    -0.74    -0.68    -1.48     1.52    12.78    13.10     1.86    -1.88     0.23     0.45    -0.07     0.16  1458.33  1413.91
    18.00     0.00   100.00    -0.68    -0.63    -1.52     1.55    13.10    13.41     1.88    -1.91     0.45     0.66    -0.16     0.26  1413.91  1369.53
    18.00     0.00  -100.00    -0.68    -0.74    -1.52     1.48    13.10    12.78     1.88    -1.86     0.45     0.23    -0.16     0.07  1413.91  1458.33
    20.00   100.00     0.00    -0.71    -0.76    -1.75     1.72    14.91    14.60     1.98    -1.95     0.72     0.50    -0.26     0.16  1438.67  1483.48
    20.00  -100.00     0.00    -0.82    -0.76    -1.69     1.72    14.28    14.60     1.92    -1.95     0.28     0.50    -0.06     0.16  1528.34  1483.48
    20.00     0.00   100.00    -0.76    -0.71    -1.72     1.75    14.60    14.91     1.95    -1.98     0.50     0.72    -0.16     0.26  1483.48  1438.67
    20.00     0.00  -100.00    -0.76    -0.82    -1.72     1.69    14.60    14.28     1.95    -1.92     0.50     0.28    -0.16     0.06  1483.48  1528.34
    22.00   100.00     0.00    -0.79    -0.85    -1.97     1.93    16.43    16.11     2.04    -2.02     0.77     0.55    -0.25     0.15  1505.46  1550.80
    22.00  -100.00     0.00    -0.90    -0.85    -1.90     1.93    15.79    16.11     1.99    -2.02     0.33     0.55    -0.05     0.15  1596.17  1550.80
    22.00     0.00   100.00    -0.85    -0.79    -1.93     1.97    16.11    16.43     2.02    -2.04     0.55     0.77    -0.15     0.25  1550.80  1505.46
    22.00     0.00  -100.00    -0.85    -0.90    -1.93     1.90    16.11    15.79     2.02    -1.99     0.55     0.33    -0.15     0.05  1550.80  1596.17
    24.00   100.00     0.00    -0.87    -0.93    -2.20     2.16    17.97    17.65     2.11    -2.09     0.82     0.60    -0.25     0.15  1569.45  1615.42
    24.00  -100.00     0.00    -0.99    -0.93    -2.12     2.16    17.33    17.65     2.06    -2.09     0.39     0.60    -0.05     0.15  1661.39  1615.42
    24.00     0.00   100.00    -0.93    -0.87    -2.16     2.20    17.65    17.97     2.09    -2.11     0.60     0.82    -0.15     0.25  1615.42  1569.45
    24.00     0.00  -100.00    -0.93    -0.99    -2.16     2.12    17.65    17.33     2.09    -2.06     0.60     0.39    -0.15     0.05  1615.42  1661.39
    26.00   100.00     0.00    -0.96    -1.01    -2.43     2.39    19.54    19.21     2.18    -2.16     0.87     0.66    -0.24     0.14  1630.01  1676.74
    26.00  -100.00     0.00    -1.07    -1.01    -2.35     2.39    18.88    19.21     2.13    -2.16     0.44     0.66    -0.04     0.14  1723.45  1676.74
    26.00     0.00   100.00    -1.01    -0.96    -2.39     2.43    19.21    19.54     2.16    -2.18     0.66     0.87    -0.14     0.24  1676.74  1630.01
    26.00     0.00  -100.00    -1.01    -1.07    -2.39     2.35    19.21    18.88     2.16    -2.13     0.66     0.44    -0.14     0.04  1676.74  1723.45
    28.00   100.00     0.00    -1.04    -1.10    -2.68     2.64    21.13    20.80     2.25    -2.23     0.93     0.71    -0.23     0.13  1686.30  1733.97
    28.00  -100.00     0.00    -1.16    -1.10    -2.59     2.64    20.46    20.80     2.20    -2.23     0.49     0.71    -0.03     0.13  1781.59  1733.97
    28.00     0.00   100.00    -1.10    -1.04    -2.64     2.68    20.80    21.13     2.23    -2.25     0.71     0.93    -0.13     0.23  1733.97  1686.30
    28.00     0.00  -100.00    -1.10    -1.16    -2.64     2.59    20.80    20.46     2.23    -2.20     0.71     0.49    -0.13     0.03  1733.97  1781.59
    30.00   100.00     0.00    -1.13    -1.19    -2.94     2.89    22.76    22.42     2.32    -2.30     0.99     0.77    -0.22     0.12  1737.13  1786.01
    30.00  -100.00     0.00    -1.25    -1.19    -2.85     2.89    22.08    22.42     2.27    -2.30     0.55     0.77    -0.02     0.12  1834.79  1786.01
    30.00     0.00   100.00    -1.19    -1.13    -2.89     2.94    22.42    22.76     2.30    -2.32     0.77     0.99    -0.12     0.22  1786.01  1737.13
    30.00     0.00  -100.00    -1.19    -1.25    -2.89     2.85    22.42    22.08     2.30    -2.27     0.77     0.55    -0.12     0.02  1786.01  1834.79
    32.00   100.00     0.00    -1.23    -1.28    -3.22     3.17    24.44    24.09     2.40    -2.37     1.04     0.82    -0.21     0.11  1780.72  1831.22
    32.00  -100.00     0.00    -1.34    -1.28    -3.12     3.17    23.74    24.09     2.34    -2.37     0.61     0.82    -0.01     0.11  1881.54  1831.22
    32.00     0.00   100.00    -1.28    -1.23    -3.17     3.22    24.09    24.44     2.37    -2.40     0.82     1.04    -0.11     0.21  1831.22  1780.72
    32.00     0.00  -100.00    -1.28    -1.34    -3.17     3.12    24.09    23.74     2.37    -2.34     0.82     0.61    -0.11     0.01  1831.22  1881.54
    34.00   100.00     0.00    -1.32    -1.38    -3.51     3.46    26.20    25.83     2.48    -2.45     1.10     0.88    -0.21     0.11  1814.18  1866.99
    34.00  -100.00     0.00    -1.43    -1.38    -3.41     3.46    25.46    25.83     2.42    -2.45     0.66     0.88     0.00     0.11  1919.46  1866.99
    34.00     0.00   100.00    -1.38    -1.32    -3.46     3.51    25.83    26.20     2.45    -2.48     0.88     1.10    -0.11     0.21  1866.99  1814.18
    34.00     0.00  -100.00    -1.38    -1.43    -3.46     3.41    25.83    25.46     2.45    -2.42     0.88     0.66    -0.11     0.00  1866.99  1919.46
    36.00   100.00     0.00    -1.43    -1.48    -3.84     3.78    28.07    27.67     2.56    -2.53     1.17     0.95    -0.20     0.10  1832.12  1888.60
    36.00  -100.00     0.00    -1.54    -1.48    -3.72     3.78    27.28    27.67     2.50    -2.53     0.73     0.95     0.01     0.10  1944.40  1888.60
    36.00     0.00   100.00    -1.48    -1.43    -3.78     3.84    27.67    28.07     2.53    -2.56     0.95     1.17    -0.10     0.20  1888.60  1832.12
    36.00     0.00  -100.00    -1.48    -1.54    -3.78     3.72    27.67    27.28     2.53    -2.50     0.95     0.73    -0.10    -0.01  1888.60  1944.40
    -2.00   100.00     0.00     0.13     0.07     0.12    -0.14    -1.13    -1.43     1.26    -1.24     0.17    -0.05    -0.30     0.20   606.94   649.07
    -2.00  -100.00     0.00     0.01     0.07     0.15    -0.14    -1.73    -1.43     1.21    -1.24    -0.26    -0.05    -0.10     0.20   691.29   649.07
    -2.00     0.00   100.00     0.07     0.13     0.14    -0.12    -1.43    -1.13     1.24    -1.26    -0.05     0.17    -0.20     0.30   649.07   606.94
    -2.00     0.00  -100.00     0.07     0.01     0.14    -0.15    -1.43    -1.73     1.24    -1.21    -0.05    -0.26    -0.20     0.10   649.07   691.29
    -4.00   100.00     0.00     0.21     0.15     0.25    -0.26    -2.56    -2.86     1.20    -1.17     0.12    -0.10    -0.30     0.20   526.89   568.92
    -4.00  -100.00     0.00     0.09     0.15     0.28    -0.26    -3.16    -2.86     1.15    -1.17    -0.31    -0.10    -0.11     0.20   611.04   568.92
    -4.00     0.00   100.00     0.15     0.21     0.26    -0.25    -2.86    -2.56     1.17    -1.20    -0.10     0.12    -0.20     0.30   568.92   526.89
    -4.00     0.00  -100.00     0.15     0.09     0.26    -0.28    -2.86    -3.16     1.17    -1.15    -0.10    -0.31    -0.20     0.11   568.92   611.04
    -6.00   100.00     0.00     0.28     0.22     0.37    -0.39    -3.98    -4.28     1.14    -1.11     0.07    -0.15    -0.30     0.21   446.53   488.47
    -6.00  -100.00     0.00     0.16     0.22     0.40    -0.39    -4.59    -4.28     1.08    -1.11    -0.36    -0.15    -0.11     0.21   530.50   488.47
    -6.00     0.00   100.00     0.22     0.28     0.39    -0.37    -4.28    -3.98     1.11    -1.14    -0.15     0.07    -0.21     0.30   488.47   446.53
    -6.00     0.00  -100.00     0.22     0.16     0.39    -0.40    -4.28    -4.59     1.11    -1.08    -0.15    -0.36    -0.21     0.11   488.47   530.50
    -8.00   100.00     0.00     0.35     0.29     0.49    -0.51    -5.41    -5.71     1.07    -1.05     0.02    -0.19    -0.31     0.21   365.93   407.79
    -8.00  -100.00     0.00     0.23     0.29     0.52    -0.51    -6.01    -5.71     1.02    -1.05    -0.41    -0.19    -0.11     0.21   449.74   407.79
    -8.00     0.00   100.00     0.29     0.35     0.51    -0.49    -5.71    -5.41     1.05    -1.07    -0.19     0.02    -0.21     0.31   407.79   365.93
    -8.00     0.00  -100.00     0.29     0.23     0.51    -0.52    -5.71    -6.01     1.05    -1.02    -0.19    -0.41    -0.21     0.11   407.79   449.74
   -10.00   100.00     0.00     0.42     0.36     0.60    -0.62    -6.83    -7.13     1.01    -0.98    -0.03    -0.24    -0.31     0.21   285.13   326.93
   -10.00  -100.00     0.00     0.31     0.36     0.63    -0.62    -7.43    -7.13     0.96    -0.98    -0.46    -0.24    -0.11     0.21   368.81   326.93
   -10.00     0.00   100.00     0.36     0.42     0.62    -0.60    -7.13    -6.83     0.98    -1.01    -0.24    -0.03    -0.21     0.31   326.93   285.13
   -10.00     0.00  -100.00     0.36     0.31     0.62    -0.63    -7.13    -7.43     0.98    -0.96    -0.24    -0.46    -0.21     0.11   326.93   368.81
   -12.00   100.00     0.00     0.49     0.44     0.71    -0.72    -8.25    -8.55     0.95    -0.92    -0.08    -0.29    -0.31     0.21   204.20   245.94
   -12.00  -100.00     0.00     0.38     0.44     0.73    -0.72    -8.86    -8.55     0.90    -0.92    -0.50    -0.29    -0.11     0.21   287.76   245.94
   -12.00     0.00   100.00     0.44     0.49     0.72    -0.71    -8.55    -8.25     0.92    -0.95    -0.29    -0.08    -0.21     0.31   245.94   204.20
   -12.00     0.00  -100.00     0.44     0.38     0.72    -0.73    -8.55    -8.86     0.92    -0.90    -0.29    -0.50    -0.21     0.11   245.94   287.76
   -14.00   100.00     0.00     0.57     0.51     0.81    -0.82    -9.68    -9.98     0.88    -0.86    -0.12    -0.34    -0.31     0.21   123.17   164.86
   -14.00  -100.00     0.00     0.45     0.51     0.83    -0.82   -10.28    -9.98     0.83    -0.86    -0.55    -0.34    -0.11     0.21   206.64   164.86
   -14.00     0.00   100.00     0.51     0.57     0.82    -0.81    -9.98    -9.68     0.86    -0.88    -0.34    -0.12    -0.21     0.31   164.86   123.17
   -14.00     0.00  -100.00     0.51     0.45     0.82    -0.83    -9.98   -10.28     0.86    -0.83    -0.34    -0.55    -0.21     0.11   164.86   206.64
   -16.00   100.00     0.00     0.64     0.58     0.91    -0.92   -11.10   -11.40     0.82    -0.80    -0.17    -0.39    -0.31     0.21    42.10    83.75
   -16.00  -100.00     0.00     0.52     0.58     0.92    -0.92   -11.70   -11.40     0.77    -0.80    -0.60    -0.39    -0.11     0.21   125.49    83.75
   -16.00     0.00   100.00     0.58     0.64     0.92    -0.91   -11.40   -11.10     0.80    -0.82    -0.39    -0.17    -0.21     0.31    83.75    42.10
   -16.00     0.00  -100.00     0.58     0.52     0.92    -0.92   -11.40   -11.70     0.80    -0.77    -0.39    -0.60    -0.21     0.11    83.75   125.49
   -18.00   100.00     0.00     0.68     0.65     0.95    -1.00   -11.84   -12.82     0.79    -0.73    -0.20    -0.43    -0.31     0.21     0.00     2.64
   -18.00  -100.00     0.00     0.59     0.65     1.01    -1.00   -13.12   -12.82     0.71    -0.73    -0.65    -0.43    -0.11     0.21    44.35     2.64
   -18.00     0.00   100.00     0.65     0.68     1.00    -0.95   -12.82   -11.84     0.73    -0.79    -0.43    -0.20    -0.21     0.31     2.64     0.00
   -18.00     0.00  -100.00     0.65     0.59     1.00    -1.01   -12.82   -13.12     0.73    -0.71    -0.43    -0.65    -0.21     0.11     2.64    44.35
