
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           FSE05 rear suspension                               

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    14.00     0.00   100.00    -0.53    -0.58    -1.13     1.08    10.13     9.73     1.75    -1.69     0.35     0.32    -0.17     0.05  1269.36  1326.64
    14.00     0.00  -100.00    -0.53    -0.48    -1.13     1.18    10.13    10.54     1.75    -1.81     0.35     0.37    -0.17     0.30  1269.36  1212.00
    16.00   100.00     0.00    -0.56    -0.61    -1.37     1.32    12.02    11.61     1.88    -1.82     0.42     0.40    -0.29     0.17  1284.66  1342.43
    16.00  -100.00     0.00    -0.66    -0.61    -1.27     1.32    11.20    11.61     1.76    -1.82     0.37     0.40    -0.05     0.17  1400.12  1342.43
    16.00     0.00   100.00    -0.61    -0.66    -1.32     1.27    11.61    11.20     1.82    -1.76     0.40     0.37    -0.17     0.05  1342.43  1400.12
    16.00     0.00  -100.00    -0.61    -0.56    -1.32     1.37    11.61    12.02     1.82    -1.88     0.40     0.42    -0.17     0.29  1342.43  1284.66
    18.00   100.00     0.00    -0.64    -0.68    -1.57     1.52    13.51    13.10     1.94    -1.88     0.47     0.45    -0.29     0.16  1355.66  1413.91
    18.00  -100.00     0.00    -0.73    -0.68    -1.46     1.52    12.68    13.10     1.82    -1.88     0.42     0.45    -0.04     0.16  1472.05  1413.91
    18.00     0.00   100.00    -0.68    -0.73    -1.52     1.46    13.10    12.68     1.88    -1.82     0.45     0.42    -0.16     0.04  1413.91  1472.05
    18.00     0.00  -100.00    -0.68    -0.64    -1.52     1.57    13.10    13.51     1.88    -1.94     0.45     0.47    -0.16     0.29  1413.91  1355.66
    20.00   100.00     0.00    -0.72    -0.76    -1.78     1.72    15.02    14.60     2.01    -1.95     0.53     0.50    -0.28     0.16  1424.68  1483.48
    20.00  -100.00     0.00    -0.81    -0.76    -1.66     1.72    14.18    14.60     1.89    -1.95     0.47     0.50    -0.04     0.16  1542.16  1483.48
    20.00     0.00   100.00    -0.76    -0.81    -1.72     1.66    14.60    14.18     1.95    -1.89     0.50     0.47    -0.16     0.04  1483.48  1542.16
    20.00     0.00  -100.00    -0.76    -0.72    -1.72     1.78    14.60    15.02     1.95    -2.01     0.50     0.53    -0.16     0.28  1483.48  1424.68
    22.00   100.00     0.00    -0.80    -0.85    -1.99     1.93    16.54    16.11     2.08    -2.02     0.58     0.55    -0.27     0.15  1491.35  1550.80
    22.00  -100.00     0.00    -0.89    -0.85    -1.88     1.93    15.69    16.11     1.96    -2.02     0.52     0.55    -0.03     0.15  1610.10  1550.80
    22.00     0.00   100.00    -0.85    -0.89    -1.93     1.88    16.11    15.69     2.02    -1.96     0.55     0.52    -0.15     0.03  1550.80  1610.10
    22.00     0.00  -100.00    -0.85    -0.80    -1.93     1.99    16.11    16.54     2.02    -2.08     0.55     0.58    -0.15     0.27  1550.80  1491.35
    24.00   100.00     0.00    -0.88    -0.93    -2.22     2.16    18.08    17.65     2.15    -2.09     0.63     0.60    -0.26     0.15  1555.20  1615.42
    24.00  -100.00     0.00    -0.97    -0.93    -2.10     2.16    17.22    17.65     2.03    -2.09     0.58     0.60    -0.03     0.15  1675.46  1615.42
    24.00     0.00   100.00    -0.93    -0.97    -2.16     2.10    17.65    17.22     2.09    -2.03     0.60     0.58    -0.15     0.03  1615.42  1675.46
    24.00     0.00  -100.00    -0.93    -0.88    -2.16     2.22    17.65    18.08     2.09    -2.15     0.60     0.63    -0.15     0.26  1615.42  1555.20
    26.00   100.00     0.00    -0.97    -1.01    -2.46     2.39    19.64    19.21     2.22    -2.16     0.68     0.66    -0.26     0.14  1615.59  1676.74
    26.00  -100.00     0.00    -1.06    -1.01    -2.33     2.39    18.78    19.21     2.10    -2.16     0.63     0.66    -0.02     0.14  1737.66  1676.74
    26.00     0.00   100.00    -1.01    -1.06    -2.39     2.33    19.21    18.78     2.16    -2.10     0.66     0.63    -0.14     0.02  1676.74  1737.66
    26.00     0.00  -100.00    -1.01    -0.97    -2.39     2.46    19.21    19.64     2.16    -2.22     0.66     0.68    -0.14     0.26  1676.74  1615.59
    28.00   100.00     0.00    -1.06    -1.10    -2.70     2.64    21.24    20.80     2.29    -2.23     0.74     0.71    -0.25     0.13  1671.68  1733.97
    28.00  -100.00     0.00    -1.14    -1.10    -2.57     2.64    20.36    20.80     2.17    -2.23     0.68     0.71    -0.01     0.13  1795.98  1733.97
    28.00     0.00   100.00    -1.10    -1.14    -2.64     2.57    20.80    20.36     2.23    -2.17     0.71     0.68    -0.13     0.01  1733.97  1795.98
    28.00     0.00  -100.00    -1.10    -1.06    -2.64     2.70    20.80    21.24     2.23    -2.29     0.71     0.74    -0.13     0.25  1733.97  1671.68
    30.00   100.00     0.00    -1.15    -1.19    -2.97     2.89    22.87    22.42     2.36    -2.30     0.79     0.77    -0.24     0.12  1722.27  1786.01
    30.00  -100.00     0.00    -1.23    -1.19    -2.82     2.89    21.97    22.42     2.24    -2.30     0.74     0.77    -0.01     0.12  1849.38  1786.01
    30.00     0.00   100.00    -1.19    -1.23    -2.89     2.82    22.42    21.97     2.30    -2.24     0.77     0.74    -0.12     0.01  1786.01  1849.38
    30.00     0.00  -100.00    -1.19    -1.15    -2.89     2.97    22.42    22.87     2.30    -2.36     0.77     0.79    -0.12     0.24  1786.01  1722.27
    32.00   100.00     0.00    -1.24    -1.28    -3.24     3.17    24.56    24.09     2.43    -2.37     0.85     0.82    -0.23     0.11  1765.56  1831.22
    32.00  -100.00     0.00    -1.32    -1.28    -3.09     3.17    23.63    24.09     2.31    -2.37     0.80     0.82     0.00     0.11  1896.39  1831.22
    32.00     0.00   100.00    -1.28    -1.32    -3.17     3.09    24.09    23.63     2.37    -2.31     0.82     0.80    -0.11     0.00  1831.22  1896.39
    32.00     0.00  -100.00    -1.28    -1.24    -3.17     3.24    24.09    24.56     2.37    -2.43     0.82     0.85    -0.11     0.23  1831.22  1765.56
    34.00   100.00     0.00    -1.34    -1.38    -3.54     3.46    26.32    25.83     2.51    -2.45     0.91     0.88    -0.22     0.11  1798.61  1866.99
    34.00  -100.00     0.00    -1.42    -1.38    -3.38     3.46    25.35    25.83     2.39    -2.45     0.86     0.88     0.01     0.11  1934.65  1866.99
    34.00     0.00   100.00    -1.38    -1.42    -3.46     3.38    25.83    25.35     2.45    -2.39     0.88     0.86    -0.11    -0.01  1866.99  1934.65
    34.00     0.00  -100.00    -1.38    -1.34    -3.46     3.54    25.83    26.32     2.45    -2.51     0.88     0.91    -0.11     0.22  1866.99  1798.61
    36.00   100.00     0.00    -1.45    -1.48    -3.87     3.78    28.19    27.67     2.59    -2.53     0.98     0.95    -0.21     0.10  1815.93  1888.60
    36.00  -100.00     0.00    -1.52    -1.48    -3.69     3.78    27.17    27.67     2.47    -2.53     0.92     0.95     0.02     0.10  1960.08  1888.60
    36.00     0.00   100.00    -1.48    -1.52    -3.78     3.69    27.67    27.17     2.53    -2.47     0.95     0.92    -0.10    -0.02  1888.60  1960.08
    36.00     0.00  -100.00    -1.48    -1.45    -3.78     3.87    27.67    28.19     2.53    -2.59     0.95     0.98    -0.10     0.21  1888.60  1815.93
    -2.00   100.00     0.00     0.13     0.07     0.10    -0.14    -1.03    -1.43     1.30    -1.24    -0.02    -0.05    -0.34     0.20   593.69   649.07
    -2.00  -100.00     0.00     0.02     0.07     0.17    -0.14    -1.83    -1.43     1.17    -1.24    -0.07    -0.05    -0.07     0.20   704.45   649.07
    -2.00     0.00   100.00     0.07     0.02     0.14    -0.17    -1.43    -1.83     1.24    -1.17    -0.05    -0.07    -0.20     0.07   649.07   704.45
    -2.00     0.00  -100.00     0.07     0.13     0.14    -0.10    -1.43    -1.03     1.24    -1.30    -0.05    -0.02    -0.20     0.34   649.07   593.69
    -4.00   100.00     0.00     0.20     0.15     0.23    -0.26    -2.46    -2.86     1.24    -1.17    -0.07    -0.10    -0.34     0.20   513.68   568.92
    -4.00  -100.00     0.00     0.09     0.15     0.30    -0.26    -3.25    -2.86     1.11    -1.17    -0.12    -0.10    -0.07     0.20   624.17   568.92
    -4.00     0.00   100.00     0.15     0.09     0.26    -0.30    -2.86    -3.25     1.17    -1.11    -0.10    -0.12    -0.20     0.07   568.92   624.17
    -4.00     0.00  -100.00     0.15     0.20     0.26    -0.23    -2.86    -2.46     1.17    -1.24    -0.10    -0.07    -0.20     0.34   568.92   513.68
    -6.00   100.00     0.00     0.28     0.22     0.36    -0.39    -3.89    -4.28     1.17    -1.11    -0.12    -0.15    -0.34     0.21   433.35   488.47
    -6.00  -100.00     0.00     0.16     0.22     0.42    -0.39    -4.68    -4.28     1.05    -1.11    -0.17    -0.15    -0.07     0.21   543.61   488.47
    -6.00     0.00   100.00     0.22     0.16     0.39    -0.42    -4.28    -4.68     1.11    -1.05    -0.15    -0.17    -0.21     0.07   488.47   543.61
    -6.00     0.00  -100.00     0.22     0.28     0.39    -0.36    -4.28    -3.89     1.11    -1.17    -0.15    -0.12    -0.21     0.34   488.47   433.35
    -8.00   100.00     0.00     0.35     0.29     0.47    -0.51    -5.31    -5.71     1.11    -1.05    -0.17    -0.19    -0.34     0.21   352.77   407.79
    -8.00  -100.00     0.00     0.23     0.29     0.54    -0.51    -6.10    -5.71     0.98    -1.05    -0.22    -0.19    -0.07     0.21   462.83   407.79
    -8.00     0.00   100.00     0.29     0.23     0.51    -0.54    -5.71    -6.10     1.05    -0.98    -0.19    -0.22    -0.21     0.07   407.79   462.83
    -8.00     0.00  -100.00     0.29     0.35     0.51    -0.47    -5.71    -5.31     1.05    -1.11    -0.19    -0.17    -0.21     0.34   407.79   352.77
   -10.00   100.00     0.00     0.42     0.36     0.59    -0.62    -6.74    -7.13     1.05    -0.98    -0.22    -0.24    -0.35     0.21   272.00   326.93
   -10.00  -100.00     0.00     0.30     0.36     0.65    -0.62    -7.53    -7.13     0.92    -0.98    -0.27    -0.24    -0.07     0.21   381.88   326.93
   -10.00     0.00   100.00     0.36     0.30     0.62    -0.65    -7.13    -7.53     0.98    -0.92    -0.24    -0.27    -0.21     0.07   326.93   381.88
   -10.00     0.00  -100.00     0.36     0.42     0.62    -0.59    -7.13    -6.74     0.98    -1.05    -0.24    -0.22    -0.21     0.35   326.93   272.00
   -12.00   100.00     0.00     0.50     0.44     0.69    -0.72    -8.16    -8.55     0.98    -0.92    -0.26    -0.29    -0.35     0.21   191.08   245.94
   -12.00  -100.00     0.00     0.38     0.44     0.75    -0.72    -8.95    -8.55     0.86    -0.92    -0.32    -0.29    -0.07     0.21   300.81   245.94
   -12.00     0.00   100.00     0.44     0.38     0.72    -0.75    -8.55    -8.95     0.92    -0.86    -0.29    -0.32    -0.21     0.07   245.94   300.81
   -12.00     0.00  -100.00     0.44     0.50     0.72    -0.69    -8.55    -8.16     0.92    -0.98    -0.29    -0.26    -0.21     0.35   245.94   191.08
   -14.00   100.00     0.00     0.57     0.51     0.80    -0.82    -9.58    -9.98     0.92    -0.86    -0.31    -0.34    -0.35     0.21   110.08   164.86
   -14.00  -100.00     0.00     0.45     0.51     0.85    -0.82   -10.37    -9.98     0.80    -0.86    -0.36    -0.34    -0.07     0.21   219.68   164.86
   -14.00     0.00   100.00     0.51     0.45     0.82    -0.85    -9.98   -10.37     0.86    -0.80    -0.34    -0.36    -0.21     0.07   164.86   219.68
   -14.00     0.00  -100.00     0.51     0.57     0.82    -0.80    -9.98    -9.58     0.86    -0.92    -0.34    -0.31    -0.21     0.35   164.86   110.08
   -16.00   100.00     0.00     0.64     0.58     0.89    -0.92   -11.01   -11.40     0.86    -0.80    -0.36    -0.39    -0.35     0.21    29.02    83.75
   -16.00  -100.00     0.00     0.52     0.58     0.94    -0.92   -11.79   -11.40     0.73    -0.80    -0.41    -0.39    -0.07     0.21   138.52    83.75
   -16.00     0.00   100.00     0.58     0.52     0.92    -0.94   -11.40   -11.79     0.80    -0.73    -0.39    -0.41    -0.21     0.07    83.75   138.52
   -16.00     0.00  -100.00     0.58     0.64     0.92    -0.89   -11.40   -11.01     0.80    -0.86    -0.39    -0.36    -0.21     0.35    83.75    29.02
   -18.00   100.00     0.00     0.67     0.65     0.92    -1.00   -11.52   -12.82     0.84    -0.73    -0.38    -0.43    -0.35     0.21     0.00     2.64
   -18.00  -100.00     0.00     0.59     0.65     1.03    -1.00   -13.21   -12.82     0.67    -0.73    -0.46    -0.43    -0.06     0.21    57.37     2.64
   -18.00     0.00   100.00     0.65     0.59     1.00    -1.03   -12.82   -13.21     0.73    -0.67    -0.43    -0.46    -0.21     0.06     2.64    57.37
   -18.00     0.00  -100.00     0.65     0.67     1.00    -0.92   -12.82   -11.52     0.73    -0.84    -0.43    -0.38    -0.21     0.35     2.64     0.00
