
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           FSE05 rear suspension                               

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
     6.00     0.00   100.00    -0.22     0.43    -0.44     0.44     4.31     4.27     1.49    -1.62     0.15     0.24    -0.19     1.17   965.22   970.16
     6.00     0.00  -100.00    -0.22    -0.88    -0.44     0.46     4.31     4.34     1.49    -1.36     0.15     0.05    -0.19    -0.80   965.22   961.93
     8.00   100.00     0.00    -0.95    -0.30    -0.62     0.60     5.78     5.76     1.43    -1.56     0.10     0.20     0.80     0.19  1039.00  1042.69
     8.00  -100.00     0.00     0.35    -0.30    -0.60     0.60     5.72     5.76     1.68    -1.56     0.29     0.20    -1.17     0.19  1047.99  1042.69
     8.00     0.00   100.00    -0.30     0.35    -0.60     0.60     5.76     5.72     1.56    -1.68     0.20     0.29    -0.19     1.17  1042.69  1047.99
     8.00     0.00  -100.00    -0.30    -0.95    -0.60     0.62     5.76     5.78     1.56    -1.43     0.20     0.10    -0.19    -0.80  1042.69  1039.00
    10.00   100.00     0.00    -1.03    -0.37    -0.79     0.77     7.24     7.21     1.49    -1.62     0.15     0.25     0.80     0.18  1115.21  1119.30
    10.00  -100.00     0.00     0.28    -0.37    -0.77     0.77     7.16     7.21     1.74    -1.62     0.34     0.25    -1.16     0.18  1124.97  1119.30
    10.00     0.00   100.00    -0.37     0.28    -0.77     0.77     7.21     7.16     1.62    -1.74     0.25     0.34    -0.18     1.16  1119.30  1124.97
    10.00     0.00  -100.00    -0.37    -1.03    -0.77     0.79     7.21     7.24     1.62    -1.49     0.25     0.15    -0.18    -0.80  1119.30  1115.21
    12.00   100.00     0.00    -1.10    -0.45    -0.97     0.95     8.70     8.67     1.56    -1.69     0.20     0.30     0.80     0.18  1190.42  1194.91
    12.00  -100.00     0.00     0.20    -0.45    -0.94     0.95     8.62     8.67     1.81    -1.69     0.39     0.30    -1.16     0.18  1200.95  1194.91
    12.00     0.00   100.00    -0.45     0.20    -0.95     0.94     8.67     8.62     1.69    -1.81     0.30     0.39    -0.18     1.16  1194.91  1200.95
    12.00     0.00  -100.00    -0.45    -1.10    -0.95     0.97     8.67     8.70     1.69    -1.56     0.30     0.20    -0.18    -0.80  1194.91  1190.42
    14.00   100.00     0.00    -1.18    -0.53    -1.15     1.13    10.17    10.13     1.63    -1.75     0.25     0.35     0.81     0.17  1264.45  1269.36
    14.00  -100.00     0.00     0.12    -0.53    -1.12     1.13    10.08    10.13     1.87    -1.75     0.44     0.35    -1.15     0.17  1275.77  1269.36
    14.00     0.00   100.00    -0.53     0.12    -1.13     1.12    10.13    10.08     1.75    -1.87     0.35     0.44    -0.17     1.15  1269.36  1275.77
    14.00     0.00  -100.00    -0.53    -1.18    -1.13     1.15    10.13    10.17     1.75    -1.63     0.35     0.25    -0.17    -0.81  1269.36  1264.45
    16.00   100.00     0.00    -1.26    -0.61    -1.34     1.32    11.65    11.61     1.69    -1.82     0.30     0.40     0.81     0.17  1337.10  1342.43
    16.00  -100.00     0.00     0.04    -0.61    -1.31     1.32    11.56    11.61     1.94    -1.82     0.49     0.40    -1.14     0.17  1349.23  1342.43
    16.00     0.00   100.00    -0.61     0.04    -1.32     1.31    11.61    11.56     1.82    -1.94     0.40     0.49    -0.17     1.14  1342.43  1349.23
    16.00     0.00  -100.00    -0.61    -1.26    -1.32     1.34    11.61    11.65     1.82    -1.69     0.40     0.30    -0.17    -0.81  1342.43  1337.10
    18.00   100.00     0.00    -1.33    -0.68    -1.54     1.52    13.14    13.10     1.76    -1.88     0.36     0.45     0.81     0.16  1408.13  1413.91
    18.00  -100.00     0.00    -0.04    -0.68    -1.50     1.52    13.04    13.10     2.00    -1.88     0.54     0.45    -1.14     0.16  1421.10  1413.91
    18.00     0.00   100.00    -0.68    -0.04    -1.52     1.50    13.10    13.04     1.88    -2.00     0.45     0.54    -0.16     1.14  1413.91  1421.10
    18.00     0.00  -100.00    -0.68    -1.33    -1.52     1.54    13.10    13.14     1.88    -1.76     0.45     0.36    -0.16    -0.81  1413.91  1408.13
    20.00   100.00     0.00    -1.41    -0.76    -1.74     1.72    14.65    14.60     1.83    -1.95     0.41     0.50     0.82     0.16  1477.25  1483.48
    20.00  -100.00     0.00    -0.12    -0.76    -1.71     1.72    14.54    14.60     2.07    -1.95     0.59     0.50    -1.13     0.16  1491.08  1483.48
    20.00     0.00   100.00    -0.76    -0.12    -1.72     1.71    14.60    14.54     1.95    -2.07     0.50     0.59    -0.16     1.13  1483.48  1491.08
    20.00     0.00  -100.00    -0.76    -1.41    -1.72     1.74    14.60    14.65     1.95    -1.83     0.50     0.41    -0.16    -0.82  1483.48  1477.25
    22.00   100.00     0.00    -1.49    -0.85    -1.96     1.93    16.17    16.11     1.90    -2.02     0.46     0.55     0.82     0.15  1544.10  1550.80
    22.00  -100.00     0.00    -0.20    -0.85    -1.92     1.93    16.05    16.11     2.13    -2.02     0.64     0.55    -1.12     0.15  1558.82  1550.80
    22.00     0.00   100.00    -0.85    -0.20    -1.93     1.92    16.11    16.05     2.02    -2.13     0.55     0.64    -0.15     1.12  1550.80  1558.82
    22.00     0.00  -100.00    -0.85    -1.49    -1.93     1.96    16.11    16.17     2.02    -1.90     0.55     0.46    -0.15    -0.82  1550.80  1544.10
    24.00   100.00     0.00    -1.58    -0.93    -2.18     2.16    17.71    17.65     1.97    -2.09     0.51     0.60     0.83     0.15  1608.23  1615.42
    24.00  -100.00     0.00    -0.28    -0.93    -2.14     2.16    17.58    17.65     2.20    -2.09     0.70     0.60    -1.11     0.15  1623.86  1615.42
    24.00     0.00   100.00    -0.93    -0.28    -2.16     2.14    17.65    17.58     2.09    -2.20     0.60     0.70    -0.15     1.11  1615.42  1623.86
    24.00     0.00  -100.00    -0.93    -1.58    -2.16     2.18    17.65    17.71     2.09    -1.97     0.60     0.51    -0.15    -0.83  1615.42  1608.23
    26.00   100.00     0.00    -1.66    -1.01    -2.42     2.39    19.27    19.21     2.04    -2.16     0.57     0.66     0.83     0.14  1669.04  1676.74
    26.00  -100.00     0.00    -0.37    -1.01    -2.38     2.39    19.14    19.21     2.27    -2.16     0.75     0.66    -1.10     0.14  1685.62  1676.74
    26.00     0.00   100.00    -1.01    -0.37    -2.39     2.38    19.21    19.14     2.16    -2.27     0.66     0.75    -0.14     1.10  1676.74  1685.62
    26.00     0.00  -100.00    -1.01    -1.66    -2.39     2.42    19.21    19.27     2.16    -2.04     0.66     0.57    -0.14    -0.83  1676.74  1669.04
    28.00   100.00     0.00    -1.75    -1.10    -2.66     2.64    20.86    20.80     2.11    -2.23     0.62     0.71     0.84     0.13  1725.74  1733.97
    28.00  -100.00     0.00    -0.46    -1.10    -2.62     2.64    20.72    20.80     2.34    -2.23     0.80     0.71    -1.10     0.13  1743.30  1733.97
    28.00     0.00   100.00    -1.10    -0.46    -2.64     2.62    20.80    20.72     2.23    -2.34     0.71     0.80    -0.13     1.10  1733.97  1743.30
    28.00     0.00  -100.00    -1.10    -1.75    -2.64     2.66    20.80    20.86     2.23    -2.11     0.71     0.62    -0.13    -0.84  1733.97  1725.74
    30.00   100.00     0.00    -1.84    -1.19    -2.92     2.89    22.49    22.42     2.18    -2.30     0.68     0.77     0.85     0.12  1777.20  1786.01
    30.00  -100.00     0.00    -0.55    -1.19    -2.88     2.89    22.34    22.42     2.41    -2.30     0.86     0.77    -1.09     0.12  1795.81  1786.01
    30.00     0.00   100.00    -1.19    -0.55    -2.89     2.88    22.42    22.34     2.30    -2.41     0.77     0.86    -0.12     1.09  1786.01  1795.81
    30.00     0.00  -100.00    -1.19    -1.84    -2.89     2.92    22.42    22.49     2.30    -2.18     0.77     0.68    -0.12    -0.85  1786.01  1777.20
    32.00   100.00     0.00    -1.93    -1.28    -3.20     3.17    24.17    24.09     2.26    -2.37     0.73     0.82     0.85     0.11  1821.80  1831.22
    32.00  -100.00     0.00    -0.64    -1.28    -3.15     3.17    24.01    24.09     2.48    -2.37     0.92     0.82    -1.08     0.11  1841.51  1831.22
    32.00     0.00   100.00    -1.28    -0.64    -3.17     3.15    24.09    24.01     2.37    -2.48     0.82     0.92    -0.11     1.08  1831.22  1841.51
    32.00     0.00  -100.00    -1.28    -1.93    -3.17     3.20    24.09    24.17     2.37    -2.26     0.82     0.73    -0.11    -0.85  1831.22  1821.80
    34.00   100.00     0.00    -2.02    -1.38    -3.49     3.46    25.91    25.83     2.34    -2.45     0.79     0.88     0.86     0.11  1856.88  1866.99
    34.00  -100.00     0.00    -0.74    -1.38    -3.44     3.46    25.75    25.83     2.56    -2.45     0.98     0.88    -1.07     0.11  1877.77  1866.99
    34.00     0.00   100.00    -1.38    -0.74    -3.46     3.44    25.83    25.75     2.45    -2.56     0.88     0.98    -0.11     1.07  1866.99  1877.77
    34.00     0.00  -100.00    -1.38    -2.02    -3.46     3.49    25.83    25.91     2.45    -2.34     0.88     0.79    -0.11    -0.86  1866.99  1856.88
    36.00   100.00     0.00    -2.13    -1.48    -3.81     3.78    27.76    27.67     2.42    -2.53     0.85     0.95     0.87     0.10  1877.71  1888.60
    36.00  -100.00     0.00    -0.84    -1.48    -3.76     3.78    27.58    27.67     2.64    -2.53     1.04     0.95    -1.06     0.10  1899.86  1888.60
    36.00     0.00   100.00    -1.48    -0.84    -3.78     3.76    27.67    27.58     2.53    -2.64     0.95     1.04    -0.10     1.06  1888.60  1899.86
    36.00     0.00  -100.00    -1.48    -2.13    -3.78     3.81    27.67    27.76     2.53    -2.42     0.95     0.85    -0.10    -0.87  1888.60  1877.71
    -2.00   100.00     0.00    -0.59     0.07     0.12    -0.14    -1.42    -1.43     1.10    -1.24    -0.14    -0.05     0.79     0.20   647.29   649.07
    -2.00  -100.00     0.00     0.73     0.07     0.14    -0.14    -1.46    -1.43     1.37    -1.24     0.05    -0.05    -1.19     0.20   652.62   649.07
    -2.00     0.00   100.00     0.07     0.73     0.14    -0.14    -1.43    -1.46     1.24    -1.37    -0.05     0.05    -0.20     1.19   649.07   652.62
    -2.00     0.00  -100.00     0.07    -0.59     0.14    -0.12    -1.43    -1.42     1.24    -1.10    -0.05    -0.14    -0.20    -0.79   649.07   647.29
    -4.00   100.00     0.00    -0.51     0.15     0.25    -0.26    -2.85    -2.86     1.04    -1.17    -0.19    -0.10     0.79     0.20   567.50   568.92
    -4.00  -100.00     0.00     0.80     0.15     0.27    -0.26    -2.88    -2.86     1.31    -1.17     0.00    -0.10    -1.19     0.20   572.14   568.92
    -4.00     0.00   100.00     0.15     0.80     0.26    -0.27    -2.86    -2.88     1.17    -1.31    -0.10     0.00    -0.20     1.19   568.92   572.14
    -4.00     0.00  -100.00     0.15    -0.51     0.26    -0.25    -2.86    -2.85     1.17    -1.04    -0.10    -0.19    -0.20    -0.79   568.92   567.50
    -6.00   100.00     0.00    -0.44     0.22     0.37    -0.39    -4.28    -4.28     0.97    -1.11    -0.24    -0.15     0.79     0.21   487.42   488.47
    -6.00  -100.00     0.00     0.88     0.22     0.39    -0.39    -4.30    -4.28     1.24    -1.11    -0.05    -0.15    -1.20     0.21   491.36   488.47
    -6.00     0.00   100.00     0.22     0.88     0.39    -0.39    -4.28    -4.30     1.11    -1.24    -0.15    -0.05    -0.21     1.20   488.47   491.36
    -6.00     0.00  -100.00     0.22    -0.44     0.39    -0.37    -4.28    -4.28     1.11    -0.97    -0.15    -0.24    -0.21    -0.79   488.47   487.42
    -8.00   100.00     0.00    -0.37     0.29     0.49    -0.51    -5.71    -5.71     0.91    -1.05    -0.29    -0.19     0.79     0.21   407.09   407.79
    -8.00  -100.00     0.00     0.95     0.29     0.51    -0.51    -5.73    -5.71     1.18    -1.05    -0.10    -0.19    -1.20     0.21   410.34   407.79
    -8.00     0.00   100.00     0.29     0.95     0.51    -0.51    -5.71    -5.73     1.05    -1.18    -0.19    -0.10    -0.21     1.20   407.79   410.34
    -8.00     0.00  -100.00     0.29    -0.37     0.51    -0.49    -5.71    -5.71     1.05    -0.91    -0.19    -0.29    -0.21    -0.79   407.79   407.09
   -10.00   100.00     0.00    -0.30     0.36     0.60    -0.62    -7.13    -7.13     0.85    -0.98    -0.34    -0.24     0.80     0.21   326.58   326.93
   -10.00  -100.00     0.00     1.02     0.36     0.62    -0.62    -7.15    -7.13     1.12    -0.98    -0.15    -0.24    -1.20     0.21   329.15   326.93
   -10.00     0.00   100.00     0.36     1.02     0.62    -0.62    -7.13    -7.15     0.98    -1.12    -0.24    -0.15    -0.21     1.20   326.93   329.15
   -10.00     0.00  -100.00     0.36    -0.30     0.62    -0.60    -7.13    -7.13     0.98    -0.85    -0.24    -0.34    -0.21    -0.80   326.93   326.58
   -12.00   100.00     0.00    -0.23     0.44     0.71    -0.72    -8.56    -8.55     0.78    -0.92    -0.38    -0.29     0.80     0.21   245.94   245.94
   -12.00  -100.00     0.00     1.10     0.44     0.72    -0.72    -8.57    -8.55     1.06    -0.92    -0.19    -0.29    -1.21     0.21   247.84   245.94
   -12.00     0.00   100.00     0.44     1.10     0.72    -0.72    -8.55    -8.57     0.92    -1.06    -0.29    -0.19    -0.21     1.21   245.94   247.84
   -12.00     0.00  -100.00     0.44    -0.23     0.72    -0.71    -8.55    -8.56     0.92    -0.78    -0.29    -0.38    -0.21    -0.80   245.94   245.94
   -14.00   100.00     0.00    -0.16     0.51     0.81    -0.82    -9.98    -9.98     0.72    -0.86    -0.43    -0.34     0.80     0.21   165.22   164.86
   -14.00  -100.00     0.00     1.17     0.51     0.82    -0.82    -9.99    -9.98     1.00    -0.86    -0.24    -0.34    -1.21     0.21   166.44   164.86
   -14.00     0.00   100.00     0.51     1.17     0.82    -0.82    -9.98    -9.99     0.86    -1.00    -0.34    -0.24    -0.21     1.21   164.86   166.44
   -14.00     0.00  -100.00     0.51    -0.16     0.82    -0.81    -9.98    -9.98     0.86    -0.72    -0.34    -0.43    -0.21    -0.80   164.86   165.22
   -16.00   100.00     0.00    -0.09     0.58     0.90    -0.92   -11.41   -11.40     0.65    -0.80    -0.48    -0.39     0.80     0.21    84.45    83.75
   -16.00  -100.00     0.00     1.24     0.58     0.92    -0.92   -11.41   -11.40     0.94    -0.80    -0.29    -0.39    -1.21     0.21    85.01    83.75
   -16.00     0.00   100.00     0.58     1.24     0.92    -0.92   -11.40   -11.41     0.80    -0.94    -0.39    -0.29    -0.21     1.21    83.75    85.01
   -16.00     0.00  -100.00     0.58    -0.09     0.92    -0.90   -11.40   -11.41     0.80    -0.65    -0.39    -0.48    -0.21    -0.80    83.75    84.45
   -18.00   100.00     0.00    -0.02     0.65     0.99    -1.00   -12.83   -12.82     0.59    -0.73    -0.53    -0.43     0.80     0.21     3.69     2.64
   -18.00  -100.00     0.00     1.32     0.65     1.00    -1.00   -12.82   -12.82     0.88    -0.73    -0.34    -0.43    -1.21     0.21     3.59     2.64
   -18.00     0.00   100.00     0.65     1.32     1.00    -1.00   -12.82   -12.82     0.73    -0.88    -0.43    -0.34    -0.21     1.21     2.64     3.59
   -18.00     0.00  -100.00     0.65    -0.02     1.00    -0.99   -12.82   -12.83     0.73    -0.59    -0.43    -0.53    -0.21    -0.80     2.64     3.69
