
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force X at Wheel Center                            FSE05 rear suspension                               

   WhTra  ForceX_L ForceX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00    -0.37    -0.98    -0.77     0.81     7.21     7.48     1.62    -1.59     0.25     0.21    -0.18    -0.19  1119.30  1081.26
    12.00  1000.00     0.00     0.15    -0.45    -0.91     0.95     8.39     8.67     1.71    -1.69     0.33     0.30    -0.55     0.18  1233.38  1194.91
    12.00 -1000.00     0.00    -1.05    -0.45    -0.99     0.95     8.94     8.67     1.66    -1.69     0.26     0.30     0.19     0.18  1156.52  1194.91
    12.00     0.00  1000.00    -0.45     0.15    -0.95     0.91     8.67     8.39     1.69    -1.71     0.30     0.33    -0.18     0.55  1194.91  1233.38
    12.00     0.00 -1000.00    -0.45    -1.05    -0.95     0.99     8.67     8.94     1.69    -1.66     0.30     0.26    -0.18    -0.19  1194.91  1156.52
    14.00  1000.00     0.00     0.08    -0.53    -1.09     1.13     9.86    10.13     1.78    -1.75     0.38     0.35    -0.55     0.17  1308.20  1269.36
    14.00 -1000.00     0.00    -1.13    -0.53    -1.17     1.13    10.41    10.13     1.72    -1.75     0.31     0.35     0.20     0.17  1230.57  1269.36
    14.00     0.00  1000.00    -0.53     0.08    -1.13     1.09    10.13     9.86     1.75    -1.78     0.35     0.38    -0.17     0.55  1269.36  1308.20
    14.00     0.00 -1000.00    -0.53    -1.13    -1.13     1.17    10.13    10.41     1.75    -1.72     0.35     0.31    -0.17    -0.20  1269.36  1230.57
    16.00  1000.00     0.00     0.00    -0.61    -1.28     1.32    11.33    11.61     1.84    -1.82     0.43     0.40    -0.54     0.17  1381.70  1342.43
    16.00 -1000.00     0.00    -1.21    -0.61    -1.36     1.32    11.89    11.61     1.79    -1.82     0.36     0.40     0.20     0.17  1303.20  1342.43
    16.00     0.00  1000.00    -0.61     0.00    -1.32     1.28    11.61    11.33     1.82    -1.84     0.40     0.43    -0.17     0.54  1342.43  1381.70
    16.00     0.00 -1000.00    -0.61    -1.21    -1.32     1.36    11.61    11.89     1.82    -1.79     0.40     0.36    -0.17    -0.20  1342.43  1303.20
    18.00  1000.00     0.00    -0.08    -0.68    -1.47     1.52    12.81    13.10     1.91    -1.88     0.48     0.45    -0.54     0.16  1453.66  1413.91
    18.00 -1000.00     0.00    -1.29    -0.68    -1.56     1.52    13.38    13.10     1.86    -1.88     0.41     0.45     0.21     0.16  1374.17  1413.91
    18.00     0.00  1000.00    -0.68    -0.08    -1.52     1.47    13.10    12.81     1.88    -1.91     0.45     0.48    -0.16     0.54  1413.91  1453.66
    18.00     0.00 -1000.00    -0.68    -1.29    -1.52     1.56    13.10    13.38     1.88    -1.86     0.45     0.41    -0.16    -0.21  1413.91  1374.17
    20.00  1000.00     0.00    -0.16    -0.76    -1.68     1.72    14.31    14.60     1.98    -1.95     0.53     0.50    -0.53     0.16  1523.79  1483.48
    20.00 -1000.00     0.00    -1.37    -0.76    -1.77     1.72    14.89    14.60     1.92    -1.95     0.47     0.50     0.21     0.16  1443.16  1483.48
    20.00     0.00  1000.00    -0.76    -0.16    -1.72     1.68    14.60    14.31     1.95    -1.98     0.50     0.53    -0.16     0.53  1483.48  1523.79
    20.00     0.00 -1000.00    -0.76    -1.37    -1.72     1.77    14.60    14.89     1.95    -1.92     0.50     0.47    -0.16    -0.21  1483.48  1443.16
    22.00  1000.00     0.00    -0.24    -0.85    -1.89     1.93    15.82    16.11     2.04    -2.02     0.58     0.55    -0.52     0.15  1591.76  1550.80
    22.00 -1000.00     0.00    -1.45    -0.85    -1.98     1.93    16.41    16.11     1.99    -2.02     0.52     0.55     0.22     0.15  1509.80  1550.80
    22.00     0.00  1000.00    -0.85    -0.24    -1.93     1.89    16.11    15.82     2.02    -2.04     0.55     0.58    -0.15     0.52  1550.80  1591.76
    22.00     0.00 -1000.00    -0.85    -1.45    -1.93     1.98    16.11    16.41     2.02    -1.99     0.55     0.52    -0.15    -0.22  1550.80  1509.80
    24.00  1000.00     0.00    -0.32    -0.93    -2.11     2.16    17.35    17.65     2.11    -2.09     0.64     0.60    -0.52     0.15  1657.14  1615.42
    24.00 -1000.00     0.00    -1.53    -0.93    -2.21     2.16    17.95    17.65     2.06    -2.09     0.57     0.60     0.23     0.15  1573.61  1615.42
    24.00     0.00  1000.00    -0.93    -0.32    -2.16     2.11    17.65    17.35     2.09    -2.11     0.60     0.64    -0.15     0.52  1615.42  1657.14
    24.00     0.00 -1000.00    -0.93    -1.53    -2.16     2.21    17.65    17.95     2.09    -2.06     0.60     0.57    -0.15    -0.23  1615.42  1573.61
    26.00  1000.00     0.00    -0.41    -1.01    -2.34     2.39    18.90    19.21     2.18    -2.16     0.69     0.66    -0.51     0.14  1719.38  1676.74
    26.00 -1000.00     0.00    -1.62    -1.01    -2.45     2.39    19.52    19.21     2.13    -2.16     0.62     0.66     0.23     0.14  1633.96  1676.74
    26.00     0.00  1000.00    -1.01    -0.41    -2.39     2.34    19.21    18.90     2.16    -2.18     0.66     0.69    -0.14     0.51  1676.74  1719.38
    26.00     0.00 -1000.00    -1.01    -1.62    -2.39     2.45    19.21    19.52     2.16    -2.13     0.66     0.62    -0.14    -0.23  1676.74  1633.96
    28.00  1000.00     0.00    -0.50    -1.10    -2.58     2.64    20.48    20.80     2.25    -2.23     0.75     0.71    -0.50     0.13  1777.74  1733.97
    28.00 -1000.00     0.00    -1.70    -1.10    -2.69     2.64    21.11    20.80     2.20    -2.23     0.68     0.71     0.24     0.13  1690.00  1733.97
    28.00     0.00  1000.00    -1.10    -0.50    -2.64     2.58    20.80    20.48     2.23    -2.25     0.71     0.75    -0.13     0.50  1733.97  1777.74
    28.00     0.00 -1000.00    -1.10    -1.70    -2.64     2.69    20.80    21.11     2.23    -2.20     0.71     0.68    -0.13    -0.24  1733.97  1690.00
    30.00  1000.00     0.00    -0.58    -1.19    -2.84     2.89    22.10    22.42     2.32    -2.30     0.80     0.77    -0.49     0.12  1831.19  1786.01
    30.00 -1000.00     0.00    -1.79    -1.19    -2.95     2.89    22.75    22.42     2.27    -2.30     0.73     0.77     0.25     0.12  1740.52  1786.01
    30.00     0.00  1000.00    -1.19    -0.58    -2.89     2.84    22.42    22.10     2.30    -2.32     0.77     0.80    -0.12     0.49  1786.01  1831.19
    30.00     0.00 -1000.00    -1.19    -1.79    -2.89     2.95    22.42    22.75     2.30    -2.27     0.77     0.73    -0.12    -0.25  1786.01  1740.52
    32.00  1000.00     0.00    -0.68    -1.28    -3.11     3.17    23.75    24.09     2.39    -2.37     0.86     0.82    -0.49     0.11  1878.27  1831.22
    32.00 -1000.00     0.00    -1.89    -1.28    -3.23     3.17    24.43    24.09     2.35    -2.37     0.79     0.82     0.26     0.11  1783.72  1831.22
    32.00     0.00  1000.00    -1.28    -0.68    -3.17     3.11    24.09    23.75     2.37    -2.39     0.82     0.86    -0.11     0.49  1831.22  1878.27
    32.00     0.00 -1000.00    -1.28    -1.89    -3.17     3.23    24.09    24.43     2.37    -2.35     0.82     0.79    -0.11    -0.26  1831.22  1783.72
    34.00  1000.00     0.00    -0.77    -1.38    -3.39     3.46    25.48    25.83     2.47    -2.45     0.92     0.88    -0.48     0.11  1916.63  1866.99
    34.00 -1000.00     0.00    -1.99    -1.38    -3.53     3.46    26.19    25.83     2.43    -2.45     0.85     0.88     0.27     0.11  1816.63  1866.99
    34.00     0.00  1000.00    -1.38    -0.77    -3.46     3.39    25.83    25.48     2.45    -2.47     0.88     0.92    -0.11     0.48  1866.99  1916.63
    34.00     0.00 -1000.00    -1.38    -1.99    -3.46     3.53    25.83    26.19     2.45    -2.43     0.88     0.85    -0.11    -0.27  1866.99  1816.63
    36.00  1000.00     0.00    -0.87    -1.48    -3.71     3.78    27.29    27.67     2.55    -2.53     0.98     0.95    -0.47     0.10  1942.21  1888.60
    36.00 -1000.00     0.00    -2.09    -1.48    -3.86     3.78    28.07    27.67     2.51    -2.53     0.92     0.95     0.28     0.10  1833.72  1888.60
    36.00     0.00  1000.00    -1.48    -0.87    -3.78     3.71    27.67    27.29     2.53    -2.55     0.95     0.98    -0.10     0.47  1888.60  1942.21
    36.00     0.00 -1000.00    -1.48    -2.09    -3.78     3.86    27.67    28.07     2.53    -2.51     0.95     0.92    -0.10    -0.28  1888.60  1833.72
    -2.00  1000.00     0.00     0.68     0.07     0.16    -0.14    -1.69    -1.43     1.27    -1.24    -0.01    -0.05    -0.58     0.20   685.79   649.07
    -2.00 -1000.00     0.00    -0.53     0.07     0.11    -0.14    -1.17    -1.43     1.20    -1.24    -0.08    -0.05     0.18     0.20   612.50   649.07
    -2.00     0.00  1000.00     0.07     0.68     0.14    -0.16    -1.43    -1.69     1.24    -1.27    -0.05    -0.01    -0.20     0.58   649.07   685.79
    -2.00     0.00 -1000.00     0.07    -0.53     0.14    -0.11    -1.43    -1.17     1.24    -1.20    -0.05    -0.08    -0.20    -0.18   649.07   612.50
    -4.00  1000.00     0.00     0.75     0.15     0.29    -0.26    -3.12    -2.86     1.21    -1.17    -0.06    -0.10    -0.58     0.20   605.48   568.92
    -4.00 -1000.00     0.00    -0.46     0.15     0.24    -0.26    -2.60    -2.86     1.14    -1.17    -0.13    -0.10     0.17     0.20   532.52   568.92
    -4.00     0.00  1000.00     0.15     0.75     0.26    -0.29    -2.86    -3.12     1.17    -1.21    -0.10    -0.06    -0.20     0.58   568.92   605.48
    -4.00     0.00 -1000.00     0.15    -0.46     0.26    -0.24    -2.86    -2.60     1.17    -1.14    -0.10    -0.13    -0.20    -0.17   568.92   532.52
    -6.00  1000.00     0.00     0.83     0.22     0.41    -0.39    -4.54    -4.28     1.14    -1.11    -0.11    -0.15    -0.58     0.21   524.88   488.47
    -6.00 -1000.00     0.00    -0.39     0.22     0.36    -0.39    -4.03    -4.28     1.08    -1.11    -0.18    -0.15     0.17     0.21   452.22   488.47
    -6.00     0.00  1000.00     0.22     0.83     0.39    -0.41    -4.28    -4.54     1.11    -1.14    -0.15    -0.11    -0.21     0.58   488.47   524.88
    -6.00     0.00 -1000.00     0.22    -0.39     0.39    -0.36    -4.28    -4.03     1.11    -1.08    -0.15    -0.18    -0.21    -0.17   488.47   452.22
    -8.00  1000.00     0.00     0.90     0.29     0.53    -0.51    -5.97    -5.71     1.08    -1.05    -0.16    -0.19    -0.59     0.21   444.06   407.79
    -8.00 -1000.00     0.00    -0.31     0.29     0.48    -0.51    -5.45    -5.71     1.01    -1.05    -0.23    -0.19     0.17     0.21   371.68   407.79
    -8.00     0.00  1000.00     0.29     0.90     0.51    -0.53    -5.71    -5.97     1.05    -1.08    -0.19    -0.16    -0.21     0.59   407.79   444.06
    -8.00     0.00 -1000.00     0.29    -0.31     0.51    -0.48    -5.71    -5.45     1.05    -1.01    -0.19    -0.23    -0.21    -0.17   407.79   371.68
   -10.00  1000.00     0.00     0.97     0.36     0.64    -0.62    -7.39    -7.13     1.02    -0.98    -0.21    -0.24    -0.59     0.21   363.07   326.93
   -10.00 -1000.00     0.00    -0.24     0.36     0.59    -0.62    -6.88    -7.13     0.95    -0.98    -0.28    -0.24     0.17     0.21   290.95   326.93
   -10.00     0.00  1000.00     0.36     0.97     0.62    -0.64    -7.13    -7.39     0.98    -1.02    -0.24    -0.21    -0.21     0.59   326.93   363.07
   -10.00     0.00 -1000.00     0.36    -0.24     0.62    -0.59    -7.13    -6.88     0.98    -0.95    -0.24    -0.28    -0.21    -0.17   326.93   290.95
   -12.00  1000.00     0.00     1.04     0.44     0.74    -0.72    -8.81    -8.55     0.96    -0.92    -0.26    -0.29    -0.59     0.21   281.97   245.94
   -12.00 -1000.00     0.00    -0.17     0.44     0.70    -0.72    -8.30    -8.55     0.89    -0.92    -0.32    -0.29     0.17     0.21   210.08   245.94
   -12.00     0.00  1000.00     0.44     1.04     0.72    -0.74    -8.55    -8.81     0.92    -0.96    -0.29    -0.26    -0.21     0.59   245.94   281.97
   -12.00     0.00 -1000.00     0.44    -0.17     0.72    -0.70    -8.55    -8.30     0.92    -0.89    -0.29    -0.32    -0.21    -0.17   245.94   210.08
   -14.00  1000.00     0.00     1.12     0.51     0.84    -0.82   -10.23    -9.98     0.89    -0.86    -0.30    -0.34    -0.59     0.21   200.79   164.86
   -14.00 -1000.00     0.00    -0.10     0.51     0.80    -0.82    -9.72    -9.98     0.82    -0.86    -0.37    -0.34     0.17     0.21   129.11   164.86
   -14.00     0.00  1000.00     0.51     1.12     0.82    -0.84    -9.98   -10.23     0.86    -0.89    -0.34    -0.30    -0.21     0.59   164.86   200.79
   -14.00     0.00 -1000.00     0.51    -0.10     0.82    -0.80    -9.98    -9.72     0.86    -0.82    -0.34    -0.37    -0.21    -0.17   164.86   129.11
   -16.00  1000.00     0.00     1.19     0.58     0.93    -0.92   -11.65   -11.40     0.83    -0.80    -0.35    -0.39    -0.59     0.21   119.58    83.75
   -16.00 -1000.00     0.00    -0.03     0.58     0.90    -0.92   -11.15   -11.40     0.76    -0.80    -0.42    -0.39     0.17     0.21    48.10    83.75
   -16.00     0.00  1000.00     0.58     1.19     0.92    -0.93   -11.40   -11.65     0.80    -0.83    -0.39    -0.35    -0.21     0.59    83.75   119.58
   -16.00     0.00 -1000.00     0.58    -0.03     0.92    -0.90   -11.40   -11.15     0.80    -0.76    -0.39    -0.42    -0.21    -0.17    83.75    48.10
   -18.00  1000.00     0.00     1.26     0.65     1.02    -1.00   -13.08   -12.82     0.77    -0.73    -0.40    -0.43    -0.59     0.21    38.39     2.64
   -18.00 -1000.00     0.00     0.01     0.65     0.95    -1.00   -11.99   -12.82     0.72    -0.73    -0.45    -0.43     0.17     0.21     0.00     2.64
   -18.00     0.00  1000.00     0.65     1.26     1.00    -1.02   -12.82   -13.08     0.73    -0.77    -0.43    -0.40    -0.21     0.59     2.64    38.39
   -18.00     0.00 -1000.00     0.65     0.01     1.00    -0.95   -12.82   -11.99     0.73    -0.72    -0.43    -0.45    -0.21    -0.17     2.64     0.00
