
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force X at Wheel Center                            FSE04 front suspension                              

   WhTra  ForceX_L ForceX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00    -0.15    -1.18    -0.77     0.80     7.51     7.65     1.75    -1.67    -0.17    -0.19     0.09    -0.93   942.29   927.12
    12.00  1000.00     0.00     0.85    -0.18    -0.93     0.95     8.89     9.02     1.88    -1.80    -0.19    -0.21    -0.75    -0.08  1010.64   995.55
    12.00 -1000.00     0.00    -1.21    -0.18    -0.97     0.95     9.16     9.02     1.72    -1.80    -0.23    -0.21     0.93    -0.08   980.36   995.55
    12.00     0.00  1000.00    -0.18     0.85    -0.95     0.93     9.02     8.89     1.80    -1.88    -0.21    -0.19     0.08     0.75   995.55  1010.64
    12.00     0.00 -1000.00    -0.18    -1.21    -0.95     0.97     9.02     9.16     1.80    -1.72    -0.21    -0.23     0.08    -0.93   995.55   980.36
    14.00  1000.00     0.00     0.82    -0.21    -1.11     1.13    10.41    10.54     1.93    -1.85    -0.22    -0.24    -0.76    -0.07  1063.40  1048.28
    14.00 -1000.00     0.00    -1.24    -0.21    -1.15     1.13    10.68    10.54     1.77    -1.85    -0.26    -0.24     0.92    -0.07  1033.07  1048.28
    14.00     0.00  1000.00    -0.21     0.82    -1.13     1.11    10.54    10.41     1.85    -1.93    -0.24    -0.22     0.07     0.76  1048.28  1063.40
    14.00     0.00 -1000.00    -0.21    -1.24    -1.13     1.15    10.54    10.68     1.85    -1.77    -0.24    -0.26     0.07    -0.92  1048.28  1033.07
    16.00  1000.00     0.00     0.79    -0.24    -1.30     1.31    11.93    12.07     1.98    -1.90    -0.26    -0.28    -0.77    -0.07  1115.62  1100.48
    16.00 -1000.00     0.00    -1.27    -0.24    -1.34     1.31    12.21    12.07     1.82    -1.90    -0.30    -0.28     0.91    -0.07  1085.23  1100.48
    16.00     0.00  1000.00    -0.24     0.79    -1.31     1.30    12.07    11.93     1.90    -1.98    -0.28    -0.26     0.07     0.77  1100.48  1115.62
    16.00     0.00 -1000.00    -0.24    -1.27    -1.31     1.34    12.07    12.21     1.90    -1.82    -0.28    -0.30     0.07    -0.91  1100.48  1085.23
    18.00  1000.00     0.00     0.76    -0.27    -1.49     1.51    13.46    13.60     2.04    -1.96    -0.29    -0.31    -0.78    -0.06  1167.28  1152.12
    18.00 -1000.00     0.00    -1.31    -0.27    -1.53     1.51    13.74    13.60     1.87    -1.96    -0.33    -0.31     0.90    -0.06  1136.84  1152.12
    18.00     0.00  1000.00    -0.27     0.76    -1.51     1.49    13.60    13.46     1.96    -2.04    -0.31    -0.29     0.06     0.78  1152.12  1167.28
    18.00     0.00 -1000.00    -0.27    -1.31    -1.51     1.53    13.60    13.74     1.96    -1.87    -0.31    -0.33     0.06    -0.90  1152.12  1136.84
    20.00  1000.00     0.00     0.73    -0.30    -1.69     1.71    14.99    15.13     2.09    -2.01    -0.33    -0.35    -0.79    -0.05  1218.37  1203.18
    20.00 -1000.00     0.00    -1.34    -0.30    -1.73     1.71    15.27    15.13     1.93    -2.01    -0.37    -0.35     0.89    -0.05  1187.87  1203.18
    20.00     0.00  1000.00    -0.30     0.73    -1.71     1.69    15.13    14.99     2.01    -2.09    -0.35    -0.33     0.05     0.79  1203.18  1218.37
    20.00     0.00 -1000.00    -0.30    -1.34    -1.71     1.73    15.13    15.27     2.01    -1.93    -0.35    -0.37     0.05    -0.89  1203.18  1187.87
    22.00  1000.00     0.00     0.70    -0.33    -1.90     1.91    16.53    16.67     2.14    -2.06    -0.36    -0.38    -0.80    -0.04  1268.86  1253.64
    22.00 -1000.00     0.00    -1.37    -0.33    -1.94     1.91    16.81    16.67     1.98    -2.06    -0.40    -0.38     0.89    -0.04  1238.30  1253.64
    22.00     0.00  1000.00    -0.33     0.70    -1.91     1.90    16.67    16.53     2.06    -2.14    -0.38    -0.36     0.04     0.80  1253.64  1268.86
    22.00     0.00 -1000.00    -0.33    -1.37    -1.91     1.94    16.67    16.81     2.06    -1.98    -0.38    -0.40     0.04    -0.89  1253.64  1238.30
    24.00  1000.00     0.00     0.67    -0.36    -2.11     2.13    18.08    18.22     2.20    -2.12    -0.40    -0.42    -0.81    -0.03  1318.74  1303.48
    24.00 -1000.00     0.00    -1.40    -0.36    -2.16     2.13    18.36    18.22     2.03    -2.12    -0.44    -0.42     0.88    -0.03  1288.09  1303.48
    24.00     0.00  1000.00    -0.36     0.67    -2.13     2.11    18.22    18.08     2.12    -2.20    -0.42    -0.40     0.03     0.81  1303.48  1318.74
    24.00     0.00 -1000.00    -0.36    -1.40    -2.13     2.16    18.22    18.36     2.12    -2.03    -0.42    -0.44     0.03    -0.88  1303.48  1288.09
    26.00  1000.00     0.00     0.64    -0.39    -2.33     2.35    19.63    19.77     2.25    -2.17    -0.43    -0.45    -0.81    -0.02  1367.96  1352.66
    26.00 -1000.00     0.00    -1.43    -0.39    -2.38     2.35    19.91    19.77     2.09    -2.17    -0.48    -0.45     0.87    -0.02  1337.23  1352.66
    26.00     0.00  1000.00    -0.39     0.64    -2.35     2.33    19.77    19.63     2.17    -2.25    -0.45    -0.43     0.02     0.81  1352.66  1367.96
    26.00     0.00 -1000.00    -0.39    -1.43    -2.35     2.38    19.77    19.91     2.17    -2.09    -0.45    -0.48     0.02    -0.87  1352.66  1337.23
    28.00  1000.00     0.00     0.61    -0.42    -2.56     2.58    21.18    21.33     2.31    -2.23    -0.47    -0.49    -0.82    -0.02  1416.49  1401.15
    28.00 -1000.00     0.00    -1.46    -0.42    -2.61     2.58    21.47    21.33     2.14    -2.23    -0.51    -0.49     0.86    -0.02  1385.67  1401.15
    28.00     0.00  1000.00    -0.42     0.61    -2.58     2.56    21.33    21.18     2.23    -2.31    -0.49    -0.47     0.02     0.82  1401.15  1416.49
    28.00     0.00 -1000.00    -0.42    -1.46    -2.58     2.61    21.33    21.47     2.23    -2.14    -0.49    -0.51     0.02    -0.86  1401.15  1385.67
    30.00  1000.00     0.00     0.58    -0.46    -2.79     2.81    22.75    22.89     2.37    -2.28    -0.50    -0.52    -0.83    -0.01  1464.31  1448.91
    30.00 -1000.00     0.00    -1.49    -0.46    -2.84     2.81    23.03    22.89     2.20    -2.28    -0.55    -0.52     0.85    -0.01  1433.37  1448.91
    30.00     0.00  1000.00    -0.46     0.58    -2.81     2.79    22.89    22.75     2.28    -2.37    -0.52    -0.50     0.01     0.83  1448.91  1464.31
    30.00     0.00 -1000.00    -0.46    -1.49    -2.81     2.84    22.89    23.03     2.28    -2.20    -0.52    -0.55     0.01    -0.85  1448.91  1433.37
    32.00  1000.00     0.00     0.54    -0.49    -3.03     3.06    24.32    24.46     2.42    -2.34    -0.54    -0.56    -0.84     0.00  1511.36  1495.91
    32.00 -1000.00     0.00    -1.52    -0.49    -3.09     3.06    24.60    24.46     2.26    -2.34    -0.58    -0.56     0.84     0.00  1480.30  1495.91
    32.00     0.00  1000.00    -0.49     0.54    -3.06     3.03    24.46    24.32     2.34    -2.42    -0.56    -0.54     0.00     0.84  1495.91  1511.36
    32.00     0.00 -1000.00    -0.49    -1.52    -3.06     3.09    24.46    24.60     2.34    -2.26    -0.56    -0.58     0.00    -0.84  1495.91  1480.30
    34.00  1000.00     0.00     0.51    -0.52    -3.28     3.31    25.89    26.04     2.48    -2.40    -0.57    -0.60    -0.85     0.01  1557.60  1542.09
    34.00 -1000.00     0.00    -1.55    -0.52    -3.34     3.31    26.18    26.04     2.31    -2.40    -0.62    -0.60     0.84     0.01  1526.41  1542.09
    34.00     0.00  1000.00    -0.52     0.51    -3.31     3.28    26.04    25.89     2.40    -2.48    -0.60    -0.57    -0.01     0.85  1542.09  1557.60
    34.00     0.00 -1000.00    -0.52    -1.55    -3.31     3.34    26.04    26.18     2.40    -2.31    -0.60    -0.62    -0.01    -0.84  1542.09  1526.41
    36.00  1000.00     0.00     0.48    -0.55    -3.54     3.57    27.48    27.62     2.54    -2.46    -0.61    -0.63    -0.86     0.02  1602.99  1587.40
    36.00 -1000.00     0.00    -1.59    -0.55    -3.60     3.57    27.77    27.62     2.37    -2.46    -0.66    -0.63     0.83     0.02  1571.65  1587.40
    36.00     0.00  1000.00    -0.55     0.48    -3.57     3.54    27.62    27.48     2.46    -2.54    -0.63    -0.61    -0.02     0.86  1587.40  1602.99
    36.00     0.00 -1000.00    -0.55    -1.59    -3.57     3.60    27.62    27.77     2.46    -2.37    -0.63    -0.66    -0.02    -0.83  1587.40  1571.65
    38.00  1000.00     0.00     0.45    -0.58    -3.81     3.83    29.07    29.22     2.60    -2.52    -0.64    -0.67    -0.87     0.03  1647.46  1631.79
    38.00 -1000.00     0.00    -1.62    -0.58    -3.87     3.83    29.36    29.22     2.43    -2.52    -0.69    -0.67     0.82     0.03  1615.95  1631.79
    38.00     0.00  1000.00    -0.58     0.45    -3.83     3.81    29.22    29.07     2.52    -2.60    -0.67    -0.64    -0.03     0.87  1631.79  1647.46
    38.00     0.00 -1000.00    -0.58    -1.62    -3.83     3.87    29.22    29.36     2.52    -2.43    -0.67    -0.69    -0.03    -0.82  1631.79  1615.95
    40.00  1000.00     0.00     0.42    -0.61    -4.08     4.11    30.67    30.82     2.66    -2.58    -0.68    -0.71    -0.87     0.03  1690.95  1675.19
    40.00 -1000.00     0.00    -1.65    -0.61    -4.15     4.11    30.97    30.82     2.49    -2.58    -0.73    -0.71     0.81     0.03  1659.25  1675.19
    40.00     0.00  1000.00    -0.61     0.42    -4.11     4.08    30.82    30.67     2.58    -2.66    -0.71    -0.68    -0.03     0.87  1675.19  1690.95
    40.00     0.00 -1000.00    -0.61    -1.65    -4.11     4.15    30.82    30.97     2.58    -2.49    -0.71    -0.73    -0.03    -0.81  1675.19  1659.25
    42.00  1000.00     0.00     0.39    -0.64    -4.36     4.39    32.28    32.43     2.72    -2.64    -0.71    -0.74    -0.88     0.04  1733.39  1717.52
    42.00 -1000.00     0.00    -1.68    -0.64    -4.43     4.39    32.58    32.43     2.55    -2.64    -0.77    -0.74     0.80     0.04  1701.48  1717.52
    42.00     0.00  1000.00    -0.64     0.39    -4.39     4.36    32.43    32.28     2.64    -2.72    -0.74    -0.71    -0.04     0.88  1717.52  1733.39
    42.00     0.00 -1000.00    -0.64    -1.68    -4.39     4.43    32.43    32.58     2.64    -2.55    -0.74    -0.77    -0.04    -0.80  1717.52  1701.48
    44.00  1000.00     0.00     0.36    -0.68    -4.66     4.68    33.90    34.05     2.78    -2.70    -0.75    -0.78    -0.89     0.05  1774.70  1758.73
    44.00 -1000.00     0.00    -1.71    -0.68    -4.72     4.68    34.20    34.05     2.61    -2.70    -0.81    -0.78     0.80     0.05  1742.56  1758.73
    44.00     0.00  1000.00    -0.68     0.36    -4.68     4.66    34.05    33.90     2.70    -2.78    -0.78    -0.75    -0.05     0.89  1758.73  1774.70
    44.00     0.00 -1000.00    -0.68    -1.71    -4.68     4.72    34.05    34.20     2.70    -2.61    -0.78    -0.81    -0.05    -0.80  1758.73  1742.56
    46.00  1000.00     0.00     0.33    -0.71    -4.96     4.99    35.53    35.68     2.85    -2.76    -0.79    -0.82    -0.90     0.06  1814.80  1798.70
    46.00 -1000.00     0.00    -1.75    -0.71    -5.03     4.99    35.84    35.68     2.68    -2.76    -0.84    -0.82     0.79     0.06  1782.40  1798.70
    46.00     0.00  1000.00    -0.71     0.33    -4.99     4.96    35.68    35.53     2.76    -2.85    -0.82    -0.79    -0.06     0.90  1798.70  1814.80
    46.00     0.00 -1000.00    -0.71    -1.75    -4.99     5.03    35.68    35.84     2.76    -2.68    -0.82    -0.84    -0.06    -0.79  1798.70  1782.40
    48.00  1000.00     0.00     0.29    -0.74    -5.27     5.30    37.18    37.33     2.91    -2.83    -0.82    -0.85    -0.91     0.07  1853.60  1837.35
    48.00 -1000.00     0.00    -1.78    -0.74    -5.34     5.30    37.48    37.33     2.74    -2.83    -0.88    -0.85     0.78     0.07  1820.90  1837.35
    48.00     0.00  1000.00    -0.74     0.29    -5.30     5.27    37.33    37.18     2.83    -2.91    -0.85    -0.82    -0.07     0.91  1837.35  1853.60
    48.00     0.00 -1000.00    -0.74    -1.78    -5.30     5.34    37.33    37.48     2.83    -2.74    -0.85    -0.88    -0.07    -0.78  1837.35  1820.90
    50.00  1000.00     0.00     0.26    -0.77    -5.59     5.62    38.83    38.99     2.98    -2.89    -0.86    -0.89    -0.92     0.07  1890.97  1874.57
    50.00 -1000.00     0.00    -1.81    -0.77    -5.66     5.62    39.14    38.99     2.80    -2.89    -0.92    -0.89     0.77     0.07  1857.94  1874.57
    50.00     0.00  1000.00    -0.77     0.26    -5.62     5.59    38.99    38.83     2.89    -2.98    -0.89    -0.86    -0.07     0.92  1874.57  1890.97
    50.00     0.00 -1000.00    -0.77    -1.81    -5.62     5.66    38.99    39.14     2.89    -2.80    -0.89    -0.92    -0.07    -0.77  1874.57  1857.94
    52.00  1000.00     0.00     0.23    -0.81    -5.92     5.95    40.50    40.66     3.04    -2.96    -0.90    -0.93    -0.92     0.08  1926.81  1910.23
    52.00 -1000.00     0.00    -1.85    -0.81    -5.99     5.95    40.81    40.66     2.87    -2.96    -0.96    -0.93     0.77     0.08  1893.42  1910.23
    52.00     0.00  1000.00    -0.81     0.23    -5.95     5.92    40.66    40.50     2.96    -3.04    -0.93    -0.90    -0.08     0.92  1910.23  1926.81
    52.00     0.00 -1000.00    -0.81    -1.85    -5.95     5.99    40.66    40.81     2.96    -2.87    -0.93    -0.96    -0.08    -0.77  1910.23  1893.42
    -2.00  1000.00     0.00     1.06     0.03     0.15    -0.14    -1.63    -1.49     1.53    -1.45     0.05     0.03    -0.70    -0.14   627.23   612.24
    -2.00 -1000.00     0.00    -1.00     0.03     0.12    -0.14    -1.35    -1.49     1.38    -1.45     0.02     0.03     0.98    -0.14   597.19   612.24
    -2.00     0.00  1000.00     0.03     1.06     0.14    -0.15    -1.49    -1.63     1.45    -1.53     0.03     0.05     0.14     0.70   612.24   627.23
    -2.00     0.00 -1000.00     0.03    -1.00     0.14    -0.12    -1.49    -1.35     1.45    -1.38     0.03     0.02     0.14    -0.98   612.24   597.19
    -4.00  1000.00     0.00     1.09     0.06     0.27    -0.27    -3.11    -2.97     1.48    -1.40     0.09     0.07    -0.69    -0.15   570.49   555.52
    -4.00 -1000.00     0.00    -0.97     0.06     0.25    -0.27    -2.84    -2.97     1.33    -1.40     0.05     0.07     0.99    -0.15   540.48   555.52
    -4.00     0.00  1000.00     0.06     1.09     0.27    -0.27    -2.97    -3.11     1.40    -1.48     0.07     0.09     0.15     0.69   555.52   570.49
    -4.00     0.00 -1000.00     0.06    -0.97     0.27    -0.25    -2.97    -2.84     1.40    -1.33     0.07     0.05     0.15    -0.99   555.52   540.48
    -6.00  1000.00     0.00     1.12     0.09     0.40    -0.39    -4.59    -4.45     1.43    -1.36     0.12     0.10    -0.68    -0.16   513.27   498.30
    -6.00 -1000.00     0.00    -0.94     0.09     0.37    -0.39    -4.32    -4.45     1.28    -1.36     0.09     0.10     1.00    -0.16   483.29   498.30
    -6.00     0.00  1000.00     0.09     1.12     0.39    -0.40    -4.45    -4.59     1.36    -1.43     0.10     0.12     0.16     0.68   498.30   513.27
    -6.00     0.00 -1000.00     0.09    -0.94     0.39    -0.37    -4.45    -4.32     1.36    -1.28     0.10     0.09     0.16    -1.00   498.30   483.29
    -8.00  1000.00     0.00     1.15     0.12     0.51    -0.51    -6.06    -5.93     1.39    -1.31     0.15     0.14    -0.67    -0.17   455.54   440.59
    -8.00 -1000.00     0.00    -0.91     0.12     0.49    -0.51    -5.79    -5.93     1.24    -1.31     0.12     0.14     1.01    -0.17   425.60   440.59
    -8.00     0.00  1000.00     0.12     1.15     0.51    -0.51    -5.93    -6.06     1.31    -1.39     0.14     0.15     0.17     0.67   440.59   455.54
    -8.00     0.00 -1000.00     0.12    -0.91     0.51    -0.49    -5.93    -5.79     1.31    -1.24     0.14     0.12     0.17    -1.01   440.59   425.60
   -10.00  1000.00     0.00     1.18     0.15     0.63    -0.62    -7.54    -7.40     1.34    -1.26     0.19     0.17    -0.66    -0.17   397.30   382.37
   -10.00 -1000.00     0.00    -0.88     0.15     0.60    -0.62    -7.27    -7.40     1.19    -1.26     0.16     0.17     1.02    -0.17   367.40   382.37
   -10.00     0.00  1000.00     0.15     1.18     0.62    -0.63    -7.40    -7.54     1.26    -1.34     0.17     0.19     0.17     0.66   382.37   397.30
   -10.00     0.00 -1000.00     0.15    -0.88     0.62    -0.60    -7.40    -7.27     1.26    -1.19     0.17     0.16     0.17    -1.02   382.37   367.40
   -12.00  1000.00     0.00     1.21     0.18     0.73    -0.72    -9.00    -8.87     1.29    -1.22     0.22     0.20    -0.65    -0.18   338.55   323.64
   -12.00 -1000.00     0.00    -0.85     0.18     0.71    -0.72    -8.73    -8.87     1.14    -1.22     0.19     0.20     1.03    -0.18   308.69   323.64
   -12.00     0.00  1000.00     0.18     1.21     0.72    -0.73    -8.87    -9.00     1.22    -1.29     0.20     0.22     0.18     0.65   323.64   338.55
   -12.00     0.00 -1000.00     0.18    -0.85     0.72    -0.71    -8.87    -8.73     1.22    -1.14     0.20     0.19     0.18    -1.03   323.64   308.69
   -14.00  1000.00     0.00     1.24     0.21     0.83    -0.82   -10.46   -10.33     1.25    -1.17     0.25     0.24    -0.65    -0.19   279.27   264.38
   -14.00 -1000.00     0.00    -0.82     0.21     0.81    -0.82   -10.19   -10.33     1.10    -1.17     0.22     0.24     1.03    -0.19   249.45   264.38
   -14.00     0.00  1000.00     0.21     1.24     0.82    -0.83   -10.33   -10.46     1.17    -1.25     0.24     0.25     0.19     0.65   264.38   279.27
   -14.00     0.00 -1000.00     0.21    -0.82     0.82    -0.81   -10.33   -10.19     1.17    -1.10     0.24     0.22     0.19    -1.03   264.38   249.45
   -16.00  1000.00     0.00     1.27     0.24     0.92    -0.92   -11.92   -11.79     1.20    -1.13     0.29     0.27    -0.64    -0.20   219.44   204.57
   -16.00 -1000.00     0.00    -0.79     0.24     0.90    -0.92   -11.65   -11.79     1.06    -1.13     0.26     0.27     1.04    -0.20   189.67   204.57
   -16.00     0.00  1000.00     0.24     1.27     0.92    -0.92   -11.79   -11.92     1.13    -1.20     0.27     0.29     0.20     0.64   204.57   219.44
   -16.00     0.00 -1000.00     0.24    -0.79     0.92    -0.90   -11.79   -11.65     1.13    -1.06     0.27     0.26     0.20    -1.04   204.57   189.67
   -18.00  1000.00     0.00     1.30     0.27     1.01    -1.01   -13.37   -13.24     1.16    -1.09     0.32     0.30    -0.63    -0.21   159.05   144.20
   -18.00 -1000.00     0.00    -0.76     0.27     0.99    -1.01   -13.10   -13.24     1.01    -1.09     0.29     0.30     1.05    -0.21   129.33   144.20
   -18.00     0.00  1000.00     0.27     1.30     1.01    -1.01   -13.24   -13.37     1.09    -1.16     0.30     0.32     0.21     0.63   144.20   159.05
   -18.00     0.00 -1000.00     0.27    -0.76     1.01    -0.99   -13.24   -13.10     1.09    -1.01     0.30     0.29     0.21    -1.05   144.20   129.33
   -20.00  1000.00     0.00     1.33     0.30     1.09    -1.09   -14.82   -14.69     1.12    -1.04     0.35     0.34    -0.62    -0.22    98.07    83.25
   -20.00 -1000.00     0.00    -0.73     0.30     1.08    -1.09   -14.55   -14.69     0.97    -1.04     0.32     0.34     1.06    -0.22    68.42    83.25
   -20.00     0.00  1000.00     0.30     1.33     1.09    -1.09   -14.69   -14.82     1.04    -1.12     0.34     0.35     0.22     0.62    83.25    98.07
   -20.00     0.00 -1000.00     0.30    -0.73     1.09    -1.08   -14.69   -14.55     1.04    -0.97     0.34     0.32     0.22    -1.06    83.25    68.42
   -22.00  1000.00     0.00     1.36     0.33     1.17    -1.17   -16.26   -16.13     1.07    -1.00     0.39     0.37    -0.61    -0.22    36.49    21.70
   -22.00 -1000.00     0.00    -0.70     0.33     1.15    -1.17   -15.99   -16.13     0.93    -1.00     0.36     0.37     1.07    -0.22     6.90    21.70
   -22.00     0.00  1000.00     0.33     1.36     1.17    -1.17   -16.13   -16.26     1.00    -1.07     0.37     0.39     0.22     0.61    21.70    36.49
   -22.00     0.00 -1000.00     0.33    -0.70     1.17    -1.15   -16.13   -15.99     1.00    -0.93     0.37     0.36     0.22    -1.07    21.70     6.90
   -24.00  1000.00     0.00     1.37     0.34     1.21    -1.19   -17.11   -16.63     1.05    -0.98     0.41     0.38    -0.61    -0.23     0.00     0.00
   -24.00 -1000.00     0.00    -0.70     0.34     1.16    -1.19   -16.15   -16.63     0.92    -0.98     0.36     0.38     1.07    -0.23     0.00     0.00
   -24.00     0.00  1000.00     0.34     1.37     1.19    -1.21   -16.63   -17.11     0.98    -1.05     0.38     0.41     0.23     0.61     0.00     0.00
   -24.00     0.00 -1000.00     0.34    -0.70     1.19    -1.16   -16.63   -16.15     0.98    -0.92     0.38     0.36     0.23    -1.07     0.00     0.00
