
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Y at Wheel Center                            FSE04 front suspension                              

   WhTra  ForceY_L ForceY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00  1000.00    -0.15    -0.17    -0.77     0.91     7.51     8.30     1.75    -1.77    -0.17    -0.19     0.09    -0.11   942.29   855.51
    10.00     0.00 -1000.00    -0.15    -0.13    -0.77     0.64     7.51     6.75     1.75    -1.73    -0.17    -0.16     0.09    -0.08   942.29  1025.88
    12.00  1000.00     0.00    -0.16    -0.18    -0.81     0.95     8.24     9.02     1.78    -1.80    -0.19    -0.21     0.07    -0.08  1082.31   995.55
    12.00 -1000.00     0.00    -0.20    -0.18    -1.09     0.95     9.84     9.02     1.82    -1.80    -0.23    -0.21     0.10    -0.08   905.45   995.55
    12.00     0.00  1000.00    -0.18    -0.20    -0.95     1.09     9.02     9.84     1.80    -1.82    -0.21    -0.23     0.08    -0.10   995.55   905.45
    12.00     0.00 -1000.00    -0.18    -0.16    -0.95     0.81     9.02     8.24     1.80    -1.78    -0.21    -0.19     0.08    -0.07   995.55  1082.31
    14.00  1000.00     0.00    -0.19    -0.21    -0.98     1.13     9.73    10.54     1.83    -1.85    -0.22    -0.24     0.06    -0.07  1138.25  1048.28
    14.00 -1000.00     0.00    -0.23    -0.21    -1.28     1.13    11.39    10.54     1.88    -1.85    -0.26    -0.24     0.09    -0.07   954.83  1048.28
    14.00     0.00  1000.00    -0.21    -0.23    -1.13     1.28    10.54    11.39     1.85    -1.88    -0.24    -0.26     0.07    -0.09  1048.28   954.83
    14.00     0.00 -1000.00    -0.21    -0.19    -1.13     0.98    10.54     9.73     1.85    -1.83    -0.24    -0.22     0.07    -0.06  1048.28  1138.25
    16.00  1000.00     0.00    -0.22    -0.24    -1.16     1.31    11.22    12.07     1.88    -1.90    -0.26    -0.28     0.05    -0.07  1193.69  1100.48
    16.00 -1000.00     0.00    -0.26    -0.24    -1.47     1.31    12.95    12.07     1.93    -1.90    -0.30    -0.28     0.08    -0.07  1003.63  1100.48
    16.00     0.00  1000.00    -0.24    -0.26    -1.31     1.47    12.07    12.95     1.90    -1.93    -0.28    -0.30     0.07    -0.08  1100.48  1003.63
    16.00     0.00 -1000.00    -0.24    -0.22    -1.31     1.16    12.07    11.22     1.90    -1.88    -0.28    -0.26     0.07    -0.05  1100.48  1193.69
    18.00  1000.00     0.00    -0.25    -0.27    -1.35     1.51    12.72    13.60     1.93    -1.96    -0.29    -0.31     0.04    -0.06  1248.61  1152.12
    18.00 -1000.00     0.00    -0.29    -0.27    -1.67     1.51    14.51    13.60     1.98    -1.96    -0.33    -0.31     0.07    -0.06  1051.83  1152.12
    18.00     0.00  1000.00    -0.27    -0.29    -1.51     1.67    13.60    14.51     1.96    -1.98    -0.31    -0.33     0.06    -0.07  1152.12  1051.83
    18.00     0.00 -1000.00    -0.27    -0.25    -1.51     1.35    13.60    12.72     1.96    -1.93    -0.31    -0.29     0.06    -0.04  1152.12  1248.61
    20.00  1000.00     0.00    -0.28    -0.30    -1.54     1.71    14.23    15.13     1.98    -2.01    -0.33    -0.35     0.03    -0.05  1303.01  1203.18
    20.00 -1000.00     0.00    -0.33    -0.30    -1.88     1.71    16.07    15.13     2.04    -2.01    -0.37    -0.35     0.07    -0.05  1099.41  1203.18
    20.00     0.00  1000.00    -0.30    -0.33    -1.71     1.88    15.13    16.07     2.01    -2.04    -0.35    -0.37     0.05    -0.07  1203.18  1099.41
    20.00     0.00 -1000.00    -0.30    -0.28    -1.71     1.54    15.13    14.23     2.01    -1.98    -0.35    -0.33     0.05    -0.03  1203.18  1303.01
    22.00  1000.00     0.00    -0.31    -0.33    -1.74     1.91    15.73    16.67     2.03    -2.06    -0.36    -0.38     0.03    -0.04  1356.84  1253.64
    22.00 -1000.00     0.00    -0.36    -0.33    -2.10     1.91    17.65    16.67     2.09    -2.06    -0.41    -0.38     0.06    -0.04  1146.33  1253.64
    22.00     0.00  1000.00    -0.33    -0.36    -1.91     2.10    16.67    17.65     2.06    -2.09    -0.38    -0.41     0.04    -0.06  1253.64  1146.33
    22.00     0.00 -1000.00    -0.33    -0.31    -1.91     1.74    16.67    15.73     2.06    -2.03    -0.38    -0.36     0.04    -0.03  1253.64  1356.84
    24.00  1000.00     0.00    -0.34    -0.36    -1.94     2.13    17.25    18.22     2.09    -2.12    -0.40    -0.42     0.02    -0.03  1410.11  1303.48
    24.00 -1000.00     0.00    -0.39    -0.36    -2.32     2.13    19.22    18.22     2.15    -2.12    -0.44    -0.42     0.05    -0.03  1192.56  1303.48
    24.00     0.00  1000.00    -0.36    -0.39    -2.13     2.32    18.22    19.22     2.12    -2.15    -0.42    -0.44     0.03    -0.05  1303.48  1192.56
    24.00     0.00 -1000.00    -0.36    -0.34    -2.13     1.94    18.22    17.25     2.12    -2.09    -0.42    -0.40     0.03    -0.02  1303.48  1410.11
    26.00  1000.00     0.00    -0.37    -0.39    -2.16     2.35    18.77    19.77     2.14    -2.17    -0.43    -0.45     0.01    -0.02  1462.77  1352.66
    26.00 -1000.00     0.00    -0.42    -0.39    -2.55     2.35    20.81    19.77     2.21    -2.17    -0.48    -0.45     0.04    -0.02  1238.08  1352.66
    26.00     0.00  1000.00    -0.39    -0.42    -2.35     2.55    19.77    20.81     2.17    -2.21    -0.45    -0.48     0.02    -0.04  1352.66  1238.08
    26.00     0.00 -1000.00    -0.39    -0.37    -2.35     2.16    19.77    18.77     2.17    -2.14    -0.45    -0.43     0.02    -0.01  1352.66  1462.77
    28.00  1000.00     0.00    -0.40    -0.42    -2.38     2.58    20.29    21.33     2.19    -2.23    -0.47    -0.49     0.00    -0.02  1514.80  1401.15
    28.00 -1000.00     0.00    -0.45    -0.42    -2.79     2.58    22.40    21.33     2.26    -2.23    -0.51    -0.49     0.03    -0.02  1282.83  1401.15
    28.00     0.00  1000.00    -0.42    -0.45    -2.58     2.79    21.33    22.40     2.23    -2.26    -0.49    -0.51     0.02    -0.03  1401.15  1282.83
    28.00     0.00 -1000.00    -0.42    -0.40    -2.58     2.38    21.33    20.29     2.23    -2.19    -0.49    -0.47     0.02     0.00  1401.15  1514.80
    30.00  1000.00     0.00    -0.43    -0.46    -2.60     2.81    21.82    22.89     2.25    -2.28    -0.50    -0.52    -0.01    -0.01  1566.18  1448.91
    30.00 -1000.00     0.00    -0.48    -0.46    -3.03     2.81    24.00    22.89     2.32    -2.28    -0.55    -0.52     0.02    -0.01  1326.78  1448.91
    30.00     0.00  1000.00    -0.46    -0.48    -2.81     3.03    22.89    24.00     2.28    -2.32    -0.52    -0.55     0.01    -0.02  1448.91  1326.78
    30.00     0.00 -1000.00    -0.46    -0.43    -2.81     2.60    22.89    21.82     2.28    -2.25    -0.52    -0.50     0.01     0.01  1448.91  1566.18
    32.00  1000.00     0.00    -0.46    -0.49    -2.84     3.06    23.36    24.46     2.31    -2.34    -0.54    -0.56    -0.02     0.00  1616.85  1495.91
    32.00 -1000.00     0.00    -0.52    -0.49    -3.29     3.06    25.60    24.46     2.38    -2.34    -0.59    -0.56     0.02     0.00  1369.89  1495.91
    32.00     0.00  1000.00    -0.49    -0.52    -3.06     3.29    24.46    25.60     2.34    -2.38    -0.56    -0.59     0.00    -0.02  1495.91  1369.89
    32.00     0.00 -1000.00    -0.49    -0.46    -3.06     2.84    24.46    23.36     2.34    -2.31    -0.56    -0.54     0.00     0.02  1495.91  1616.85
    34.00  1000.00     0.00    -0.49    -0.52    -3.08     3.31    24.90    26.04     2.36    -2.40    -0.57    -0.60    -0.03     0.01  1666.79  1542.09
    34.00 -1000.00     0.00    -0.55    -0.52    -3.55     3.31    27.22    26.04     2.44    -2.40    -0.62    -0.60     0.01     0.01  1412.08  1542.09
    34.00     0.00  1000.00    -0.52    -0.55    -3.31     3.55    26.04    27.22     2.40    -2.44    -0.60    -0.62    -0.01    -0.01  1542.09  1412.08
    34.00     0.00 -1000.00    -0.52    -0.49    -3.31     3.08    26.04    24.90     2.40    -2.36    -0.60    -0.57    -0.01     0.03  1542.09  1666.79
    36.00  1000.00     0.00    -0.52    -0.55    -3.33     3.57    26.46    27.62     2.42    -2.46    -0.61    -0.63    -0.03     0.02  1715.95  1587.40
    36.00 -1000.00     0.00    -0.58    -0.55    -3.82     3.57    28.84    27.62     2.50    -2.46    -0.66    -0.63     0.00     0.02  1453.31  1587.40
    36.00     0.00  1000.00    -0.55    -0.58    -3.57     3.82    27.62    28.84     2.46    -2.50    -0.63    -0.66    -0.02     0.00  1587.40  1453.31
    36.00     0.00 -1000.00    -0.55    -0.52    -3.57     3.33    27.62    26.46     2.46    -2.42    -0.63    -0.61    -0.02     0.03  1587.40  1715.95
    38.00  1000.00     0.00    -0.55    -0.58    -3.58     3.83    28.01    29.22     2.48    -2.52    -0.64    -0.67    -0.04     0.03  1764.28  1631.79
    38.00 -1000.00     0.00    -0.61    -0.58    -4.10     3.83    30.47    29.22     2.56    -2.52    -0.70    -0.67    -0.01     0.03  1493.49  1631.79
    38.00     0.00  1000.00    -0.58    -0.61    -3.83     4.10    29.22    30.47     2.52    -2.56    -0.67    -0.70    -0.03     0.01  1631.79  1493.49
    38.00     0.00 -1000.00    -0.58    -0.55    -3.83     3.58    29.22    28.01     2.52    -2.48    -0.67    -0.64    -0.03     0.04  1631.79  1764.28
    40.00  1000.00     0.00    -0.58    -0.61    -3.84     4.11    29.58    30.82     2.53    -2.58    -0.68    -0.71    -0.05     0.03  1811.72  1675.19
    40.00 -1000.00     0.00    -0.64    -0.61    -4.39     4.11    32.11    30.82     2.62    -2.58    -0.74    -0.71    -0.02     0.03  1532.57  1675.19
    40.00     0.00  1000.00    -0.61    -0.64    -4.11     4.39    30.82    32.11     2.58    -2.62    -0.71    -0.74    -0.03     0.02  1675.19  1532.57
    40.00     0.00 -1000.00    -0.61    -0.58    -4.11     3.84    30.82    29.58     2.58    -2.53    -0.71    -0.68    -0.03     0.05  1675.19  1811.72
    42.00  1000.00     0.00    -0.61    -0.64    -4.12     4.39    31.15    32.43     2.59    -2.64    -0.71    -0.74    -0.06     0.04  1858.22  1717.52
    42.00 -1000.00     0.00    -0.68    -0.64    -4.68     4.39    33.76    32.43     2.68    -2.64    -0.77    -0.74    -0.02     0.04  1570.45  1717.52
    42.00     0.00  1000.00    -0.64    -0.68    -4.39     4.68    32.43    33.76     2.64    -2.68    -0.74    -0.77    -0.04     0.02  1717.52  1570.45
    42.00     0.00 -1000.00    -0.64    -0.61    -4.39     4.12    32.43    31.15     2.64    -2.59    -0.74    -0.71    -0.04     0.06  1717.52  1858.22
    44.00  1000.00     0.00    -0.64    -0.68    -4.40     4.68    32.74    34.05     2.65    -2.70    -0.75    -0.78    -0.07     0.05  1903.72  1758.73
    44.00 -1000.00     0.00    -0.71    -0.68    -4.99     4.68    35.43    34.05     2.75    -2.70    -0.81    -0.78    -0.03     0.05  1607.05  1758.73
    44.00     0.00  1000.00    -0.68    -0.71    -4.68     4.99    34.05    35.43     2.70    -2.75    -0.78    -0.81    -0.05     0.03  1758.73  1607.05
    44.00     0.00 -1000.00    -0.68    -0.64    -4.68     4.40    34.05    32.74     2.70    -2.65    -0.78    -0.75    -0.05     0.07  1758.73  1903.72
    46.00  1000.00     0.00    -0.67    -0.71    -4.68     4.99    34.33    35.68     2.71    -2.76    -0.78    -0.82    -0.08     0.06  1948.12  1798.70
    46.00 -1000.00     0.00    -0.74    -0.71    -5.31     4.99    37.10    35.68     2.81    -2.76    -0.85    -0.82    -0.04     0.06  1642.24  1798.70
    46.00     0.00  1000.00    -0.71    -0.74    -4.99     5.31    35.68    37.10     2.76    -2.81    -0.82    -0.85    -0.06     0.04  1798.70  1642.24
    46.00     0.00 -1000.00    -0.71    -0.67    -4.99     4.68    35.68    34.33     2.76    -2.71    -0.82    -0.78    -0.06     0.08  1798.70  1948.12
    48.00  1000.00     0.00    -0.71    -0.74    -4.98     5.30    35.93    37.33     2.78    -2.83    -0.82    -0.85    -0.08     0.07  1991.36  1837.35
    48.00 -1000.00     0.00    -0.78    -0.74    -5.63     5.30    38.79    37.33     2.88    -2.83    -0.89    -0.85    -0.05     0.07  1675.92  1837.35
    48.00     0.00  1000.00    -0.74    -0.78    -5.30     5.63    37.33    38.79     2.83    -2.88    -0.85    -0.89    -0.07     0.05  1837.35  1675.92
    48.00     0.00 -1000.00    -0.74    -0.71    -5.30     4.98    37.33    35.93     2.83    -2.78    -0.85    -0.82    -0.07     0.08  1837.35  1991.36
    50.00  1000.00     0.00    -0.74    -0.77    -5.29     5.62    37.55    38.99     2.84    -2.89    -0.86    -0.89    -0.09     0.07  2033.35  1874.57
    50.00 -1000.00     0.00    -0.81    -0.77    -5.97     5.62    40.50    38.99     2.94    -2.89    -0.92    -0.89    -0.05     0.07  1707.96  1874.57
    50.00     0.00  1000.00    -0.77    -0.81    -5.62     5.97    38.99    40.50     2.89    -2.94    -0.89    -0.92    -0.07     0.05  1874.57  1707.96
    50.00     0.00 -1000.00    -0.77    -0.74    -5.62     5.29    38.99    37.55     2.89    -2.84    -0.89    -0.86    -0.07     0.09  1874.57  2033.35
    52.00  1000.00     0.00    -0.77    -0.81    -5.60     5.95    39.17    40.66     2.90    -2.96    -0.89    -0.93    -0.10     0.08  2073.98  1910.23
    52.00 -1000.00     0.00    -0.85    -0.81    -6.32     5.95    42.22    40.66     3.01    -2.96    -0.96    -0.93    -0.06     0.08  1738.20  1910.23
    52.00     0.00  1000.00    -0.81    -0.85    -5.95     6.32    40.66    42.22     2.96    -3.01    -0.93    -0.96    -0.08     0.06  1910.23  1738.20
    52.00     0.00 -1000.00    -0.81    -0.77    -5.95     5.60    40.66    39.17     2.96    -2.90    -0.93    -0.89    -0.08     0.10  1910.23  2073.98
    -2.00  1000.00     0.00     0.04     0.03     0.24    -0.14    -2.08    -1.49     1.44    -1.45     0.05     0.03     0.13    -0.14   677.41   612.24
    -2.00 -1000.00     0.00     0.02     0.03     0.03    -0.14    -0.87    -1.49     1.47    -1.45     0.02     0.03     0.16    -0.14   544.64   612.24
    -2.00     0.00  1000.00     0.03     0.02     0.14    -0.03    -1.49    -0.87     1.45    -1.47     0.03     0.02     0.14    -0.16   612.24   544.64
    -2.00     0.00 -1000.00     0.03     0.04     0.14    -0.24    -1.49    -2.08     1.45    -1.44     0.03     0.05     0.14    -0.13   612.24   677.41
    -4.00  1000.00     0.00     0.07     0.06     0.36    -0.27    -3.54    -2.97     1.39    -1.40     0.08     0.07     0.13    -0.15   617.71   555.52
    -4.00 -1000.00     0.00     0.05     0.06     0.17    -0.27    -2.39    -2.97     1.42    -1.40     0.05     0.07     0.17    -0.15   491.02   555.52
    -4.00     0.00  1000.00     0.06     0.05     0.27    -0.17    -2.97    -2.39     1.40    -1.42     0.07     0.05     0.15    -0.17   555.52   491.02
    -4.00     0.00 -1000.00     0.06     0.07     0.27    -0.36    -2.97    -3.54     1.40    -1.39     0.07     0.08     0.15    -0.13   555.52   617.71
    -6.00  1000.00     0.00     0.10     0.09     0.48    -0.39    -4.99    -4.45     1.34    -1.36     0.11     0.10     0.14    -0.16   557.54   498.30
    -6.00 -1000.00     0.00     0.08     0.09     0.29    -0.39    -3.90    -4.45     1.37    -1.36     0.09     0.10     0.17    -0.16   436.88   498.30
    -6.00     0.00  1000.00     0.09     0.08     0.39    -0.29    -4.45    -3.90     1.36    -1.37     0.10     0.09     0.16    -0.17   498.30   436.88
    -6.00     0.00 -1000.00     0.09     0.10     0.39    -0.48    -4.45    -4.99     1.36    -1.34     0.10     0.11     0.16    -0.14   498.30   557.54
    -8.00  1000.00     0.00     0.13     0.12     0.60    -0.51    -6.44    -5.93     1.30    -1.31     0.15     0.14     0.15    -0.17   496.89   440.59
    -8.00 -1000.00     0.00     0.11     0.12     0.42    -0.51    -5.40    -5.93     1.32    -1.31     0.12     0.14     0.18    -0.17   382.22   440.59
    -8.00     0.00  1000.00     0.12     0.11     0.51    -0.42    -5.93    -5.40     1.31    -1.32     0.14     0.12     0.17    -0.18   440.59   382.22
    -8.00     0.00 -1000.00     0.12     0.13     0.51    -0.60    -5.93    -6.44     1.31    -1.30     0.14     0.15     0.17    -0.15   440.59   496.89
   -10.00  1000.00     0.00     0.16     0.15     0.70    -0.62    -7.89    -7.40     1.25    -1.26     0.18     0.17     0.16    -0.17   435.76   382.37
   -10.00 -1000.00     0.00     0.14     0.15     0.53    -0.62    -6.90    -7.40     1.28    -1.26     0.16     0.17     0.19    -0.17   327.03   382.37
   -10.00     0.00  1000.00     0.15     0.14     0.62    -0.53    -7.40    -6.90     1.26    -1.28     0.17     0.16     0.17    -0.19   382.37   327.03
   -10.00     0.00 -1000.00     0.15     0.16     0.62    -0.70    -7.40    -7.89     1.26    -1.25     0.17     0.18     0.17    -0.16   382.37   435.76
   -12.00  1000.00     0.00     0.19     0.18     0.80    -0.72    -9.33    -8.87     1.21    -1.22     0.21     0.20     0.17    -0.18   374.14   323.64
   -12.00 -1000.00     0.00     0.17     0.18     0.64    -0.72    -8.39    -8.87     1.23    -1.22     0.19     0.20     0.20    -0.18   271.30   323.64
   -12.00     0.00  1000.00     0.18     0.17     0.72    -0.64    -8.87    -8.39     1.22    -1.23     0.20     0.19     0.18    -0.20   323.64   271.30
   -12.00     0.00 -1000.00     0.18     0.19     0.72    -0.80    -8.87    -9.33     1.22    -1.21     0.20     0.21     0.18    -0.17   323.64   374.14
   -14.00  1000.00     0.00     0.22     0.21     0.90    -0.82   -10.76   -10.33     1.16    -1.17     0.25     0.24     0.18    -0.19   312.00   264.38
   -14.00 -1000.00     0.00     0.20     0.21     0.75    -0.82    -9.88   -10.33     1.19    -1.17     0.23     0.24     0.21    -0.19   215.02   264.38
   -14.00     0.00  1000.00     0.21     0.20     0.82    -0.75   -10.33    -9.88     1.17    -1.19     0.24     0.23     0.19    -0.21   264.38   215.02
   -14.00     0.00 -1000.00     0.21     0.22     0.82    -0.90   -10.33   -10.76     1.17    -1.16     0.24     0.25     0.19    -0.18   264.38   312.00
   -16.00  1000.00     0.00     0.25     0.24     0.99    -0.92   -12.19   -11.79     1.12    -1.13     0.28     0.27     0.18    -0.20   249.35   204.57
   -16.00 -1000.00     0.00     0.23     0.24     0.84    -0.92   -11.36   -11.79     1.14    -1.13     0.26     0.27     0.21    -0.20   158.17   204.57
   -16.00     0.00  1000.00     0.24     0.23     0.92    -0.84   -11.79   -11.36     1.13    -1.14     0.27     0.26     0.20    -0.21   204.57   158.17
   -16.00     0.00 -1000.00     0.24     0.25     0.92    -0.99   -11.79   -12.19     1.13    -1.12     0.27     0.28     0.20    -0.18   204.57   249.35
   -18.00  1000.00     0.00     0.28     0.27     1.08    -1.01   -13.62   -13.24     1.08    -1.09     0.31     0.30     0.19    -0.21   186.16   144.20
   -18.00 -1000.00     0.00     0.26     0.27     0.93    -1.01   -12.84   -13.24     1.09    -1.09     0.30     0.30     0.22    -0.21   100.74   144.20
   -18.00     0.00  1000.00     0.27     0.26     1.01    -0.93   -13.24   -12.84     1.09    -1.09     0.30     0.30     0.21    -0.22   144.20   100.74
   -18.00     0.00 -1000.00     0.27     0.28     1.01    -1.08   -13.24   -13.62     1.09    -1.08     0.30     0.31     0.21    -0.19   144.20   186.16
   -20.00  1000.00     0.00     0.31     0.30     1.16    -1.09   -15.04   -14.69     1.03    -1.04     0.35     0.34     0.20    -0.22   122.40    83.25
   -20.00 -1000.00     0.00     0.29     0.30     1.02    -1.09   -14.32   -14.69     1.05    -1.04     0.33     0.34     0.23    -0.22    42.70    83.25
   -20.00     0.00  1000.00     0.30     0.29     1.09    -1.02   -14.69   -14.32     1.04    -1.05     0.34     0.33     0.22    -0.23    83.25    42.70
   -20.00     0.00 -1000.00     0.30     0.31     1.09    -1.16   -14.69   -15.04     1.04    -1.03     0.34     0.35     0.22    -0.20    83.25   122.40
   -22.00  1000.00     0.00     0.34     0.33     1.23    -1.17   -16.46   -16.13     0.99    -1.00     0.38     0.37     0.21    -0.22    58.07    21.70
   -22.00 -1000.00     0.00     0.31     0.33     1.08    -1.17   -15.39   -16.13     1.02    -1.00     0.35     0.37     0.24    -0.22     0.00    21.70
   -22.00     0.00  1000.00     0.33     0.31     1.17    -1.08   -16.13   -15.39     1.00    -1.02     0.37     0.35     0.22    -0.24    21.70     0.00
   -22.00     0.00 -1000.00     0.33     0.34     1.17    -1.23   -16.13   -16.46     1.00    -0.99     0.37     0.38     0.22    -0.21    21.70    58.07
   -24.00  1000.00     0.00     0.36     0.34     1.29    -1.19   -17.72   -16.63     0.95    -0.98     0.41     0.38     0.22    -0.23     0.00     0.00
   -24.00 -1000.00     0.00     0.31     0.34     1.08    -1.19   -15.39   -16.63     1.02    -0.98     0.35     0.38     0.24    -0.23     0.00     0.00
   -24.00     0.00  1000.00     0.34     0.31     1.19    -1.08   -16.63   -15.39     0.98    -1.02     0.38     0.35     0.23    -0.24     0.00     0.00
   -24.00     0.00 -1000.00     0.34     0.36     1.19    -1.29   -16.63   -17.72     0.98    -0.95     0.38     0.41     0.23    -0.22     0.00     0.00
