
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Y at Wheel Center                            FSE04 rear suspension                               

   WhTra  ForceY_L ForceY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00     0.25     0.19    -0.78     0.62     7.48     6.70     1.59    -1.55     0.19     0.17    -0.57     0.43   988.75  1074.67
    12.00  1000.00     0.00     0.24     0.30    -0.80     0.96     8.17     8.99     1.61    -1.65     0.20     0.22    -0.50     0.65  1132.75  1042.89
    12.00 -1000.00     0.00     0.37     0.30    -1.13     0.96     9.85     8.99     1.69    -1.65     0.25     0.22    -0.80     0.65   948.52  1042.89
    12.00     0.00  1000.00     0.30     0.37    -0.96     1.13     8.99     9.85     1.65    -1.69     0.22     0.25    -0.65     0.80  1042.89   948.52
    12.00     0.00 -1000.00     0.30     0.24    -0.96     0.80     8.99     8.17     1.65    -1.61     0.22     0.20    -0.65     0.50  1042.89  1132.75
    14.00  1000.00     0.00     0.29     0.35    -0.98     1.15     9.65    10.50     1.67    -1.71     0.24     0.26    -0.57     0.72  1190.42  1096.57
    14.00 -1000.00     0.00     0.42     0.35    -1.33     1.15    11.40    10.50     1.75    -1.71     0.29     0.26    -0.87     0.72   997.98  1096.57
    14.00     0.00  1000.00     0.35     0.42    -1.15     1.33    10.50    11.40     1.71    -1.75     0.26     0.29    -0.72     0.87  1096.57   997.98
    14.00     0.00 -1000.00     0.35     0.29    -1.15     0.98    10.50     9.65     1.71    -1.67     0.26     0.24    -0.72     0.57  1096.57  1190.42
    16.00  1000.00     0.00     0.34     0.40    -1.16     1.35    11.13    12.01     1.72    -1.77     0.27     0.30    -0.64     0.79  1247.66  1149.76
    16.00 -1000.00     0.00     0.47     0.40    -1.54     1.35    12.95    12.01     1.81    -1.77     0.32     0.30    -0.95     0.79  1046.90  1149.76
    16.00     0.00  1000.00     0.40     0.47    -1.35     1.54    12.01    12.95     1.77    -1.81     0.30     0.32    -0.79     0.95  1149.76  1046.90
    16.00     0.00 -1000.00     0.40     0.34    -1.35     1.16    12.01    11.13     1.77    -1.72     0.30     0.27    -0.79     0.64  1149.76  1247.66
    18.00  1000.00     0.00     0.39     0.46    -1.36     1.55    12.61    13.53     1.78    -1.83     0.31     0.34    -0.71     0.87  1304.44  1202.44
    18.00 -1000.00     0.00     0.53     0.46    -1.76     1.55    14.51    13.53     1.87    -1.83     0.36     0.34    -1.02     0.87  1095.24  1202.44
    18.00     0.00  1000.00     0.46     0.53    -1.55     1.76    13.53    14.51     1.83    -1.87     0.34     0.36    -0.87     1.02  1202.44  1095.24
    18.00     0.00 -1000.00     0.46     0.39    -1.55     1.36    13.53    12.61     1.83    -1.78     0.34     0.31    -0.87     0.71  1202.44  1304.44
    20.00  1000.00     0.00     0.44     0.51    -1.56     1.76    14.10    15.06     1.84    -1.89     0.35     0.37    -0.78     0.94  1360.73  1254.59
    20.00 -1000.00     0.00     0.59     0.51    -1.98     1.76    16.07    15.06     1.93    -1.89     0.40     0.37    -1.10     0.94  1142.98  1254.59
    20.00     0.00  1000.00     0.51     0.59    -1.76     1.98    15.06    16.07     1.89    -1.93     0.37     0.40    -0.94     1.10  1254.59  1142.98
    20.00     0.00 -1000.00     0.51     0.44    -1.76     1.56    15.06    14.10     1.89    -1.84     0.37     0.35    -0.94     0.78  1254.59  1360.73
    22.00  1000.00     0.00     0.49     0.57    -1.77     1.99    15.59    16.59     1.90    -1.94     0.38     0.41    -0.85     1.01  1416.51  1306.16
    22.00 -1000.00     0.00     0.64     0.57    -2.21     1.99    17.64    16.59     1.99    -1.94     0.44     0.41    -1.17     1.01  1190.08  1306.15
    22.00     0.00  1000.00     0.57     0.64    -1.99     2.21    16.59    17.64     1.94    -1.99     0.41     0.44    -1.01     1.17  1306.15  1190.08
    22.00     0.00 -1000.00     0.57     0.49    -1.99     1.77    16.59    15.59     1.94    -1.90     0.41     0.38    -1.01     0.85  1306.15  1416.51
    24.00  1000.00     0.00     0.54     0.62    -1.99     2.22    17.08    18.12     1.96    -2.01     0.42     0.45    -0.92     1.08  1471.75  1357.12
    24.00 -1000.00     0.00     0.70     0.62    -2.46     2.22    19.22    18.12     2.06    -2.01     0.48     0.45    -1.25     1.08  1236.49  1357.12
    24.00     0.00  1000.00     0.62     0.70    -2.22     2.46    18.12    19.22     2.01    -2.06     0.45     0.48    -1.08     1.25  1357.12  1236.49
    24.00     0.00 -1000.00     0.62     0.54    -2.22     1.99    18.12    17.08     2.01    -1.96     0.45     0.42    -1.08     0.92  1357.12  1471.75
    26.00  1000.00     0.00     0.60     0.68    -2.22     2.46    18.58    19.66     2.02    -2.07     0.45     0.48    -0.99     1.15  1526.41  1407.43
    26.00 -1000.00     0.00     0.76     0.68    -2.71     2.46    20.80    19.66     2.12    -2.07     0.51     0.48    -1.32     1.15  1282.17  1407.43
    26.00     0.00  1000.00     0.68     0.76    -2.46     2.71    19.66    20.80     2.07    -2.12     0.48     0.51    -1.15     1.32  1407.43  1282.17
    26.00     0.00 -1000.00     0.68     0.60    -2.46     2.22    19.66    18.58     2.07    -2.02     0.48     0.45    -1.15     0.99  1407.43  1526.41
    28.00  1000.00     0.00     0.65     0.73    -2.46     2.71    20.09    21.21     2.07    -2.13     0.49     0.52    -1.06     1.22  1580.47  1457.06
    28.00 -1000.00     0.00     0.82     0.73    -2.97     2.71    22.39    21.21     2.18    -2.13     0.55     0.52    -1.39     1.22  1327.07  1457.06
    28.00     0.00  1000.00     0.73     0.82    -2.71     2.97    21.21    22.39     2.13    -2.18     0.52     0.55    -1.22     1.39  1457.06  1327.07
    28.00     0.00 -1000.00     0.73     0.65    -2.71     2.46    21.21    20.09     2.13    -2.07     0.52     0.49    -1.22     1.06  1457.06  1580.47
    30.00  1000.00     0.00     0.71     0.79    -2.70     2.96    21.60    22.76     2.13    -2.19     0.53     0.56    -1.12     1.29  1633.87  1505.95
    30.00 -1000.00     0.00     0.88     0.79    -3.24     2.96    23.99    22.76     2.24    -2.19     0.59     0.56    -1.46     1.29  1371.13  1505.95
    30.00     0.00  1000.00     0.79     0.88    -2.96     3.24    22.76    23.99     2.19    -2.24     0.56     0.59    -1.29     1.46  1505.95  1371.13
    30.00     0.00 -1000.00     0.79     0.71    -2.96     2.70    22.76    21.60     2.19    -2.13     0.56     0.53    -1.29     1.12  1505.95  1633.87
    32.00  1000.00     0.00     0.76     0.85    -2.96     3.23    23.12    24.32     2.19    -2.25     0.56     0.59    -1.19     1.36  1686.59  1554.06
    32.00 -1000.00     0.00     0.93     0.85    -3.53     3.23    25.59    24.32     2.31    -2.25     0.63     0.59    -1.53     1.36  1414.31  1554.06
    32.00     0.00  1000.00     0.85     0.93    -3.23     3.53    24.32    25.59     2.25    -2.31     0.59     0.63    -1.36     1.53  1554.06  1414.31
    32.00     0.00 -1000.00     0.85     0.76    -3.23     2.96    24.32    23.12     2.25    -2.19     0.59     0.56    -1.36     1.19  1554.06  1686.59
    34.00  1000.00     0.00     0.82     0.90    -3.22     3.51    24.64    25.89     2.25    -2.31     0.60     0.63    -1.26     1.42  1738.57  1601.34
    34.00 -1000.00     0.00     0.99     0.90    -3.82     3.51    27.20    25.89     2.37    -2.31     0.67     0.63    -1.60     1.42  1456.53  1601.34
    34.00     0.00  1000.00     0.90     0.99    -3.51     3.82    25.89    27.20     2.31    -2.37     0.63     0.67    -1.42     1.60  1601.34  1456.53
    34.00     0.00 -1000.00     0.90     0.82    -3.51     3.22    25.89    24.64     2.31    -2.25     0.63     0.60    -1.42     1.26  1601.34  1738.57
    36.00  1000.00     0.00     0.87     0.96    -3.49     3.80    26.18    27.46     2.31    -2.37     0.63     0.67    -1.32     1.49  1789.77  1647.72
    36.00 -1000.00     0.00     1.06     0.96    -4.12     3.80    28.82    27.46     2.43    -2.37     0.70     0.67    -1.67     1.49  1497.73  1647.72
    36.00     0.00  1000.00     0.96     1.06    -3.80     4.12    27.46    28.82     2.37    -2.43     0.67     0.70    -1.49     1.67  1647.72  1497.73
    36.00     0.00 -1000.00     0.96     0.87    -3.80     3.49    27.46    26.18     2.37    -2.31     0.67     0.63    -1.49     1.32  1647.72  1789.77
    38.00  1000.00     0.00     0.93     1.02    -3.77     4.09    27.72    29.05     2.38    -2.44     0.67     0.70    -1.39     1.56  1840.13  1693.16
    38.00 -1000.00     0.00     1.12     1.02    -4.44     4.09    30.46    29.05     2.50    -2.44     0.74     0.70    -1.73     1.56  1537.83  1693.16
    38.00     0.00  1000.00     1.02     1.12    -4.09     4.44    29.05    30.46     2.44    -2.50     0.70     0.74    -1.56     1.73  1693.16  1537.83
    38.00     0.00 -1000.00     1.02     0.93    -4.09     3.77    29.05    27.72     2.44    -2.38     0.70     0.67    -1.56     1.39  1693.16  1840.13
    40.00  1000.00     0.00     0.98     1.08    -4.06     4.40    29.26    30.64     2.44    -2.50     0.71     0.74    -1.45     1.62  1889.60  1737.56
    40.00 -1000.00     0.00     1.18     1.08    -4.76     4.40    32.10    30.64     2.56    -2.50     0.78     0.74    -1.80     1.62  1576.75  1737.56
    40.00     0.00  1000.00     1.08     1.18    -4.40     4.76    30.64    32.10     2.50    -2.56     0.74     0.78    -1.62     1.80  1737.56  1576.75
    40.00     0.00 -1000.00     1.08     0.98    -4.40     4.06    30.64    29.26     2.50    -2.44     0.74     0.71    -1.62     1.45  1737.56  1889.60
    42.00  1000.00     0.00     1.04     1.14    -4.37     4.72    30.82    32.24     2.50    -2.56     0.74     0.78    -1.51     1.69  1938.12  1780.87
    42.00 -1000.00     0.00     1.24     1.14    -5.10     4.72    33.75    32.24     2.63    -2.56     0.82     0.78    -1.87     1.69  1614.39  1780.87
    42.00     0.00  1000.00     1.14     1.24    -4.72     5.10    32.24    33.75     2.56    -2.63     0.78     0.82    -1.69     1.87  1780.87  1614.39
    42.00     0.00 -1000.00     1.14     1.04    -4.72     4.37    32.24    30.82     2.56    -2.50     0.78     0.74    -1.69     1.51  1780.87  1938.12
    44.00  1000.00     0.00     1.10     1.20    -4.68     5.05    32.38    33.86     2.56    -2.63     0.78     0.82    -1.57     1.75  1985.61  1822.99
    44.00 -1000.00     0.00     1.30     1.20    -5.45     5.05    35.42    33.86     2.70    -2.63     0.86     0.82    -1.93     1.75  1650.66  1822.99
    44.00     0.00  1000.00     1.20     1.30    -5.05     5.45    33.86    35.42     2.63    -2.70     0.82     0.86    -1.75     1.93  1822.99  1650.66
    44.00     0.00 -1000.00     1.20     1.10    -5.05     4.68    33.86    32.38     2.63    -2.56     0.82     0.78    -1.75     1.57  1822.99  1985.61
    46.00  1000.00     0.00     1.16     1.26    -5.00     5.39    33.96    35.48     2.62    -2.69     0.81     0.85    -1.63     1.81  2032.00  1863.83
    46.00 -1000.00     0.00     1.36     1.26    -5.81     5.39    37.10    35.48     2.76    -2.69     0.90     0.85    -1.99     1.81  1685.43  1863.83
    46.00     0.00  1000.00     1.26     1.36    -5.39     5.81    35.48    37.10     2.69    -2.76     0.85     0.90    -1.81     1.99  1863.83  1685.43
    46.00     0.00 -1000.00     1.26     1.16    -5.39     5.00    35.48    33.96     2.69    -2.62     0.85     0.81    -1.81     1.63  1863.83  2032.00
    48.00  1000.00     0.00     1.21     1.31    -5.33     5.74    35.54    37.12     2.69    -2.76     0.85     0.89    -1.69     1.87  2077.20  1903.30
    48.00 -1000.00     0.00     1.42     1.31    -6.19     5.74    38.79    37.12     2.83    -2.76     0.94     0.89    -2.05     1.87  1718.58  1903.30
    48.00     0.00  1000.00     1.31     1.42    -5.74     6.19    37.12    38.79     2.76    -2.83     0.89     0.94    -1.87     2.05  1903.30  1718.58
    48.00     0.00 -1000.00     1.31     1.21    -5.74     5.33    37.12    35.54     2.76    -2.69     0.89     0.85    -1.87     1.69  1903.30  2077.20
    50.00  1000.00     0.00     1.27     1.37    -5.68     6.11    37.14    38.77     2.75    -2.82     0.89     0.93    -1.75     1.93  2121.13  1941.28
    50.00 -1000.00     0.00     1.49     1.37    -6.58     6.11    40.50    38.77     2.90    -2.82     0.97     0.93    -2.11     1.93  1749.97  1941.28
    50.00     0.00  1000.00     1.37     1.49    -6.11     6.58    38.77    40.50     2.82    -2.90     0.93     0.97    -1.93     2.11  1941.28  1749.97
    50.00     0.00 -1000.00     1.37     1.27    -6.11     5.68    38.77    37.14     2.82    -2.75     0.93     0.89    -1.93     1.75  1941.28  2121.13
    52.00  1000.00     0.00     1.33     1.43    -6.03     6.49    38.75    40.43     2.82    -2.89     0.92     0.97    -1.80     1.98  2163.68  1977.63
    52.00 -1000.00     0.00     1.55     1.43    -6.98     6.49    42.23    40.43     2.97    -2.89     1.01     0.97    -2.17     1.98  1779.44  1977.63
    52.00     0.00  1000.00     1.43     1.55    -6.49     6.98    40.43    42.23     2.89    -2.97     0.97     1.01    -1.98     2.17  1977.63  1779.44
    52.00     0.00 -1000.00     1.43     1.33    -6.49     6.03    40.43    38.75     2.89    -2.82     0.97     0.92    -1.98     1.80  1977.63  2163.68
    54.00  1000.00     0.00     1.39     1.49    -6.40     6.88    40.37    42.11     2.88    -2.96     0.96     1.00    -1.86     2.04  2204.74  2012.22
    54.00 -1000.00     0.00     1.61     1.49    -7.40     6.88    43.97    42.11     3.04    -2.96     1.05     1.00    -2.22     2.04  1806.81  2012.22
    54.00     0.00  1000.00     1.49     1.61    -6.88     7.40    42.11    43.97     2.96    -3.04     1.00     1.05    -2.04     2.22  2012.22  1806.81
    54.00     0.00 -1000.00     1.49     1.39    -6.88     6.40    42.11    40.37     2.96    -2.88     1.00     0.96    -2.04     1.86  2012.22  2204.74
    56.00  1000.00     0.00     1.44     1.55    -6.78     7.28    42.00    43.81     2.95    -3.03     0.99     1.04    -1.91     2.09  2244.18  2044.89
    56.00 -1000.00     0.00     1.67     1.55    -7.83     7.28    45.74    43.81     3.11    -3.03     1.09     1.04    -2.28     2.09  1831.86  2044.89
    56.00     0.00  1000.00     1.55     1.67    -7.28     7.83    43.81    45.74     3.03    -3.11     1.04     1.09    -2.09     2.28  2044.89  1831.86
    56.00     0.00 -1000.00     1.55     1.44    -7.28     6.78    43.81    42.00     3.03    -2.95     1.04     0.99    -2.09     1.91  2044.89  2244.18
    -2.00  1000.00     0.00    -0.10    -0.05     0.25    -0.13    -2.06    -1.49     1.21    -1.24    -0.05    -0.04     0.01     0.12   718.60   655.58
    -2.00 -1000.00     0.00     0.01    -0.05     0.01    -0.13    -0.89    -1.49     1.27    -1.24    -0.02    -0.04    -0.26     0.12   589.50   655.58
    -2.00     0.00  1000.00    -0.05     0.01     0.13    -0.01    -1.49    -0.89     1.24    -1.27    -0.04    -0.02    -0.12     0.26   655.58   589.50
    -2.00     0.00 -1000.00    -0.05    -0.10     0.13    -0.25    -1.49    -2.06     1.24    -1.21    -0.04    -0.05    -0.12    -0.01   655.58   718.60
    -4.00  1000.00     0.00    -0.14    -0.09     0.37    -0.26    -3.51    -2.97     1.16    -1.19    -0.09    -0.08     0.08     0.05   658.14   598.83
    -4.00 -1000.00     0.00    -0.04    -0.09     0.15    -0.26    -2.41    -2.97     1.22    -1.19    -0.06    -0.08    -0.18     0.05   536.64   598.83
    -4.00     0.00  1000.00    -0.09    -0.04     0.26    -0.15    -2.97    -2.41     1.19    -1.22    -0.08    -0.06    -0.05     0.18   598.83   536.64
    -4.00     0.00 -1000.00    -0.09    -0.14     0.26    -0.37    -2.97    -3.51     1.19    -1.16    -0.08    -0.09    -0.05    -0.08   598.83   658.14
    -6.00  1000.00     0.00    -0.19    -0.14     0.48    -0.38    -4.96    -4.45     1.10    -1.13    -0.13    -0.11     0.15    -0.03   597.40   541.77
    -6.00 -1000.00     0.00    -0.09    -0.14     0.27    -0.38    -3.92    -4.45     1.16    -1.13    -0.10    -0.11    -0.10    -0.03   483.45   541.77
    -6.00     0.00  1000.00    -0.14    -0.09     0.38    -0.27    -4.45    -3.92     1.13    -1.16    -0.11    -0.10     0.03     0.10   541.77   483.45
    -6.00     0.00 -1000.00    -0.14    -0.19     0.38    -0.48    -4.45    -4.96     1.13    -1.10    -0.11    -0.13     0.03    -0.15   541.77   597.40
    -8.00  1000.00     0.00    -0.23    -0.19     0.58    -0.49    -6.41    -5.93     1.04    -1.07    -0.16    -0.15     0.23    -0.11   536.38   484.41
    -8.00 -1000.00     0.00    -0.14    -0.19     0.38    -0.49    -5.44    -5.93     1.10    -1.07    -0.14    -0.15    -0.02    -0.11   429.93   484.41
    -8.00     0.00  1000.00    -0.19    -0.14     0.49    -0.38    -5.93    -5.44     1.07    -1.10    -0.15    -0.14     0.11     0.02   484.41   429.93
    -8.00     0.00 -1000.00    -0.19    -0.23     0.49    -0.58    -5.93    -6.41     1.07    -1.04    -0.15    -0.16     0.11    -0.23   484.41   536.38
   -10.00  1000.00     0.00    -0.27    -0.23     0.68    -0.59    -7.85    -7.41     0.99    -1.01    -0.20    -0.19     0.30    -0.18   475.11   426.77
   -10.00 -1000.00     0.00    -0.19    -0.23     0.49    -0.59    -6.95    -7.41     1.04    -1.01    -0.18    -0.19     0.06    -0.18   376.10   426.77
   -10.00     0.00  1000.00    -0.23    -0.19     0.59    -0.49    -7.41    -6.95     1.01    -1.04    -0.19    -0.18     0.18    -0.06   426.77   376.10
   -10.00     0.00 -1000.00    -0.23    -0.27     0.59    -0.68    -7.41    -7.85     1.01    -0.99    -0.19    -0.20     0.18    -0.30   426.77   475.11
   -12.00  1000.00     0.00    -0.32    -0.28     0.77    -0.68    -9.29    -8.88     0.93    -0.96    -0.24    -0.23     0.38    -0.26   413.58   368.86
   -12.00 -1000.00     0.00    -0.23    -0.28     0.59    -0.68    -8.46    -8.88     0.98    -0.96    -0.22    -0.23     0.14    -0.26   321.98   368.86
   -12.00     0.00  1000.00    -0.28    -0.23     0.68    -0.59    -8.88    -8.46     0.96    -0.98    -0.23    -0.22     0.26    -0.14   368.86   321.98
   -12.00     0.00 -1000.00    -0.28    -0.32     0.68    -0.77    -8.88    -9.29     0.96    -0.93    -0.23    -0.24     0.26    -0.38   368.86   413.58
   -14.00  1000.00     0.00    -0.36    -0.32     0.86    -0.77   -10.73   -10.36     0.88    -0.90    -0.27    -0.26     0.46    -0.34   351.80   310.68
   -14.00 -1000.00     0.00    -0.28    -0.32     0.68    -0.77    -9.96   -10.36     0.93    -0.90    -0.26    -0.26     0.22    -0.34   267.57   310.68
   -14.00     0.00  1000.00    -0.32    -0.28     0.77    -0.68   -10.36    -9.96     0.90    -0.93    -0.26    -0.26     0.34    -0.22   310.68   267.57
   -14.00     0.00 -1000.00    -0.32    -0.36     0.77    -0.86   -10.36   -10.73     0.90    -0.88    -0.26    -0.27     0.34    -0.46   310.68   351.80
   -16.00  1000.00     0.00    -0.40    -0.36     0.93    -0.85   -12.17   -11.83     0.82    -0.84    -0.31    -0.30     0.53    -0.42   289.79   252.24
   -16.00 -1000.00     0.00    -0.32    -0.36     0.77    -0.85   -11.47   -11.83     0.87    -0.84    -0.29    -0.30     0.30    -0.42   212.88   252.24
   -16.00     0.00  1000.00    -0.36    -0.32     0.85    -0.77   -11.83   -11.47     0.84    -0.87    -0.30    -0.29     0.42    -0.30   252.24   212.88
   -16.00     0.00 -1000.00    -0.36    -0.40     0.85    -0.93   -11.83   -12.17     0.84    -0.82    -0.30    -0.31     0.42    -0.53   252.24   289.79
   -18.00  1000.00     0.00    -0.44    -0.41     1.00    -0.93   -13.60   -13.29     0.77    -0.79    -0.35    -0.34     0.61    -0.50   227.55   193.56
   -18.00 -1000.00     0.00    -0.37    -0.41     0.85    -0.93   -12.97   -13.29     0.81    -0.79    -0.33    -0.34     0.38    -0.50   157.93   193.56
   -18.00     0.00  1000.00    -0.41    -0.37     0.93    -0.85   -13.29   -12.97     0.79    -0.81    -0.34    -0.33     0.50    -0.38   193.56   157.93
   -18.00     0.00 -1000.00    -0.41    -0.44     0.93    -1.00   -13.29   -13.60     0.79    -0.77    -0.34    -0.35     0.50    -0.61   193.56   227.55
   -20.00  1000.00     0.00    -0.48    -0.45     1.07    -0.99   -15.04   -14.76     0.71    -0.73    -0.38    -0.38     0.68    -0.58   165.08   134.63
   -20.00 -1000.00     0.00    -0.41    -0.45     0.91    -0.99   -14.47   -14.76     0.75    -0.73    -0.37    -0.38     0.46    -0.58   102.71   134.63
   -20.00     0.00  1000.00    -0.45    -0.41     0.99    -0.91   -14.76   -14.47     0.73    -0.75    -0.38    -0.37     0.58    -0.46   134.63   102.71
   -20.00     0.00 -1000.00    -0.45    -0.48     0.99    -1.07   -14.76   -15.04     0.73    -0.71    -0.38    -0.38     0.58    -0.68   134.63   165.08
   -22.00  1000.00     0.00    -0.52    -0.49     1.12    -1.05   -16.47   -16.22     0.66    -0.68    -0.42    -0.42     0.76    -0.65   102.39    75.47
   -22.00 -1000.00     0.00    -0.45    -0.49     0.98    -1.05   -15.97   -16.22     0.69    -0.68    -0.41    -0.42     0.54    -0.65    47.25    75.47
   -22.00     0.00  1000.00    -0.49    -0.45     1.05    -0.98   -16.22   -15.97     0.68    -0.69    -0.42    -0.41     0.65    -0.54    75.47    47.25
   -22.00     0.00 -1000.00    -0.49    -0.52     1.05    -1.12   -16.22   -16.47     0.68    -0.66    -0.42    -0.42     0.65    -0.76    75.47   102.39
   -24.00  1000.00     0.00    -0.56    -0.53     1.17    -1.10   -17.90   -17.69     0.60    -0.62    -0.46    -0.46     0.84    -0.73    39.49    16.08
   -24.00 -1000.00     0.00    -0.49    -0.53     1.02    -1.10   -17.24   -17.69     0.65    -0.62    -0.45    -0.46     0.61    -0.73     0.00    16.08
   -24.00     0.00  1000.00    -0.53    -0.49     1.10    -1.02   -17.69   -17.24     0.62    -0.65    -0.46    -0.45     0.73    -0.61    16.08     0.00
   -24.00     0.00 -1000.00    -0.53    -0.56     1.10    -1.17   -17.69   -17.90     0.62    -0.60    -0.46    -0.46     0.73    -0.84    16.08    39.49
   -26.00  1000.00     0.00    -0.59    -0.54     1.20    -1.11   -18.79   -18.08     0.57    -0.60    -0.48    -0.47     0.89    -0.76     0.00     0.00
   -26.00 -1000.00     0.00    -0.49    -0.54     1.02    -1.11   -17.24   -18.08     0.65    -0.60    -0.45    -0.47     0.61    -0.76     0.00     0.00
   -26.00     0.00  1000.00    -0.54    -0.49     1.11    -1.02   -18.08   -17.24     0.60    -0.65    -0.47    -0.45     0.76    -0.61     0.00     0.00
   -26.00     0.00 -1000.00    -0.54    -0.59     1.11    -1.20   -18.08   -18.79     0.60    -0.57    -0.47    -0.48     0.76    -0.89     0.00     0.00
