
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE04 front suspension                              

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     0.00    28.00 -1077.21  -167.97    21.35    -8.00    -0.96    -1.50    -2.23    -0.94     0.00    21.33   668.47  1401.15
     0.00    30.00  -768.32  -173.71    14.84    -8.00    -0.46    -1.50    -2.28    -1.01     0.00    22.89   668.47  1448.91
     0.00    32.00  -613.76  -176.58    11.18    -8.00     0.05    -1.50    -2.34    -1.08     0.00    24.46   668.47  1495.91
     0.00    34.00  -520.93  -178.30     8.66    -8.00     0.55    -1.50    -2.40    -1.15     0.00    26.04   668.47  1542.09
     0.00    36.00  -458.96  -179.45     6.72    -8.00     1.05    -1.50    -2.46    -1.22     0.00    27.62   668.47  1587.40
     0.00    38.00  -414.61  -180.27     5.10    -8.00     1.54    -1.50    -2.52    -1.29     0.00    29.22   668.47  1631.79
     0.00    40.00  -381.28  -180.89     3.67    -8.00     2.03    -1.50    -2.58    -1.36     0.00    30.82   668.47  1675.19
     0.00    42.00  -355.29  -181.37     2.38    -8.00     2.52    -1.50    -2.64    -1.44     0.00    32.43   668.47  1717.52
     0.00    44.00  -334.44  -181.76     1.18    -8.00     3.01    -1.50    -2.70    -1.51     0.00    34.05   668.47  1758.73
     0.00    46.00  -317.32  -182.08     0.04    -8.00     3.49    -1.50    -2.76    -1.58     0.00    35.68   668.47  1798.70
     0.00    48.00  -303.00  -182.34    -1.05    -8.00     3.96    -1.50    -2.83    -1.65     0.00    37.33   668.47  1837.35
     0.00    50.00  -290.82  -182.57    -2.11    -8.00     4.43    -1.50    -2.89    -1.73     0.00    38.99   668.47  1874.57
     0.00    52.00  -280.34  -182.77    -3.14    -8.00     4.89    -1.50    -2.96    -1.80     0.00    40.66   668.47  1910.23
     0.00     0.00     0.00  -187.97    12.03    -8.00    -8.00    -1.50    -1.50     0.00     0.00     0.00   668.47   668.47
     0.00    -2.00   -12.04  -187.75    13.00    -8.00    -8.50    -1.50    -1.45     0.07     0.00    -1.49   668.47   612.24
     0.00    -4.00   -22.39  -187.55    13.93    -8.00    -8.99    -1.50    -1.40     0.13     0.00    -2.97   668.47   555.52
     0.00    -6.00   -31.38  -187.39    14.84    -8.00    -9.49    -1.50    -1.36     0.20     0.00    -4.45   668.47   498.30
     0.00    -8.00   -39.26  -187.24    15.72    -8.00    -9.98    -1.50    -1.31     0.26     0.00    -5.93   668.47   440.59
     0.00   -10.00   -46.23  -187.11    16.59    -8.00   -10.47    -1.50    -1.26     0.33     0.00    -7.40   668.47   382.37
     0.00   -12.00   -52.44  -187.00    17.44    -8.00   -10.96    -1.50    -1.22     0.39     0.00    -8.87   668.47   323.64
     0.00   -14.00   -58.01  -186.89    18.27    -8.00   -11.45    -1.50    -1.17     0.46     0.00   -10.33   668.47   264.38
     0.00   -16.00   -63.03  -186.80    19.09    -8.00   -11.94    -1.50    -1.13     0.52     0.00   -11.79   668.47   204.57
     0.00   -18.00   -67.59  -186.72    19.90    -8.00   -12.43    -1.50    -1.09     0.59     0.00   -13.24   668.47   144.20
     0.00   -20.00   -71.74  -186.64    20.70    -8.00   -12.92    -1.50    -1.04     0.65     0.00   -14.69   668.47    83.25
     0.00   -22.00   -75.55  -186.57    21.49    -8.00   -13.41    -1.50    -1.00     0.71     0.00   -16.13   668.47    21.70
     0.00   -24.00   -76.80  -186.54    21.77    -8.00   -13.58    -1.50    -0.98     0.74     0.00   -16.63   668.47     0.00
     2.00     0.00   -14.21  -188.23    11.02    -7.50    -8.00    -1.55    -1.50     0.07     1.49     0.00   724.22   668.47
     2.00     2.00     0.00  -188.45    10.05    -7.50    -7.50    -1.55    -1.55     0.00     1.49     1.49   724.22   724.22
     2.00     4.00    17.32  -188.72     9.04    -7.50    -7.00    -1.55    -1.60    -0.07     1.49     2.99   724.22   779.48
     2.00     6.00    38.91  -189.06     7.95    -7.50    -6.50    -1.55    -1.65    -0.13     1.49     4.49   724.22   834.24
     2.00     8.00    66.59  -189.49     6.77    -7.50    -6.00    -1.55    -1.70    -0.20     1.49     6.00   724.22   888.52
     2.00    10.00   103.40  -190.06     5.44    -7.50    -5.50    -1.55    -1.75    -0.27     1.49     7.51   724.22   942.29
     2.00    12.00   154.78  -190.86     3.88    -7.50    -5.00    -1.55    -1.80    -0.33     1.49     9.02   724.22   995.55
     2.00    14.00   231.56  -192.05     1.93    -7.50    -4.49    -1.55    -1.85    -0.40     1.49    10.54   724.22  1048.28
     2.00    16.00   358.93  -194.02    -0.81    -7.50    -3.99    -1.55    -1.90    -0.47     1.49    12.07   724.22  1100.48
     2.00    18.00   611.66  -197.94    -5.49    -7.50    -3.48    -1.55    -1.96    -0.54     1.49    13.60   724.22  1152.12
     2.00    20.00  1355.22  -209.48   -17.80    -7.50    -2.98    -1.55    -2.01    -0.60     1.49    15.13   724.22  1203.18
     2.00    22.00 53400.48 -1016.84  -825.93    -7.50    -2.47    -1.55    -2.06    -0.67     1.49    16.67   724.22  1253.64
     2.00    24.00 -1750.88  -161.29    28.84    -7.50    -1.97    -1.55    -2.12    -0.74     1.49    18.22   724.22  1303.48
     2.00    26.00  -939.78  -173.88    15.48    -7.50    -1.46    -1.55    -2.17    -0.81     1.49    19.77   724.22  1352.66
     2.00    28.00  -674.54  -177.99    10.59    -7.50    -0.96    -1.55    -2.23    -0.88     1.49    21.33   724.22  1401.15
     2.00    30.00  -542.77  -180.03     7.76    -7.50    -0.46    -1.55    -2.28    -0.95     1.49    22.89   724.22  1448.91
     2.00    32.00  -463.92  -181.26     5.75    -7.50     0.05    -1.55    -2.34    -1.02     1.49    24.46   724.22  1495.91
     2.00    34.00  -411.39  -182.07     4.15    -7.50     0.55    -1.55    -2.40    -1.09     1.49    26.04   724.22  1542.09
     2.00    36.00  -373.87  -182.65     2.77    -7.50     1.05    -1.55    -2.46    -1.16     1.49    27.62   724.22  1587.40
     2.00    38.00  -345.69  -183.09     1.53    -7.50     1.54    -1.55    -2.52    -1.23     1.49    29.22   724.22  1631.79
     2.00    40.00  -323.74  -183.43     0.39    -7.50     2.03    -1.55    -2.58    -1.30     1.49    30.82   724.22  1675.19
     2.00    42.00  -306.13  -183.71    -0.69    -7.50     2.52    -1.55    -2.64    -1.37     1.49    32.43   724.22  1717.52
     2.00    44.00  -291.68  -183.93    -1.73    -7.50     3.01    -1.55    -2.70    -1.44     1.49    34.05   724.22  1758.73
     2.00    46.00  -279.60  -184.12    -2.74    -7.50     3.49    -1.55    -2.76    -1.51     1.49    35.68   724.22  1798.70
     2.00    48.00  -269.33  -184.28    -3.72    -7.50     3.96    -1.55    -2.83    -1.59     1.49    37.33   724.22  1837.35
     2.00    50.00  -260.48  -184.41    -4.69    -7.50     4.43    -1.55    -2.89    -1.66     1.49    38.99   724.22  1874.57
     2.00    52.00  -252.77  -184.53    -5.65    -7.50     4.89    -1.55    -2.96    -1.74     1.49    40.66   724.22  1910.23
     2.00     0.00   -14.21  -188.23    11.02    -7.50    -8.00    -1.55    -1.50     0.07     1.49     0.00   724.22   668.47
     2.00    -2.00   -26.07  -188.05    11.95    -7.50    -8.50    -1.55    -1.45     0.13     1.49    -1.49   724.22   612.24
     2.00    -4.00   -36.14  -187.89    12.85    -7.50    -8.99    -1.55    -1.40     0.20     1.49    -2.97   724.22   555.52
     2.00    -6.00   -44.80  -187.76    13.72    -7.50    -9.49    -1.55    -1.36     0.26     1.49    -4.45   724.22   498.30
     2.00    -8.00   -52.32  -187.64    14.57    -7.50    -9.98    -1.55    -1.31     0.33     1.49    -5.93   724.22   440.59
     2.00   -10.00   -58.92  -187.54    15.41    -7.50   -10.47    -1.55    -1.26     0.39     1.49    -7.40   724.22   382.37
     2.00   -12.00   -64.77  -187.45    16.24    -7.50   -10.96    -1.55    -1.22     0.46     1.49    -8.87   724.22   323.64
     2.00   -14.00   -69.97  -187.37    17.05    -7.50   -11.45    -1.55    -1.17     0.52     1.49   -10.33   724.22   264.38
     2.00   -16.00   -74.65  -187.30    17.85    -7.50   -11.94    -1.55    -1.13     0.59     1.49   -11.79   724.22   204.57
     2.00   -18.00   -78.86  -187.23    18.64    -7.50   -12.43    -1.55    -1.09     0.65     1.49   -13.24   724.22   144.20
     2.00   -20.00   -82.69  -187.17    19.42    -7.50   -12.92    -1.55    -1.04     0.72     1.49   -14.69   724.22    83.25
     2.00   -22.00   -86.18  -187.12    20.19    -7.50   -13.41    -1.55    -1.00     0.78     1.49   -16.13   724.22    21.70
     2.00   -24.00   -87.33  -187.10    20.46    -7.50   -13.58    -1.55    -0.98     0.80     1.49   -16.63   724.22     0.00
     4.00     0.00   -31.22  -188.55     9.95    -7.00    -8.00    -1.60    -1.50     0.13     2.99     0.00   779.48   668.47
     4.00     2.00   -17.32  -188.72     9.04    -7.00    -7.50    -1.60    -1.55     0.07     2.99     1.49   779.48   724.22
     4.00     4.00     0.00  -188.94     8.07    -7.00    -7.00    -1.60    -1.60     0.00     2.99     2.99   779.48   779.48
     4.00     6.00    22.18  -189.21     7.04    -7.00    -6.50    -1.60    -1.65    -0.07     2.99     4.49   779.48   834.24
     4.00     8.00    51.64  -189.58     5.92    -7.00    -6.00    -1.60    -1.70    -0.13     2.99     6.00   779.48   888.52
     4.00    10.00    92.69  -190.09     4.66    -7.00    -5.50    -1.60    -1.75    -0.20     2.99     7.51   779.48   942.29
     4.00    12.00   153.92  -190.86     3.14    -7.00    -5.00    -1.60    -1.80    -0.27     2.99     9.02   779.48   995.55
     4.00    14.00   255.15  -192.12     1.11    -7.00    -4.49    -1.60    -1.85    -0.33     2.99    10.54   779.48  1048.28
     4.00    16.00   454.85  -194.60    -2.14    -7.00    -3.99    -1.60    -1.90    -0.40     2.99    12.07   779.48  1100.48
     4.00    18.00  1033.76  -201.81   -10.11    -7.00    -3.48    -1.60    -1.96    -0.47     2.99    13.60   779.48  1152.12
     4.00    20.00 23752.72  -484.75  -293.82    -7.00    -2.98    -1.60    -2.01    -0.54     2.99    15.13   779.48  1203.18
     4.00    22.00 -1472.26  -170.60    19.56    -7.00    -2.47    -1.60    -2.06    -0.61     2.99    16.67   779.48  1253.64
     4.00    24.00  -795.00  -179.04    10.35    -7.00    -1.97    -1.60    -2.12    -0.67     2.99    18.22   779.48  1303.48
     4.00    26.00  -577.11  -181.75     6.86    -7.00    -1.46    -1.60    -2.17    -0.74     2.99    19.77   779.48  1352.66
     4.00    28.00  -469.50  -183.09     4.74    -7.00    -0.96    -1.60    -2.23    -0.81     2.99    21.33   779.48  1401.15
     4.00    30.00  -405.31  -183.89     3.16    -7.00    -0.46    -1.60    -2.28    -0.88     2.99    22.89   779.48  1448.91
     4.00    32.00  -362.62  -184.42     1.84    -7.00     0.05    -1.60    -2.34    -0.95     2.99    24.46   779.48  1495.91
     4.00    34.00  -332.15  -184.80     0.67    -7.00     0.55    -1.60    -2.40    -1.02     2.99    26.04   779.48  1542.09
     4.00    36.00  -309.30  -185.09    -0.41    -7.00     1.05    -1.60    -2.46    -1.09     2.99    27.62   779.48  1587.40
     4.00    38.00  -291.49  -185.31    -1.43    -7.00     1.54    -1.60    -2.52    -1.16     2.99    29.22   779.48  1631.79
     4.00    40.00  -277.22  -185.49    -2.42    -7.00     2.03    -1.60    -2.58    -1.23     2.99    30.82   779.48  1675.19
     4.00    42.00  -265.50  -185.63    -3.37    -7.00     2.52    -1.60    -2.64    -1.30     2.99    32.43   779.48  1717.52
     4.00    44.00  -255.70  -185.75    -4.31    -7.00     3.01    -1.60    -2.70    -1.38     2.99    34.05   779.48  1758.73
     4.00    46.00  -247.37  -185.86    -5.23    -7.00     3.49    -1.60    -2.76    -1.45     2.99    35.68   779.48  1798.70
     4.00    48.00  -240.19  -185.95    -6.14    -7.00     3.96    -1.60    -2.83    -1.52     2.99    37.33   779.48  1837.35
     4.00    50.00  -233.93  -186.03    -7.05    -7.00     4.43    -1.60    -2.89    -1.60     2.99    38.99   779.48  1874.57
     4.00    52.00  -228.42  -186.09    -7.96    -7.00     4.89    -1.60    -2.96    -1.67     2.99    40.66   779.48  1910.23
     4.00     0.00   -31.22  -188.55     9.95    -7.00    -8.00    -1.60    -1.50     0.13     2.99     0.00   779.48   668.47
     4.00    -2.00   -42.63  -188.41    10.84    -7.00    -8.50    -1.60    -1.45     0.20     2.99    -1.49   779.48   612.24
     4.00    -4.00   -52.18  -188.29    11.70    -7.00    -8.99    -1.60    -1.40     0.26     2.99    -2.97   779.48   555.52
     4.00    -6.00   -60.28  -188.19    12.54    -7.00    -9.49    -1.60    -1.36     0.33     2.99    -4.45   779.48   498.30
     4.00    -8.00   -67.25  -188.10    13.37    -7.00    -9.98    -1.60    -1.31     0.39     2.99    -5.93   779.48   440.59
     4.00   -10.00   -73.32  -188.03    14.18    -7.00   -10.47    -1.60    -1.26     0.46     2.99    -7.40   779.48   382.37
     4.00   -12.00   -78.64  -187.96    14.98    -7.00   -10.96    -1.60    -1.22     0.52     2.99    -8.87   779.48   323.64
     4.00   -14.00   -83.35  -187.90    15.77    -7.00   -11.45    -1.60    -1.17     0.59     2.99   -10.33   779.48   264.38
     4.00   -16.00   -87.56  -187.85    16.55    -7.00   -11.94    -1.60    -1.13     0.65     2.99   -11.79   779.48   204.57
     4.00   -18.00   -91.34  -187.80    17.32    -7.00   -12.43    -1.60    -1.09     0.72     2.99   -13.24   779.48   144.20
     4.00   -20.00   -94.75  -187.76    18.08    -7.00   -12.92    -1.60    -1.04     0.78     2.99   -14.69   779.48    83.25
     4.00   -22.00   -97.85  -187.72    18.84    -7.00   -13.41    -1.60    -1.00     0.84     2.99   -16.13   779.48    21.70
     4.00   -24.00   -98.87  -187.71    19.11    -7.00   -13.58    -1.60    -0.98     0.87     2.99   -16.63   779.48     0.00
     6.00     0.00   -51.97  -188.93     8.82    -6.50    -8.00    -1.65    -1.50     0.20     4.49     0.00   834.24   668.47
     6.00     2.00   -38.91  -189.06     7.95    -6.50    -7.50    -1.65    -1.55     0.13     4.49     1.49   834.24   724.22
     6.00     4.00   -22.18  -189.21     7.04    -6.50    -7.00    -1.65    -1.60     0.07     4.49     2.99   834.24   779.48
     6.00     6.00     0.00  -189.42     6.08    -6.50    -6.50    -1.65    -1.65     0.00     4.49     4.49   834.24   834.24
     6.00     8.00    30.87  -189.71     5.04    -6.50    -6.00    -1.65    -1.70    -0.07     4.49     6.00   834.24   888.52
     6.00    10.00    76.82  -190.14     3.85    -6.50    -5.50    -1.65    -1.75    -0.13     4.49     7.51   834.24   942.29
     6.00    12.00   152.60  -190.86     2.38    -6.50    -5.00    -1.65    -1.80    -0.20     4.49     9.02   834.24   995.55
     6.00    14.00   301.41  -192.25     0.23    -6.50    -4.49    -1.65    -1.85    -0.27     4.49    10.54   834.24  1048.28
     6.00    16.00   727.95  -196.26    -4.54    -6.50    -3.99    -1.65    -1.90    -0.34     4.49    12.07   834.24  1100.48
     6.00    18.00 13268.34  -313.98  -123.03    -6.50    -3.48    -1.65    -1.96    -0.40     4.49    13.60   834.24  1152.12
     6.00    20.00 -1170.83  -178.43    11.75    -6.50    -2.98    -1.65    -2.01    -0.47     4.49    15.13   834.24  1203.18
     6.00    22.00  -643.89  -183.38     6.03    -6.50    -2.47    -1.65    -2.06    -0.54     4.49    16.67   834.24  1253.64
     6.00    24.00  -476.56  -184.95     3.69    -6.50    -1.97    -1.65    -2.12    -0.61     4.49    18.22   834.24  1303.48
     6.00    26.00  -394.29  -185.72     2.14    -6.50    -1.46    -1.65    -2.17    -0.68     4.49    19.77   834.24  1352.66
     6.00    28.00  -345.31  -186.18     0.90    -6.50    -0.96    -1.65    -2.23    -0.75     4.49    21.33   834.24  1401.15
     6.00    30.00  -312.79  -186.49    -0.19    -6.50    -0.46    -1.65    -2.28    -0.81     4.49    22.89   834.24  1448.91
     6.00    32.00  -289.59  -186.70    -1.20    -6.50     0.05    -1.65    -2.34    -0.88     4.49    24.46   834.24  1495.91
     6.00    34.00  -272.18  -186.87    -2.15    -6.50     0.55    -1.65    -2.40    -0.95     4.49    26.04   834.24  1542.09
     6.00    36.00  -258.63  -186.99    -3.07    -6.50     1.05    -1.65    -2.46    -1.02     4.49    27.62   834.24  1587.40
     6.00    38.00  -247.75  -187.10    -3.97    -6.50     1.54    -1.65    -2.52    -1.10     4.49    29.22   834.24  1631.79
     6.00    40.00  -238.83  -187.18    -4.86    -6.50     2.03    -1.65    -2.58    -1.17     4.49    30.82   834.24  1675.19
     6.00    42.00  -231.36  -187.25    -5.74    -6.50     2.52    -1.65    -2.64    -1.24     4.49    32.43   834.24  1717.52
     6.00    44.00  -225.00  -187.31    -6.61    -6.50     3.01    -1.65    -2.70    -1.31     4.49    34.05   834.24  1758.73
     6.00    46.00  -219.52  -187.36    -7.49    -6.50     3.49    -1.65    -2.76    -1.38     4.49    35.68   834.24  1798.70
     6.00    48.00  -214.74  -187.41    -8.36    -6.50     3.96    -1.65    -2.83    -1.46     4.49    37.33   834.24  1837.35
     6.00    50.00  -210.52  -187.45    -9.23    -6.50     4.43    -1.65    -2.89    -1.53     4.49    38.99   834.24  1874.57
     6.00    52.00  -206.77  -187.48   -10.10    -6.50     4.89    -1.65    -2.96    -1.60     4.49    40.66   834.24  1910.23
     6.00     0.00   -51.97  -188.93     8.82    -6.50    -8.00    -1.65    -1.50     0.20     4.49     0.00   834.24   668.47
     6.00    -2.00   -62.48  -188.84     9.66    -6.50    -8.50    -1.65    -1.45     0.26     4.49    -1.49   834.24   612.24
     6.00    -4.00   -71.11  -188.76    10.48    -6.50    -8.99    -1.65    -1.40     0.33     4.49    -2.97   834.24   555.52
     6.00    -6.00   -78.34  -188.69    11.29    -6.50    -9.49    -1.65    -1.36     0.40     4.49    -4.45   834.24   498.30
     6.00    -8.00   -84.48  -188.63    12.09    -6.50    -9.98    -1.65    -1.31     0.46     4.49    -5.93   834.24   440.59
     6.00   -10.00   -89.77  -188.58    12.87    -6.50   -10.47    -1.65    -1.26     0.53     4.49    -7.40   834.24   382.37
     6.00   -12.00   -94.37  -188.54    13.65    -6.50   -10.96    -1.65    -1.22     0.59     4.49    -8.87   834.24   323.64
     6.00   -14.00   -98.42  -188.50    14.42    -6.50   -11.45    -1.65    -1.17     0.66     4.49   -10.33   834.24   264.38
     6.00   -16.00  -102.01  -188.47    15.18    -6.50   -11.94    -1.65    -1.13     0.72     4.49   -11.79   834.24   204.57
     6.00   -18.00  -105.21  -188.44    15.93    -6.50   -12.43    -1.65    -1.09     0.78     4.49   -13.24   834.24   144.20
     6.00   -20.00  -108.09  -188.41    16.68    -6.50   -12.92    -1.65    -1.04     0.85     4.49   -14.69   834.24    83.25
     6.00   -22.00  -110.70  -188.38    17.43    -6.50   -13.41    -1.65    -1.00     0.91     4.49   -16.13   834.24    21.70
     6.00   -24.00  -111.55  -188.38    17.69    -6.50   -13.58    -1.65    -0.98     0.93     4.49   -16.63   834.24     0.00
     8.00     0.00   -77.88  -189.42     7.58    -6.00    -8.00    -1.70    -1.50     0.27     6.00     0.00   888.52   668.47
     8.00     2.00   -66.59  -189.49     6.77    -6.00    -7.50    -1.70    -1.55     0.20     6.00     1.49   888.52   724.22
     8.00     4.00   -51.64  -189.58     5.92    -6.00    -7.00    -1.70    -1.60     0.13     6.00     2.99   888.52   779.48
     8.00     6.00   -30.87  -189.71     5.04    -6.00    -6.50    -1.70    -1.65     0.07     6.00     4.49   888.52   834.24
     8.00     8.00     0.00  -189.91     4.09    -6.00    -6.00    -1.70    -1.70     0.00     6.00     6.00   888.52   888.52
     8.00    10.00    50.79  -190.23     3.02    -6.00    -5.50    -1.70    -1.75    -0.07     6.00     7.51   888.52   942.29
     8.00    12.00   150.17  -190.86     1.63    -6.00    -5.00    -1.70    -1.80    -0.13     6.00     9.02   888.52   995.55
     8.00    14.00   432.71  -192.64    -0.91    -6.00    -4.49    -1.70    -1.85    -0.20     6.00    10.54   888.52  1048.28
     8.00    16.00  7488.54  -237.19   -46.23    -6.00    -3.99    -1.70    -1.90    -0.27     6.00    12.07   888.52  1100.48
     8.00    18.00  -850.55  -184.54     5.66    -6.00    -3.48    -1.70    -1.96    -0.34     6.00    13.60   888.52  1152.12
     8.00    20.00  -487.59  -186.83     2.60    -6.00    -2.98    -1.70    -2.01    -0.40     6.00    15.13   888.52  1203.18
     8.00    22.00  -373.40  -187.55     1.11    -6.00    -2.47    -1.70    -2.06    -0.47     6.00    16.67   888.52  1253.64
     8.00    24.00  -317.42  -187.90    -0.02    -6.00    -1.97    -1.70    -2.12    -0.54     6.00    18.22   888.52  1303.48
     8.00    26.00  -284.14  -188.11    -1.01    -6.00    -1.46    -1.70    -2.17    -0.61     6.00    19.77   888.52  1352.66
     8.00    28.00  -262.04  -188.25    -1.93    -6.00    -0.96    -1.70    -2.23    -0.68     6.00    21.33   888.52  1401.15
     8.00    30.00  -246.28  -188.35    -2.81    -6.00    -0.46    -1.70    -2.28    -0.75     6.00    22.89   888.52  1448.91
     8.00    32.00  -234.44  -188.43    -3.67    -6.00     0.05    -1.70    -2.34    -0.82     6.00    24.46   888.52  1495.91
     8.00    34.00  -225.22  -188.49    -4.52    -6.00     0.55    -1.70    -2.40    -0.89     6.00    26.04   888.52  1542.09
     8.00    36.00  -217.81  -188.53    -5.36    -6.00     1.05    -1.70    -2.46    -0.96     6.00    27.62   888.52  1587.40
     8.00    38.00  -211.72  -188.57    -6.20    -6.00     1.54    -1.70    -2.52    -1.03     6.00    29.22   888.52  1631.79
     8.00    40.00  -206.62  -188.60    -7.04    -6.00     2.03    -1.70    -2.58    -1.10     6.00    30.82   888.52  1675.19
     8.00    42.00  -202.27  -188.63    -7.87    -6.00     2.52    -1.70    -2.64    -1.17     6.00    32.43   888.52  1717.52
     8.00    44.00  -198.51  -188.65    -8.71    -6.00     3.01    -1.70    -2.70    -1.24     6.00    34.05   888.52  1758.73
     8.00    46.00  -195.22  -188.67    -9.55    -6.00     3.49    -1.70    -2.76    -1.32     6.00    35.68   888.52  1798.70
     8.00    48.00  -192.31  -188.69   -10.40    -6.00     3.96    -1.70    -2.83    -1.39     6.00    37.33   888.52  1837.35
     8.00    50.00  -189.72  -188.71   -11.24    -6.00     4.43    -1.70    -2.89    -1.46     6.00    38.99   888.52  1874.57
     8.00    52.00  -187.38  -188.72   -12.10    -6.00     4.89    -1.70    -2.96    -1.54     6.00    40.66   888.52  1910.23
     8.00     0.00   -77.88  -189.42     7.58    -6.00    -8.00    -1.70    -1.50     0.27     6.00     0.00   888.52   668.47
     8.00    -2.00   -86.71  -189.36     8.38    -6.00    -8.50    -1.70    -1.45     0.33     6.00    -1.49   888.52   612.24
     8.00    -4.00   -93.82  -189.32     9.17    -6.00    -8.99    -1.70    -1.40     0.40     6.00    -2.97   888.52   555.52
     8.00    -6.00   -99.68  -189.28     9.95    -6.00    -9.49    -1.70    -1.36     0.46     6.00    -4.45   888.52   498.30
     8.00    -8.00  -104.59  -189.25    10.72    -6.00    -9.98    -1.70    -1.31     0.53     6.00    -5.93   888.52   440.59
     8.00   -10.00  -108.76  -189.22    11.48    -6.00   -10.47    -1.70    -1.26     0.59     6.00    -7.40   888.52   382.37
     8.00   -12.00  -112.37  -189.20    12.23    -6.00   -10.96    -1.70    -1.22     0.66     6.00    -8.87   888.52   323.64
     8.00   -14.00  -115.51  -189.18    12.98    -6.00   -11.45    -1.70    -1.17     0.72     6.00   -10.33   888.52   264.38
     8.00   -16.00  -118.28  -189.16    13.73    -6.00   -11.94    -1.70    -1.13     0.79     6.00   -11.79   888.52   204.57
     8.00   -18.00  -120.74  -189.15    14.47    -6.00   -12.43    -1.70    -1.09     0.85     6.00   -13.24   888.52   144.20
     8.00   -20.00  -122.94  -189.13    15.21    -6.00   -12.92    -1.70    -1.04     0.91     6.00   -14.69   888.52    83.25
     8.00   -22.00  -124.92  -189.12    15.94    -6.00   -13.41    -1.70    -1.00     0.98     6.00   -16.13   888.52    21.70
     8.00   -24.00  -125.57  -189.11    16.19    -6.00   -13.58    -1.70    -0.98     1.00     6.00   -16.63   888.52     0.00
    10.00     0.00  -111.13  -190.03     6.21    -5.50    -8.00    -1.75    -1.50     0.33     7.51     0.00   942.29   668.47
    10.00     2.00  -103.40  -190.06     5.44    -5.50    -7.50    -1.75    -1.55     0.27     7.51     1.49   942.29   724.22
    10.00     4.00   -92.69  -190.09     4.66    -5.50    -7.00    -1.75    -1.60     0.20     7.51     2.99   942.29   779.48
    10.00     6.00   -76.82  -190.14     3.85    -5.50    -6.50    -1.75    -1.65     0.13     7.51     4.49   942.29   834.24
    10.00     8.00   -50.79  -190.23     3.02    -5.50    -6.00    -1.75    -1.70     0.07     7.51     6.00   942.29   888.52
    10.00    10.00     0.00  -190.39     2.10    -5.50    -5.50    -1.75    -1.75     0.00     7.51     7.51   942.29   942.29
    10.00    12.00   143.57  -190.86     0.87    -5.50    -5.00    -1.75    -1.80    -0.07     7.51     9.02   942.29   995.55
    10.00    14.00  3429.80  -201.48   -10.51    -5.50    -4.49    -1.75    -1.85    -0.13     7.51    10.54   942.29  1048.28
    10.00    16.00  -516.16  -188.72     1.48    -5.50    -3.99    -1.75    -1.90    -0.20     7.51    12.07   942.29  1100.48
    10.00    18.00  -327.31  -189.33     0.11    -5.50    -3.48    -1.75    -1.96    -0.27     7.51    13.60   942.29  1152.12
