
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           FSE04 front suspension                              

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    24.00  -100.00     0.00    -0.51    -0.36    -2.07     2.13    17.78    18.22     2.05    -2.12    -0.44    -0.42     0.24    -0.03  1351.14  1303.48
    24.00     0.00   100.00    -0.36    -0.51    -2.13     2.07    18.22    17.78     2.12    -2.05    -0.42    -0.44     0.03    -0.24  1303.48  1351.14
    24.00     0.00  -100.00    -0.36    -0.22    -2.13     2.18    18.22    18.65     2.12    -2.18    -0.42    -0.40     0.03     0.18  1303.48  1255.59
    26.00   100.00     0.00    -0.25    -0.39    -2.41     2.35    20.21    19.77     2.24    -2.17    -0.43    -0.45    -0.19    -0.02  1304.23  1352.66
    26.00  -100.00     0.00    -0.54    -0.39    -2.29     2.35    19.33    19.77     2.10    -2.17    -0.47    -0.45     0.23    -0.02  1400.85  1352.66
    26.00     0.00   100.00    -0.39    -0.54    -2.35     2.29    19.77    19.33     2.17    -2.10    -0.45    -0.47     0.02    -0.23  1352.66  1400.85
    26.00     0.00  -100.00    -0.39    -0.25    -2.35     2.41    19.77    20.21     2.17    -2.24    -0.45    -0.43     0.02     0.19  1352.66  1304.23
    28.00   100.00     0.00    -0.28    -0.42    -2.64     2.58    21.77    21.33     2.30    -2.23    -0.47    -0.49    -0.19    -0.02  1352.17  1401.15
    28.00  -100.00     0.00    -0.57    -0.42    -2.52     2.58    20.88    21.33     2.16    -2.23    -0.51    -0.49     0.23    -0.02  1449.89  1401.15
    28.00     0.00   100.00    -0.42    -0.57    -2.58     2.52    21.33    20.88     2.23    -2.16    -0.49    -0.51     0.02    -0.23  1401.15  1449.89
    28.00     0.00  -100.00    -0.42    -0.28    -2.58     2.64    21.33    21.77     2.23    -2.30    -0.49    -0.47     0.02     0.19  1401.15  1352.17
    30.00   100.00     0.00    -0.31    -0.46    -2.88     2.81    23.34    22.89     2.35    -2.28    -0.51    -0.52    -0.20    -0.01  1399.36  1448.91
    30.00  -100.00     0.00    -0.60    -0.46    -2.75     2.81    22.44    22.89     2.22    -2.28    -0.54    -0.52     0.22    -0.01  1498.22  1448.91
    30.00     0.00   100.00    -0.46    -0.60    -2.81     2.75    22.89    22.44     2.28    -2.22    -0.52    -0.54     0.01    -0.22  1448.91  1498.22
    30.00     0.00  -100.00    -0.46    -0.31    -2.81     2.88    22.89    23.34     2.28    -2.35    -0.52    -0.51     0.01     0.20  1448.91  1399.36
    32.00   100.00     0.00    -0.34    -0.49    -3.12     3.06    24.91    24.46     2.41    -2.34    -0.54    -0.56    -0.21     0.00  1445.76  1495.91
    32.00  -100.00     0.00    -0.63    -0.49    -2.99     3.06    24.01    24.46     2.27    -2.34    -0.58    -0.56     0.21     0.00  1545.79  1495.91
    32.00     0.00   100.00    -0.49    -0.63    -3.06     2.99    24.46    24.01     2.34    -2.27    -0.56    -0.58     0.00    -0.21  1495.91  1545.79
    32.00     0.00  -100.00    -0.49    -0.34    -3.06     3.12    24.46    24.91     2.34    -2.41    -0.56    -0.54     0.00     0.21  1495.91  1445.76
    34.00   100.00     0.00    -0.37    -0.52    -3.37     3.31    26.50    26.04     2.47    -2.40    -0.58    -0.60    -0.22     0.01  1491.33  1542.09
    34.00  -100.00     0.00    -0.66    -0.52    -3.24     3.31    25.58    26.04     2.33    -2.40    -0.62    -0.60     0.21     0.01  1592.58  1542.09
    34.00     0.00   100.00    -0.52    -0.66    -3.31     3.24    26.04    25.58     2.40    -2.33    -0.60    -0.62    -0.01    -0.21  1542.09  1592.58
    34.00     0.00  -100.00    -0.52    -0.37    -3.31     3.37    26.04    26.50     2.40    -2.47    -0.60    -0.58    -0.01     0.22  1542.09  1491.33
    36.00   100.00     0.00    -0.40    -0.55    -3.64     3.57    28.09    27.62     2.53    -2.46    -0.61    -0.63    -0.23     0.02  1536.01  1587.40
    36.00  -100.00     0.00    -0.70    -0.55    -3.50     3.57    27.16    27.62     2.39    -2.46    -0.65    -0.63     0.20     0.02  1638.51  1587.40
    36.00     0.00   100.00    -0.55    -0.70    -3.57     3.50    27.62    27.16     2.46    -2.39    -0.63    -0.65    -0.02    -0.20  1587.40  1638.51
    36.00     0.00  -100.00    -0.55    -0.40    -3.57     3.64    27.62    28.09     2.46    -2.53    -0.63    -0.61    -0.02     0.23  1587.40  1536.01
    38.00   100.00     0.00    -0.43    -0.58    -3.91     3.83    29.69    29.22     2.59    -2.52    -0.65    -0.67    -0.24     0.03  1579.73  1631.79
    38.00  -100.00     0.00    -0.73    -0.58    -3.76     3.83    28.75    29.22     2.45    -2.52    -0.69    -0.67     0.19     0.03  1683.55  1631.79
    38.00     0.00   100.00    -0.58    -0.73    -3.83     3.76    29.22    28.75     2.52    -2.45    -0.67    -0.69    -0.03    -0.19  1631.79  1683.55
    38.00     0.00  -100.00    -0.58    -0.43    -3.83     3.91    29.22    29.69     2.52    -2.59    -0.67    -0.65    -0.03     0.24  1631.79  1579.73
    40.00   100.00     0.00    -0.46    -0.61    -4.18     4.11    31.29    30.82     2.65    -2.58    -0.68    -0.71    -0.25     0.03  1622.44  1675.19
    40.00  -100.00     0.00    -0.76    -0.61    -4.03     4.11    30.34    30.82     2.51    -2.58    -0.73    -0.71     0.18     0.03  1727.63  1675.19
    40.00     0.00   100.00    -0.61    -0.76    -4.11     4.03    30.82    30.34     2.58    -2.51    -0.71    -0.73    -0.03    -0.18  1675.19  1727.63
    40.00     0.00  -100.00    -0.61    -0.46    -4.11     4.18    30.82    31.29     2.58    -2.65    -0.71    -0.68    -0.03     0.25  1675.19  1622.44
    42.00   100.00     0.00    -0.49    -0.64    -4.47     4.39    32.91    32.43     2.71    -2.64    -0.72    -0.74    -0.26     0.04  1664.05  1717.52
    42.00  -100.00     0.00    -0.79    -0.64    -4.32     4.39    31.95    32.43     2.57    -2.64    -0.76    -0.74     0.18     0.04  1770.68  1717.52
    42.00     0.00   100.00    -0.64    -0.79    -4.39     4.32    32.43    31.95     2.64    -2.57    -0.74    -0.76    -0.04    -0.18  1717.52  1770.68
    42.00     0.00  -100.00    -0.64    -0.49    -4.39     4.47    32.43    32.91     2.64    -2.71    -0.74    -0.72    -0.04     0.26  1717.52  1664.05
    44.00   100.00     0.00    -0.53    -0.68    -4.77     4.68    34.54    34.05     2.77    -2.70    -0.76    -0.78    -0.27     0.05  1704.50  1758.73
    44.00  -100.00     0.00    -0.83    -0.68    -4.60     4.68    33.56    34.05     2.63    -2.70    -0.80    -0.78     0.17     0.05  1812.62  1758.73
    44.00     0.00   100.00    -0.68    -0.83    -4.68     4.60    34.05    33.56     2.70    -2.63    -0.78    -0.80    -0.05    -0.17  1758.73  1812.62
    44.00     0.00  -100.00    -0.68    -0.53    -4.68     4.77    34.05    34.54     2.70    -2.77    -0.78    -0.76    -0.05     0.27  1758.73  1704.50
    46.00   100.00     0.00    -0.56    -0.71    -5.07     4.99    36.18    35.68     2.83    -2.76    -0.79    -0.82    -0.28     0.06  1743.68  1798.70
    46.00  -100.00     0.00    -0.86    -0.71    -4.90     4.99    35.19    35.68     2.69    -2.76    -0.84    -0.82     0.16     0.06  1853.37  1798.70
    46.00     0.00   100.00    -0.71    -0.86    -4.99     4.90    35.68    35.19     2.76    -2.69    -0.82    -0.84    -0.06    -0.16  1798.70  1853.37
    46.00     0.00  -100.00    -0.71    -0.56    -4.99     5.07    35.68    36.18     2.76    -2.83    -0.82    -0.79    -0.06     0.28  1798.70  1743.68
    48.00   100.00     0.00    -0.59    -0.74    -5.39     5.30    37.83    37.33     2.90    -2.83    -0.83    -0.85    -0.29     0.07  1781.49  1837.35
    48.00  -100.00     0.00    -0.89    -0.74    -5.21     5.30    36.83    37.33     2.75    -2.83    -0.87    -0.85     0.16     0.07  1892.84  1837.35
    48.00     0.00   100.00    -0.74    -0.89    -5.30     5.21    37.33    36.83     2.83    -2.75    -0.85    -0.87    -0.07    -0.16  1837.35  1892.84
    48.00     0.00  -100.00    -0.74    -0.59    -5.30     5.39    37.33    37.83     2.83    -2.90    -0.85    -0.83    -0.07     0.29  1837.35  1781.49
    50.00   100.00     0.00    -0.62    -0.77    -5.71     5.62    39.50    38.99     2.96    -2.89    -0.87    -0.89    -0.30     0.07  1817.82  1874.57
    50.00  -100.00     0.00    -0.93    -0.77    -5.53     5.62    38.48    38.99     2.82    -2.89    -0.91    -0.89     0.15     0.07  1930.93  1874.57
    50.00     0.00   100.00    -0.77    -0.93    -5.62     5.53    38.99    38.48     2.89    -2.82    -0.89    -0.91    -0.07    -0.15  1874.57  1930.93
    50.00     0.00  -100.00    -0.77    -0.62    -5.62     5.71    38.99    39.50     2.89    -2.96    -0.89    -0.87    -0.07     0.30  1874.57  1817.82
    52.00   100.00     0.00    -0.65    -0.81    -6.05     5.95    41.18    40.66     3.03    -2.96    -0.91    -0.93    -0.31     0.08  1852.54  1910.23
    52.00  -100.00     0.00    -0.96    -0.81    -5.85     5.95    40.14    40.66     2.88    -2.96    -0.95    -0.93     0.14     0.08  1967.51  1910.23
    52.00     0.00   100.00    -0.81    -0.96    -5.95     5.85    40.66    40.14     2.96    -2.88    -0.93    -0.95    -0.08    -0.14  1910.23  1967.51
    52.00     0.00  -100.00    -0.81    -0.65    -5.95     6.05    40.66    41.18     2.96    -3.03    -0.93    -0.91    -0.08     0.31  1910.23  1852.54
    -2.00   100.00     0.00     0.16     0.03     0.11    -0.14    -1.11    -1.49     1.51    -1.45     0.05     0.03    -0.05    -0.14   570.43   612.24
    -2.00  -100.00     0.00    -0.10     0.03     0.16    -0.14    -1.87    -1.49     1.39    -1.45     0.02     0.03     0.34    -0.14   653.89   612.24
    -2.00     0.00   100.00     0.03    -0.10     0.14    -0.16    -1.49    -1.87     1.45    -1.39     0.03     0.02     0.14    -0.34   612.24   653.89
    -2.00     0.00  -100.00     0.03     0.16     0.14    -0.11    -1.49    -1.11     1.45    -1.51     0.03     0.05     0.14     0.05   612.24   570.43
    -4.00   100.00     0.00     0.19     0.06     0.24    -0.27    -2.60    -2.97     1.46    -1.40     0.08     0.07    -0.04    -0.15   514.13   555.52
    -4.00  -100.00     0.00    -0.07     0.06     0.29    -0.27    -3.35    -2.97     1.34    -1.40     0.05     0.07     0.34    -0.15   596.74   555.52
    -4.00     0.00   100.00     0.06    -0.07     0.27    -0.29    -2.97    -3.35     1.40    -1.34     0.07     0.05     0.15    -0.34   555.52   596.74
    -4.00     0.00  -100.00     0.06     0.19     0.27    -0.24    -2.97    -2.60     1.40    -1.46     0.07     0.08     0.15     0.04   555.52   514.13
    -6.00   100.00     0.00     0.22     0.09     0.36    -0.39    -4.08    -4.45     1.42    -1.36     0.12     0.10    -0.03    -0.16   457.34   498.30
    -6.00  -100.00     0.00    -0.04     0.09     0.41    -0.39    -4.82    -4.45     1.30    -1.36     0.09     0.10     0.35    -0.16   539.11   498.30
    -6.00     0.00   100.00     0.09    -0.04     0.39    -0.41    -4.45    -4.82     1.36    -1.30     0.10     0.09     0.16    -0.35   498.30   539.11
    -6.00     0.00  -100.00     0.09     0.22     0.39    -0.36    -4.45    -4.08     1.36    -1.42     0.10     0.12     0.16     0.03   498.30   457.34
    -8.00   100.00     0.00     0.25     0.12     0.48    -0.51    -5.56    -5.93     1.37    -1.31     0.15     0.14    -0.02    -0.17   400.05   440.59
    -8.00  -100.00     0.00    -0.01     0.12     0.53    -0.51    -6.30    -5.93     1.25    -1.31     0.12     0.14     0.36    -0.17   480.98   440.59
    -8.00     0.00   100.00     0.12    -0.01     0.51    -0.53    -5.93    -6.30     1.31    -1.25     0.14     0.12     0.17    -0.36   440.59   480.98
    -8.00     0.00  -100.00     0.12     0.25     0.51    -0.48    -5.93    -5.56     1.31    -1.37     0.14     0.15     0.17     0.02   440.59   400.05
   -10.00   100.00     0.00     0.28     0.15     0.60    -0.62    -7.04    -7.40     1.32    -1.26     0.19     0.17    -0.01    -0.17   342.26   382.37
   -10.00  -100.00     0.00     0.02     0.15     0.64    -0.62    -7.76    -7.40     1.21    -1.26     0.16     0.17     0.36    -0.17   422.34   382.37
   -10.00     0.00   100.00     0.15     0.02     0.62    -0.64    -7.40    -7.76     1.26    -1.21     0.17     0.16     0.17    -0.36   382.37   422.34
   -10.00     0.00  -100.00     0.15     0.28     0.62    -0.60    -7.40    -7.04     1.26    -1.32     0.17     0.19     0.17     0.01   382.37   342.26
   -12.00   100.00     0.00     0.31     0.18     0.70    -0.72    -8.51    -8.87     1.28    -1.22     0.22     0.20    -0.01    -0.18   283.94   323.64
   -12.00  -100.00     0.00     0.05     0.18     0.74    -0.72    -9.23    -8.87     1.16    -1.22     0.19     0.20     0.37    -0.18   363.19   323.64
   -12.00     0.00   100.00     0.18     0.05     0.72    -0.74    -8.87    -9.23     1.22    -1.16     0.20     0.19     0.18    -0.37   323.64   363.19
   -12.00     0.00  -100.00     0.18     0.31     0.72    -0.70    -8.87    -8.51     1.22    -1.28     0.20     0.22     0.18     0.01   323.64   283.94
   -14.00   100.00     0.00     0.34     0.21     0.80    -0.82    -9.97   -10.33     1.23    -1.17     0.25     0.24     0.00    -0.19   225.10   264.38
   -14.00  -100.00     0.00     0.08     0.21     0.84    -0.82   -10.69   -10.33     1.12    -1.17     0.22     0.24     0.38    -0.19   303.50   264.38
   -14.00     0.00   100.00     0.21     0.08     0.82    -0.84   -10.33   -10.69     1.17    -1.12     0.24     0.22     0.19    -0.38   264.38   303.50
   -14.00     0.00  -100.00     0.21     0.34     0.82    -0.80   -10.33    -9.97     1.17    -1.23     0.24     0.25     0.19     0.00   264.38   225.10
   -16.00   100.00     0.00     0.37     0.24     0.90    -0.92   -11.43   -11.79     1.19    -1.13     0.29     0.27     0.01    -0.20   165.72   204.57
   -16.00  -100.00     0.00     0.11     0.24     0.93    -0.92   -12.14   -11.79     1.07    -1.13     0.26     0.27     0.39    -0.20   243.28   204.57
   -16.00     0.00   100.00     0.24     0.11     0.92    -0.93   -11.79   -12.14     1.13    -1.07     0.27     0.26     0.20    -0.39   204.57   243.28
   -16.00     0.00  -100.00     0.24     0.37     0.92    -0.90   -11.79   -11.43     1.13    -1.19     0.27     0.29     0.20    -0.01   204.57   165.72
   -18.00   100.00     0.00     0.40     0.27     0.99    -1.01   -12.89   -13.24     1.14    -1.09     0.32     0.30     0.02    -0.21   105.77   144.20
   -18.00  -100.00     0.00     0.14     0.27     1.02    -1.01   -13.59   -13.24     1.03    -1.09     0.29     0.30     0.39    -0.21   182.49   144.20
   -18.00     0.00   100.00     0.27     0.14     1.01    -1.02   -13.24   -13.59     1.09    -1.03     0.30     0.29     0.21    -0.39   144.20   182.49
   -18.00     0.00  -100.00     0.27     0.40     1.01    -0.99   -13.24   -12.89     1.09    -1.14     0.30     0.32     0.21    -0.02   144.20   105.77
   -20.00   100.00     0.00     0.43     0.30     1.07    -1.09   -14.34   -14.69     1.10    -1.04     0.35     0.34     0.03    -0.22    45.25    83.25
   -20.00  -100.00     0.00     0.17     0.30     1.10    -1.09   -15.03   -14.69     0.99    -1.04     0.32     0.34     0.40    -0.22   121.12    83.25
   -20.00     0.00   100.00     0.30     0.17     1.09    -1.10   -14.69   -15.03     1.04    -0.99     0.34     0.32     0.22    -0.40    83.25   121.12
   -20.00     0.00  -100.00     0.30     0.43     1.09    -1.07   -14.69   -14.34     1.04    -1.10     0.34     0.35     0.22    -0.03    83.25    45.25
   -22.00   100.00     0.00     0.45     0.33     1.13    -1.17   -15.41   -16.13     1.07    -1.00     0.38     0.37     0.04    -0.22     0.00    21.70
   -22.00  -100.00     0.00     0.20     0.33     1.18    -1.17   -16.47   -16.13     0.94    -1.00     0.36     0.37     0.41    -0.22    59.14    21.70
   -22.00     0.00   100.00     0.33     0.20     1.17    -1.18   -16.13   -16.47     1.00    -0.94     0.37     0.36     0.22    -0.41    21.70    59.14
   -22.00     0.00  -100.00     0.33     0.45     1.17    -1.13   -16.13   -15.41     1.00    -1.07     0.37     0.38     0.22    -0.04    21.70     0.00
   -24.00   100.00     0.00     0.45     0.34     1.13    -1.19   -15.41   -16.63     1.07    -0.98     0.38     0.38     0.04    -0.23     0.00     0.00
   -24.00  -100.00     0.00     0.23     0.34     1.24    -1.19   -17.82   -16.63     0.90    -0.98     0.39     0.38     0.41    -0.23     0.00     0.00
   -24.00     0.00   100.00     0.34     0.23     1.19    -1.24   -16.63   -17.82     0.98    -0.90     0.38     0.39     0.23    -0.41     0.00     0.00
   -24.00     0.00  -100.00     0.34     0.45     1.19    -1.13   -16.63   -15.41     0.98    -1.07     0.38     0.38     0.23    -0.04     0.00     0.00
