
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           FSE04 front suspension                              

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
     4.00     0.00  -100.00    -0.06    -0.09    -0.29     0.32     2.99     3.26     1.60    -1.58    -0.07    -0.34     0.12    -0.27   779.48   749.49
     6.00   100.00     0.00    -0.06    -0.09    -0.42     0.44     4.22     4.49     1.66    -1.65     0.17    -0.10    -0.05    -0.11   864.30   834.24
     6.00  -100.00     0.00    -0.12    -0.09    -0.47     0.44     4.76     4.49     1.63    -1.65    -0.38    -0.10     0.26    -0.11   804.18   834.24
     6.00     0.00   100.00    -0.09    -0.06    -0.44     0.42     4.49     4.22     1.65    -1.66    -0.10     0.17     0.11     0.05   834.24   864.30
     6.00     0.00  -100.00    -0.09    -0.12    -0.44     0.47     4.49     4.76     1.65    -1.63    -0.10    -0.38     0.11    -0.26   834.24   804.18
     8.00   100.00     0.00    -0.09    -0.12    -0.58     0.61     5.72     6.00     1.71    -1.70     0.14    -0.14    -0.06    -0.10   918.65   888.52
     8.00  -100.00     0.00    -0.15    -0.12    -0.64     0.61     6.27     6.00     1.68    -1.70    -0.41    -0.14     0.26    -0.10   858.38   888.52
     8.00     0.00   100.00    -0.12    -0.09    -0.61     0.58     6.00     5.72     1.70    -1.71    -0.14     0.14     0.10     0.06   888.52   918.65
     8.00     0.00  -100.00    -0.12    -0.15    -0.61     0.64     6.00     6.27     1.70    -1.68    -0.14    -0.41     0.10    -0.26   888.52   858.38
    10.00   100.00     0.00    -0.12    -0.15    -0.74     0.77     7.23     7.51     1.76    -1.75     0.10    -0.17    -0.07    -0.09   972.50   942.29
    10.00  -100.00     0.00    -0.18    -0.15    -0.80     0.77     7.78     7.51     1.73    -1.75    -0.45    -0.17     0.25    -0.09   912.08   942.29
    10.00     0.00   100.00    -0.15    -0.12    -0.77     0.74     7.51     7.23     1.75    -1.76    -0.17     0.10     0.09     0.07   942.29   972.50
    10.00     0.00  -100.00    -0.15    -0.18    -0.77     0.80     7.51     7.78     1.75    -1.73    -0.17    -0.45     0.09    -0.25   942.29   912.08
    12.00   100.00     0.00    -0.15    -0.18    -0.91     0.95     8.75     9.02     1.82    -1.80     0.07    -0.21    -0.08    -0.08  1025.84   995.55
    12.00  -100.00     0.00    -0.22    -0.18    -0.98     0.95     9.30     9.02     1.78    -1.80    -0.48    -0.21     0.24    -0.08   965.26   995.55
    12.00     0.00   100.00    -0.18    -0.15    -0.95     0.91     9.02     8.75     1.80    -1.82    -0.21     0.07     0.08     0.08   995.55  1025.84
    12.00     0.00  -100.00    -0.18    -0.22    -0.95     0.98     9.02     9.30     1.80    -1.78    -0.21    -0.48     0.08    -0.24   995.55   965.26
    14.00   100.00     0.00    -0.18    -0.21    -1.09     1.13    10.27    10.54     1.87    -1.85     0.03    -0.24    -0.09    -0.07  1078.65  1048.28
    14.00  -100.00     0.00    -0.25    -0.21    -1.16     1.13    10.82    10.54     1.83    -1.85    -0.52    -0.24     0.23    -0.07  1017.92  1048.28
    14.00     0.00   100.00    -0.21    -0.18    -1.13     1.09    10.54    10.27     1.85    -1.87    -0.24     0.03     0.07     0.09  1048.28  1078.65
    14.00     0.00  -100.00    -0.21    -0.25    -1.13     1.16    10.54    10.82     1.85    -1.83    -0.24    -0.52     0.07    -0.23  1048.28  1017.92
    16.00   100.00     0.00    -0.21    -0.24    -1.28     1.31    11.79    12.07     1.92    -1.90     0.00    -0.28    -0.09    -0.07  1130.92  1100.48
    16.00  -100.00     0.00    -0.28    -0.24    -1.35     1.31    12.34    12.07     1.88    -1.90    -0.55    -0.28     0.23    -0.07  1070.04  1100.48
    16.00     0.00   100.00    -0.24    -0.21    -1.31     1.28    12.07    11.79     1.90    -1.92    -0.28     0.00     0.07     0.09  1100.48  1130.92
    16.00     0.00  -100.00    -0.24    -0.28    -1.31     1.35    12.07    12.34     1.90    -1.88    -0.28    -0.55     0.07    -0.23  1100.48  1070.04
    18.00   100.00     0.00    -0.24    -0.27    -1.47     1.51    13.32    13.60     1.97    -1.96    -0.04    -0.31    -0.10    -0.06  1182.65  1152.12
    18.00  -100.00     0.00    -0.31    -0.27    -1.54     1.51    13.87    13.60     1.94    -1.96    -0.59    -0.31     0.22    -0.06  1121.60  1152.12
    18.00     0.00   100.00    -0.27    -0.24    -1.51     1.47    13.60    13.32     1.96    -1.97    -0.31    -0.04     0.06     0.10  1152.12  1182.65
    18.00     0.00  -100.00    -0.27    -0.31    -1.51     1.54    13.60    13.87     1.96    -1.94    -0.31    -0.59     0.06    -0.22  1152.12  1121.60
    20.00   100.00     0.00    -0.26    -0.30    -1.67     1.71    14.86    15.13     2.03    -2.01    -0.07    -0.35    -0.11    -0.05  1233.79  1203.18
    20.00  -100.00     0.00    -0.34    -0.30    -1.74     1.71    15.41    15.13     1.99    -2.01    -0.62    -0.35     0.21    -0.05  1172.57  1203.18
    20.00     0.00   100.00    -0.30    -0.26    -1.71     1.67    15.13    14.86     2.01    -2.03    -0.35    -0.07     0.05     0.11  1203.18  1233.79
    20.00     0.00  -100.00    -0.30    -0.34    -1.71     1.74    15.13    15.41     2.01    -1.99    -0.35    -0.62     0.05    -0.21  1203.18  1172.57
    22.00   100.00     0.00    -0.29    -0.33    -1.88     1.91    16.39    16.67     2.08    -2.06    -0.11    -0.38    -0.12    -0.04  1284.34  1253.64
    22.00  -100.00     0.00    -0.37    -0.33    -1.95     1.91    16.95    16.67     2.04    -2.06    -0.66    -0.38     0.20    -0.04  1222.95  1253.64
    22.00     0.00   100.00    -0.33    -0.29    -1.91     1.88    16.67    16.39     2.06    -2.08    -0.38    -0.11     0.04     0.12  1253.64  1284.34
    22.00     0.00  -100.00    -0.33    -0.37    -1.91     1.95    16.67    16.95     2.06    -2.04    -0.38    -0.66     0.04    -0.20  1253.64  1222.95
    24.00   100.00     0.00    -0.32    -0.36    -2.09     2.13    17.94    18.22     2.13    -2.12    -0.14    -0.42    -0.13    -0.03  1334.27  1303.48
    24.00  -100.00     0.00    -0.40    -0.36    -2.17     2.13    18.49    18.22     2.10    -2.12    -0.69    -0.42     0.20    -0.03  1272.70  1303.48
    24.00     0.00   100.00    -0.36    -0.32    -2.13     2.09    18.22    17.94     2.12    -2.13    -0.42    -0.14     0.03     0.13  1303.48  1334.27
    24.00     0.00  -100.00    -0.36    -0.40    -2.13     2.17    18.22    18.49     2.12    -2.10    -0.42    -0.69     0.03    -0.20  1303.48  1272.70
    26.00   100.00     0.00    -0.35    -0.39    -2.31     2.35    19.49    19.77     2.19    -2.17    -0.18    -0.45    -0.14    -0.02  1383.55  1352.66
    26.00  -100.00     0.00    -0.43    -0.39    -2.39     2.35    20.04    19.77     2.15    -2.17    -0.73    -0.45     0.19    -0.02  1321.79  1352.66
    26.00     0.00   100.00    -0.39    -0.35    -2.35     2.31    19.77    19.49     2.17    -2.19    -0.45    -0.18     0.02     0.14  1352.66  1383.55
    26.00     0.00  -100.00    -0.39    -0.43    -2.35     2.39    19.77    20.04     2.17    -2.15    -0.45    -0.73     0.02    -0.19  1352.66  1321.79
    28.00   100.00     0.00    -0.38    -0.42    -2.54     2.58    21.05    21.33     2.25    -2.23    -0.21    -0.49    -0.15    -0.02  1432.13  1401.15
    28.00  -100.00     0.00    -0.47    -0.42    -2.62     2.58    21.60    21.33     2.21    -2.23    -0.77    -0.49     0.18    -0.02  1370.18  1401.15
    28.00     0.00   100.00    -0.42    -0.38    -2.58     2.54    21.33    21.05     2.23    -2.25    -0.49    -0.21     0.02     0.15  1401.15  1432.13
    28.00     0.00  -100.00    -0.42    -0.47    -2.58     2.62    21.33    21.60     2.23    -2.21    -0.49    -0.77     0.02    -0.18  1401.15  1370.18
    30.00   100.00     0.00    -0.41    -0.46    -2.77     2.81    22.61    22.89     2.30    -2.28    -0.25    -0.52    -0.16    -0.01  1480.00  1448.91
    30.00  -100.00     0.00    -0.50    -0.46    -2.86     2.81    23.17    22.89     2.26    -2.28    -0.80    -0.52     0.18    -0.01  1417.84  1448.91
    30.00     0.00   100.00    -0.46    -0.41    -2.81     2.77    22.89    22.61     2.28    -2.30    -0.52    -0.25     0.01     0.16  1448.91  1480.00
    30.00     0.00  -100.00    -0.46    -0.50    -2.81     2.86    22.89    23.17     2.28    -2.26    -0.52    -0.80     0.01    -0.18  1448.91  1417.84
    32.00   100.00     0.00    -0.44    -0.49    -3.01     3.06    24.18    24.46     2.36    -2.34    -0.28    -0.56    -0.17     0.00  1527.11  1495.91
    32.00  -100.00     0.00    -0.53    -0.49    -3.10     3.06    24.74    24.46     2.32    -2.34    -0.84    -0.56     0.17     0.00  1464.73  1495.91
    32.00     0.00   100.00    -0.49    -0.44    -3.06     3.01    24.46    24.18     2.34    -2.36    -0.56    -0.28     0.00     0.17  1495.91  1527.11
    32.00     0.00  -100.00    -0.49    -0.53    -3.06     3.10    24.46    24.74     2.34    -2.32    -0.56    -0.84     0.00    -0.17  1495.91  1464.73
    34.00   100.00     0.00    -0.47    -0.52    -3.26     3.31    25.76    26.04     2.42    -2.40    -0.32    -0.60    -0.18     0.01  1573.40  1542.09
    34.00  -100.00     0.00    -0.56    -0.52    -3.35     3.31    26.31    26.04     2.38    -2.40    -0.87    -0.60     0.16     0.01  1510.80  1542.09
    34.00     0.00   100.00    -0.52    -0.47    -3.31     3.26    26.04    25.76     2.40    -2.42    -0.60    -0.32    -0.01     0.18  1542.09  1573.40
    34.00     0.00  -100.00    -0.52    -0.56    -3.31     3.35    26.04    26.31     2.40    -2.38    -0.60    -0.87    -0.01    -0.16  1542.09  1510.80
    36.00   100.00     0.00    -0.50    -0.55    -3.52     3.57    27.34    27.62     2.48    -2.46    -0.35    -0.63    -0.19     0.02  1618.83  1587.40
    36.00  -100.00     0.00    -0.59    -0.55    -3.62     3.57    27.90    27.62     2.44    -2.46    -0.91    -0.63     0.15     0.02  1555.99  1587.40
    36.00     0.00   100.00    -0.55    -0.50    -3.57     3.52    27.62    27.34     2.46    -2.48    -0.63    -0.35    -0.02     0.19  1587.40  1618.83
    36.00     0.00  -100.00    -0.55    -0.59    -3.57     3.62    27.62    27.90     2.46    -2.44    -0.63    -0.91    -0.02    -0.15  1587.40  1555.99
    38.00   100.00     0.00    -0.53    -0.58    -3.78     3.83    28.93    29.22     2.54    -2.52    -0.39    -0.67    -0.20     0.03  1663.35  1631.79
    38.00  -100.00     0.00    -0.63    -0.58    -3.88     3.83    29.49    29.22     2.50    -2.52    -0.95    -0.67     0.15     0.03  1600.25  1631.79
    38.00     0.00   100.00    -0.58    -0.53    -3.83     3.78    29.22    28.93     2.52    -2.54    -0.67    -0.39    -0.03     0.20  1631.79  1663.35
    38.00     0.00  -100.00    -0.58    -0.63    -3.83     3.88    29.22    29.49     2.52    -2.50    -0.67    -0.95    -0.03    -0.15  1631.79  1600.25
    40.00   100.00     0.00    -0.57    -0.61    -4.06     4.11    30.53    30.82     2.60    -2.58    -0.43    -0.71    -0.21     0.03  1706.89  1675.19
    40.00  -100.00     0.00    -0.66    -0.61    -4.16     4.11    31.10    30.82     2.56    -2.58    -0.98    -0.71     0.14     0.03  1643.51  1675.19
    40.00     0.00   100.00    -0.61    -0.57    -4.11     4.06    30.82    30.53     2.58    -2.60    -0.71    -0.43    -0.03     0.21  1675.19  1706.89
    40.00     0.00  -100.00    -0.61    -0.66    -4.11     4.16    30.82    31.10     2.58    -2.56    -0.71    -0.98    -0.03    -0.14  1675.19  1643.51
    42.00   100.00     0.00    -0.60    -0.64    -4.34     4.39    32.15    32.43     2.66    -2.64    -0.46    -0.74    -0.22     0.04  1749.38  1717.52
    42.00  -100.00     0.00    -0.69    -0.64    -4.45     4.39    32.71    32.43     2.62    -2.64    -1.02    -0.74     0.13     0.04  1685.70  1717.52
    42.00     0.00   100.00    -0.64    -0.60    -4.39     4.34    32.43    32.15     2.64    -2.66    -0.74    -0.46    -0.04     0.22  1717.52  1749.38
    42.00     0.00  -100.00    -0.64    -0.69    -4.39     4.45    32.43    32.71     2.64    -2.62    -0.74    -1.02    -0.04    -0.13  1717.52  1685.70
    44.00   100.00     0.00    -0.63    -0.68    -4.63     4.68    33.77    34.05     2.72    -2.70    -0.50    -0.78    -0.23     0.05  1790.74  1758.73
    44.00  -100.00     0.00    -0.72    -0.68    -4.74     4.68    34.33    34.05     2.68    -2.70    -1.06    -0.78     0.13     0.05  1726.75  1758.73
    44.00     0.00   100.00    -0.68    -0.63    -4.68     4.63    34.05    33.77     2.70    -2.72    -0.78    -0.50    -0.05     0.23  1758.73  1790.74
    44.00     0.00  -100.00    -0.68    -0.72    -4.68     4.74    34.05    34.33     2.70    -2.68    -0.78    -1.06    -0.05    -0.13  1758.73  1726.75
    46.00   100.00     0.00    -0.66    -0.71    -4.93     4.99    35.40    35.68     2.78    -2.76    -0.54    -0.82    -0.24     0.06  1830.88  1798.70
    46.00  -100.00     0.00    -0.76    -0.71    -5.04     4.99    35.97    35.68     2.74    -2.76    -1.10    -0.82     0.12     0.06  1766.55  1798.70
    46.00     0.00   100.00    -0.71    -0.66    -4.99     4.93    35.68    35.40     2.76    -2.78    -0.82    -0.54    -0.06     0.24  1798.70  1830.88
    46.00     0.00  -100.00    -0.71    -0.76    -4.99     5.04    35.68    35.97     2.76    -2.74    -0.82    -1.10    -0.06    -0.12  1798.70  1766.55
    48.00   100.00     0.00    -0.69    -0.74    -5.24     5.30    37.04    37.33     2.85    -2.83    -0.57    -0.85    -0.25     0.07  1869.72  1837.35
    48.00  -100.00     0.00    -0.79    -0.74    -5.36     5.30    37.61    37.33     2.80    -2.83    -1.13    -0.85     0.11     0.07  1805.02  1837.35
    48.00     0.00   100.00    -0.74    -0.69    -5.30     5.24    37.33    37.04     2.83    -2.85    -0.85    -0.57    -0.07     0.25  1837.35  1869.72
    48.00     0.00  -100.00    -0.74    -0.79    -5.30     5.36    37.33    37.61     2.83    -2.80    -0.85    -1.13    -0.07    -0.11  1837.35  1805.02
    50.00   100.00     0.00    -0.72    -0.77    -5.56     5.62    38.70    38.99     2.91    -2.89    -0.61    -0.89    -0.26     0.07  1907.13  1874.57
    50.00  -100.00     0.00    -0.82    -0.77    -5.68     5.62    39.27    38.99     2.87    -2.89    -1.17    -0.89     0.11     0.07  1842.04  1874.57
    50.00     0.00   100.00    -0.77    -0.72    -5.62     5.56    38.99    38.70     2.89    -2.91    -0.89    -0.61    -0.07     0.26  1874.57  1907.13
    50.00     0.00  -100.00    -0.77    -0.82    -5.62     5.68    38.99    39.27     2.89    -2.87    -0.89    -1.17    -0.07    -0.11  1874.57  1842.04
    52.00   100.00     0.00    -0.75    -0.81    -5.89     5.95    40.37    40.66     2.98    -2.96    -0.65    -0.93    -0.27     0.08  1943.01  1910.23
    52.00  -100.00     0.00    -0.86    -0.81    -6.01     5.95    40.94    40.66     2.93    -2.96    -1.21    -0.93     0.10     0.08  1877.49  1910.23
    52.00     0.00   100.00    -0.81    -0.75    -5.95     5.89    40.66    40.37     2.96    -2.98    -0.93    -0.65    -0.08     0.27  1910.23  1943.01
    52.00     0.00  -100.00    -0.81    -0.86    -5.95     6.01    40.66    40.94     2.96    -2.93    -0.93    -1.21    -0.08    -0.10  1910.23  1877.49
    -2.00   100.00     0.00     0.06     0.03     0.16    -0.14    -1.76    -1.49     1.47    -1.45     0.31     0.03    -0.01    -0.14   641.99   612.24
    -2.00  -100.00     0.00     0.00     0.03     0.11    -0.14    -1.22    -1.49     1.43    -1.45    -0.24     0.03     0.29    -0.14   582.48   612.24
    -2.00     0.00   100.00     0.03     0.06     0.14    -0.16    -1.49    -1.76     1.45    -1.47     0.03     0.31     0.14     0.01   612.24   641.99
    -2.00     0.00  -100.00     0.03     0.00     0.14    -0.11    -1.49    -1.22     1.45    -1.43     0.03    -0.24     0.14    -0.29   612.24   582.48
    -4.00   100.00     0.00     0.09     0.06     0.29    -0.27    -3.25    -2.97     1.42    -1.40     0.34     0.07     0.00    -0.15   585.19   555.52
    -4.00  -100.00     0.00     0.03     0.06     0.24    -0.27    -2.70    -2.97     1.39    -1.40    -0.20     0.07     0.30    -0.15   525.83   555.52
    -4.00     0.00   100.00     0.06     0.09     0.27    -0.29    -2.97    -3.25     1.40    -1.42     0.07     0.34     0.15     0.00   555.52   585.19
    -4.00     0.00  -100.00     0.06     0.03     0.27    -0.24    -2.97    -2.70     1.40    -1.39     0.07    -0.20     0.15    -0.30   555.52   525.83
    -6.00   100.00     0.00     0.12     0.09     0.41    -0.39    -4.72    -4.45     1.37    -1.36     0.37     0.10     0.01    -0.16   527.89   498.30
    -6.00  -100.00     0.00     0.06     0.09     0.37    -0.39    -4.18    -4.45     1.34    -1.36    -0.17     0.10     0.31    -0.16   468.70   498.30
    -6.00     0.00   100.00     0.09     0.12     0.39    -0.41    -4.45    -4.72     1.36    -1.37     0.10     0.37     0.16    -0.01   498.30   527.89
    -6.00     0.00  -100.00     0.09     0.06     0.39    -0.37    -4.45    -4.18     1.36    -1.34     0.10    -0.17     0.16    -0.31   498.30   468.70
    -8.00   100.00     0.00     0.15     0.12     0.53    -0.51    -6.20    -5.93     1.33    -1.31     0.41     0.14     0.02    -0.17   470.10   440.59
    -8.00  -100.00     0.00     0.09     0.12     0.49    -0.51    -5.66    -5.93     1.29    -1.31    -0.13     0.14     0.32    -0.17   411.06   440.59
    -8.00     0.00   100.00     0.12     0.15     0.51    -0.53    -5.93    -6.20     1.31    -1.33     0.14     0.41     0.17    -0.02   440.59   470.10
    -8.00     0.00  -100.00     0.12     0.09     0.51    -0.49    -5.93    -5.66     1.31    -1.29     0.14    -0.13     0.17    -0.32   440.59   411.06
   -10.00   100.00     0.00     0.18     0.15     0.64    -0.62    -7.67    -7.40     1.28    -1.26     0.44     0.17     0.03    -0.17   411.80   382.37
   -10.00  -100.00     0.00     0.12     0.15     0.60    -0.62    -7.13    -7.40     1.25    -1.26    -0.10     0.17     0.32    -0.17   352.93   382.37
   -10.00     0.00   100.00     0.15     0.18     0.62    -0.64    -7.40    -7.67     1.26    -1.28     0.17     0.44     0.17    -0.03   382.37   411.80
   -10.00     0.00  -100.00     0.15     0.12     0.62    -0.60    -7.40    -7.13     1.26    -1.25     0.17    -0.10     0.17    -0.32   382.37   352.93
   -12.00   100.00     0.00     0.21     0.18     0.74    -0.72    -9.14    -8.87     1.23    -1.22     0.47     0.20     0.03    -0.18   352.98   323.64
   -12.00  -100.00     0.00     0.15     0.18     0.71    -0.72    -8.60    -8.87     1.20    -1.22    -0.07     0.20     0.33    -0.18   294.28   323.64
   -12.00     0.00   100.00     0.18     0.21     0.72    -0.74    -8.87    -9.14     1.22    -1.23     0.20     0.47     0.18    -0.03   323.64   352.98
   -12.00     0.00  -100.00     0.18     0.15     0.72    -0.71    -8.87    -8.60     1.22    -1.20     0.20    -0.07     0.18    -0.33   323.64   294.28
   -14.00   100.00     0.00     0.24     0.21     0.84    -0.82   -10.60   -10.33     1.19    -1.17     0.51     0.24     0.04    -0.19   293.62   264.38
   -14.00  -100.00     0.00     0.18     0.21     0.81    -0.82   -10.06   -10.33     1.16    -1.17    -0.03     0.24     0.34    -0.19   235.10   264.38
   -14.00     0.00   100.00     0.21     0.24     0.82    -0.84   -10.33   -10.60     1.17    -1.19     0.24     0.51     0.19    -0.04   264.38   293.62
   -14.00     0.00  -100.00     0.21     0.18     0.82    -0.81   -10.33   -10.06     1.17    -1.16     0.24    -0.03     0.19    -0.34   264.38   235.10
   -16.00   100.00     0.00     0.27     0.24     0.93    -0.92   -12.06   -11.79     1.15    -1.13     0.54     0.27     0.05    -0.20   233.73   204.57
   -16.00  -100.00     0.00     0.21     0.24     0.90    -0.92   -11.52   -11.79     1.11    -1.13     0.00     0.27     0.35    -0.20   175.39   204.57
   -16.00     0.00   100.00     0.24     0.27     0.92    -0.93   -11.79   -12.06     1.13    -1.15     0.27     0.54     0.20    -0.05   204.57   233.73
   -16.00     0.00  -100.00     0.24     0.21     0.92    -0.90   -11.79   -11.52     1.13    -1.11     0.27     0.00     0.20    -0.35   204.57   175.39
   -18.00   100.00     0.00     0.30     0.27     1.02    -1.01   -13.51   -13.24     1.10    -1.09     0.57     0.30     0.06    -0.21   173.26   144.20
   -18.00  -100.00     0.00     0.24     0.27     0.99    -1.01   -12.97   -13.24     1.07    -1.09     0.04     0.30     0.35    -0.21   115.11   144.20
   -18.00     0.00   100.00     0.27     0.30     1.01    -1.02   -13.24   -13.51     1.09    -1.10     0.30     0.57     0.21    -0.06   144.20   173.26
   -18.00     0.00  -100.00     0.27     0.24     1.01    -0.99   -13.24   -12.97     1.09    -1.07     0.30     0.04     0.21    -0.35   144.20   115.11
   -20.00   100.00     0.00     0.32     0.30     1.10    -1.09   -14.95   -14.69     1.06    -1.04     0.61     0.34     0.07    -0.22   112.21    83.25
   -20.00  -100.00     0.00     0.27     0.30     1.07    -1.09   -14.42   -14.69     1.03    -1.04     0.07     0.34     0.36    -0.22    54.26    83.25
   -20.00     0.00   100.00     0.30     0.32     1.09    -1.10   -14.69   -14.95     1.04    -1.06     0.34     0.61     0.22    -0.07    83.25   112.21
   -20.00     0.00  -100.00     0.30     0.27     1.09    -1.07   -14.69   -14.42     1.04    -1.03     0.34     0.07     0.22    -0.36    83.25    54.26
   -22.00   100.00     0.00     0.35     0.33     1.18    -1.17   -16.39   -16.13     1.01    -1.00     0.64     0.37     0.08    -0.22    50.56    21.70
   -22.00  -100.00     0.00     0.30     0.33     1.14    -1.17   -15.70   -16.13     0.99    -1.00     0.10     0.37     0.37    -0.22     0.00    21.70
   -22.00     0.00   100.00     0.33     0.35     1.17    -1.18   -16.13   -16.39     1.00    -1.01     0.37     0.64     0.22    -0.08    21.70    50.56
   -22.00     0.00  -100.00     0.33     0.30     1.17    -1.14   -16.13   -15.70     1.00    -0.99     0.37     0.10     0.22    -0.37    21.70     0.00
   -24.00   100.00     0.00     0.38     0.34     1.24    -1.19   -17.56   -16.63     0.98    -0.98     0.67     0.38     0.09    -0.23     0.00     0.00
   -24.00  -100.00     0.00     0.30     0.34     1.14    -1.19   -15.70   -16.63     0.99    -0.98     0.10     0.38     0.37    -0.23     0.00     0.00
   -24.00     0.00   100.00     0.34     0.38     1.19    -1.24   -16.63   -17.56     0.98    -0.98     0.38     0.67     0.23    -0.09     0.00     0.00
   -24.00     0.00  -100.00     0.34     0.30     1.19    -1.14   -16.63   -15.70     0.98    -0.99     0.38     0.10     0.23    -0.37     0.00     0.00
