
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           FSE04 front suspension                              

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
     6.00   100.00     0.00    -1.57    -0.09    -0.50     0.44     4.42     4.49     1.45    -1.65    -0.25    -0.10     2.12    -0.11   842.42   834.24
     6.00  -100.00     0.00     1.37    -0.09    -0.44     0.44     4.56     4.49     1.84    -1.65     0.05    -0.10    -1.87    -0.11   826.14   834.24
     6.00     0.00   100.00    -0.09     1.37    -0.44     0.44     4.49     4.56     1.65    -1.84    -0.10     0.05     0.11     1.87   834.24   826.14
     6.00     0.00  -100.00    -0.09    -1.57    -0.44     0.50     4.49     4.42     1.65    -1.45    -0.10    -0.25     0.11    -2.12   834.24   842.42
     8.00   100.00     0.00    -1.60    -0.12    -0.66     0.61     5.92     6.00     1.49    -1.70    -0.28    -0.14     2.11    -0.10   896.72   888.52
     8.00  -100.00     0.00     1.34    -0.12    -0.60     0.61     6.07     6.00     1.89    -1.70     0.01    -0.14    -1.88    -0.10   880.36   888.52
     8.00     0.00   100.00    -0.12     1.34    -0.61     0.60     6.00     6.07     1.70    -1.89    -0.14     0.01     0.10     1.88   888.52   880.36
     8.00     0.00  -100.00    -0.12    -1.60    -0.61     0.66     6.00     5.92     1.70    -1.49    -0.14    -0.28     0.10    -2.11   888.52   896.72
    10.00   100.00     0.00    -1.63    -0.15    -0.82     0.77     7.43     7.51     1.54    -1.75    -0.32    -0.17     2.10    -0.09   950.51   942.29
    10.00  -100.00     0.00     1.31    -0.15    -0.77     0.77     7.58     7.51     1.94    -1.75    -0.02    -0.17    -1.89    -0.09   934.08   942.29
    10.00     0.00   100.00    -0.15     1.31    -0.77     0.77     7.51     7.58     1.75    -1.94    -0.17    -0.02     0.09     1.89   942.29   934.08
    10.00     0.00  -100.00    -0.15    -1.63    -0.77     0.82     7.51     7.43     1.75    -1.54    -0.17    -0.32     0.09    -2.10   942.29   950.51
    12.00   100.00     0.00    -1.66    -0.18    -1.00     0.95     8.95     9.02     1.59    -1.80    -0.35    -0.21     2.09    -0.08  1003.79   995.55
    12.00  -100.00     0.00     1.27    -0.18    -0.94     0.95     9.10     9.02     2.00    -1.80    -0.05    -0.21    -1.90    -0.08   987.28   995.55
    12.00     0.00   100.00    -0.18     1.27    -0.95     0.94     9.02     9.10     1.80    -2.00    -0.21    -0.05     0.08     1.90   995.55   987.28
    12.00     0.00  -100.00    -0.18    -1.66    -0.95     1.00     9.02     8.95     1.80    -1.59    -0.21    -0.35     0.08    -2.09   995.55  1003.79
    14.00   100.00     0.00    -1.69    -0.21    -1.18     1.13    10.47    10.54     1.64    -1.85    -0.39    -0.24     2.08    -0.07  1056.54  1048.28
    14.00  -100.00     0.00     1.24    -0.21    -1.12     1.13    10.62    10.54     2.05    -1.85    -0.09    -0.24    -1.91    -0.07  1039.97  1048.28
    14.00     0.00   100.00    -0.21     1.24    -1.13     1.12    10.54    10.62     1.85    -2.05    -0.24    -0.09     0.07     1.91  1048.28  1039.97
    14.00     0.00  -100.00    -0.21    -1.69    -1.13     1.18    10.54    10.47     1.85    -1.64    -0.24    -0.39     0.07    -2.08  1048.28  1056.54
    16.00   100.00     0.00    -1.72    -0.24    -1.37     1.31    11.99    12.07     1.70    -1.90    -0.43    -0.28     2.07    -0.07  1108.76  1100.48
    16.00  -100.00     0.00     1.21    -0.24    -1.31     1.31    12.14    12.07     2.10    -1.90    -0.12    -0.28    -1.91    -0.07  1092.11  1100.48
    16.00     0.00   100.00    -0.24     1.21    -1.31     1.31    12.07    12.14     1.90    -2.10    -0.28    -0.12     0.07     1.91  1100.48  1092.11
    16.00     0.00  -100.00    -0.24    -1.72    -1.31     1.37    12.07    11.99     1.90    -1.70    -0.28    -0.43     0.07    -2.07  1100.48  1108.76
    18.00   100.00     0.00    -1.75    -0.27    -1.56     1.51    13.52    13.60     1.75    -1.96    -0.46    -0.31     2.07    -0.06  1160.41  1152.12
    18.00  -100.00     0.00     1.18    -0.27    -1.50     1.51    13.67    13.60     2.16    -1.96    -0.16    -0.31    -1.92    -0.06  1143.70  1152.12
    18.00     0.00   100.00    -0.27     1.18    -1.51     1.50    13.60    13.67     1.96    -2.16    -0.31    -0.16     0.06     1.92  1152.12  1143.70
    18.00     0.00  -100.00    -0.27    -1.75    -1.51     1.56    13.60    13.52     1.96    -1.75    -0.31    -0.46     0.06    -2.07  1152.12  1160.41
    20.00   100.00     0.00    -1.78    -0.30    -1.76     1.71    15.06    15.13     1.80    -2.01    -0.50    -0.35     2.06    -0.05  1211.49  1203.18
    20.00  -100.00     0.00     1.15    -0.30    -1.70     1.71    15.21    15.13     2.21    -2.01    -0.19    -0.35    -1.93    -0.05  1194.72  1203.18
    20.00     0.00   100.00    -0.30     1.15    -1.71     1.70    15.13    15.21     2.01    -2.21    -0.35    -0.19     0.05     1.93  1203.18  1194.72
    20.00     0.00  -100.00    -0.30    -1.78    -1.71     1.76    15.13    15.06     2.01    -1.80    -0.35    -0.50     0.05    -2.06  1203.18  1211.49
    22.00   100.00     0.00    -1.81    -0.33    -1.97     1.91    16.60    16.67     1.85    -2.06    -0.53    -0.38     2.05    -0.04  1261.96  1253.64
    22.00  -100.00     0.00     1.12    -0.33    -1.91     1.91    16.75    16.67     2.27    -2.06    -0.23    -0.38    -1.94    -0.04  1245.14  1253.64
    22.00     0.00   100.00    -0.33     1.12    -1.91     1.91    16.67    16.75     2.06    -2.27    -0.38    -0.23     0.04     1.94  1253.64  1245.14
    22.00     0.00  -100.00    -0.33    -1.81    -1.91     1.97    16.67    16.60     2.06    -1.85    -0.38    -0.53     0.04    -2.05  1253.64  1261.96
    24.00   100.00     0.00    -1.84    -0.36    -2.18     2.13    18.14    18.22     1.91    -2.12    -0.57    -0.42     2.04    -0.03  1311.81  1303.48
    24.00  -100.00     0.00     1.09    -0.36    -2.13     2.13    18.29    18.22     2.32    -2.12    -0.26    -0.42    -1.95    -0.03  1294.93  1303.48
    24.00     0.00   100.00    -0.36     1.09    -2.13     2.13    18.22    18.29     2.12    -2.32    -0.42    -0.26     0.03     1.95  1303.48  1294.93
    24.00     0.00  -100.00    -0.36    -1.84    -2.13     2.18    18.22    18.14     2.12    -1.91    -0.42    -0.57     0.03    -2.04  1303.48  1311.81
    26.00   100.00     0.00    -1.87    -0.39    -2.40     2.35    19.69    19.77     1.96    -2.17    -0.61    -0.45     2.03    -0.02  1360.99  1352.66
    26.00  -100.00     0.00     1.06    -0.39    -2.35     2.35    19.84    19.77     2.38    -2.17    -0.30    -0.45    -1.96    -0.02  1344.07  1352.66
    26.00     0.00   100.00    -0.39     1.06    -2.35     2.35    19.77    19.84     2.17    -2.38    -0.45    -0.30     0.02     1.96  1352.66  1344.07
    26.00     0.00  -100.00    -0.39    -1.87    -2.35     2.40    19.77    19.69     2.17    -1.96    -0.45    -0.61     0.02    -2.03  1352.66  1360.99
    28.00   100.00     0.00    -1.90    -0.42    -2.63     2.58    21.25    21.33     2.01    -2.23    -0.64    -0.49     2.02    -0.02  1409.49  1401.15
    28.00  -100.00     0.00     1.03    -0.42    -2.58     2.58    21.40    21.33     2.43    -2.23    -0.33    -0.49    -1.96    -0.02  1392.53  1401.15
    28.00     0.00   100.00    -0.42     1.03    -2.58     2.58    21.33    21.40     2.23    -2.43    -0.49    -0.33     0.02     1.96  1401.15  1392.53
    28.00     0.00  -100.00    -0.42    -1.90    -2.58     2.63    21.33    21.25     2.23    -2.01    -0.49    -0.64     0.02    -2.02  1401.15  1409.49
    30.00   100.00     0.00    -1.94    -0.46    -2.87     2.81    22.81    22.89     2.07    -2.28    -0.68    -0.52     2.02    -0.01  1457.25  1448.91
    30.00  -100.00     0.00     1.00    -0.46    -2.81     2.81    22.96    22.89     2.49    -2.28    -0.36    -0.52    -1.97    -0.01  1440.26  1448.91
    30.00     0.00   100.00    -0.46     1.00    -2.81     2.81    22.89    22.96     2.28    -2.49    -0.52    -0.36     0.01     1.97  1448.91  1440.26
    30.00     0.00  -100.00    -0.46    -1.94    -2.81     2.87    22.89    22.81     2.28    -2.07    -0.52    -0.68     0.01    -2.02  1448.91  1457.25
    32.00   100.00     0.00    -1.97    -0.49    -3.11     3.06    24.39    24.46     2.13    -2.34    -0.72    -0.56     2.01     0.00  1504.24  1495.91
    32.00  -100.00     0.00     0.97    -0.49    -3.05     3.06    24.53    24.46     2.55    -2.34    -0.40    -0.56    -1.98     0.00  1487.23  1495.91
    32.00     0.00   100.00    -0.49     0.97    -3.06     3.05    24.46    24.53     2.34    -2.55    -0.56    -0.40     0.00     1.98  1495.91  1487.23
    32.00     0.00  -100.00    -0.49    -1.97    -3.06     3.11    24.46    24.39     2.34    -2.13    -0.56    -0.72     0.00    -2.01  1495.91  1504.24
    34.00   100.00     0.00    -2.00    -0.52    -3.36     3.31    25.96    26.04     2.18    -2.40    -0.75    -0.60     2.00     0.01  1550.41  1542.09
    34.00  -100.00     0.00     0.94    -0.52    -3.31     3.31    26.11    26.04     2.61    -2.40    -0.43    -0.60    -1.99     0.01  1533.38  1542.09
    34.00     0.00   100.00    -0.52     0.94    -3.31     3.31    26.04    26.11     2.40    -2.61    -0.60    -0.43    -0.01     1.99  1542.09  1533.38
    34.00     0.00  -100.00    -0.52    -2.00    -3.31     3.36    26.04    25.96     2.40    -2.18    -0.60    -0.75    -0.01    -2.00  1542.09  1550.41
    36.00   100.00     0.00    -2.03    -0.55    -3.62     3.57    27.55    27.62     2.24    -2.46    -0.79    -0.63     1.99     0.02  1595.70  1587.40
    36.00  -100.00     0.00     0.91    -0.55    -3.56     3.57    27.70    27.62     2.67    -2.46    -0.47    -0.63    -2.00     0.02  1578.68  1587.40
    36.00     0.00   100.00    -0.55     0.91    -3.57     3.56    27.62    27.70     2.46    -2.67    -0.63    -0.47    -0.02     2.00  1587.40  1578.68
    36.00     0.00  -100.00    -0.55    -2.03    -3.57     3.62    27.62    27.55     2.46    -2.24    -0.63    -0.79    -0.02    -1.99  1587.40  1595.70
    38.00   100.00     0.00    -2.06    -0.58    -3.89     3.83    29.14    29.22     2.30    -2.52    -0.83    -0.67     1.98     0.03  1640.07  1631.79
    38.00  -100.00     0.00     0.88    -0.58    -3.83     3.83    29.29    29.22     2.73    -2.52    -0.50    -0.67    -2.01     0.03  1623.05  1631.79
    38.00     0.00   100.00    -0.58     0.88    -3.83     3.83    29.22    29.29     2.52    -2.73    -0.67    -0.50    -0.03     2.01  1631.79  1623.05
    38.00     0.00  -100.00    -0.58    -2.06    -3.83     3.89    29.22    29.14     2.52    -2.30    -0.67    -0.83    -0.03    -1.98  1631.79  1640.07
    40.00   100.00     0.00    -2.09    -0.61    -4.16     4.11    30.75    30.82     2.36    -2.58    -0.87    -0.71     1.97     0.03  1683.43  1675.19
    40.00  -100.00     0.00     0.85    -0.61    -4.11     4.11    30.89    30.82     2.79    -2.58    -0.54    -0.71    -2.01     0.03  1666.44  1675.19
    40.00     0.00   100.00    -0.61     0.85    -4.11     4.11    30.82    30.89     2.58    -2.79    -0.71    -0.54    -0.03     2.01  1675.19  1666.44
    40.00     0.00  -100.00    -0.61    -2.09    -4.11     4.16    30.82    30.75     2.58    -2.36    -0.71    -0.87    -0.03    -1.97  1675.19  1683.43
    42.00   100.00     0.00    -2.13    -0.64    -4.45     4.39    32.36    32.43     2.42    -2.64    -0.90    -0.74     1.97     0.04  1725.73  1717.52
    42.00  -100.00     0.00     0.82    -0.64    -4.39     4.39    32.50    32.43     2.85    -2.64    -0.58    -0.74    -2.02     0.04  1708.78  1717.52
    42.00     0.00   100.00    -0.64     0.82    -4.39     4.39    32.43    32.50     2.64    -2.85    -0.74    -0.58    -0.04     2.02  1717.52  1708.78
    42.00     0.00  -100.00    -0.64    -2.13    -4.39     4.45    32.43    32.36     2.64    -2.42    -0.74    -0.90    -0.04    -1.97  1717.52  1725.73
    44.00   100.00     0.00    -2.16    -0.68    -4.74     4.68    33.98    34.05     2.48    -2.70    -0.94    -0.78     1.96     0.05  1766.89  1758.73
    44.00  -100.00     0.00     0.79    -0.68    -4.68     4.68    34.12    34.05     2.92    -2.70    -0.61    -0.78    -2.03     0.05  1749.99  1758.73
    44.00     0.00   100.00    -0.68     0.79    -4.68     4.68    34.05    34.12     2.70    -2.92    -0.78    -0.61    -0.05     2.03  1758.73  1749.99
    44.00     0.00  -100.00    -0.68    -2.16    -4.68     4.74    34.05    33.98     2.70    -2.48    -0.78    -0.94    -0.05    -1.96  1758.73  1766.89
    46.00   100.00     0.00    -2.19    -0.71    -5.04     4.99    35.61    35.68     2.54    -2.76    -0.98    -0.82     1.95     0.06  1806.81  1798.70
    46.00  -100.00     0.00     0.75    -0.71    -4.98     4.99    35.76    35.68     2.98    -2.76    -0.65    -0.82    -2.04     0.06  1789.99  1798.70
    46.00     0.00   100.00    -0.71     0.75    -4.99     4.98    35.68    35.76     2.76    -2.98    -0.82    -0.65    -0.06     2.04  1798.70  1789.99
    46.00     0.00  -100.00    -0.71    -2.19    -4.99     5.04    35.68    35.61     2.76    -2.54    -0.82    -0.98    -0.06    -1.95  1798.70  1806.81
    48.00   100.00     0.00    -2.22    -0.74    -5.35     5.30    37.26    37.33     2.60    -2.83    -1.02    -0.85     1.94     0.07  1845.39  1837.35
    48.00  -100.00     0.00     0.72    -0.74    -5.29     5.30    37.40    37.33     3.04    -2.83    -0.68    -0.85    -2.05     0.07  1828.67  1837.35
    48.00     0.00   100.00    -0.74     0.72    -5.30     5.29    37.33    37.40     2.83    -3.04    -0.85    -0.68    -0.07     2.05  1837.35  1828.67
    48.00     0.00  -100.00    -0.74    -2.22    -5.30     5.35    37.33    37.26     2.83    -2.60    -0.85    -1.02    -0.07    -1.94  1837.35  1845.39
    50.00   100.00     0.00    -2.26    -0.77    -5.67     5.62    38.92    38.99     2.66    -2.89    -1.06    -0.89     1.94     0.07  1882.52  1874.57
    50.00  -100.00     0.00     0.69    -0.77    -5.61     5.62    39.06    38.99     3.11    -2.89    -0.72    -0.89    -2.06     0.07  1865.92  1874.57
    50.00     0.00   100.00    -0.77     0.69    -5.62     5.61    38.99    39.06     2.89    -3.11    -0.89    -0.72    -0.07     2.06  1874.57  1865.92
    50.00     0.00  -100.00    -0.77    -2.26    -5.62     5.67    38.99    38.92     2.89    -2.66    -0.89    -1.06    -0.07    -1.94  1874.57  1882.52
    52.00   100.00     0.00    -2.29    -0.81    -6.00     5.95    40.59    40.66     2.73    -2.96    -1.09    -0.93     1.93     0.08  1918.09  1910.23
    52.00  -100.00     0.00     0.66    -0.81    -5.95     5.95    40.73    40.66     3.18    -2.96    -0.76    -0.93    -2.06     0.08  1901.64  1910.23
    52.00     0.00   100.00    -0.81     0.66    -5.95     5.95    40.66    40.73     2.96    -3.18    -0.93    -0.76    -0.08     2.06  1910.23  1901.64
    52.00     0.00  -100.00    -0.81    -2.29    -5.95     6.00    40.66    40.59     2.96    -2.73    -0.93    -1.09    -0.08    -1.93  1910.23  1918.09
    -2.00   100.00     0.00    -1.45     0.03     0.08    -0.14    -1.56    -1.49     1.25    -1.45    -0.11     0.03     2.15    -0.14   620.32   612.24
    -2.00  -100.00     0.00     1.49     0.03     0.14    -0.14    -1.42    -1.49     1.64    -1.45     0.18     0.03    -1.84    -0.14   604.36   612.24
    -2.00     0.00   100.00     0.03     1.49     0.14    -0.14    -1.49    -1.42     1.45    -1.64     0.03     0.18     0.14     1.84   612.24   604.36
    -2.00     0.00  -100.00     0.03    -1.45     0.14    -0.08    -1.49    -1.56     1.45    -1.25     0.03    -0.11     0.14    -2.15   612.24   620.32
    -4.00   100.00     0.00    -1.42     0.06     0.21    -0.27    -3.05    -2.97     1.21    -1.40    -0.07     0.07     2.16    -0.15   563.57   555.52
    -4.00  -100.00     0.00     1.52     0.06     0.27    -0.27    -2.90    -2.97     1.59    -1.40     0.22     0.07    -1.83    -0.15   547.69   555.52
    -4.00     0.00   100.00     0.06     1.52     0.27    -0.27    -2.97    -2.90     1.40    -1.59     0.07     0.22     0.15     1.83   555.52   547.69
    -4.00     0.00  -100.00     0.06    -1.42     0.27    -0.21    -2.97    -3.05     1.40    -1.21     0.07    -0.07     0.15    -2.16   555.52   563.57
    -6.00   100.00     0.00    -1.39     0.09     0.34    -0.39    -4.53    -4.45     1.16    -1.36    -0.04     0.10     2.17    -0.16   506.33   498.30
    -6.00  -100.00     0.00     1.55     0.09     0.39    -0.39    -4.38    -4.45     1.55    -1.36     0.25     0.10    -1.83    -0.16   490.53   498.30
    -6.00     0.00   100.00     0.09     1.55     0.39    -0.39    -4.45    -4.38     1.36    -1.55     0.10     0.25     0.16     1.83   498.30   490.53
    -6.00     0.00  -100.00     0.09    -1.39     0.39    -0.34    -4.45    -4.53     1.36    -1.16     0.10    -0.04     0.16    -2.17   498.30   506.33
    -8.00   100.00     0.00    -1.36     0.12     0.45    -0.51    -6.00    -5.93     1.12    -1.31     0.00     0.14     2.18    -0.17   448.60   440.59
    -8.00  -100.00     0.00     1.58     0.12     0.51    -0.51    -5.86    -5.93     1.50    -1.31     0.28     0.14    -1.82    -0.17   432.88   440.59
    -8.00     0.00   100.00     0.12     1.58     0.51    -0.51    -5.93    -5.86     1.31    -1.50     0.14     0.28     0.17     1.82   440.59   432.88
    -8.00     0.00  -100.00     0.12    -1.36     0.51    -0.45    -5.93    -6.00     1.31    -1.12     0.14     0.00     0.17    -2.18   440.59   448.60
   -10.00   100.00     0.00    -1.33     0.15     0.57    -0.62    -7.48    -7.40     1.07    -1.26     0.03     0.17     2.19    -0.17   390.35   382.37
   -10.00  -100.00     0.00     1.61     0.15     0.62    -0.62    -7.33    -7.40     1.45    -1.26     0.32     0.17    -1.81    -0.17   374.72   382.37
   -10.00     0.00   100.00     0.15     1.61     0.62    -0.62    -7.40    -7.33     1.26    -1.45     0.17     0.32     0.17     1.81   382.37   374.72
   -10.00     0.00  -100.00     0.15    -1.33     0.62    -0.57    -7.40    -7.48     1.26    -1.07     0.17     0.03     0.17    -2.19   382.37   390.35
   -12.00   100.00     0.00    -1.30     0.18     0.67    -0.72    -8.94    -8.87     1.03    -1.22     0.06     0.20     2.20    -0.18   331.60   323.64
   -12.00  -100.00     0.00     1.64     0.18     0.73    -0.72    -8.80    -8.87     1.40    -1.22     0.35     0.20    -1.80    -0.18   316.04   323.64
   -12.00     0.00   100.00     0.18     1.64     0.72    -0.73    -8.87    -8.80     1.22    -1.40     0.20     0.35     0.18     1.80   323.64   316.04
   -12.00     0.00  -100.00     0.18    -1.30     0.72    -0.67    -8.87    -8.94     1.22    -1.03     0.20     0.06     0.18    -2.20   323.64   331.60
   -14.00   100.00     0.00    -1.27     0.21     0.77    -0.82   -10.40   -10.33     0.98    -1.17     0.10     0.24     2.21    -0.19   272.31   264.38
   -14.00  -100.00     0.00     1.67     0.21     0.83    -0.82   -10.26   -10.33     1.36    -1.17     0.38     0.24    -1.80    -0.19   256.83   264.38
   -14.00     0.00   100.00     0.21     1.67     0.82    -0.83   -10.33   -10.26     1.17    -1.36     0.24     0.38     0.19     1.80   264.38   256.83
   -14.00     0.00  -100.00     0.21    -1.27     0.82    -0.77   -10.33   -10.40     1.17    -0.98     0.24     0.10     0.19    -2.21   264.38   272.31
   -16.00   100.00     0.00    -1.24     0.24     0.87    -0.92   -11.86   -11.79     0.94    -1.13     0.13     0.27     2.22    -0.20   212.49   204.57
   -16.00  -100.00     0.00     1.70     0.24     0.92    -0.92   -11.72   -11.79     1.31    -1.13     0.42     0.27    -1.79    -0.20   197.07   204.57
   -16.00     0.00   100.00     0.24     1.70     0.92    -0.92   -11.79   -11.72     1.13    -1.31     0.27     0.42     0.20     1.79   204.57   197.07
   -16.00     0.00  -100.00     0.24    -1.24     0.92    -0.87   -11.79   -11.86     1.13    -0.94     0.27     0.13     0.20    -2.22   204.57   212.49
   -18.00   100.00     0.00    -1.21     0.27     0.95    -1.01   -13.31   -13.24     0.90    -1.09     0.17     0.30     2.22    -0.21   152.10   144.20
   -18.00  -100.00     0.00     1.73     0.27     1.01    -1.01   -13.17   -13.24     1.27    -1.09     0.45     0.30    -1.78    -0.21   136.75   144.20
   -18.00     0.00   100.00     0.27     1.73     1.01    -1.01   -13.24   -13.17     1.09    -1.27     0.30     0.45     0.21     1.78   144.20   136.75
   -18.00     0.00  -100.00     0.27    -1.21     1.01    -0.95   -13.24   -13.31     1.09    -0.90     0.30     0.17     0.21    -2.22   144.20   152.10
   -20.00   100.00     0.00    -1.18     0.30     1.04    -1.09   -14.76   -14.69     0.85    -1.04     0.20     0.34     2.23    -0.22    91.13    83.25
   -20.00  -100.00     0.00     1.76     0.30     1.09    -1.09   -14.62   -14.69     1.22    -1.04     0.48     0.34    -1.78    -0.22    75.86    83.25
   -20.00     0.00   100.00     0.30     1.76     1.09    -1.09   -14.69   -14.62     1.04    -1.22     0.34     0.48     0.22     1.78    83.25    75.86
   -20.00     0.00  -100.00     0.30    -1.18     1.09    -1.04   -14.69   -14.76     1.04    -0.85     0.34     0.20     0.22    -2.23    83.25    91.13
   -22.00   100.00     0.00    -1.15     0.33     1.11    -1.17   -16.20   -16.13     0.81    -1.00     0.23     0.37     2.24    -0.22    29.56    21.70
   -22.00  -100.00     0.00     1.79     0.33     1.17    -1.17   -16.06   -16.13     1.18    -1.00     0.51     0.37    -1.77    -0.22    14.35    21.70
   -22.00     0.00   100.00     0.33     1.79     1.17    -1.17   -16.13   -16.06     1.00    -1.18     0.37     0.51     0.22     1.77    21.70    14.35
   -22.00     0.00  -100.00     0.33    -1.15     1.17    -1.11   -16.13   -16.20     1.00    -0.81     0.37     0.23     0.22    -2.24    21.70    29.56
   -24.00   100.00     0.00    -1.14     0.34     1.15    -1.19   -16.89   -16.63     0.79    -0.98     0.25     0.38     2.25    -0.23     0.00     0.00
   -24.00  -100.00     0.00     1.79     0.34     1.18    -1.19   -16.39   -16.63     1.17    -0.98     0.52     0.38    -1.77    -0.23     0.00     0.00
   -24.00     0.00   100.00     0.34     1.79     1.19    -1.18   -16.63   -16.39     0.98    -1.17     0.38     0.52     0.23     1.77     0.00     0.00
   -24.00     0.00  -100.00     0.34    -1.14     1.19    -1.15   -16.63   -16.89     0.98    -0.79     0.38     0.25     0.23    -2.25     0.00     0.00
