
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             FSE04 front suspension                              

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
     0.00    -4.00    -3.96    -4.26    -1.81    23.58    -0.31    -4.02    -0.24    -0.30     0.06   125.31    86.39    44.66    44.41
     0.00    -6.00    -6.00    -6.35    -1.95    23.58    -0.70    -5.83    -0.52    -0.35    -0.17    67.03    88.44    29.52    29.22
     0.00    -8.00    -8.04    -8.45    -2.08    23.59    -1.25    -7.55    -0.90    -0.41    -0.48    46.21    90.50    22.08    21.72
     0.00   -10.00   -10.07   -10.57    -2.21    23.60    -1.95    -9.21    -1.36    -0.50    -0.86    36.61    92.56    17.65    17.24
     0.00   -12.00   -12.12   -12.72    -2.33    23.61    -2.81   -10.81    -1.91    -0.60    -1.31    31.54    94.65    14.72    14.25
     0.00   -14.00   -14.17   -14.90    -2.45    23.62    -3.83   -12.35    -2.55    -0.73    -1.82    28.65    96.74    12.63    12.10
     0.00   -16.00   -16.23   -17.11    -2.55    23.63    -5.01   -13.85    -3.26    -0.88    -2.38    26.96    98.86    11.07    10.48
     0.00   -18.00   -18.30   -19.35    -2.65    23.64    -6.35   -15.31    -4.05    -1.05    -3.00    25.99   101.00     9.86     9.21
     0.00   -20.00   -20.39   -21.64    -2.75    23.65    -7.85   -16.73    -4.91    -1.25    -3.66    25.48   103.16     8.89     8.19
     0.00   -22.00   -22.50   -23.98    -2.83    23.66    -9.52   -18.13    -5.84    -1.48    -4.36    25.30   105.35     8.10     7.34
     2.00     0.00     0.13    -0.13    -1.55    23.56     0.05    -0.12     0.00    -0.25     0.25 ********    82.29 ******** ********
     2.00     2.00     2.18     1.92    -1.38    23.55    -0.02     2.12     0.07     0.26    -0.19   396.41    80.25    91.81    91.61
     2.00     4.00     4.25     3.97    -1.21    23.54    -0.26     4.01     0.24     0.29    -0.05   118.94    78.21    44.58    44.33
     2.00     6.00     6.34     6.00    -1.03    23.53    -0.65     5.82     0.52     0.33     0.19    64.02    76.16    29.49    29.19
     2.00     8.00     8.44     8.04    -0.84    23.53    -1.20     7.54     0.89     0.40     0.50    44.44    74.10    22.07    21.70
     2.00    10.00    10.56    10.08    -0.65    23.52    -1.91     9.20     1.36     0.48     0.88    35.44    72.03    17.65    17.23
     2.00    12.00    12.71    12.12    -0.45    23.51    -2.77    10.80     1.91     0.59     1.32    30.70    69.95    14.71    14.24
     2.00    14.00    14.88    14.17    -0.23    23.50    -3.79    12.34     2.54     0.71     1.83    28.01    67.85    12.63    12.10
     2.00    16.00    17.09    16.23    -0.01    23.49    -4.98    13.84     3.26     0.86     2.39    26.46    65.73    11.07    10.48
     2.00    18.00    19.34    18.30     0.22    23.48    -6.33    15.30     4.04     1.03     3.01    25.58    63.58     9.85     9.21
     2.00    20.00    21.62    20.39     0.46    23.48    -7.84    16.72     4.90     1.23     3.67    25.14    61.40     8.89     8.19
     2.00    22.00    23.96    22.50     0.71    23.47    -9.51    18.12     5.83     1.46     4.38    25.01    59.19     8.10     7.34
     2.00     0.00     0.13    -0.13    -1.55    23.56     0.05    -0.12     0.00    -0.25     0.25 ********    82.29 ******** ********
     2.00    -2.00    -1.92    -2.18    -1.71    23.57    -0.02    -2.12    -0.07    -0.26     0.19   396.41    84.34    91.81    91.61
     2.00    -4.00    -3.97    -4.25    -1.86    23.58    -0.26    -4.01    -0.24    -0.29     0.05   118.94    86.38    44.58    44.33
     2.00    -6.00    -6.00    -6.34    -2.00    23.59    -0.65    -5.82    -0.52    -0.33    -0.19    64.02    88.43    29.49    29.19
     2.00    -8.00    -8.04    -8.44    -2.14    23.59    -1.20    -7.54    -0.89    -0.40    -0.50    44.44    90.49    22.07    21.70
     2.00   -10.00   -10.08   -10.56    -2.26    23.60    -1.91    -9.20    -1.36    -0.48    -0.88    35.44    92.56    17.65    17.23
     2.00   -12.00   -12.12   -12.71    -2.39    23.61    -2.77   -10.80    -1.91    -0.59    -1.32    30.70    94.64    14.71    14.24
     2.00   -14.00   -14.17   -14.88    -2.50    23.62    -3.79   -12.34    -2.54    -0.71    -1.83    28.01    96.73    12.63    12.10
     2.00   -16.00   -16.23   -17.09    -2.61    23.63    -4.98   -13.84    -3.26    -0.86    -2.39    26.46    98.85    11.07    10.48
     2.00   -18.00   -18.30   -19.34    -2.71    23.64    -6.33   -15.30    -4.04    -1.03    -3.01    25.58   100.99     9.85     9.21
     2.00   -20.00   -20.39   -21.62    -2.80    23.65    -7.84   -16.72    -4.90    -1.23    -3.67    25.14   103.15     8.89     8.19
     2.00   -22.00   -22.50   -23.96    -2.89    23.66    -9.51   -18.12    -5.83    -1.46    -4.38    25.01   105.34     8.10     7.34
     4.00     0.00     0.12    -0.12    -1.60    23.56     0.10    -0.12     0.00    -0.23     0.23 ********    82.29 ******** ********
     4.00     2.00     2.17     1.93    -1.43    23.55     0.02     2.11     0.06     0.24    -0.18   373.96    80.25    91.44    91.25
     4.00     4.00     4.24     3.97    -1.26    23.54    -0.21     4.00     0.24     0.27    -0.03   112.51    78.20    44.50    44.25
     4.00     6.00     6.33     6.01    -1.08    23.54    -0.61     5.81     0.52     0.32     0.20    60.98    76.15    29.46    29.16
     4.00     8.00     8.43     8.05    -0.89    23.53    -1.16     7.54     0.89     0.38     0.51    42.66    74.10    22.05    21.69
     4.00    10.00    10.55    10.08    -0.69    23.52    -1.87     9.19     1.36     0.46     0.89    34.26    72.03    17.64    17.22
     4.00    12.00    12.70    12.13    -0.49    23.51    -2.74    10.79     1.91     0.57     1.34    29.85    69.95    14.71    14.24
     4.00    14.00    14.87    14.18    -0.27    23.50    -3.77    12.33     2.54     0.70     1.84    27.37    67.85    12.62    12.09
     4.00    16.00    17.08    16.23    -0.05    23.49    -4.96    13.83     3.25     0.84     2.41    25.95    65.73    11.06    10.48
     4.00    18.00    19.32    18.31     0.18    23.48    -6.31    15.29     4.04     1.02     3.02    25.17    63.58     9.85     9.21
     4.00    20.00    21.61    20.39     0.42    23.48    -7.83    16.71     4.90     1.21     3.68    24.80    61.40     8.89     8.19
     4.00    22.00    23.94    22.50     0.68    23.47    -9.51    18.11     5.83     1.44     4.39    24.72    59.19     8.10     7.34
     4.00     0.00     0.12    -0.12    -1.60    23.56     0.10    -0.12     0.00    -0.23     0.23 ********    82.29 ******** ********
     4.00    -2.00    -1.93    -2.17    -1.76    23.57     0.02    -2.11    -0.06    -0.24     0.18   373.96    84.33    91.44    91.25
     4.00    -4.00    -3.97    -4.24    -1.91    23.58    -0.21    -4.00    -0.24    -0.27     0.03   112.51    86.37    44.50    44.25
     4.00    -6.00    -6.01    -6.33    -2.05    23.59    -0.61    -5.81    -0.52    -0.32    -0.20    60.98    88.42    29.46    29.16
     4.00    -8.00    -8.05    -8.43    -2.19    23.60    -1.16    -7.54    -0.89    -0.38    -0.51    42.66    90.48    22.05    21.69
     4.00   -10.00   -10.08   -10.55    -2.32    23.61    -1.87    -9.19    -1.36    -0.46    -0.89    34.26    92.55    17.64    17.22
     4.00   -12.00   -12.13   -12.70    -2.44    23.62    -2.74   -10.79    -1.91    -0.57    -1.34    29.85    94.63    14.71    14.24
     4.00   -14.00   -14.18   -14.87    -2.56    23.63    -3.77   -12.33    -2.54    -0.70    -1.84    27.37    96.72    12.62    12.09
     4.00   -16.00   -16.23   -17.08    -2.67    23.64    -4.96   -13.83    -3.25    -0.84    -2.41    25.95    98.84    11.06    10.48
     4.00   -18.00   -18.31   -19.32    -2.77    23.65    -6.31   -15.29    -4.04    -1.02    -3.02    25.17   100.98     9.85     9.21
     4.00   -20.00   -20.39   -21.61    -2.86    23.66    -7.83   -16.71    -4.90    -1.21    -3.68    24.80   103.14     8.89     8.19
     4.00   -22.00   -22.50   -23.94    -2.95    23.67    -9.51   -18.11    -5.83    -1.44    -4.39    24.72   105.33     8.10     7.34
     6.00     0.00     0.11    -0.11    -1.65    23.56     0.14    -0.11     0.00    -0.22     0.22 ********    82.28 ******** ********
     6.00     2.00     2.16     1.94    -1.48    23.55     0.06     2.10     0.06     0.23    -0.16   351.08    80.24    91.09    90.89
     6.00     4.00     4.23     3.98    -1.31    23.54    -0.18     3.99     0.24     0.25    -0.01   106.00    78.20    44.43    44.18
     6.00     6.00     6.32     6.02    -1.12    23.54    -0.58     5.80     0.52     0.30     0.22    57.91    76.15    29.43    29.12
     6.00     8.00     8.42     8.05    -0.93    23.53    -1.13     7.53     0.89     0.36     0.53    40.86    74.09    22.03    21.67
     6.00    10.00    10.54    10.09    -0.74    23.52    -1.84     9.18     1.35     0.45     0.91    33.07    72.02    17.63    17.21
     6.00    12.00    12.68    12.13    -0.53    23.51    -2.72    10.78     1.90     0.55     1.35    29.00    69.94    14.70    14.23
     6.00    14.00    14.86    14.18    -0.31    23.50    -3.75    12.32     2.54     0.68     1.86    26.73    67.84    12.62    12.09
     6.00    16.00    17.06    16.24    -0.09    23.49    -4.95    13.82     3.25     0.83     2.42    25.45    65.72    11.06    10.48
     6.00    18.00    19.31    18.31     0.14    23.49    -6.31    15.28     4.03     1.00     3.03    24.76    63.58     9.85     9.21
     6.00    20.00    21.59    20.40     0.39    23.48    -7.83    16.70     4.89     1.20     3.69    24.46    61.40     8.89     8.19
     6.00    22.00    23.92    22.50     0.64    23.47    -9.52    18.10     5.82     1.42     4.40    24.43    59.19     8.10     7.34
     6.00     0.00     0.11    -0.11    -1.65    23.56     0.14    -0.11     0.00    -0.22     0.22 ********    82.28 ******** ********
     6.00    -2.00    -1.94    -2.16    -1.81    23.57     0.06    -2.10    -0.06    -0.23     0.16   351.08    84.32    91.09    90.89
     6.00    -4.00    -3.98    -4.23    -1.96    23.58    -0.18    -3.99    -0.24    -0.25     0.01   106.00    86.37    44.43    44.18
     6.00    -6.00    -6.02    -6.32    -2.10    23.59    -0.58    -5.80    -0.52    -0.30    -0.22    57.91    88.42    29.43    29.12
     6.00    -8.00    -8.05    -8.42    -2.24    23.60    -1.13    -7.53    -0.89    -0.36    -0.53    40.86    90.47    22.03    21.67
     6.00   -10.00   -10.09   -10.54    -2.37    23.61    -1.84    -9.18    -1.35    -0.45    -0.91    33.07    92.54    17.63    17.21
     6.00   -12.00   -12.13   -12.68    -2.50    23.62    -2.72   -10.78    -1.90    -0.55    -1.35    29.00    94.62    14.70    14.23
     6.00   -14.00   -14.18   -14.86    -2.61    23.63    -3.75   -12.32    -2.54    -0.68    -1.86    26.73    96.71    12.62    12.09
     6.00   -16.00   -16.24   -17.06    -2.72    23.64    -4.95   -13.82    -3.25    -0.83    -2.42    25.45    98.83    11.06    10.48
     6.00   -18.00   -18.31   -19.31    -2.82    23.65    -6.31   -15.28    -4.03    -1.00    -3.03    24.76   100.96     9.85     9.21
     6.00   -20.00   -20.40   -21.59    -2.92    23.66    -7.83   -16.70    -4.89    -1.20    -3.69    24.46   103.13     8.89     8.19
     6.00   -22.00   -22.50   -23.92    -3.01    23.67    -9.52   -18.10    -5.82    -1.42    -4.40    24.43   105.32     8.10     7.34
     8.00     0.00     0.10    -0.10    -1.70    23.56     0.16    -0.10     0.00    -0.20     0.20 ********    82.28 ******** ********
     8.00     2.00     2.16     1.95    -1.53    23.55     0.08     2.09     0.06     0.21    -0.15   327.78    80.24    90.73    90.53
     8.00     4.00     4.22     3.99    -1.35    23.55    -0.15     3.99     0.24     0.24     0.00    99.42    78.19    44.35    44.10
     8.00     6.00     6.30     6.02    -1.17    23.54    -0.55     5.79     0.51     0.28     0.23    54.82    76.14    29.40    29.09
     8.00     8.00     8.40     8.06    -0.98    23.53    -1.11     7.52     0.89     0.35     0.54    39.05    74.09    22.02    21.66
     8.00    10.00    10.53    10.09    -0.78    23.52    -1.83     9.17     1.35     0.43     0.92    31.87    72.02    17.62    17.20
     8.00    12.00    12.67    12.14    -0.57    23.51    -2.70    10.77     1.90     0.53     1.37    28.14    69.94    14.70    14.22
     8.00    14.00    14.84    14.18    -0.35    23.50    -3.74    12.31     2.53     0.66     1.87    26.08    67.84    12.62    12.09
     8.00    16.00    17.05    16.24    -0.13    23.49    -4.95    13.81     3.24     0.81     2.43    24.94    65.72    11.06    10.47
     8.00    18.00    19.29    18.31     0.11    23.49    -6.31    15.27     4.02     0.98     3.04    24.34    63.58     9.85     9.21
     8.00    20.00    21.57    20.40     0.35    23.48    -7.85    16.69     4.88     1.18     3.70    24.12    61.40     8.88     8.19
     8.00    22.00    23.91    22.50     0.61    23.47    -9.54    18.09     5.81     1.40     4.41    24.14    59.19     8.10     7.34
     8.00     0.00     0.10    -0.10    -1.70    23.56     0.16    -0.10     0.00    -0.20     0.20 ********    82.28 ******** ********
     8.00    -2.00    -1.95    -2.16    -1.86    23.57     0.08    -2.09    -0.06    -0.21     0.15   327.78    84.32    90.73    90.53
     8.00    -4.00    -3.99    -4.22    -2.01    23.58    -0.15    -3.99    -0.24    -0.24     0.00    99.42    86.36    44.35    44.10
     8.00    -6.00    -6.02    -6.30    -2.16    23.59    -0.55    -5.79    -0.51    -0.28    -0.23    54.82    88.41    29.40    29.09
     8.00    -8.00    -8.06    -8.40    -2.30    23.60    -1.11    -7.52    -0.89    -0.35    -0.54    39.05    90.46    22.02    21.66
     8.00   -10.00   -10.09   -10.53    -2.43    23.61    -1.83    -9.17    -1.35    -0.43    -0.92    31.87    92.53    17.62    17.20
     8.00   -12.00   -12.14   -12.67    -2.55    23.62    -2.70   -10.77    -1.90    -0.53    -1.37    28.14    94.61    14.70    14.22
     8.00   -14.00   -14.18   -14.84    -2.67    23.63    -3.74   -12.31    -2.53    -0.66    -1.87    26.08    96.70    12.62    12.09
     8.00   -16.00   -16.24   -17.05    -2.78    23.64    -4.95   -13.81    -3.24    -0.81    -2.43    24.94    98.82    11.06    10.47
     8.00   -18.00   -18.31   -19.29    -2.88    23.65    -6.31   -15.27    -4.02    -0.98    -3.04    24.34   100.95     9.85     9.21
     8.00   -20.00   -20.40   -21.57    -2.98    23.66    -7.85   -16.69    -4.88    -1.18    -3.70    24.12   103.12     8.88     8.19
     8.00   -22.00   -22.50   -23.91    -3.06    23.67    -9.54   -18.09    -5.81    -1.40    -4.41    24.14   105.31     8.10     7.34
    10.00     0.00     0.09    -0.09    -1.75    23.57     0.18    -0.09     0.00    -0.18     0.18 ********    82.27 ******** ********
    10.00     2.00     2.15     1.95    -1.58    23.56     0.10     2.08     0.06     0.19    -0.13   304.03    80.23    90.37    90.18
    10.00     4.00     4.21     3.99    -1.40    23.55    -0.14     3.98     0.24     0.22     0.02    92.77    78.19    44.27    44.02
    10.00     6.00     6.29     6.03    -1.22    23.54    -0.54     5.78     0.51     0.27     0.25    51.70    76.14    29.37    29.06
    10.00     8.00     8.39     8.06    -1.02    23.53    -1.10     7.51     0.89     0.33     0.56    37.23    74.08    22.00    21.64
    10.00    10.00    10.51    10.10    -0.82    23.52    -1.82     9.16     1.35     0.41     0.93    30.67    72.02    17.61    17.19
    10.00    12.00    12.66    12.14    -0.61    23.51    -2.70    10.76     1.90     0.52     1.38    27.28    69.94    14.69    14.22
    10.00    14.00    14.83    14.19    -0.39    23.50    -3.75    12.30     2.53     0.64     1.88    25.43    67.84    12.61    12.08
    10.00    16.00    17.03    16.24    -0.17    23.49    -4.95    13.80     3.23     0.79     2.44    24.42    65.72    11.06    10.47
    10.00    18.00    19.27    18.31     0.07    23.49    -6.33    15.26     4.02     0.96     3.06    23.93    63.57     9.85     9.21
    10.00    20.00    21.56    20.40     0.32    23.48    -7.87    16.68     4.88     1.16     3.72    23.77    61.40     8.88     8.18
    10.00    22.00    23.89    22.50     0.58    23.47    -9.58    18.08     5.80     1.38     4.42    23.85    59.19     8.09     7.34
    10.00     0.00     0.09    -0.09    -1.75    23.57     0.18    -0.09     0.00    -0.18     0.18 ********    82.27 ******** ********
    10.00    -2.00    -1.95    -2.15    -1.91    23.57     0.10    -2.08    -0.06    -0.19     0.13   304.03    84.31    90.37    90.18
    10.00    -4.00    -3.99    -4.21    -2.06    23.58    -0.14    -3.98    -0.24    -0.22    -0.02    92.77    86.35    44.27    44.02
    10.00    -6.00    -6.03    -6.29    -2.21    23.59    -0.54    -5.78    -0.51    -0.27    -0.25    51.70    88.40    29.37    29.06
    10.00    -8.00    -8.06    -8.39    -2.35    23.60    -1.10    -7.51    -0.89    -0.33    -0.56    37.23    90.45    22.00    21.64
    10.00   -10.00   -10.10   -10.51    -2.48    23.61    -1.82    -9.16    -1.35    -0.41    -0.93    30.67    92.52    17.61    17.19
    10.00   -12.00   -12.14   -12.66    -2.61    23.62    -2.70   -10.76    -1.90    -0.52    -1.38    27.28    94.60    14.69    14.22
    10.00   -14.00   -14.19   -14.83    -2.73    23.63    -3.75   -12.30    -2.53    -0.64    -1.88    25.43    96.69    12.61    12.08
    10.00   -16.00   -16.24   -17.03    -2.84    23.64    -4.95   -13.80    -3.23    -0.79    -2.44    24.42    98.81    11.06    10.47
    10.00   -18.00   -18.31   -19.27    -2.94    23.65    -6.33   -15.26    -4.02    -0.96    -3.06    23.93   100.94     9.85     9.21
    10.00   -20.00   -20.40   -21.56    -3.04    23.66    -7.87   -16.68    -4.88    -1.16    -3.72    23.77   103.10     8.88     8.18
    10.00   -22.00   -22.50   -23.89    -3.12    23.68    -9.58   -18.08    -5.80    -1.38    -4.42    23.85   105.29     8.09     7.34
    12.00     0.00     0.08    -0.08    -1.80    23.57     0.19    -0.08     0.00    -0.17     0.17 ********    82.26 ******** ********
    12.00     2.00     2.14     1.96    -1.63    23.56     0.11     2.07     0.06     0.18    -0.11   279.84    80.22    90.02    89.82
    12.00     4.00     4.20     4.00    -1.45    23.55    -0.13     3.97     0.24     0.20     0.03    86.05    78.18    44.20    43.94
    12.00     6.00     6.28     6.04    -1.26    23.54    -0.53     5.77     0.51     0.25     0.26    48.56    76.13    29.34    29.03
    12.00     8.00     8.38     8.07    -1.07    23.53    -1.09     7.50     0.88     0.31     0.57    35.40    74.08    21.99    21.63
    12.00    10.00    10.50    10.10    -0.87    23.52    -1.82     9.16     1.35     0.40     0.95    29.45    72.01    17.60    17.18
    12.00    12.00    12.64    12.14    -0.66    23.51    -2.71    10.75     1.89     0.50     1.39    26.41    69.93    14.69    14.21
    12.00    14.00    14.81    14.19    -0.44    23.50    -3.76    12.29     2.52     0.62     1.90    24.78    67.83    12.61    12.08
    12.00    16.00    17.02    16.25    -0.21    23.49    -4.97    13.79     3.23     0.77     2.46    23.91    65.72    11.06    10.47
    12.00    18.00    19.26    18.31     0.03    23.49    -6.35    15.25     4.01     0.94     3.07    23.51    63.57     9.85     9.21
    12.00    20.00    21.54    20.40     0.28    23.48    -7.90    16.67     4.87     1.14     3.73    23.42    61.40     8.88     8.18
    12.00    22.00    23.87    22.50     0.54    23.47    -9.62    18.07     5.80     1.37     4.43    23.55    59.19     8.09     7.34
    12.00     0.00     0.08    -0.08    -1.80    23.57     0.19    -0.08     0.00    -0.17     0.17 ********    82.26 ******** ********
    12.00    -2.00    -1.96    -2.14    -1.96    23.58     0.11    -2.07    -0.06    -0.18     0.11   279.84    84.30    90.02    89.82
    12.00    -4.00    -4.00    -4.20    -2.12    23.58    -0.13    -3.97    -0.24    -0.20    -0.03    86.05    86.34    44.20    43.94
    12.00    -6.00    -6.04    -6.28    -2.27    23.59    -0.53    -5.77    -0.51    -0.25    -0.26    48.56    88.39    29.34    29.03
    12.00    -8.00    -8.07    -8.38    -2.41    23.60    -1.09    -7.50    -0.88    -0.31    -0.57    35.40    90.44    21.99    21.63
    12.00   -10.00   -10.10   -10.50    -2.54    23.61    -1.82    -9.16    -1.35    -0.40    -0.95    29.45    92.51    17.60    17.18
    12.00   -12.00   -12.14   -12.64    -2.67    23.62    -2.71   -10.75    -1.89    -0.50    -1.39    26.41    94.59    14.69    14.21
    12.00   -14.00   -14.19   -14.81    -2.78    23.63    -3.76   -12.29    -2.52    -0.62    -1.90    24.78    96.68    12.61    12.08
    12.00   -16.00   -16.25   -17.02    -2.90    23.64    -4.97   -13.79    -3.23    -0.77    -2.46    23.91    98.79    11.06    10.47
    12.00   -18.00   -18.31   -19.26    -3.00    23.66    -6.35   -15.25    -4.01    -0.94    -3.07    23.51   100.93     9.85     9.21
    12.00   -20.00   -20.40   -21.54    -3.10    23.67    -7.90   -16.67    -4.87    -1.14    -3.73    23.42   103.09     8.88     8.18
    12.00   -22.00   -22.50   -23.87    -3.18    23.68    -9.62   -18.07    -5.80    -1.37    -4.43    23.55   105.28     8.09     7.34
    14.00     0.00     0.07    -0.07    -1.85    23.57     0.19    -0.07     0.00    -0.15     0.15 ********    82.26 ******** ********
    14.00     2.00     2.13     1.97    -1.68    23.56     0.11     2.07     0.06     0.16    -0.10   255.19    80.22    89.67    89.48
    14.00     4.00     4.19     4.01    -1.50    23.55    -0.13     3.96     0.23     0.19     0.05    79.25    78.18    44.12    43.87
    14.00     6.00     6.27     6.04    -1.31    23.54    -0.54     5.76     0.51     0.23     0.28    45.40    76.13    29.31    29.00
    14.00     8.00     8.37     8.07    -1.12    23.53    -1.10     7.49     0.88     0.30     0.59    33.55    74.07    21.98    21.61
    14.00    10.00    10.49    10.11    -0.91    23.52    -1.83     9.15     1.34     0.38     0.96    28.24    72.01    17.60    17.18
    14.00    12.00    12.63    12.15    -0.70    23.51    -2.72    10.74     1.89     0.48     1.41    25.54    69.93    14.68    14.21
    14.00    14.00    14.80    14.19    -0.48    23.50    -3.78    12.28     2.52     0.61     1.91    24.12    67.83    12.61    12.08
    14.00    16.00    17.00    16.25    -0.25    23.50    -5.00    13.78     3.22     0.75     2.47    23.39    65.71    11.06    10.47
    14.00    18.00    19.24    18.32    -0.01    23.49    -6.38    15.23     4.01     0.93     3.08    23.09    63.57     9.85     9.21
    14.00    20.00    21.52    20.40     0.24    23.48    -7.94    16.66     4.86     1.12     3.74    23.07    61.40     8.88     8.18
    14.00    22.00    23.85    22.50     0.51    23.47    -9.66    18.06     5.79     1.35     4.44    23.26    59.19     8.09     7.34
    14.00     0.00     0.07    -0.07    -1.85    23.57     0.19    -0.07     0.00    -0.15     0.15 ********    82.26 ******** ********
    14.00    -2.00    -1.97    -2.13    -2.01    23.58     0.11    -2.07    -0.06    -0.16     0.10   255.19    84.29    89.67    89.48
    14.00    -4.00    -4.01    -4.19    -2.17    23.59    -0.13    -3.96    -0.23    -0.19    -0.05    79.25    86.33    44.12    43.87
    14.00    -6.00    -6.04    -6.27    -2.32    23.60    -0.54    -5.76    -0.51    -0.23    -0.28    45.40    88.38    29.31    29.00
    14.00    -8.00    -8.07    -8.37    -2.46    23.61    -1.10    -7.49    -0.88    -0.30    -0.59    33.55    90.44    21.98    21.61
    14.00   -10.00   -10.11   -10.49    -2.60    23.62    -1.83    -9.15    -1.34    -0.38    -0.96    28.24    92.50    17.60    17.18
    14.00   -12.00   -12.15   -12.63    -2.72    23.63    -2.72   -10.74    -1.89    -0.48    -1.41    25.54    94.58    14.68    14.21
    14.00   -14.00   -14.19   -14.80    -2.84    23.64    -3.78   -12.28    -2.52    -0.61    -1.91    24.12    96.67    12.61    12.08
    14.00   -16.00   -16.25   -17.00    -2.95    23.65    -5.00   -13.78    -3.22    -0.75    -2.47    23.39    98.78    11.06    10.47
    14.00   -18.00   -18.32   -19.24    -3.06    23.66    -6.38   -15.23    -4.01    -0.93    -3.08    23.09   100.92     9.85     9.21
    14.00   -20.00   -20.40   -21.52    -3.16    23.67    -7.94   -16.66    -4.86    -1.12    -3.74    23.07   103.08     8.88     8.18
    14.00   -22.00   -22.50   -23.85    -3.25    23.68    -9.66   -18.06    -5.79    -1.35    -4.44    23.26   105.27     8.09     7.34
    16.00     0.00     0.07    -0.07    -1.90    23.57     0.18    -0.07     0.00    -0.13     0.13 ********    82.25 ******** ********
    16.00     2.00     2.12     1.98    -1.73    23.56     0.10     2.06     0.06     0.14    -0.08   230.09    80.21    89.33    89.13
    16.00     4.00     4.18     4.01    -1.55    23.55    -0.14     3.95     0.23     0.17     0.06    72.39    78.17    44.05    43.79
    16.00     6.00     6.26     6.05    -1.36    23.54    -0.55     5.75     0.51     0.21     0.29    42.21    76.12    29.28    28.97
    16.00     8.00     8.36     8.08    -1.16    23.53    -1.12     7.48     0.88     0.28     0.60    31.70    74.07    21.96    21.60
    16.00    10.00    10.48    10.11    -0.96    23.52    -1.85     9.14     1.34     0.36     0.98    27.01    72.00    17.59    17.17
    16.00    12.00    12.62    12.15    -0.74    23.51    -2.75    10.73     1.89     0.47     1.42    24.67    69.93    14.68    14.20
    16.00    14.00    14.79    14.20    -0.52    23.51    -3.81    12.27     2.51     0.59     1.92    23.46    67.83    12.61    12.08
    16.00    16.00    16.99    16.25    -0.29    23.50    -5.03    13.77     3.22     0.74     2.48    22.87    65.71    11.05    10.47
    16.00    18.00    19.22    18.32    -0.05    23.49    -6.43    15.22     4.00     0.91     3.09    22.67    63.57     9.85     9.20
    16.00    20.00    21.50    20.40     0.21    23.48    -7.99    16.65     4.85     1.10     3.75    22.72    61.40     8.88     8.18
    16.00    22.00    23.83    22.50     0.47    23.47    -9.72    18.05     5.78     1.33     4.45    22.96    59.19     8.09     7.34
    16.00     0.00     0.07    -0.07    -1.90    23.57     0.18    -0.07     0.00    -0.13     0.13 ********    82.25 ******** ********
    16.00    -2.00    -1.98    -2.12    -2.07    23.58     0.10    -2.06    -0.06    -0.14     0.08   230.09    84.29    89.33    89.13
