
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           FSE04 rear suspension                               

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
     6.00  -100.00     0.00    -0.01     0.15    -0.41     0.45     4.19     4.48     1.48    -1.47    -0.12     0.11    -0.27     0.43   911.48   879.21
     6.00     0.00   100.00     0.15     0.30    -0.45     0.48     4.48     4.77     1.47    -1.47     0.11     0.34    -0.43     0.58   879.21   847.17
     6.00     0.00  -100.00     0.15    -0.01    -0.45     0.41     4.48     4.19     1.47    -1.48     0.11    -0.12    -0.43     0.27   879.21   911.48
     8.00   100.00     0.00     0.35     0.20    -0.64     0.61     6.27     5.98     1.53    -1.53     0.38     0.15    -0.66     0.50   902.28   934.19
     8.00  -100.00     0.00     0.04     0.20    -0.57     0.61     5.69     5.98     1.53    -1.53    -0.08     0.15    -0.34     0.50   966.33   934.19
     8.00     0.00   100.00     0.20     0.35    -0.61     0.64     5.98     6.27     1.53    -1.53     0.15     0.38    -0.50     0.66   934.19   902.28
     8.00     0.00  -100.00     0.20     0.04    -0.61     0.57     5.98     5.69     1.53    -1.53     0.15    -0.08    -0.50     0.34   934.19   966.33
    10.00   100.00     0.00     0.40     0.25    -0.82     0.78     7.77     7.48     1.59    -1.59     0.42     0.19    -0.73     0.57   956.97   988.75
    10.00  -100.00     0.00     0.09     0.25    -0.74     0.78     7.19     7.48     1.59    -1.59    -0.04     0.19    -0.41     0.57  1020.77   988.75
    10.00     0.00   100.00     0.25     0.40    -0.78     0.82     7.48     7.77     1.59    -1.59     0.19     0.42    -0.57     0.73   988.75   956.97
    10.00     0.00  -100.00     0.25     0.09    -0.78     0.74     7.48     7.19     1.59    -1.59     0.19    -0.04    -0.57     0.41   988.75  1020.77
    12.00   100.00     0.00     0.45     0.30    -1.00     0.96     9.27     8.99     1.64    -1.65     0.45     0.22    -0.81     0.65  1011.22  1042.89
    12.00  -100.00     0.00     0.15     0.30    -0.92     0.96     8.70     8.99     1.65    -1.65    -0.01     0.22    -0.49     0.65  1074.78  1042.89
    12.00     0.00   100.00     0.30     0.45    -0.96     1.00     8.99     9.27     1.65    -1.64     0.22     0.45    -0.65     0.81  1042.89  1011.22
    12.00     0.00  -100.00     0.30     0.15    -0.96     0.92     8.99     8.70     1.65    -1.65     0.22    -0.01    -0.65     0.49  1042.89  1074.78
    14.00   100.00     0.00     0.50     0.35    -1.19     1.15    10.78    10.50     1.70    -1.71     0.49     0.26    -0.88     0.72  1065.01  1096.57
    14.00  -100.00     0.00     0.20     0.35    -1.11     1.15    10.21    10.50     1.71    -1.71     0.03     0.26    -0.56     0.72  1128.34  1096.57
    14.00     0.00   100.00     0.35     0.50    -1.15     1.19    10.50    10.78     1.71    -1.70     0.26     0.49    -0.72     0.88  1096.57  1065.01
    14.00     0.00  -100.00     0.35     0.20    -1.15     1.11    10.50    10.21     1.71    -1.71     0.26     0.03    -0.72     0.56  1096.57  1128.34
    16.00   100.00     0.00     0.56     0.40    -1.39     1.35    12.30    12.01     1.76    -1.77     0.53     0.30    -0.95     0.79  1118.32  1149.76
    16.00  -100.00     0.00     0.25     0.40    -1.30     1.35    11.73    12.01     1.77    -1.77     0.07     0.30    -0.63     0.79  1181.42  1149.76
    16.00     0.00   100.00     0.40     0.56    -1.35     1.39    12.01    12.30     1.77    -1.76     0.30     0.53    -0.79     0.95  1149.76  1118.32
    16.00     0.00  -100.00     0.40     0.25    -1.35     1.30    12.01    11.73     1.77    -1.77     0.30     0.07    -0.79     0.63  1149.76  1181.42
    18.00   100.00     0.00     0.61     0.46    -1.60     1.55    13.82    13.53     1.82    -1.83     0.57     0.34    -1.03     0.87  1171.11  1202.44
    18.00  -100.00     0.00     0.30     0.46    -1.51     1.55    13.25    13.53     1.83    -1.83     0.10     0.34    -0.70     0.87  1234.00  1202.44
    18.00     0.00   100.00     0.46     0.61    -1.55     1.60    13.53    13.82     1.83    -1.82     0.34     0.57    -0.87     1.03  1202.44  1171.11
    18.00     0.00  -100.00     0.46     0.30    -1.55     1.51    13.53    13.25     1.83    -1.83     0.34     0.10    -0.87     0.70  1202.44  1234.00
    20.00   100.00     0.00     0.67     0.51    -1.81     1.76    15.34    15.06     1.88    -1.89     0.60     0.37    -1.10     0.94  1223.35  1254.59
    20.00  -100.00     0.00     0.36     0.51    -1.72     1.76    14.77    15.06     1.89    -1.89     0.14     0.37    -0.78     0.94  1286.04  1254.59
    20.00     0.00   100.00     0.51     0.67    -1.76     1.81    15.06    15.34     1.89    -1.88     0.37     0.60    -0.94     1.10  1254.59  1223.35
    20.00     0.00  -100.00     0.51     0.36    -1.76     1.72    15.06    14.77     1.89    -1.89     0.37     0.14    -0.94     0.78  1254.59  1286.04
    22.00   100.00     0.00     0.72     0.57    -2.03     1.99    16.87    16.59     1.94    -1.94     0.64     0.41    -1.17     1.01  1275.02  1306.15
    22.00  -100.00     0.00     0.41     0.57    -1.94     1.99    16.31    16.59     1.95    -1.94     0.18     0.41    -0.85     1.01  1337.51  1306.15
    22.00     0.00   100.00     0.57     0.72    -1.99     2.03    16.59    16.87     1.94    -1.94     0.41     0.64    -1.01     1.17  1306.15  1275.02
    22.00     0.00  -100.00     0.57     0.41    -1.99     1.94    16.59    16.31     1.94    -1.95     0.41     0.18    -1.01     0.85  1306.15  1337.51
    24.00   100.00     0.00     0.78     0.62    -2.27     2.22    18.40    18.12     2.00    -2.01     0.68     0.45    -1.24     1.08  1326.07  1357.12
    24.00  -100.00     0.00     0.46     0.62    -2.17     2.22    17.84    18.12     2.01    -2.01     0.22     0.45    -0.92     1.08  1388.38  1357.12
    24.00     0.00   100.00     0.62     0.78    -2.22     2.27    18.12    18.40     2.01    -2.00     0.45     0.68    -1.08     1.24  1357.12  1326.07
    24.00     0.00  -100.00     0.62     0.46    -2.22     2.17    18.12    17.84     2.01    -2.01     0.45     0.22    -1.08     0.92  1357.12  1388.38
    26.00   100.00     0.00     0.83     0.68    -2.51     2.46    19.94    19.66     2.06    -2.07     0.71     0.48    -1.31     1.15  1376.47  1407.43
    26.00  -100.00     0.00     0.52     0.68    -2.41     2.46    19.38    19.66     2.07    -2.07     0.25     0.48    -0.99     1.15  1438.61  1407.43
    26.00     0.00   100.00     0.68     0.83    -2.46     2.51    19.66    19.94     2.07    -2.06     0.48     0.71    -1.15     1.31  1407.43  1376.47
    26.00     0.00  -100.00     0.68     0.52    -2.46     2.41    19.66    19.38     2.07    -2.07     0.48     0.25    -1.15     0.99  1407.43  1438.61
    28.00   100.00     0.00     0.89     0.73    -2.76     2.71    21.48    21.21     2.12    -2.13     0.75     0.52    -1.38     1.22  1426.18  1457.06
    28.00  -100.00     0.00     0.57     0.73    -2.65     2.71    20.93    21.21     2.13    -2.13     0.29     0.52    -1.06     1.22  1488.15  1457.06
    28.00     0.00   100.00     0.73     0.89    -2.71     2.76    21.21    21.48     2.13    -2.12     0.52     0.75    -1.22     1.38  1457.06  1426.18
    28.00     0.00  -100.00     0.73     0.57    -2.71     2.65    21.21    20.93     2.13    -2.13     0.52     0.29    -1.22     1.06  1457.06  1488.15
    30.00   100.00     0.00     0.94     0.79    -3.02     2.96    23.04    22.76     2.18    -2.19     0.79     0.56    -1.45     1.29  1475.15  1505.95
    30.00  -100.00     0.00     0.63     0.79    -2.91     2.96    22.48    22.76     2.19    -2.19     0.33     0.56    -1.12     1.29  1536.97  1505.95
    30.00     0.00   100.00     0.79     0.94    -2.96     3.02    22.76    23.04     2.19    -2.18     0.56     0.79    -1.29     1.45  1505.95  1475.15
    30.00     0.00  -100.00     0.79     0.63    -2.96     2.91    22.76    22.48     2.19    -2.19     0.56     0.33    -1.29     1.12  1505.95  1536.97
    32.00   100.00     0.00     1.00     0.85    -3.29     3.23    24.60    24.32     2.24    -2.25     0.83     0.59    -1.52     1.36  1523.33  1554.06
    32.00  -100.00     0.00     0.69     0.85    -3.18     3.23    24.04    24.32     2.25    -2.25     0.36     0.59    -1.19     1.36  1585.02  1554.06
    32.00     0.00   100.00     0.85     1.00    -3.23     3.29    24.32    24.60     2.25    -2.24     0.59     0.83    -1.36     1.52  1554.06  1523.33
    32.00     0.00  -100.00     0.85     0.69    -3.23     3.18    24.32    24.04     2.25    -2.25     0.59     0.36    -1.36     1.19  1554.06  1585.02
    34.00   100.00     0.00     1.06     0.90    -3.57     3.51    26.16    25.89     2.30    -2.31     0.86     0.63    -1.59     1.42  1570.67  1601.34
    34.00  -100.00     0.00     0.74     0.90    -3.45     3.51    25.61    25.89     2.32    -2.31     0.40     0.63    -1.26     1.42  1632.23  1601.34
    34.00     0.00   100.00     0.90     1.06    -3.51     3.57    25.89    26.16     2.31    -2.30     0.63     0.86    -1.42     1.59  1601.34  1570.67
    34.00     0.00  -100.00     0.90     0.74    -3.51     3.45    25.89    25.61     2.31    -2.32     0.63     0.40    -1.42     1.26  1601.34  1632.23
    36.00   100.00     0.00     1.12     0.96    -3.86     3.80    27.74    27.46     2.37    -2.37     0.90     0.67    -1.66     1.49  1617.11  1647.72
    36.00  -100.00     0.00     0.80     0.96    -3.74     3.80    27.19    27.46     2.38    -2.37     0.44     0.67    -1.33     1.49  1678.56  1647.72
    36.00     0.00   100.00     0.96     1.12    -3.80     3.86    27.46    27.74     2.37    -2.37     0.67     0.90    -1.49     1.66  1647.72  1617.11
    36.00     0.00  -100.00     0.96     0.80    -3.80     3.74    27.46    27.19     2.37    -2.38     0.67     0.44    -1.49     1.33  1647.72  1678.56
    38.00   100.00     0.00     1.18     1.02    -4.16     4.09    29.32    29.05     2.43    -2.44     0.94     0.70    -1.72     1.56  1662.58  1693.16
    38.00  -100.00     0.00     0.86     1.02    -4.03     4.09    28.77    29.05     2.44    -2.44     0.47     0.70    -1.39     1.56  1723.95  1693.16
    38.00     0.00   100.00     1.02     1.18    -4.09     4.16    29.05    29.32     2.44    -2.43     0.70     0.94    -1.56     1.72  1693.16  1662.58
    38.00     0.00  -100.00     1.02     0.86    -4.09     4.03    29.05    28.77     2.44    -2.44     0.70     0.47    -1.56     1.39  1693.16  1723.95
    40.00   100.00     0.00     1.24     1.08    -4.47     4.40    30.91    30.64     2.49    -2.50     0.97     0.74    -1.79     1.62  1707.03  1737.56
    40.00  -100.00     0.00     0.92     1.08    -4.34     4.40    30.37    30.64     2.51    -2.50     0.51     0.74    -1.45     1.62  1768.32  1737.56
    40.00     0.00   100.00     1.08     1.24    -4.40     4.47    30.64    30.91     2.50    -2.49     0.74     0.97    -1.62     1.79  1737.56  1707.03
    40.00     0.00  -100.00     1.08     0.92    -4.40     4.34    30.64    30.37     2.50    -2.51     0.74     0.51    -1.62     1.45  1737.56  1768.32
    42.00   100.00     0.00     1.30     1.14    -4.79     4.72    32.51    32.24     2.55    -2.56     1.01     0.78    -1.85     1.69  1750.36  1780.87
    42.00  -100.00     0.00     0.98     1.14    -4.65     4.72    31.97    32.24     2.57    -2.56     0.55     0.78    -1.52     1.69  1811.59  1780.87
    42.00     0.00   100.00     1.14     1.30    -4.72     4.79    32.24    32.51     2.56    -2.55     0.78     1.01    -1.69     1.85  1780.87  1750.36
    42.00     0.00  -100.00     1.14     0.98    -4.72     4.65    32.24    31.97     2.56    -2.57     0.78     0.55    -1.69     1.52  1780.87  1811.59
    44.00   100.00     0.00     1.36     1.20    -5.12     5.05    34.13    33.86     2.62    -2.63     1.05     0.82    -1.92     1.75  1792.50  1822.99
    44.00  -100.00     0.00     1.03     1.20    -4.98     5.05    33.58    33.86     2.63    -2.63     0.58     0.82    -1.58     1.75  1853.69  1822.99
    44.00     0.00   100.00     1.20     1.36    -5.05     5.12    33.86    34.13     2.63    -2.62     0.82     1.05    -1.75     1.92  1822.99  1792.50
    44.00     0.00  -100.00     1.20     1.03    -5.05     4.98    33.86    33.58     2.63    -2.63     0.82     0.58    -1.75     1.58  1822.99  1853.69
    46.00   100.00     0.00     1.42     1.26    -5.46     5.39    35.75    35.48     2.68    -2.69     1.09     0.85    -1.98     1.81  1833.36  1863.83
    46.00  -100.00     0.00     1.09     1.26    -5.32     5.39    35.21    35.48     2.70    -2.69     0.62     0.85    -1.64     1.81  1894.53  1863.83
    46.00     0.00   100.00     1.26     1.42    -5.39     5.46    35.48    35.75     2.69    -2.68     0.85     1.09    -1.81     1.98  1863.83  1833.36
    46.00     0.00  -100.00     1.26     1.09    -5.39     5.32    35.48    35.21     2.69    -2.70     0.85     0.62    -1.81     1.64  1863.83  1894.53
    48.00   100.00     0.00     1.48     1.31    -5.82     5.74    37.39    37.12     2.75    -2.76     1.12     0.89    -2.04     1.87  1872.82  1903.30
    48.00  -100.00     0.00     1.15     1.31    -5.67     5.74    36.84    37.12     2.76    -2.76     0.66     0.89    -1.70     1.87  1934.00  1903.30
    48.00     0.00   100.00     1.31     1.48    -5.74     5.82    37.12    37.39     2.76    -2.75     0.89     1.12    -1.87     2.04  1903.30  1872.82
    48.00     0.00  -100.00     1.31     1.15    -5.74     5.67    37.12    36.84     2.76    -2.76     0.89     0.66    -1.87     1.70  1903.30  1934.00
    50.00   100.00     0.00     1.54     1.37    -6.18     6.11    39.04    38.77     2.81    -2.82     1.16     0.93    -2.10     1.93  1910.79  1941.28
    50.00  -100.00     0.00     1.21     1.37    -6.04     6.11    38.49    38.77     2.83    -2.82     0.70     0.93    -1.76     1.93  1971.98  1941.28
    50.00     0.00   100.00     1.37     1.54    -6.11     6.18    38.77    39.04     2.82    -2.81     0.93     1.16    -1.93     2.10  1941.28  1910.79
    50.00     0.00  -100.00     1.37     1.21    -6.11     6.04    38.77    38.49     2.82    -2.83     0.93     0.70    -1.93     1.76  1941.28  1971.98
    52.00   100.00     0.00     1.60     1.43    -6.56     6.49    40.70    40.43     2.88    -2.89     1.20     0.97    -2.15     1.98  1947.12  1977.63
    52.00  -100.00     0.00     1.27     1.43    -6.41     6.49    40.16    40.43     2.90    -2.89     0.73     0.97    -1.81     1.98  2008.36  1977.63
    52.00     0.00   100.00     1.43     1.60    -6.49     6.56    40.43    40.70     2.89    -2.88     0.97     1.20    -1.98     2.15  1977.63  1947.12
    52.00     0.00  -100.00     1.43     1.27    -6.49     6.41    40.43    40.16     2.89    -2.90     0.97     0.73    -1.98     1.81  1977.63  2008.36
    54.00   100.00     0.00     1.66     1.49    -6.96     6.88    42.38    42.11     2.95    -2.96     1.24     1.00    -2.21     2.04  1981.67  2012.22
    54.00  -100.00     0.00     1.33     1.49    -6.80     6.88    41.84    42.11     2.97    -2.96     0.77     1.00    -1.87     2.04  2043.00  2012.22
    54.00     0.00   100.00     1.49     1.66    -6.88     6.96    42.11    42.38     2.96    -2.95     1.00     1.24    -2.04     2.21  2012.22  1981.67
    54.00     0.00  -100.00     1.49     1.33    -6.88     6.80    42.11    41.84     2.96    -2.97     1.00     0.77    -2.04     1.87  2012.22  2043.00
    56.00   100.00     0.00     1.72     1.55    -7.36     7.28    44.08    43.81     3.02    -3.03     1.27     1.04    -2.26     2.09  2014.29  2044.89
    56.00  -100.00     0.00     1.39     1.55    -7.20     7.28    43.54    43.81     3.03    -3.03     0.81     1.04    -1.92     2.09  2075.72  2044.89
    56.00     0.00   100.00     1.55     1.72    -7.28     7.36    43.81    44.08     3.03    -3.02     1.04     1.27    -2.09     2.26  2044.89  2014.29
    56.00     0.00  -100.00     1.55     1.39    -7.28     7.20    43.81    43.54     3.03    -3.03     1.04     0.81    -2.09     1.92  2044.89  2075.72
    -2.00   100.00     0.00     0.10    -0.05     0.11    -0.13    -1.19    -1.49     1.24    -1.24     0.19    -0.04    -0.28     0.12   623.00   655.58
    -2.00  -100.00     0.00    -0.20    -0.05     0.16    -0.13    -1.79    -1.49     1.24    -1.24    -0.27    -0.04     0.03     0.12   688.40   655.58
    -2.00     0.00   100.00    -0.05     0.10     0.13    -0.11    -1.49    -1.19     1.24    -1.24    -0.04     0.19    -0.12     0.28   655.58   623.00
    -2.00     0.00  -100.00    -0.05    -0.20     0.13    -0.16    -1.49    -1.79     1.24    -1.24    -0.04    -0.27    -0.12    -0.03   655.58   688.40
    -4.00   100.00     0.00     0.05    -0.09     0.23    -0.26    -2.67    -2.97     1.18    -1.19     0.15    -0.08    -0.20     0.05   566.10   598.83
    -4.00  -100.00     0.00    -0.24    -0.09     0.28    -0.26    -3.27    -2.97     1.19    -1.19    -0.30    -0.08     0.11     0.05   631.79   598.83
    -4.00     0.00   100.00    -0.09     0.05     0.26    -0.23    -2.97    -2.67     1.19    -1.18    -0.08     0.15    -0.05     0.20   598.83   566.10
    -4.00     0.00  -100.00    -0.09    -0.24     0.26    -0.28    -2.97    -3.27     1.19    -1.19    -0.08    -0.30    -0.05    -0.11   598.83   631.79
    -6.00   100.00     0.00     0.01    -0.14     0.35    -0.38    -4.15    -4.45     1.13    -1.13     0.12    -0.11    -0.13    -0.03   508.89   541.77
    -6.00  -100.00     0.00    -0.29    -0.14     0.40    -0.38    -4.76    -4.45     1.13    -1.13    -0.34    -0.11     0.19    -0.03   574.88   541.77
    -6.00     0.00   100.00    -0.14     0.01     0.38    -0.35    -4.45    -4.15     1.13    -1.13    -0.11     0.12     0.03     0.13   541.77   508.89
    -6.00     0.00  -100.00    -0.14    -0.29     0.38    -0.40    -4.45    -4.76     1.13    -1.13    -0.11    -0.34     0.03    -0.19   541.77   574.88
    -8.00   100.00     0.00    -0.04    -0.19     0.46    -0.49    -5.63    -5.93     1.07    -1.07     0.08    -0.15    -0.05    -0.11   451.39   484.41
    -8.00  -100.00     0.00    -0.34    -0.19     0.51    -0.49    -6.24    -5.93     1.07    -1.07    -0.38    -0.15     0.26    -0.11   517.67   484.41
    -8.00     0.00   100.00    -0.19    -0.04     0.49    -0.46    -5.93    -5.63     1.07    -1.07    -0.15     0.08     0.11     0.05   484.41   451.39
    -8.00     0.00  -100.00    -0.19    -0.34     0.49    -0.51    -5.93    -6.24     1.07    -1.07    -0.15    -0.38     0.11    -0.26   484.41   517.67
   -10.00   100.00     0.00    -0.08    -0.23     0.57    -0.59    -7.11    -7.41     1.01    -1.01     0.04    -0.19     0.03    -0.18   393.60   426.77
   -10.00  -100.00     0.00    -0.38    -0.23     0.61    -0.59    -7.72    -7.41     1.01    -1.01    -0.42    -0.19     0.34    -0.18   460.18   426.77
   -10.00     0.00   100.00    -0.23    -0.08     0.59    -0.57    -7.41    -7.11     1.01    -1.01    -0.19     0.04     0.18    -0.03   426.77   393.60
   -10.00     0.00  -100.00    -0.23    -0.38     0.59    -0.61    -7.41    -7.72     1.01    -1.01    -0.19    -0.42     0.18    -0.34   426.77   460.18
   -12.00   100.00     0.00    -0.13    -0.28     0.67    -0.68    -8.58    -8.88     0.96    -0.96     0.00    -0.23     0.11    -0.26   335.53   368.86
   -12.00  -100.00     0.00    -0.42    -0.28     0.70    -0.68    -9.19    -8.88     0.96    -0.96    -0.46    -0.23     0.42    -0.26   402.42   368.86
   -12.00     0.00   100.00    -0.28    -0.13     0.68    -0.67    -8.88    -8.58     0.96    -0.96    -0.23     0.00     0.26    -0.11   368.86   335.53
   -12.00     0.00  -100.00    -0.28    -0.42     0.68    -0.70    -8.88    -9.19     0.96    -0.96    -0.23    -0.46     0.26    -0.42   368.86   402.42
   -14.00   100.00     0.00    -0.17    -0.32     0.76    -0.77   -10.05   -10.36     0.90    -0.90    -0.04    -0.26     0.18    -0.34   277.19   310.68
   -14.00  -100.00     0.00    -0.47    -0.32     0.79    -0.77   -10.67   -10.36     0.90    -0.90    -0.49    -0.26     0.49    -0.34   344.40   310.68
   -14.00     0.00   100.00    -0.32    -0.17     0.77    -0.76   -10.36   -10.05     0.90    -0.90    -0.26    -0.04     0.34    -0.18   310.68   277.19
   -14.00     0.00  -100.00    -0.32    -0.47     0.77    -0.79   -10.36   -10.67     0.90    -0.90    -0.26    -0.49     0.34    -0.49   310.68   344.40
   -16.00   100.00     0.00    -0.22    -0.36     0.84    -0.85   -11.52   -11.83     0.84    -0.84    -0.07    -0.30     0.26    -0.42   218.60   252.24
   -16.00  -100.00     0.00    -0.51    -0.36     0.87    -0.85   -12.14   -11.83     0.84    -0.84    -0.53    -0.30     0.57    -0.42   286.12   252.24
   -16.00     0.00   100.00    -0.36    -0.22     0.85    -0.84   -11.83   -11.52     0.84    -0.84    -0.30    -0.07     0.42    -0.26   252.24   218.60
   -16.00     0.00  -100.00    -0.36    -0.51     0.85    -0.87   -11.83   -12.14     0.84    -0.84    -0.30    -0.53     0.42    -0.57   252.24   286.12
   -18.00   100.00     0.00    -0.26    -0.41     0.91    -0.93   -12.98   -13.29     0.79    -0.79    -0.11    -0.34     0.34    -0.50   159.76   193.56
   -18.00  -100.00     0.00    -0.55    -0.41     0.94    -0.93   -13.61   -13.29     0.79    -0.79    -0.57    -0.34     0.65    -0.50   227.60   193.56
   -18.00     0.00   100.00    -0.41    -0.26     0.93    -0.91   -13.29   -12.98     0.79    -0.79    -0.34    -0.11     0.50    -0.34   193.56   159.76
   -18.00     0.00  -100.00    -0.41    -0.55     0.93    -0.94   -13.29   -13.61     0.79    -0.79    -0.34    -0.57     0.50    -0.65   193.56   227.60
   -20.00   100.00     0.00    -0.30    -0.45     0.98    -0.99   -14.45   -14.76     0.73    -0.73    -0.15    -0.38     0.42    -0.58   100.67   134.63
   -20.00  -100.00     0.00    -0.60    -0.45     1.00    -0.99   -15.07   -14.76     0.73    -0.73    -0.61    -0.38     0.73    -0.58   168.84   134.63
   -20.00     0.00   100.00    -0.45    -0.30     0.99    -0.98   -14.76   -14.45     0.73    -0.73    -0.38    -0.15     0.58    -0.42   134.63   100.67
   -20.00     0.00  -100.00    -0.45    -0.60     0.99    -1.00   -14.76   -15.07     0.73    -0.73    -0.38    -0.61     0.58    -0.73   134.63   168.84
   -22.00   100.00     0.00    -0.34    -0.49     1.04    -1.05   -15.91   -16.22     0.68    -0.68    -0.19    -0.42     0.50    -0.65    41.35    75.47
   -22.00  -100.00     0.00    -0.64    -0.49     1.06    -1.05   -16.54   -16.22     0.67    -0.68    -0.65    -0.42     0.81    -0.65   109.84    75.47
   -22.00     0.00   100.00    -0.49    -0.34     1.05    -1.04   -16.22   -15.91     0.68    -0.68    -0.42    -0.19     0.65    -0.50    75.47    41.35
   -22.00     0.00  -100.00    -0.49    -0.64     1.05    -1.06   -16.22   -16.54     0.68    -0.67    -0.42    -0.65     0.65    -0.81    75.47   109.84
   -24.00   100.00     0.00    -0.37    -0.53     1.08    -1.10   -16.93   -17.69     0.64    -0.62    -0.22    -0.46     0.56    -0.73     0.00    16.08
   -24.00  -100.00     0.00    -0.68    -0.53     1.11    -1.10   -18.00   -17.69     0.62    -0.62    -0.69    -0.46     0.89    -0.73    50.61    16.08
   -24.00     0.00   100.00    -0.53    -0.37     1.10    -1.08   -17.69   -16.93     0.62    -0.64    -0.46    -0.22     0.73    -0.56    16.08     0.00
   -24.00     0.00  -100.00    -0.53    -0.68     1.10    -1.11   -17.69   -18.00     0.62    -0.62    -0.46    -0.69     0.73    -0.89    16.08    50.61
   -26.00   100.00     0.00    -0.37    -0.54     1.08    -1.11   -16.93   -18.08     0.64    -0.60    -0.22    -0.47     0.56    -0.76     0.00     0.00
   -26.00  -100.00     0.00    -0.71    -0.54     1.14    -1.11   -19.25   -18.08     0.57    -0.60    -0.72    -0.47     0.96    -0.76     0.00     0.00
   -26.00     0.00   100.00    -0.54    -0.37     1.11    -1.08   -18.08   -16.93     0.60    -0.64    -0.47    -0.22     0.76    -0.56     0.00     0.00
   -26.00     0.00  -100.00    -0.54    -0.71     1.11    -1.14   -18.08   -19.25     0.60    -0.57    -0.47    -0.72     0.76    -0.96     0.00     0.00
