
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Z at Wheel Center                            FSE04 rear suspension                               

   WhTra  ForceZ_L ForceZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    10.00     0.00 -1000.00     0.25     0.02    -0.78     0.06     7.48     0.68     1.59    -1.33     0.19     0.02    -0.57     0.23   988.75  1737.49
    12.00  1000.00     0.00     0.54     0.30    -1.88     0.96    15.88     8.99     1.92    -1.65     0.39     0.22    -0.97     0.65   284.35  1042.89
    12.00 -1000.00     0.00     0.07     0.30    -0.21     0.96     2.17     8.99     1.38    -1.65     0.05     0.22    -0.31     0.65  1793.27  1042.89
    12.00     0.00  1000.00     0.30     0.54    -0.96     1.88     8.99    15.88     1.65    -1.92     0.22     0.39    -0.65     0.97  1042.89   284.35
    12.00     0.00 -1000.00     0.30     0.07    -0.96     0.21     8.99     2.17     1.65    -1.38     0.22     0.05    -0.65     0.31  1042.89  1793.27
    14.00  1000.00     0.00     0.59     0.35    -2.11     1.15    17.41    10.50     1.98    -1.71     0.43     0.26    -1.04     0.72   335.75  1096.57
    14.00 -1000.00     0.00     0.12     0.35    -0.36     1.15     3.67    10.50     1.44    -1.71     0.09     0.26    -0.39     0.72  1848.70  1096.57
    14.00     0.00  1000.00     0.35     0.59    -1.15     2.11    10.50    17.41     1.71    -1.98     0.26     0.43    -0.72     1.04  1096.57   335.75
    14.00     0.00 -1000.00     0.35     0.12    -1.15     0.36    10.50     3.67     1.71    -1.44     0.26     0.09    -0.72     0.39  1096.57  1848.70
    16.00  1000.00     0.00     0.65     0.40    -2.34     1.35    18.95    12.01     2.04    -1.77     0.46     0.30    -1.11     0.79   386.52  1149.76
    16.00 -1000.00     0.00     0.17     0.40    -0.52     1.35     5.16    12.01     1.50    -1.77     0.13     0.30    -0.46     0.79  1903.75  1149.76
    16.00     0.00  1000.00     0.40     0.65    -1.35     2.34    12.01    18.95     1.77    -2.04     0.30     0.46    -0.79     1.11  1149.76   386.52
    16.00     0.00 -1000.00     0.40     0.17    -1.35     0.52    12.01     5.16     1.77    -1.50     0.30     0.13    -0.79     0.46  1149.76  1903.75
    18.00  1000.00     0.00     0.70     0.46    -2.59     1.55    20.49    13.53     2.10    -1.83     0.50     0.34    -1.18     0.87   436.62  1202.44
    18.00 -1000.00     0.00     0.22     0.46    -0.69     1.55     6.67    13.53     1.56    -1.83     0.17     0.34    -0.54     0.87  1958.39  1202.44
    18.00     0.00  1000.00     0.46     0.70    -1.55     2.59    13.53    20.49     1.83    -2.10     0.34     0.50    -0.87     1.18  1202.44   436.62
    18.00     0.00 -1000.00     0.46     0.22    -1.55     0.69    13.53     6.67     1.83    -1.56     0.34     0.17    -0.87     0.54  1202.44  1958.39
    20.00  1000.00     0.00     0.76     0.51    -2.84     1.76    22.04    15.06     2.16    -1.89     0.54     0.37    -1.25     0.94   486.02  1254.59
    20.00 -1000.00     0.00     0.27     0.51    -0.86     1.76     8.17    15.06     1.62    -1.89     0.21     0.37    -0.61     0.94  2012.62  1254.59
    20.00     0.00  1000.00     0.51     0.76    -1.76     2.84    15.06    22.04     1.89    -2.16     0.37     0.54    -0.94     1.25  1254.59   486.02
    20.00     0.00 -1000.00     0.51     0.27    -1.76     0.86    15.06     8.17     1.89    -1.62     0.37     0.21    -0.94     0.61  1254.59  2012.62
    22.00  1000.00     0.00     0.81     0.57    -3.10     1.99    23.59    16.59     2.22    -1.94     0.57     0.41    -1.32     1.01   534.65  1306.15
    22.00 -1000.00     0.00     0.32     0.57    -1.05     1.99     9.68    16.59     1.68    -1.94     0.24     0.41    -0.68     1.01  2066.40  1306.15
    22.00     0.00  1000.00     0.57     0.81    -1.99     3.10    16.59    23.59     1.94    -2.22     0.41     0.57    -1.01     1.32  1306.15   534.65
    22.00     0.00 -1000.00     0.57     0.32    -1.99     1.05    16.59     9.68     1.94    -1.68     0.41     0.24    -1.01     0.68  1306.15  2066.40
    24.00  1000.00     0.00     0.87     0.62    -3.38     2.22    25.15    18.12     2.28    -2.01     0.61     0.45    -1.39     1.08   582.49  1357.12
    24.00 -1000.00     0.00     0.38     0.62    -1.24     2.22    11.20    18.12     1.73    -2.01     0.28     0.45    -0.76     1.08  2119.71  1357.12
    24.00     0.00  1000.00     0.62     0.87    -2.22     3.38    18.12    25.15     2.01    -2.28     0.45     0.61    -1.08     1.39  1357.12   582.49
    24.00     0.00 -1000.00     0.62     0.38    -2.22     1.24    18.12    11.20     2.01    -1.73     0.45     0.28    -1.08     0.76  1357.12  2119.71
    26.00  1000.00     0.00     0.93     0.68    -3.66     2.46    26.72    19.66     2.34    -2.07     0.65     0.48    -1.45     1.15   629.46  1407.43
    26.00 -1000.00     0.00     0.43     0.68    -1.44     2.46    12.72    19.66     1.79    -2.07     0.32     0.48    -0.83     1.15  2172.52  1407.43
    26.00     0.00  1000.00     0.68     0.93    -2.46     3.66    19.66    26.72     2.07    -2.34     0.48     0.65    -1.15     1.45  1407.43   629.46
    26.00     0.00 -1000.00     0.68     0.43    -2.46     1.44    19.66    12.72     2.07    -1.79     0.48     0.32    -1.15     0.83  1407.43  2172.52
    28.00  1000.00     0.00     0.99     0.73    -3.95     2.71    28.30    21.21     2.41    -2.13     0.68     0.52    -1.52     1.22   675.50  1457.06
    28.00 -1000.00     0.00     0.48     0.73    -1.65     2.71    14.24    21.21     1.85    -2.13     0.35     0.52    -0.90     1.22  2224.81  1457.06
    28.00     0.00  1000.00     0.73     0.99    -2.71     3.95    21.21    28.30     2.13    -2.41     0.52     0.68    -1.22     1.52  1457.06   675.50
    28.00     0.00 -1000.00     0.73     0.48    -2.71     1.65    21.21    14.24     2.13    -1.85     0.52     0.35    -1.22     0.90  1457.06  2224.81
    30.00  1000.00     0.00     1.04     0.79    -4.25     2.96    29.89    22.76     2.47    -2.19     0.72     0.56    -1.58     1.29   720.56  1505.95
    30.00 -1000.00     0.00     0.54     0.79    -1.87     2.96    15.77    22.76     1.91    -2.19     0.39     0.56    -0.98     1.29  2276.54  1505.95
    30.00     0.00  1000.00     0.79     1.04    -2.96     4.25    22.76    29.89     2.19    -2.47     0.56     0.72    -1.29     1.58  1505.95   720.56
    30.00     0.00 -1000.00     0.79     0.54    -2.96     1.87    22.76    15.77     2.19    -1.91     0.56     0.39    -1.29     0.98  1505.95  2276.54
    32.00  1000.00     0.00     1.10     0.85    -4.57     3.23    31.48    24.32     2.53    -2.25     0.76     0.59    -1.65     1.36   764.56  1554.06
    32.00 -1000.00     0.00     0.59     0.85    -2.09     3.23    17.30    24.32     1.97    -2.25     0.43     0.59    -1.05     1.36  2327.68  1554.06
    32.00     0.00  1000.00     0.85     1.10    -3.23     4.57    24.32    31.48     2.25    -2.53     0.59     0.76    -1.36     1.65  1554.06   764.56
    32.00     0.00 -1000.00     0.85     0.59    -3.23     2.09    24.32    17.30     2.25    -1.97     0.59     0.43    -1.36     1.05  1554.06  2327.68
    34.00  1000.00     0.00     1.16     0.90    -4.89     3.51    33.09    25.89     2.60    -2.31     0.79     0.63    -1.71     1.42   807.42  1601.34
    34.00 -1000.00     0.00     0.65     0.90    -2.33     3.51    18.84    25.89     2.03    -2.31     0.47     0.63    -1.12     1.42  2378.20  1601.34
    34.00     0.00  1000.00     0.90     1.16    -3.51     4.89    25.89    33.09     2.31    -2.60     0.63     0.79    -1.42     1.71  1601.34   807.42
    34.00     0.00 -1000.00     0.90     0.65    -3.51     2.33    25.89    18.84     2.31    -2.03     0.63     0.47    -1.42     1.12  1601.34  2378.20
    36.00  1000.00     0.00     1.22     0.96    -5.23     3.80    34.71    27.46     2.66    -2.37     0.83     0.67    -1.77     1.49   849.05  1647.72
    36.00 -1000.00     0.00     0.71     0.96    -2.57     3.80    20.38    27.46     2.09    -2.37     0.50     0.67    -1.19     1.49  2428.04  1647.72
    36.00     0.00  1000.00     0.96     1.22    -3.80     5.23    27.46    34.71     2.37    -2.66     0.67     0.83    -1.49     1.77  1647.72   849.05
    36.00     0.00 -1000.00     0.96     0.71    -3.80     2.57    27.46    20.38     2.37    -2.09     0.67     0.50    -1.49     1.19  1647.72  2428.04
    38.00  1000.00     0.00     1.28     1.02    -5.57     4.09    36.34    29.05     2.73    -2.44     0.87     0.70    -1.83     1.56   889.36  1693.16
    38.00 -1000.00     0.00     0.76     1.02    -2.83     4.09    21.93    29.05     2.16    -2.44     0.54     0.70    -1.26     1.56  2477.18  1693.16
    38.00     0.00  1000.00     1.02     1.28    -4.09     5.57    29.05    36.34     2.44    -2.73     0.70     0.87    -1.56     1.83  1693.16   889.36
    38.00     0.00 -1000.00     1.02     0.76    -4.09     2.83    29.05    21.93     2.44    -2.16     0.70     0.54    -1.56     1.26  1693.16  2477.18
    40.00  1000.00     0.00     1.34     1.08    -5.93     4.40    37.98    30.64     2.79    -2.50     0.90     0.74    -1.89     1.62   928.23  1737.56
    40.00 -1000.00     0.00     0.82     1.08    -3.09     4.40    23.49    30.64     2.22    -2.50     0.58     0.74    -1.33     1.62  2525.56  1737.56
    40.00     0.00  1000.00     1.08     1.34    -4.40     5.93    30.64    37.98     2.50    -2.79     0.74     0.90    -1.62     1.89  1737.56   928.23
    40.00     0.00 -1000.00     1.08     0.82    -4.40     3.09    30.64    23.49     2.50    -2.22     0.74     0.58    -1.62     1.33  1737.56  2525.56
    42.00  1000.00     0.00     1.40     1.14    -6.30     4.72    39.63    32.24     2.86    -2.56     0.94     0.78    -1.95     1.69   965.55  1780.87
    42.00 -1000.00     0.00     0.88     1.14    -3.36     4.72    25.06    32.24     2.28    -2.56     0.62     0.78    -1.40     1.69  2573.13  1780.87
    42.00     0.00  1000.00     1.14     1.40    -4.72     6.30    32.24    39.63     2.56    -2.86     0.78     0.94    -1.69     1.95  1780.87   965.55
    42.00     0.00 -1000.00     1.14     0.88    -4.72     3.36    32.24    25.06     2.56    -2.28     0.78     0.62    -1.69     1.40  1780.87  2573.13
    44.00  1000.00     0.00     1.46     1.20    -6.69     5.05    41.31    33.86     2.92    -2.63     0.98     0.82    -2.00     1.75  1001.18  1822.99
    44.00 -1000.00     0.00     0.93     1.20    -3.64     5.05    26.63    33.86     2.34    -2.63     0.65     0.82    -1.46     1.75  2619.83  1822.99
    44.00     0.00  1000.00     1.20     1.46    -5.05     6.69    33.86    41.31     2.63    -2.92     0.82     0.98    -1.75     2.00  1822.99  1001.18
    44.00     0.00 -1000.00     1.20     0.93    -5.05     3.64    33.86    26.63     2.63    -2.34     0.82     0.65    -1.75     1.46  1822.99  2619.83
    46.00  1000.00     0.00     1.52     1.26    -7.09     5.39    42.99    35.48     2.99    -2.69     1.02     0.85    -2.06     1.81  1034.97  1863.83
    46.00 -1000.00     0.00     0.99     1.26    -3.94     5.39    28.21    35.48     2.40    -2.69     0.69     0.85    -1.53     1.81  2665.62  1863.83
    46.00     0.00  1000.00     1.26     1.52    -5.39     7.09    35.48    42.99     2.69    -2.99     0.85     1.02    -1.81     2.06  1863.83  1034.97
    46.00     0.00 -1000.00     1.26     0.99    -5.39     3.94    35.48    28.21     2.69    -2.40     0.85     0.69    -1.81     1.53  1863.83  2665.62
    48.00  1000.00     0.00     1.58     1.31    -7.50     5.74    44.70    37.12     3.06    -2.76     1.05     0.89    -2.11     1.87  1066.75  1903.30
    48.00 -1000.00     0.00     1.05     1.31    -4.24     5.74    29.80    37.12     2.47    -2.76     0.73     0.89    -1.59     1.87  2710.41  1903.30
    48.00     0.00  1000.00     1.31     1.58    -5.74     7.50    37.12    44.70     2.76    -3.06     0.89     1.05    -1.87     2.11  1903.30  1066.75
    48.00     0.00 -1000.00     1.31     1.05    -5.74     4.24    37.12    29.80     2.76    -2.47     0.89     0.73    -1.87     1.59  1903.30  2710.41
    50.00  1000.00     0.00     1.64     1.37    -7.93     6.11    46.42    38.77     3.13    -2.82     1.09     0.93    -2.16     1.93  1096.33  1941.28
    50.00 -1000.00     0.00     1.11     1.37    -4.55     6.11    31.40    38.77     2.53    -2.82     0.76     0.93    -1.66     1.93  2754.14  1941.28
    50.00     0.00  1000.00     1.37     1.64    -6.11     7.93    38.77    46.42     2.82    -3.13     0.93     1.09    -1.93     2.16  1941.28  1096.33
    50.00     0.00 -1000.00     1.37     1.11    -6.11     4.55    38.77    31.40     2.82    -2.53     0.93     0.76    -1.93     1.66  1941.28  2754.14
    52.00  1000.00     0.00     1.69     1.43    -8.37     6.49    48.17    40.43     3.20    -2.89     1.13     0.97    -2.20     1.98  1123.49  1977.63
    52.00 -1000.00     0.00     1.17     1.43    -4.88     6.49    33.01    40.43     2.59    -2.89     0.80     0.97    -1.72     1.98  2796.73  1977.63
    52.00     0.00  1000.00     1.43     1.69    -6.49     8.37    40.43    48.17     2.89    -3.20     0.97     1.13    -1.98     2.20  1977.63  1123.49
    52.00     0.00 -1000.00     1.43     1.17    -6.49     4.88    40.43    33.01     2.89    -2.59     0.97     0.80    -1.98     1.72  1977.63  2796.73
    54.00  1000.00     0.00     1.75     1.49    -8.83     6.88    49.94    42.11     3.27    -2.96     1.17     1.00    -2.24     2.04  1147.96  2012.22
    54.00 -1000.00     0.00     1.23     1.49    -5.21     6.88    34.63    42.11     2.66    -2.96     0.84     1.00    -1.79     2.04  2838.09  2012.22
    54.00     0.00  1000.00     1.49     1.75    -6.88     8.83    42.11    49.94     2.96    -3.27     1.00     1.17    -2.04     2.24  2012.22  1147.96
    54.00     0.00 -1000.00     1.49     1.23    -6.88     5.21    42.11    34.63     2.96    -2.66     1.00     0.84    -2.04     1.79  2012.22  2838.09
    56.00  1000.00     0.00     1.81     1.55    -9.31     7.28    51.74    43.81     3.35    -3.03     1.21     1.04    -2.28     2.09  1169.45  2044.89
    56.00 -1000.00     0.00     1.29     1.55    -5.56     7.28    36.26    43.81     2.72    -3.03     0.88     1.04    -1.85     2.09  2878.13  2044.89
    56.00     0.00  1000.00     1.55     1.81    -7.28     9.31    43.81    51.74     3.03    -3.35     1.04     1.21    -2.09     2.28  2044.89  1169.45
    56.00     0.00 -1000.00     1.55     1.29    -7.28     5.56    43.81    36.26     3.03    -2.72     1.04     0.88    -2.09     1.85  2044.89  2878.13
    -2.00  1000.00     0.00     0.26    -0.05    -0.81    -0.13     7.77    -1.49     1.60    -1.24     0.19    -0.04    -0.59     0.12     0.00   655.58
    -2.00 -1000.00     0.00    -0.26    -0.05     0.64    -0.13    -8.22    -1.49     0.98    -1.24    -0.21    -0.04     0.23     0.12  1396.01   655.58
    -2.00     0.00  1000.00    -0.05     0.26     0.13     0.81    -1.49     7.77     1.24    -1.60    -0.04     0.19    -0.12     0.59   655.58     0.00
    -2.00     0.00 -1000.00    -0.05    -0.26     0.13    -0.64    -1.49    -8.22     1.24    -0.98    -0.04    -0.21    -0.12    -0.23   655.58  1396.01
    -4.00  1000.00     0.00     0.26    -0.09    -0.81    -0.26     7.77    -2.97     1.60    -1.19     0.19    -0.08    -0.59     0.05     0.00   598.83
    -4.00 -1000.00     0.00    -0.30    -0.09     0.73    -0.26    -9.70    -2.97     0.93    -1.19    -0.25    -0.08     0.31     0.05  1338.09   598.83
    -4.00     0.00  1000.00    -0.09     0.26     0.26     0.81    -2.97     7.77     1.19    -1.60    -0.08     0.19    -0.05     0.59   598.83     0.00
    -4.00     0.00 -1000.00    -0.09    -0.30     0.26    -0.73    -2.97    -9.70     1.19    -0.93    -0.08    -0.25    -0.05    -0.31   598.83  1338.09
    -6.00  1000.00     0.00     0.26    -0.14    -0.81    -0.38     7.77    -4.45     1.60    -1.13     0.19    -0.11    -0.59    -0.03     0.00   541.77
    -6.00 -1000.00     0.00    -0.35    -0.14     0.82    -0.38   -11.17    -4.45     0.87    -1.13    -0.29    -0.11     0.38    -0.03  1279.91   541.77
    -6.00     0.00  1000.00    -0.14     0.26     0.38     0.81    -4.45     7.77     1.13    -1.60    -0.11     0.19     0.03     0.59   541.77     0.00
    -6.00     0.00 -1000.00    -0.14    -0.35     0.38    -0.82    -4.45   -11.17     1.13    -0.87    -0.11    -0.29     0.03    -0.38   541.77  1279.91
    -8.00  1000.00     0.00     0.26    -0.19    -0.81    -0.49     7.77    -5.93     1.60    -1.07     0.19    -0.15    -0.59    -0.11     0.00   484.41
    -8.00 -1000.00     0.00    -0.39    -0.19     0.89    -0.49   -12.64    -5.93     0.81    -1.07    -0.33    -0.15     0.46    -0.11  1221.48   484.41
    -8.00     0.00  1000.00    -0.19     0.26     0.49     0.81    -5.93     7.77     1.07    -1.60    -0.15     0.19     0.11     0.59   484.41     0.00
    -8.00     0.00 -1000.00    -0.19    -0.39     0.49    -0.89    -5.93   -12.64     1.07    -0.81    -0.15    -0.33     0.11    -0.46   484.41  1221.48
   -10.00  1000.00     0.00     0.26    -0.23    -0.81    -0.59     7.77    -7.41     1.60    -1.01     0.19    -0.19    -0.59    -0.18     0.00   426.77
   -10.00 -1000.00     0.00    -0.43    -0.23     0.96    -0.59   -14.11    -7.41     0.76    -1.01    -0.36    -0.19     0.54    -0.18  1162.81   426.77
   -10.00     0.00  1000.00    -0.23     0.26     0.59     0.81    -7.41     7.77     1.01    -1.60    -0.19     0.19     0.18     0.59   426.77     0.00
   -10.00     0.00 -1000.00    -0.23    -0.43     0.59    -0.96    -7.41   -14.11     1.01    -0.76    -0.19    -0.36     0.18    -0.54   426.77  1162.81
   -12.00  1000.00     0.00     0.26    -0.28    -0.81    -0.68     7.77    -8.88     1.60    -0.96     0.19    -0.23    -0.59    -0.26     0.00   368.86
   -12.00 -1000.00     0.00    -0.47    -0.28     1.02    -0.68   -15.57    -8.88     0.70    -0.96    -0.40    -0.23     0.62    -0.26  1103.90   368.86
   -12.00     0.00  1000.00    -0.28     0.26     0.68     0.81    -8.88     7.77     0.96    -1.60    -0.23     0.19     0.26     0.59   368.86     0.00
   -12.00     0.00 -1000.00    -0.28    -0.47     0.68    -1.02    -8.88   -15.57     0.96    -0.70    -0.23    -0.40     0.26    -0.62   368.86  1103.90
   -14.00  1000.00     0.00     0.26    -0.32    -0.81    -0.77     7.77   -10.36     1.60    -0.90     0.19    -0.26    -0.59    -0.34     0.00   310.68
   -14.00 -1000.00     0.00    -0.52    -0.32     1.08    -0.77   -17.04   -10.36     0.64    -0.90    -0.44    -0.26     0.70    -0.34  1044.76   310.68
   -14.00     0.00  1000.00    -0.32     0.26     0.77     0.81   -10.36     7.77     0.90    -1.60    -0.26     0.19     0.34     0.59   310.68     0.00
   -14.00     0.00 -1000.00    -0.32    -0.52     0.77    -1.08   -10.36   -17.04     0.90    -0.64    -0.26    -0.44     0.34    -0.70   310.68  1044.76
   -16.00  1000.00     0.00     0.26    -0.36    -0.81    -0.85     7.77   -11.83     1.60    -0.84     0.19    -0.30    -0.59    -0.42     0.00   252.24
   -16.00 -1000.00     0.00    -0.56    -0.36     1.13    -0.85   -18.50   -11.83     0.59    -0.84    -0.48    -0.30     0.78    -0.42   985.38   252.24
   -16.00     0.00  1000.00    -0.36     0.26     0.85     0.81   -11.83     7.77     0.84    -1.60    -0.30     0.19     0.42     0.59   252.24     0.00
   -16.00     0.00 -1000.00    -0.36    -0.56     0.85    -1.13   -11.83   -18.50     0.84    -0.59    -0.30    -0.48     0.42    -0.78   252.24   985.38
   -18.00  1000.00     0.00     0.26    -0.41    -0.81    -0.93     7.77   -13.29     1.60    -0.79     0.19    -0.34    -0.59    -0.50     0.00   193.56
   -18.00 -1000.00     0.00    -0.60    -0.41     1.17    -0.93   -19.96   -13.29     0.53    -0.79    -0.52    -0.34     0.87    -0.50   925.79   193.56
   -18.00     0.00  1000.00    -0.41     0.26     0.93     0.81   -13.29     7.77     0.79    -1.60    -0.34     0.19     0.50     0.59   193.56     0.00
   -18.00     0.00 -1000.00    -0.41    -0.60     0.93    -1.17   -13.29   -19.96     0.79    -0.53    -0.34    -0.52     0.50    -0.87   193.56   925.79
   -20.00  1000.00     0.00     0.26    -0.45    -0.81    -0.99     7.77   -14.76     1.60    -0.73     0.19    -0.38    -0.59    -0.58     0.00   134.63
   -20.00 -1000.00     0.00    -0.64    -0.45     1.20    -0.99   -21.42   -14.76     0.47    -0.73    -0.56    -0.38     0.95    -0.58   865.97   134.63
   -20.00     0.00  1000.00    -0.45     0.26     0.99     0.81   -14.76     7.77     0.73    -1.60    -0.38     0.19     0.58     0.59   134.63     0.00
   -20.00     0.00 -1000.00    -0.45    -0.64     0.99    -1.20   -14.76   -21.42     0.73    -0.47    -0.38    -0.56     0.58    -0.95   134.63   865.97
   -22.00  1000.00     0.00     0.26    -0.49    -0.81    -1.05     7.77   -16.22     1.60    -0.68     0.19    -0.42    -0.59    -0.65     0.00    75.47
   -22.00 -1000.00     0.00    -0.68    -0.49     1.23    -1.05   -22.87   -16.22     0.42    -0.68    -0.60    -0.42     1.03    -0.65   805.94    75.47
   -22.00     0.00  1000.00    -0.49     0.26     1.05     0.81   -16.22     7.77     0.68    -1.60    -0.42     0.19     0.65     0.59    75.47     0.00
   -22.00     0.00 -1000.00    -0.49    -0.68     1.05    -1.23   -16.22   -22.87     0.68    -0.42    -0.42    -0.60     0.65    -1.03    75.47   805.94
   -24.00  1000.00     0.00     0.26    -0.53    -0.81    -1.10     7.77   -17.69     1.60    -0.62     0.19    -0.46    -0.59    -0.73     0.00    16.08
   -24.00 -1000.00     0.00    -0.71    -0.53     1.25    -1.10   -24.33   -17.69     0.36    -0.62    -0.64    -0.46     1.11    -0.73   745.68    16.08
   -24.00     0.00  1000.00    -0.53     0.26     1.10     0.81   -17.69     7.77     0.62    -1.60    -0.46     0.19     0.73     0.59    16.08     0.00
   -24.00     0.00 -1000.00    -0.53    -0.71     1.10    -1.25   -17.69   -24.33     0.62    -0.36    -0.46    -0.64     0.73    -1.11    16.08   745.68
   -26.00  1000.00     0.00     0.26    -0.54    -0.81    -1.11     7.77   -18.08     1.60    -0.60     0.19    -0.47    -0.59    -0.76     0.00     0.00
   -26.00 -1000.00     0.00    -0.75    -0.54     1.26    -1.11   -25.78   -18.08     0.31    -0.60    -0.68    -0.47     1.19    -0.76   685.21     0.00
   -26.00     0.00  1000.00    -0.54     0.26     1.11     0.81   -18.08     7.77     0.60    -1.60    -0.47     0.19     0.76     0.59     0.00     0.00
   -26.00     0.00 -1000.00    -0.54    -0.75     1.11    -1.26   -18.08   -25.78     0.60    -0.31    -0.47    -0.68     0.76    -1.19     0.00   685.21
